source_dataset,target_dataset,kind,condition,layer,layer_label,test_mase,test_median_mae,test_wql,relative_regret_mase,relative_regret_wql,native_test_mase,native_test_wql
monash_electricity_hourly,coastal_ts,PT-OOD,native,13,L12+RMS,1.127465,0.302806,0.154742,0.0,0.0,1.127465,0.154742
monash_electricity_hourly,coastal_ts,PT-OOD,transfer,0,Emb,2.451205,0.527194,0.275752,1.174085,0.782007,1.127465,0.154742
monash_electricity_hourly,coastal_ts,PT-OOD,transfer,1,L1,1.52411,0.388655,0.204409,0.351803,0.320969,1.127465,0.154742
monash_electricity_hourly,coastal_ts,PT-OOD,transfer,2,L2,1.352113,0.362545,0.201851,0.199251,0.304436,1.127465,0.154742
monash_electricity_hourly,coastal_ts,PT-OOD,transfer,3,L3,1.325292,0.34233,0.179068,0.175462,0.1572,1.127465,0.154742
monash_electricity_hourly,coastal_ts,PT-OOD,transfer,4,L4,1.222735,0.33089,0.177711,0.084499,0.148432,1.127465,0.154742
monash_electricity_hourly,coastal_ts,PT-OOD,transfer,5,L5,1.2758,0.338482,0.177143,0.131566,0.144765,1.127465,0.154742
monash_electricity_hourly,coastal_ts,PT-OOD,transfer,6,L6,1.265135,0.332916,0.172297,0.122106,0.113445,1.127465,0.154742
monash_electricity_hourly,coastal_ts,PT-OOD,transfer,7,L7,1.252401,0.330862,0.174116,0.110812,0.125203,1.127465,0.154742
monash_electricity_hourly,coastal_ts,PT-OOD,transfer,8,L8,1.379308,0.347446,0.179088,0.223372,0.157331,1.127465,0.154742
monash_electricity_hourly,coastal_ts,PT-OOD,transfer,9,L9,1.162619,0.307505,0.163668,0.03118,0.057684,1.127465,0.154742
monash_electricity_hourly,coastal_ts,PT-OOD,transfer,10,L10,1.265874,0.331375,0.174611,0.122761,0.128399,1.127465,0.154742
monash_electricity_hourly,coastal_ts,PT-OOD,transfer,11,L11,1.21276,0.327958,0.176132,0.075652,0.138227,1.127465,0.154742
monash_electricity_hourly,coastal_ts,PT-OOD,transfer,12,L12,1.179789,0.31626,0.165637,0.046409,0.070406,1.127465,0.154742
monash_electricity_hourly,coastal_ts,PT-OOD,transfer,13,L12+RMS,1.127465,0.302806,0.154742,0.0,0.0,1.127465,0.154742
