model,dataset,display_name,role,domain,freq,seasonal_m,provenance_status,provenance_evidence_scope,layer,point_index,point_type,relative_depth,relative_position,kind,train_loss,val_loss,test_loss,test_loss_ci_lo,test_loss_ci_hi,test_mase,test_mae,test_wql,weight_decay,is_tunnel_entrance,is_reference_point,effective_rank_train_headline,normalized_effective_rank_train_headline,native_loss,native_mase
chronos2,m4_hourly,M4,primary,mixed hourly,1H,24,pretraining_exposed,exact_dataset,Emb,0,block_depth,0.0,0.0,embedding,0.3653222372811528,0.39133796664594694,0.3723665869986738,0.3668160102408351,0.37815267466833347,10.061761838525772,859.1607786121143,0.1757727621537036,90.0,False,False,1.0006743686280868,0.001302961417484488,0.08285706156317343,0.9289487357509286
chronos2,m4_hourly,M4,primary,mixed hourly,1H,24,pretraining_exposed,exact_dataset,L1,1,block_depth,0.08333333333333333,0.08333333333333333,block,0.20515860222718296,0.2932124781983954,0.252090695136376,0.2413975083532224,0.263339923937869,5.5995549054292155,635.7529698262282,0.1300665234443008,0.001,False,False,7.316426440563481,0.009526596927817032,0.08285706156317343,0.9289487357509286
chronos2,m4_hourly,M4,primary,mixed hourly,1H,24,pretraining_exposed,exact_dataset,L2,2,block_depth,0.16666666666666666,0.16666666666666666,block,0.12272767984766615,0.14830291373584106,0.152335062281776,0.14349734253136315,0.16129355767016648,2.877079883509871,398.3444406726477,0.08149592528968842,1e-05,False,False,10.474237055566759,0.013638329499435884,0.08285706156317343,0.9289487357509286
chronos2,m4_hourly,M4,primary,mixed hourly,1H,24,pretraining_exposed,exact_dataset,L3,3,block_depth,0.25,0.25,block,0.10275622907560987,0.12731498531030336,0.1383161811968525,0.1300411782042614,0.14684347299261744,3.025203030720065,429.6135571802989,0.08789316677868478,0.1,False,False,14.232604803346586,0.018532037504357533,0.08285706156317343,0.9289487357509286
chronos2,m4_hourly,M4,primary,mixed hourly,1H,24,pretraining_exposed,exact_dataset,L4,4,block_depth,0.3333333333333333,0.3333333333333333,block,0.10378769009909893,0.12909336294267923,0.13771652946433494,0.12918813913093724,0.14646580465073974,2.5519325426748187,452.8515744490627,0.09264735317078747,10.0,False,False,16.675247088513384,0.02171256131316847,0.08285706156317343,0.9289487357509286
chronos2,m4_hourly,M4,primary,mixed hourly,1H,24,pretraining_exposed,exact_dataset,L5,5,block_depth,0.4166666666666667,0.4166666666666667,block,0.0961733673868896,0.11573886822994428,0.1268573260318687,0.1186446180688004,0.13526563070721584,2.5538009032652025,402.597434177248,0.08236603066965345,45.0,True,False,15.621520110326502,0.020340520976987634,0.08285706156317343,0.9289487357509286
chronos2,m4_hourly,M4,primary,mixed hourly,1H,24,pretraining_exposed,exact_dataset,L6,6,block_depth,0.5,0.5,block,0.09198236152251789,0.11357966039813201,0.12365539243999328,0.11549929967150092,0.13202954985357765,2.4201911065922177,385.41050311656494,0.07884981528752015,30.0,False,False,18.85842213050857,0.0245552371490997,0.08285706156317343,0.9289487357509286
chronos2,m4_hourly,M4,primary,mixed hourly,1H,24,pretraining_exposed,exact_dataset,L7,7,block_depth,0.5833333333333334,0.5833333333333334,block,0.08967238314011518,0.11220433824617444,0.12298058175289904,0.11454465883385873,0.13170734915512664,2.477829613653569,395.3658635181924,0.08088654838753016,30.0,False,False,14.70385608552139,0.01914564594468931,0.08285706156317343,0.9289487357509286
chronos2,m4_hourly,M4,primary,mixed hourly,1H,24,pretraining_exposed,exact_dataset,L8,8,block_depth,0.6666666666666666,0.6666666666666666,block,0.08666074927762643,0.10978994252629408,0.12160791529214564,0.11284798246467102,0.1306270769448908,2.278209589946831,380.42304227205483,0.07782944774910769,30.0,False,False,15.517050102660422,0.020204492321172423,0.08285706156317343,0.9289487357509286
chronos2,m4_hourly,M4,primary,mixed hourly,1H,24,pretraining_exposed,exact_dataset,L9,9,block_depth,0.75,0.75,block,0.09460503865605277,0.11123264054874428,0.12586431725675823,0.11775158568079235,0.13427411184027677,2.840748100508722,373.0140643444323,0.07631367032130452,30.0,False,False,11.855104267264652,0.015436333681334182,0.08285706156317343,0.9289487357509286
chronos2,m4_hourly,M4,primary,mixed hourly,1H,24,pretraining_exposed,exact_dataset,L10,10,block_depth,0.8333333333333334,0.8333333333333334,block,0.09394828235220105,0.11051983194326172,0.12431574406685265,0.11600298070995747,0.1328793176709326,2.7348347595348685,368.1447165328438,0.07531746712390924,30.0,False,False,9.951580765925273,0.012957787455631866,0.08285706156317343,0.9289487357509286
chronos2,m4_hourly,M4,primary,mixed hourly,1H,24,pretraining_exposed,exact_dataset,L11,11,block_depth,0.9166666666666666,0.9166666666666666,block,0.09477187681093363,0.10920568892575858,0.12155731201513123,0.1138769528480204,0.12961445814354047,2.776023700245737,335.5257838466916,0.06864407136437212,30.0,False,False,7.901054408532194,0.010287831261109628,0.08285706156317343,0.9289487357509286
chronos2,m4_hourly,M4,primary,mixed hourly,1H,24,pretraining_exposed,exact_dataset,L12,12,block_depth,1.0,1.0,block,0.0943949124141138,0.1110363258688732,0.12111884534700226,0.11340628733062222,0.12918011166070026,2.6769288157723703,348.85695908841194,0.0713714508646067,45.0,False,True,5.531349401854329,0.007202277866997824,0.08285706156317343,0.9289487357509286
