model,quantity,m4_hourly,monash_electricity_hourly,uber_tlc_hourly,wind_farms_hourly,sg_carpark,coastal_ts,boom_hourly,LOOP_SEATTLE_5T,electricity_15min,SZ_TAXI_15T,monash_london_smart_meters,m5,wiki_daily_100k,monash_traffic
chronos2,normalized_tunnel_entrance_sustained_0.02 (block_index/num_blocks),0.5833333333333334,0.9166666666666666,0.5,1.0,1.0,0.16666666666666666,0.3333333333333333,0.75,0.9166666666666666,0.3333333333333333,0.75,0.08333333333333333,0.4166666666666667,1.0
chronos2,tunnel_entrance_representation_label_sustained_0.02,L7,L11,L6,L12,L12,L2,L4,L9,L11,L4,L9,L1,L5,L12
chronos2,tunnel_entrance_relative_position_sustained_0.02,0.5833333333333334,0.9166666666666666,0.5,1.0,1.0,0.16666666666666666,0.3333333333333333,0.75,0.9166666666666666,0.3333333333333333,0.75,0.08333333333333333,0.4166666666666667,1.0
timesfm3,normalized_tunnel_entrance_sustained_0.02 (block_index/num_blocks),0.8,0.8,0.65,0.0,0.65,1.0,0.0,0.85,0.05,0.25,0.75,0.0,0.25,0.75
timesfm3,tunnel_entrance_representation_label_sustained_0.02,L16,L16,L13,Emb,L13,L20,Emb,L17,L1,L5,L15,Emb,L5,L15
timesfm3,tunnel_entrance_relative_position_sustained_0.02,0.8,0.8,0.65,0.0,0.65,1.0,0.0,0.85,0.05,0.25,0.75,0.0,0.25,0.75
tirex,normalized_tunnel_entrance_sustained_0.02 (block_index/num_blocks),1.0,0.9166666666666666,0.9166666666666666,0.9166666666666666,1.0,0.3333333333333333,0.9166666666666666,0.9166666666666666,0.8333333333333334,0.5,0.9166666666666666,0.08333333333333333,0.6666666666666666,1.0
tirex,tunnel_entrance_representation_label_sustained_0.02,L12,L11,L11,L11,L12,L4,L11,L11,L10,L6,L11,L1,L8,L12
tirex,tunnel_entrance_relative_position_sustained_0.02,1.0,0.9166666666666666,0.9166666666666666,0.9166666666666666,1.0,0.3333333333333333,0.9166666666666666,0.9166666666666666,0.8333333333333334,0.5,0.9166666666666666,0.08333333333333333,0.6666666666666666,1.0
