model,dataset,display_name,role,domain,freq,seasonal_m,provenance_status,provenance_evidence_scope,layer,point_index,point_type,relative_depth,relative_position,kind,train_loss,val_loss,test_loss,test_loss_ci_lo,test_loss_ci_hi,test_mase,test_mae,test_wql,weight_decay,is_tunnel_entrance,is_reference_point,effective_rank_train_headline,normalized_effective_rank_train_headline,native_loss,native_mase
chronos2,m4_hourly,M4,primary,mixed hourly,1H,24,pretraining_exposed,exact_dataset,L12+LN,13,head_input_diagnostic,,,final_norm,0.08381490583880304,0.09893406823789345,0.11026668841488489,0.10237970360952878,0.11856553315412509,2.266069022910611,303.8107065045515,0.06215559227510133,30.0,False,False,,,0.08285706156317343,0.9289487357509286
chronos2,monash_electricity_hourly,Electricity,primary,energy,1H,24,pretraining_exposed,exact_dataset,L12+LN,13,head_input_diagnostic,,,final_norm,0.10760283052328028,0.09470657699293535,0.1353846093184734,0.12711958432186196,0.144394243576116,0.9497316850950229,238.9038808504091,0.09802307733213572,10.0,False,False,,,0.1230516768414314,0.836189238049318
chronos2,uber_tlc_hourly,Uber TLC,primary,transport / ride demand,1H,24,pretraining_exposed,source_family,L12+LN,13,head_input_diagnostic,,,final_norm,0.20619800245627184,0.20121706351069094,0.22674931270134357,0.21767249824479223,0.23575330733655747,0.9043355430110829,5.064707346230394,0.28900017280714596,45.0,False,False,,,0.21399006137914534,0.8060061844402894
chronos2,wind_farms_hourly,Wind Farms,primary,renewable generation,1H,24,pretraining_exposed,exact_dataset,L12+LN,13,head_input_diagnostic,,,final_norm,0.16918657572573875,0.18903193861701106,0.19723649620156708,0.17545399819056412,0.2200963300498174,4.6427718754719,16.105450671031036,0.22099964246075227,45.0,False,False,,,0.17501673980925733,4.3542799551847065
chronos2,sg_carpark,SG Carpark,primary,transport / parking,1H(agg),24,not_listed,exact_dataset,L12+LN,13,head_input_diagnostic,,,final_norm,0.11288354764565547,0.11240057639861847,0.10818514816126244,0.09945216350899325,0.11801124615752595,0.7536364370534979,11.333063056520443,0.04431399845495448,1.0,False,False,,,0.09009227425775539,0.5977898889598999
chronos2,coastal_ts,Coastal T-S,primary,nature / oceanography,1H,24,not_listed,exact_dataset,L12+LN,13,head_input_diagnostic,,,final_norm,0.21999226697991833,0.27090657704199356,0.2534472714178264,0.2162767149469194,0.29107897748472167,1.1550060417335544,0.3023530175557997,0.010685118665502268,10.0,False,False,,,0.25213524194744724,1.1274563050077802
chronos2,boom_hourly,BOOM,primary,cloud observability,1H,24,not_listed,benchmark_exclusion,L12+LN,13,head_input_diagnostic,,,final_norm,0.18395834888626889,0.1258879309036048,0.1476645660770815,0.13431652786320677,0.16121391753776598,1.151051427062636,0.34517524812139266,0.4241754798031078,30.0,False,False,,,0.1298636824308104,0.9436372748392822
chronos2,LOOP_SEATTLE_5T,Loop Seattle,primary,road speed,5min,288,explicitly_held_out,benchmark_exclusion,L12+LN,13,head_input_diagnostic,,,final_norm,0.23118402572666727,0.23021204527894049,0.21591439264478118,0.20080578096303378,0.2315903860784157,1.1596031666855533,5.142329891354444,0.08614747096383496,65.0,False,False,,,0.23080488119473438,1.2865068302940506
chronos2,electricity_15min,Electricity 15min,control,energy,15min,96,pretraining_exposed,source_level,L12+LN,13,head_input_diagnostic,,,final_norm,0.12289120244340626,0.12078634537187696,0.19465639687477404,0.18102286795459915,0.2095462981947406,1.4055434258391963,92.65701813353172,0.15546870065973917,10.0,False,False,,,0.174861382379353,1.2667803585358441
chronos2,SZ_TAXI_15T,SZ Taxi,primary,road speed,15min,96,explicitly_held_out,benchmark_exclusion,L12+LN,13,head_input_diagnostic,,,final_norm,0.2653726418495948,0.28797670386922664,0.3090060298832563,0.29718294840735887,0.32274137610951675,0.7907720938113666,2.76822054282962,0.25608567873256133,30.0,False,False,,,0.3054732130124019,0.7733281950337813
