model,quantity,m4_hourly,monash_electricity_hourly,uber_tlc_hourly,wind_farms_hourly,sg_carpark,coastal_ts,boom_hourly,LOOP_SEATTLE_5T,electricity_15min,SZ_TAXI_15T,monash_london_smart_meters,m5,wiki_daily_100k,monash_traffic
chronos2,normalized_tunnel_entrance_sustained_0.05 (block_index/num_blocks),0.4166666666666667,0.8333333333333334,0.4166666666666667,0.25,1.0,0.08333333333333333,0.16666666666666666,0.6666666666666666,0.8333333333333334,0.16666666666666666,0.3333333333333333,0.0,0.16666666666666666,0.9166666666666666
chronos2,tunnel_entrance_representation_label_sustained_0.05,L5,L10,L5,L3,L12,L1,L2,L8,L10,L2,L4,Emb,L2,L11
chronos2,tunnel_entrance_relative_position_sustained_0.05,0.4166666666666667,0.8333333333333334,0.4166666666666667,0.25,1.0,0.08333333333333333,0.16666666666666666,0.6666666666666666,0.8333333333333334,0.16666666666666666,0.3333333333333333,0.0,0.16666666666666666,0.9166666666666666
timesfm3,normalized_tunnel_entrance_sustained_0.05 (block_index/num_blocks),0.7,0.75,0.05,0.0,0.55,0.9,0.0,0.7,0.05,0.05,0.05,0.0,0.0,0.6
timesfm3,tunnel_entrance_representation_label_sustained_0.05,L14,L15,L1,Emb,L11,L18,Emb,L14,L1,L1,L1,Emb,Emb,L12
timesfm3,tunnel_entrance_relative_position_sustained_0.05,0.7,0.75,0.05,0.0,0.55,0.9,0.0,0.7,0.05,0.05,0.05,0.0,0.0,0.6
tirex,normalized_tunnel_entrance_sustained_0.05 (block_index/num_blocks),1.0,0.9166666666666666,0.8333333333333334,0.9166666666666666,0.9166666666666666,0.08333333333333333,0.75,0.8333333333333334,0.8333333333333334,0.0,0.6666666666666666,0.0,0.08333333333333333,1.0
tirex,tunnel_entrance_representation_label_sustained_0.05,L12,L11,L10,L11,L11,L1,L9,L10,L10,Emb,L8,Emb,L1,L12
tirex,tunnel_entrance_relative_position_sustained_0.05,1.0,0.9166666666666666,0.8333333333333334,0.9166666666666666,0.9166666666666666,0.08333333333333333,0.75,0.8333333333333334,0.8333333333333334,0.0,0.6666666666666666,0.0,0.08333333333333333,1.0
