active_fraction,active_params,adapter_source,batch_size,block_flops_fraction,depth,depth_label,dtype,encode_iqr_ms,encode_median_ms,encode_min_ms,encode_p95_ms,end_to_end_flops_fraction,peak_mib,predict_iqr_ms,predict_median_ms,predict_min_ms,predict_p95_ms,predicted_weight_mib,reps,throughput_series_per_s,transfer_included_in_encode,transfer_included_in_predict,warmup,weights_mib
1.004943116397053,120068256,results/ext_v5_native_head_adapter/adapters/native_head_adapter__monash_electricity_hourly__L12.pt,1,1.0,12,L12,float32,0.04448398249223828,18.188788992119953,18.154605000745505,18.246998818358406,1.0005458561839535,467.6015625,0.0686999992467463,19.203533011022955,19.142698001815006,19.27849561907351,458.0240478515625,5,52.07375119078314,False,True,2,458.03857421875
