source_dataset,target_dataset,seed,is_ood,quantile_set,layer,delta_vs_last,delta_ci_lo,delta_ci_hi,delta_above_zero,is_best_layer,is_last_layer,n_test_series,n_test_windows,bootstrap_replicates
wind_farms_hourly,uber_tlc_hourly,0,True,q9,6,-0.1498568188227134,-0.2690999226367148,-0.0260180274549752,False,False,False,245,650,5000
wind_farms_hourly,uber_tlc_hourly,0,True,q9,7,-1.6951962815798245,-1.8275174727117216,-1.5619846281601073,False,False,False,245,650,5000
wind_farms_hourly,uber_tlc_hourly,0,True,q9,8,-1.3141033484385565,-1.4555375625084797,-1.172052106519967,False,False,False,245,650,5000
wind_farms_hourly,uber_tlc_hourly,0,True,q9,9,-1.8178395190605752,-1.9647605866923568,-1.6719769126711421,False,False,False,245,650,5000
wind_farms_hourly,uber_tlc_hourly,0,True,q9,10,-0.6997651789738581,-0.8141636425738581,-0.5848782947866527,False,False,False,245,650,5000
wind_farms_hourly,uber_tlc_hourly,0,True,q9,11,-0.6268747483766992,-0.8008952303964739,-0.4571536302754971,False,False,False,245,650,5000
wind_farms_hourly,uber_tlc_hourly,0,True,q9,12,0.0,0.0,0.0,False,False,True,245,650,5000
wind_farms_hourly,wind_farms_hourly,0,False,q9,0,-0.19894129441334574,-0.3129548533981236,-0.08800292694066868,False,False,False,261,650,5000
wind_farms_hourly,wind_farms_hourly,0,False,q9,1,-0.023356552674219877,-0.12030049639203419,0.06998475207124413,False,False,False,261,650,5000
wind_farms_hourly,wind_farms_hourly,0,False,q9,2,0.10504610465123143,0.022790102491626364,0.1870624481982576,True,False,False,261,650,5000
wind_farms_hourly,wind_farms_hourly,0,False,q9,3,0.18460465467893172,0.09922786687801696,0.26896859366253745,True,True,False,261,650,5000
wind_farms_hourly,wind_farms_hourly,0,False,q9,4,0.1639795497747576,0.07606347511810378,0.2513017005422201,True,False,False,261,650,5000
wind_farms_hourly,wind_farms_hourly,0,False,q9,5,0.10046958629901592,0.009880447159649024,0.18995092979050385,True,False,False,261,650,5000
wind_farms_hourly,wind_farms_hourly,0,False,q9,6,0.045513475674849424,-0.053523127341874144,0.14656006520164638,False,False,False,261,650,5000
wind_farms_hourly,wind_farms_hourly,0,False,q9,7,-0.08281190927212023,-0.19256306995584693,0.026451133832257005,False,False,False,261,650,5000
wind_farms_hourly,wind_farms_hourly,0,False,q9,8,-0.05867965423143762,-0.16079878278395374,0.04373538603436534,False,False,False,261,650,5000
wind_farms_hourly,wind_farms_hourly,0,False,q9,9,-0.1409457659721367,-0.2506480243043548,-0.03522528056393264,False,False,False,261,650,5000
wind_farms_hourly,wind_farms_hourly,0,False,q9,10,-0.10976723139102607,-0.2153661511321645,-0.008039781808823704,False,False,False,261,650,5000
wind_farms_hourly,wind_farms_hourly,0,False,q9,11,-0.09210675037824156,-0.17712990949177726,-0.007253438599058642,False,False,False,261,650,5000
wind_farms_hourly,wind_farms_hourly,0,False,q9,12,0.0,0.0,0.0,False,False,True,261,650,5000
