source_dataset,target_dataset,probe_type,probe_layer,baseline,metric,probe_loss,baseline_loss,improvement_vs_baseline,improvement_ci_lo,improvement_ci_hi,probe_beats_baseline,skill_vs_baseline,n_series,n_windows,seed,quantile_config,context_length,prediction_length
wind_farms_hourly,monash_electricity_hourly,source_val_selected,3,native_chronos2,mase,2.452713,0.823018,-1.629695,-1.82333,-1.470028,False,-1.980146,286,650,0,9,512,64
wind_farms_hourly,monash_electricity_hourly,source_val_selected,3,seasonal_naive,mase,2.452713,1.194593,-1.25812,-1.460322,-1.081665,False,-1.053179,286,650,0,9,512,64
wind_farms_hourly,monash_electricity_hourly,source_val_selected,3,last_value,mase,2.452713,4.378633,1.925921,1.687592,2.160232,True,0.439845,286,650,0,9,512,64
wind_farms_hourly,monash_electricity_hourly,best_layer,3,native_chronos2,mase,2.452713,0.823018,-1.629695,-1.82333,-1.470028,False,-1.980146,286,650,0,9,512,64
wind_farms_hourly,monash_electricity_hourly,best_layer,3,seasonal_naive,mase,2.452713,1.194593,-1.25812,-1.460322,-1.081665,False,-1.053179,286,650,0,9,512,64
wind_farms_hourly,monash_electricity_hourly,best_layer,3,last_value,mase,2.452713,4.378633,1.925921,1.687592,2.160232,True,0.439845,286,650,0,9,512,64
wind_farms_hourly,monash_electricity_hourly,final_layer,12,native_chronos2,mase,3.189808,0.823018,-2.366791,-2.603746,-2.155389,False,-2.875747,286,650,0,9,512,64
wind_farms_hourly,monash_electricity_hourly,final_layer,12,seasonal_naive,mase,3.189808,1.194593,-1.995215,-2.250136,-1.761583,False,-1.670205,286,650,0,9,512,64
wind_farms_hourly,monash_electricity_hourly,final_layer,12,last_value,mase,3.189808,4.378633,1.188825,1.038623,1.342418,True,0.271506,286,650,0,9,512,64
wind_farms_hourly,uber_tlc_hourly,source_val_selected,3,native_chronos2,mase,1.282419,0.690195,-0.592224,-0.642051,-0.544252,False,-0.858053,245,650,0,9,512,64
wind_farms_hourly,uber_tlc_hourly,source_val_selected,3,seasonal_naive,mase,1.282419,1.144082,-0.138338,-0.189811,-0.090824,False,-0.120916,245,650,0,9,512,64
wind_farms_hourly,uber_tlc_hourly,source_val_selected,3,last_value,mase,1.282419,1.448756,0.166337,0.065878,0.267966,True,0.114814,245,650,0,9,512,64
wind_farms_hourly,uber_tlc_hourly,best_layer,0,native_chronos2,mase,1.245771,0.690195,-0.555576,-0.622415,-0.490564,False,-0.804955,245,650,0,9,512,64
wind_farms_hourly,uber_tlc_hourly,best_layer,0,seasonal_naive,mase,1.245771,1.144082,-0.10169,-0.165096,-0.044526,False,-0.088883,245,650,0,9,512,64
wind_farms_hourly,uber_tlc_hourly,best_layer,0,last_value,mase,1.245771,1.448756,0.202985,0.111588,0.291234,True,0.14011,245,650,0,9,512,64
wind_farms_hourly,uber_tlc_hourly,final_layer,12,native_chronos2,mase,1.487078,0.690195,-0.796883,-0.880146,-0.717414,False,-1.154576,245,650,0,9,512,64
wind_farms_hourly,uber_tlc_hourly,final_layer,12,seasonal_naive,mase,1.487078,1.144082,-0.342997,-0.42052,-0.273332,False,-0.299801,245,650,0,9,512,64
wind_farms_hourly,uber_tlc_hourly,final_layer,12,last_value,mase,1.487078,1.448756,-0.038322,-0.134648,0.056101,False,-0.026452,245,650,0,9,512,64
