model,dataset,display_name,geometry_variant,split,layer,point_type,include_in_main_depth_axis,point_index,n_rows,feature_dim,effective_rank,normalized_effective_rank,effective_rank_over_max_possible,spectral_entropy,pc1_fraction,numerical_rank,max_possible_rank,is_headline
tirex,wind_farms_hourly,Wind Farms,pos0,test,Emb,block_depth,True,0,262,512,10.021048061991232,0.019572359496076625,0.03839482016088595,2.3046876871919464,0.2686772637160752,258,261.0,True
tirex,wind_farms_hourly,Wind Farms,pos0,test,L1,block_depth,True,1,262,512,14.461715787607778,0.02824553864767144,0.055408872749455086,2.6715048672022843,0.26847067948925196,261,261.0,True
tirex,wind_farms_hourly,Wind Farms,pos0,test,L2,block_depth,True,2,262,512,14.436920595091609,0.028197110537288298,0.05531387201184525,2.6697888555349976,0.3269114862270178,261,261.0,True
tirex,wind_farms_hourly,Wind Farms,pos0,test,L3,block_depth,True,3,262,512,15.300361924047627,0.02988351938290552,0.05862207633734723,2.7278764832851223,0.3310548785616453,261,261.0,True
tirex,wind_farms_hourly,Wind Farms,pos0,test,L4,block_depth,True,4,262,512,17.25579483787408,0.033702724292722815,0.0661141564669505,2.8481480196950177,0.32111751426317264,261,261.0,True
tirex,wind_farms_hourly,Wind Farms,pos0,test,L5,block_depth,True,5,262,512,21.346991217891272,0.04169334222244389,0.08178923838272519,3.0609108031810828,0.29155200473579584,261,261.0,True
tirex,wind_farms_hourly,Wind Farms,pos0,test,L6,block_depth,True,6,262,512,28.21570490164462,0.05510879863602465,0.10810614904844683,3.3398787343323,0.2528144167476561,261,261.0,True
tirex,wind_farms_hourly,Wind Farms,pos0,test,L7,block_depth,True,7,262,512,35.035768038312945,0.06842923444982997,0.1342366591506243,3.5563694836119817,0.22377033365997157,261,261.0,True
tirex,wind_farms_hourly,Wind Farms,pos0,test,L8,block_depth,True,8,262,512,34.90917028487715,0.06818197321265068,0.13375161028688562,3.5527495535723146,0.22565108961247282,261,261.0,True
tirex,wind_farms_hourly,Wind Farms,pos0,test,L9,block_depth,True,9,262,512,33.35766973196536,0.06515169869524484,0.12780716372400522,3.5072877228914585,0.23474152375139878,261,261.0,True
tirex,wind_farms_hourly,Wind Farms,pos0,test,L10,block_depth,True,10,262,512,30.871810139872153,0.0602965041794378,0.11828279747077453,3.4298434743029627,0.2339638465574519,261,261.0,True
tirex,wind_farms_hourly,Wind Farms,pos0,test,L11,block_depth,True,11,262,512,26.402932508537113,0.05156822755573655,0.10116066095224947,3.2734750838521887,0.24074133969460337,261,261.0,True
tirex,wind_farms_hourly,Wind Farms,pos0,test,L12,block_depth,True,12,262,512,1.812159795801345,0.0035393746011745018,0.006943140980081781,0.5945193912608322,0.9110350691227326,261,261.0,True
tirex,wind_farms_hourly,Wind Farms,pos0,test,L12+RMS,head_input_diagnostic,False,13,262,512,11.685166762130663,0.02282259133228645,0.04477075387789526,2.4583202393593027,0.28077851331757087,261,261.0,False
tirex,wind_farms_hourly,Wind Farms,all_positions_from_L1,test,L1,block_depth,True,0,524,512,12.575487174977107,0.024561498388627163,0.024561498388627163,2.531749456784244,0.32364709357231214,512,512.0,False
tirex,wind_farms_hourly,Wind Farms,all_positions_from_L1,test,L2,block_depth,True,1,524,512,14.218671404753616,0.027770842587409406,0.027770842587409406,2.654555988558179,0.27703807733075625,512,512.0,False
tirex,wind_farms_hourly,Wind Farms,all_positions_from_L1,test,L3,block_depth,True,2,524,512,15.227852130916483,0.029741898693196257,0.029741898693196257,2.723126128131398,0.2642178448539287,512,512.0,False
tirex,wind_farms_hourly,Wind Farms,all_positions_from_L1,test,L4,block_depth,True,3,524,512,17.714658112005846,0.03459894162501142,0.03459894162501142,2.874392438780698,0.24779884567233063,512,512.0,False
tirex,wind_farms_hourly,Wind Farms,all_positions_from_L1,test,L5,block_depth,True,4,524,512,23.240822187089652,0.045392230834159476,0.045392230834159476,3.1459103094598846,0.22793410329900188,512,512.0,False
tirex,wind_farms_hourly,Wind Farms,all_positions_from_L1,test,L6,block_depth,True,5,524,512,32.925287843122646,0.06430720281859892,0.06430720281859892,3.494240989979062,0.20477016188237743,512,512.0,False
tirex,wind_farms_hourly,Wind Farms,all_positions_from_L1,test,L7,block_depth,True,6,524,512,42.79737714331519,0.08358862723303748,0.08358862723303748,3.756476819011708,0.18562678935188265,512,512.0,False
