dataset,kind,condition,layer,layer_label,test_mase,test_median_mae,test_wql,relative_regret_mase,relative_regret_wql,native_test_mase,native_test_wql
sg_carpark,PT-OOD,native,13,L12+RMS,0.59779,8.80025,0.538593,0.0,0.0,0.59779,0.538593
sg_carpark,PT-OOD,zero_shot,0,Emb,2.429861,36.892752,2.154945,3.06474,3.001067,0.59779,0.538593
sg_carpark,PT-OOD,zero_shot,1,L1,2.413297,36.545866,2.188964,3.037032,3.064229,0.59779,0.538593
sg_carpark,PT-OOD,zero_shot,2,L2,2.357075,35.72989,2.219123,2.942983,3.120225,0.59779,0.538593
sg_carpark,PT-OOD,zero_shot,3,L3,2.133887,32.499353,2.032243,2.569627,2.773247,0.59779,0.538593
sg_carpark,PT-OOD,zero_shot,4,L4,1.881305,28.783338,1.839415,2.147101,2.415225,0.59779,0.538593
sg_carpark,PT-OOD,zero_shot,5,L5,1.250826,19.417268,1.239637,1.092418,1.301623,0.59779,0.538593
sg_carpark,PT-OOD,zero_shot,6,L6,1.057612,16.525868,1.109221,0.769204,1.059481,0.59779,0.538593
sg_carpark,PT-OOD,zero_shot,7,L7,0.815082,12.753458,0.926196,0.363492,0.719659,0.59779,0.538593
sg_carpark,PT-OOD,zero_shot,8,L8,0.821971,12.75178,0.940212,0.375016,0.745682,0.59779,0.538593
sg_carpark,PT-OOD,zero_shot,9,L9,1.005142,15.200094,1.179591,0.681431,1.190135,0.59779,0.538593
sg_carpark,PT-OOD,zero_shot,10,L10,1.220315,18.315551,1.43515,1.041378,1.664631,0.59779,0.538593
sg_carpark,PT-OOD,zero_shot,11,L11,1.597675,23.871202,1.89228,1.672637,2.51338,0.59779,0.538593
sg_carpark,PT-OOD,zero_shot,12,L12,0.59779,8.80025,0.538593,0.0,0.0,0.59779,0.538593
sg_carpark,PT-OOD,zero_shot,13,L12+RMS,0.59779,8.80025,0.538593,0.0,0.0,0.59779,0.538593
sg_carpark,PT-OOD,linear_adapter,0,Emb,2.347081,35.50699,1.864763,2.926264,2.462289,0.59779,0.538593
sg_carpark,PT-OOD,linear_adapter,1,L1,1.672923,25.09247,1.328173,1.798513,1.466008,0.59779,0.538593
sg_carpark,PT-OOD,linear_adapter,2,L2,0.870887,13.064743,0.792893,0.456844,0.472157,0.59779,0.538593
sg_carpark,PT-OOD,linear_adapter,3,L3,0.75566,11.575579,0.691249,0.264089,0.283437,0.59779,0.538593
sg_carpark,PT-OOD,linear_adapter,4,L4,0.714458,11.038826,0.657052,0.195166,0.219943,0.59779,0.538593
sg_carpark,PT-OOD,linear_adapter,5,L5,0.673415,10.271137,0.620772,0.126508,0.152581,0.59779,0.538593
sg_carpark,PT-OOD,linear_adapter,6,L6,0.673345,10.206966,0.622821,0.126391,0.156387,0.59779,0.538593
sg_carpark,PT-OOD,linear_adapter,7,L7,0.66637,10.139407,0.614795,0.114724,0.141484,0.59779,0.538593
sg_carpark,PT-OOD,linear_adapter,8,L8,0.666101,10.076444,0.613496,0.114272,0.139072,0.59779,0.538593
sg_carpark,PT-OOD,linear_adapter,9,L9,0.643224,9.63243,0.588649,0.076004,0.092939,0.59779,0.538593
sg_carpark,PT-OOD,linear_adapter,10,L10,0.63626,9.464515,0.584495,0.064354,0.085227,0.59779,0.538593
sg_carpark,PT-OOD,linear_adapter,11,L11,0.636865,9.379264,0.579771,0.065366,0.076455,0.59779,0.538593
sg_carpark,PT-OOD,linear_adapter,12,L12,0.603697,9.019277,0.554733,0.009882,0.029968,0.59779,0.538593
sg_carpark,PT-OOD,linear_adapter,13,L12+RMS,0.59779,8.80025,0.538593,0.0,0.0,0.59779,0.538593
