source_dataset,target_dataset,probe_family,seed,is_ood,quantile_set,layer,delta_vs_last,delta_ci_lo,delta_ci_hi,delta_above_zero,is_oracle_best_layer,is_source_selected_layer,is_last_layer,n_test_series,n_test_windows,bootstrap_replicates
monash_kdd_cup_2018,monash_electricity_hourly,forecast_slot_native_head,0,True,q9,8,0.5071514455477395,0.4182589922793999,0.5971014882247475,True,False,False,False,318,1500,5000
monash_kdd_cup_2018,monash_electricity_hourly,forecast_slot_native_head,0,True,q9,9,0.8509543061256406,0.7691375134391792,0.9323088001269317,True,False,False,False,318,1500,5000
monash_kdd_cup_2018,monash_electricity_hourly,forecast_slot_native_head,0,True,q9,10,0.9724132243792214,0.9130693531843974,1.0341996985261224,True,True,False,False,318,1500,5000
monash_kdd_cup_2018,monash_electricity_hourly,forecast_slot_native_head,0,True,q9,11,0.8850852910677589,0.8304691234093344,0.9395605203669567,True,False,True,False,318,1500,5000
monash_kdd_cup_2018,monash_electricity_hourly,forecast_slot_native_head,0,True,q9,12,0.0,0.0,0.0,False,False,False,True,318,1500,5000
monash_kdd_cup_2018,monash_kdd_cup_2018,forecast_slot_native_head,0,False,q9,0,-1.9392424343602928,-2.112638719342778,-1.7939956904777594,False,False,False,False,75,506,5000
monash_kdd_cup_2018,monash_kdd_cup_2018,forecast_slot_native_head,0,False,q9,1,-0.6479377734802458,-0.8389598591931106,-0.47863039767081694,False,False,False,False,75,506,5000
monash_kdd_cup_2018,monash_kdd_cup_2018,forecast_slot_native_head,0,False,q9,2,-0.3561148096921416,-0.562317666591936,-0.17691182263675703,False,False,False,False,75,506,5000
monash_kdd_cup_2018,monash_kdd_cup_2018,forecast_slot_native_head,0,False,q9,3,-0.5845858497110754,-0.7916012069771344,-0.3946714633925025,False,False,False,False,75,506,5000
monash_kdd_cup_2018,monash_kdd_cup_2018,forecast_slot_native_head,0,False,q9,4,-0.408101083732876,-0.5882823964984228,-0.24222309896420308,False,False,False,False,75,506,5000
monash_kdd_cup_2018,monash_kdd_cup_2018,forecast_slot_native_head,0,False,q9,5,-0.43026241035800705,-0.5979850590720549,-0.2780335268728495,False,False,False,False,75,506,5000
monash_kdd_cup_2018,monash_kdd_cup_2018,forecast_slot_native_head,0,False,q9,6,-0.42930745065447873,-0.5996208711035144,-0.27541395163709503,False,False,False,False,75,506,5000
monash_kdd_cup_2018,monash_kdd_cup_2018,forecast_slot_native_head,0,False,q9,7,-0.45247687252142654,-0.6221054430616452,-0.2995083562532351,False,False,False,False,75,506,5000
monash_kdd_cup_2018,monash_kdd_cup_2018,forecast_slot_native_head,0,False,q9,8,-0.47542492980542406,-0.6389121721794528,-0.32384323451123914,False,False,False,False,75,506,5000
monash_kdd_cup_2018,monash_kdd_cup_2018,forecast_slot_native_head,0,False,q9,9,-0.27289098265613987,-0.37227608457725503,-0.17422620679075643,False,False,False,False,75,506,5000
monash_kdd_cup_2018,monash_kdd_cup_2018,forecast_slot_native_head,0,False,q9,10,-0.19340725967535377,-0.29289814716248164,-0.09571240049811135,False,False,False,False,75,506,5000
monash_kdd_cup_2018,monash_kdd_cup_2018,forecast_slot_native_head,0,False,q9,11,-0.01737655057266263,-0.1067597423923157,0.07059242267638109,False,False,True,False,75,506,5000
monash_kdd_cup_2018,monash_kdd_cup_2018,forecast_slot_native_head,0,False,q9,12,0.0,0.0,0.0,False,True,False,True,75,506,5000
monash_kdd_cup_2018,uber_tlc_hourly,forecast_slot_native_head,0,True,q9,0,-1.4023701491355895,-1.633339748289703,-1.1519603989457021,False,False,False,False,260,1500,5000
monash_kdd_cup_2018,uber_tlc_hourly,forecast_slot_native_head,0,True,q9,1,-1.6332440085411069,-1.833554022698258,-1.421936050034248,False,False,False,False,260,1500,5000
monash_kdd_cup_2018,uber_tlc_hourly,forecast_slot_native_head,0,True,q9,2,-0.34226869662602777,-0.5104438577840813,-0.15627820719226987,False,False,False,False,260,1500,5000
monash_kdd_cup_2018,uber_tlc_hourly,forecast_slot_native_head,0,True,q9,3,-0.7770626606941224,-0.9401985055719133,-0.6048819260336898,False,False,False,False,260,1500,5000
monash_kdd_cup_2018,uber_tlc_hourly,forecast_slot_native_head,0,True,q9,4,-0.12606406720479324,-0.26934715415477395,0.038171318162148936,False,False,False,False,260,1500,5000
