source_dataset,target_dataset,probe_family,is_ood,quantile_set,layer_selection_type,layer,q9_loss,mase,mae,native_mase,native_mae,seasonal_naive_mase,last_value_mase
monash_electricity_hourly,monash_electricity_hourly,forecast_slot_native_head,False,q9,oracle_best,11,2.0104708671569824,1.2981826105248957,418.00890406257673,0.8508159866034439,259.68410346730246,1.209862126846349,4.381830033498164
monash_electricity_hourly,monash_electricity_hourly,forecast_slot_native_head,False,q9,source_selected,12,2.040794849395752,1.5052942979278414,497.10830189059874,0.8508159866034439,259.68410346730246,1.209862126846349,4.381830033498164
monash_electricity_hourly,monash_electricity_hourly,forecast_slot_native_head,False,q9,final,12,2.040794849395752,1.5052942979278414,497.10830189059874,0.8508159866034439,259.68410346730246,1.209862126846349,4.381830033498164
monash_electricity_hourly,monash_kdd_cup_2018,forecast_slot_native_head,True,q9,oracle_best,12,4.733548164367676,0.9374417661234579,9.912742336682335,0.8282584781046308,8.712095793325618,1.15859048460979,1.0440718591392968
monash_electricity_hourly,monash_kdd_cup_2018,forecast_slot_native_head,True,q9,source_selected,12,4.733548164367676,0.9374417661234579,9.912742336682335,0.8282584781046308,8.712095793325618,1.15859048460979,1.0440718591392968
monash_electricity_hourly,monash_kdd_cup_2018,forecast_slot_native_head,True,q9,final,12,4.733548164367676,0.9374417661234579,9.912742336682335,0.8282584781046308,8.712095793325618,1.15859048460979,1.0440718591392968
monash_electricity_hourly,uber_tlc_hourly,forecast_slot_native_head,True,q9,oracle_best,8,3.9674243927001953,0.9905900999332442,4.98755219844655,0.6582269958161624,3.1704035338339516,1.142444156052897,1.4096349059049504
monash_electricity_hourly,uber_tlc_hourly,forecast_slot_native_head,True,q9,source_selected,12,3.9831764698028564,1.29613847996054,4.480449707664275,0.6582269958161624,3.1704035338339516,1.142444156052897,1.4096349059049504
monash_electricity_hourly,uber_tlc_hourly,forecast_slot_native_head,True,q9,final,12,3.9831764698028564,1.29613847996054,4.480449707664275,0.6582269958161624,3.1704035338339516,1.142444156052897,1.4096349059049504
monash_kdd_cup_2018,monash_electricity_hourly,forecast_slot_native_head,True,q9,oracle_best,10,3.4218201637268066,2.908235628922465,1001.2055829497023,0.8508159866034439,259.68410346730246,1.209862126846349,4.381830033498164
monash_kdd_cup_2018,monash_electricity_hourly,forecast_slot_native_head,True,q9,source_selected,11,3.509148359298706,2.5809479429578612,824.0661365292226,0.8508159866034439,259.68410346730246,1.209862126846349,4.381830033498164
monash_kdd_cup_2018,monash_electricity_hourly,forecast_slot_native_head,True,q9,final,12,4.394233703613281,3.5825665724818747,1079.6993063704538,0.8508159866034439,259.68410346730246,1.209862126846349,4.381830033498164
monash_kdd_cup_2018,monash_kdd_cup_2018,forecast_slot_native_head,False,q9,oracle_best,12,4.842404842376709,0.9239444487201964,9.73662013409718,0.8282584781046308,8.712095793325618,1.15859048460979,1.0440718591392968
monash_kdd_cup_2018,monash_kdd_cup_2018,forecast_slot_native_head,False,q9,source_selected,11,4.859781742095947,0.8923445872222107,9.45513193540158,0.8282584781046308,8.712095793325618,1.15859048460979,1.0440718591392968
monash_kdd_cup_2018,monash_kdd_cup_2018,forecast_slot_native_head,False,q9,final,12,4.842404842376709,0.9239444487201964,9.73662013409718,0.8282584781046308,8.712095793325618,1.15859048460979,1.0440718591392968
monash_kdd_cup_2018,uber_tlc_hourly,forecast_slot_native_head,True,q9,oracle_best,10,4.360809326171875,111.63476082073204,6.302409173930881,0.6582269958161624,3.1704035338339516,1.142444156052897,1.4096349059049504
monash_kdd_cup_2018,uber_tlc_hourly,forecast_slot_native_head,True,q9,source_selected,11,4.759252548217773,77.62278653993677,6.603233645044808,0.6582269958161624,3.1704035338339516,1.142444156052897,1.4096349059049504
monash_kdd_cup_2018,uber_tlc_hourly,forecast_slot_native_head,True,q9,final,12,5.0493927001953125,1.9908318045679358,7.1278352947497226,0.6582269958161624,3.1704035338339516,1.142444156052897,1.4096349059049504
uber_tlc_hourly,monash_electricity_hourly,forecast_slot_native_head,True,q9,oracle_best,12,2.534911632537842,1.931007691183727,606.1466996607438,0.8508159866034439,259.68410346730246,1.209862126846349,4.381830033498164
