model,dataset,display_name,point_index,layer,kind,point_type,include_in_main_depth_axis,block_index,relative_depth,relative_position,is_tunnel_entrance,is_reference_point,is_native_readout,n_probe_params,test_loss,test_loss_ci_hi,test_loss_ci_lo,test_loss_delta_ci_hi,test_loss_delta_ci_lo,test_loss_delta_vs_last,test_loss_point,test_mae,test_mae_ci_hi,test_mae_ci_lo,test_mae_delta_ci_hi,test_mae_delta_ci_lo,test_mae_delta_vs_last,test_mae_point,test_mase,test_mase_ci_hi,test_mase_ci_lo,test_mase_delta_ci_hi,test_mase_delta_ci_lo,test_mase_delta_vs_last,test_mase_point,test_wql,test_wql_ci_hi,test_wql_ci_lo,test_wql_delta_ci_hi,test_wql_delta_ci_lo,test_wql_delta_vs_last,test_wql_point,train_loss,val_loss,wd_at_grid_max,wd_at_grid_min,weight_decay
timesfm3,m4_hourly,M4,2,L2,block,block_depth,True,2,0.1,0.1,False,False,False,737856,0.15136978030204773,0.16062055314315182,0.1426291803146876,-0.01592336452836241,-0.023471330848117235,-0.019836991527722087,0.15136978778106566,383.2234083506769,554.9124117488818,236.04480277459803,13.822304010656135,-31.397592943092107,-10.852220595918538,383.2234083506769,2.8602492316388224,3.324309730092838,2.4466096409525595,-0.7443034284900719,-1.2037460170166279,-0.9614615909905777,2.8602492316388224,0.5874567603212354,0.6588612466402912,0.5227639996522435,-0.011980431500753203,-0.07334781116143792,-0.04282820166396384,0.5874567603212354,0.11681780964136124,0.1506146490573883,True,False,30.0
timesfm3,m4_hourly,M4,3,L3,block,block_depth,True,3,0.15,0.15,False,False,False,737856,0.14616887271404266,0.15584668116324105,0.13723591378399436,-0.011094440201311619,-0.01801527084014913,-0.01463607965989877,0.14616887591324235,357.2552735041103,524.0881932312456,215.55392108900884,36.560962068650284,-1.7531792840408553,15.115914250648075,357.2552735041103,2.570111649505823,2.99290863583181,2.196087518107424,-0.4903070321070882,-0.8765737238753286,-0.6713240088575785,2.570111649505823,0.5869098753893229,0.661446613649709,0.5156494683648329,-0.0230395203264832,-0.05946635361747558,-0.04228131673205138,0.5869098753893229,0.10617350041866302,0.14158566296100616,True,False,30.0
timesfm3,m4_hourly,M4,4,L4,block,block_depth,True,4,0.2,0.2,False,False,False,737856,0.14442050457000732,0.15429508966813218,0.13513923574999714,-0.009253465784855813,-0.01627633925705068,-0.012887714643969789,0.14442051089731336,407.7722254674909,600.3682075249097,245.20783016134408,-14.456285791523134,-56.86906058733798,-35.401037712732546,407.7722254674909,2.340620667694981,2.6708066901480962,2.049651116117042,-0.33048425550780974,-0.5613168628330703,-0.4418330270467363,2.340620667694981,0.5938471279444407,0.6631482068733658,0.5260978158243872,-0.01796366606414052,-0.07452813209748747,-0.04921856928716917,0.5938471279444407,0.10126782953739166,0.13576865196228027,True,False,30.0
timesfm3,m4_hourly,M4,5,L5,block,block_depth,True,5,0.25,0.25,False,False,False,737856,0.14219677448272705,0.1525365436510076,0.1324254004949462,-0.007643352223218979,-0.013636939494180999,-0.010663970864114858,0.14219676711745843,400.5635635859148,592.3632515758416,239.49745748299821,-11.844478217447888,-46.60868405239899,-28.192375831156426,400.5635635859148,2.1353841167035967,2.4007556477842407,1.898655656340648,-0.15542720575893348,-0.3092218695391765,-0.23659647605535206,2.1353841167035967,0.6018905056032199,0.6812489479885269,0.5246027043518958,-0.032695326955226776,-0.08264798883253718,-0.05726194694594833,0.6018905056032199,0.09634348005056381,0.1290108561515808,True,False,30.0
timesfm3,m4_hourly,M4,6,L6,block,block_depth,True,6,0.3,0.3,False,False,False,737856,0.13865062594413757,0.1489212916406824,0.12883569056644523,-0.003683816304942234,-0.010426158132742478,-0.007117835364041425,0.138650631617385,379.1609985560862,562.9008464443903,225.22971190658672,13.011839500046387,-26.837495989760974,-6.78981080132786,379.1609985560862,2.0278225189807007,2.284723377574419,1.8019752861688512,-0.05524066877758225,-0.19892635212001059,-0.12903487833245597,2.0278225189807007,0.5689119010195446,0.6480672667585647,0.4912265717438033,0.008036322749740223,-0.05754504124725946,-0.02428334236227303,0.5689119010195446,0.09379089623689651,0.13077227771282196,True,False,30.0
timesfm3,m4_hourly,M4,7,L7,block,block_depth,True,7,0.35,0.35,False,False,False,737856,0.14000648260116577,0.15058366557554775,0.12988165033241833,-0.005028715428277745,-0.011938378903730465,-0.0084736804897321,0.14000647674307568,408.6880953963096,605.3911887947514,242.13353934482998,-15.70942443996401,-60.830262167883596,-36.31690764155127,408.6880953963096,1.9581074517897914,2.206604466320457,1.7391230968143498,0.011210867310678174,-0.12878844220003777,-0.05931981114154672,1.9581074517897914,0.6355198393668023,0.7135314587585254,0.5513619614414621,-0.056673547793204895,-0.12044699076482587,-0.09089128070953079,0.6355198393668023,0.09072605520486832,0.12973953783512115,True,False,30.0
timesfm3,m4_hourly,M4,8,L8,block,block_depth,True,8,0.4,0.4,False,False,False,737856,0.1414291262626648,0.15246966638644974,0.13073795256524823,-0.006312088203751524,-0.013596821790703248,-0.00989633689115521,0.1414291331444988,422.5217704935097,625.8498154868341,250.47934007160964,-25.32279745018756,-78.83771749646182,-50.150582738751325,422.5217704935097,1.9584270308363676,2.199446634610365,1.7459449428227523,0.008462076147024393,-0.1217588491127381,-0.05963939018812292,1.9584270308363676,0.6649573522732789,0.7452594625572628,0.5770337931223474,-0.0824553117534684,-0.15373094411098773,-0.12032879361600735,0.6649573522732789,0.09014955908060074,0.1284043937921524,True,False,30.0
timesfm3,m4_hourly,M4,9,L9,block,block_depth,True,9,0.45,0.45,False,False,False,737856,0.1420772820711136,0.15334874241015667,0.1311846693334319,-0.006747173084984076,-0.014409685836934277,-0.010544481424202445,0.14207727767754602,428.2946021895465,633.5007570352382,253.8169801876027,-30.352171319492896,-85.1469956329353,-55.92341443478813,428.2946021895465,1.997761015456771,2.253255641096812,1.7721713556893595,-0.027989203508055113,-0.1706165760414566,-0.09897337480852642,1.997761015456771,0.6700932430360649,0.7531407483205549,0.5805927971588348,-0.09565497500815225,-0.15276987736781303,-0.12546468437879332,0.6700932430360649,0.08878546208143234,0.1297493577003479,True,False,30.0
timesfm3,m4_hourly,M4,10,L10,block,block_depth,True,10,0.5,0.5,False,False,False,737856,0.14375527203083038,0.15509556632574278,0.1328845155795055,-0.008319256906504273,-0.01614747107533723,-0.012222473758436353,0.14375527001177993,434.14365824547747,641.8225689139152,256.88203494686724,-36.23873211420005,-90.58950941976526,-61.772470490719115,434.14365824547747,1.9769508835501124,2.208860641374416,1.7666570709451204,-0.016028187681877207,-0.1334713768026122,-0.07816324290186771,1.9769508835501124,0.6785981500874323,0.7627536856653127,0.5893169583683536,-0.10462491132104225,-0.1629173624278599,-0.13396959143016074,0.6785981500874323,0.0894346609711647,0.13224749267101288,True,False,30.0
timesfm3,m4_hourly,M4,11,L11,block,block_depth,True,11,0.55,0.55,False,False,False,737856,0.14223437011241913,0.15373978755856288,0.13126811711117625,-0.0068950372879599655,-0.014500829050644433,-0.0107015623846127,0.14223435863795628,446.6962540007779,660.8163732280108,264.1827991166234,-42.57021754380911,-111.3281721073899,-74.32506624601956,446.6962540007779,2.0060442498920237,2.2459969794754753,1.7889486558911918,-0.0478602806036606,-0.1593556153586591,-0.107256609243779,2.0060442498920237,0.6743496261043636,0.7578225258061715,0.5827504665326526,-0.09583600728358699,-0.16065798886262245,-0.129721067447092,0.6743496261043636,0.08855487406253815,0.1310330480337143,True,False,30.0
timesfm3,m4_hourly,M4,12,L12,block,block_depth,True,12,0.6,0.6,False,False,False,737856,0.1399587094783783,0.1507959101523294,0.12951570618364477,-0.004927738885686702,-0.011866352041003125,-0.008425914973930554,0.13995871122727413,393.09297016656967,573.370526784155,238.5761168806217,0.5006289522288457,-40.03687434653913,-20.72178241181132,393.09297016656967,1.976693083704614,2.213009436989633,1.7634829820615203,-0.019744446348907468,-0.12817248129335954,-0.07790544305636926,1.976693083704614,0.6170635665930571,0.6889472408425945,0.5437943594657223,-0.039924628287762776,-0.10402245868129267,-0.0724350079357855,0.6170635665930571,0.08808379620313644,0.12784205377101898,True,False,30.0
timesfm3,m4_hourly,M4,13,L13,block,block_depth,True,13,0.65,0.65,False,False,False,737856,0.13506241142749786,0.1458054181486937,0.12485371658023987,-0.0003017443875632929,-0.006795301109211134,-0.003529620079593815,0.1350624163329374,405.671823468447,601.0046835554402,240.23004408485116,-16.179169138985603,-53.2213437997794,-33.30063571368862,405.671823468447,1.9484096125452426,2.192594429614108,1.7288599806956215,0.010794340108583947,-0.10395285214480401,-0.04962197189699791,1.9484096125452426,0.6236591305843903,0.7029669319639911,0.5395018096080547,-0.053262264681793105,-0.10266340678108025,-0.07903057192711871,0.6236591305843903,0.08625271171331406,0.12228411436080933,True,False,30.0
timesfm3,m4_hourly,M4,14,L14,block,block_depth,True,14,0.7,0.7,False,False,False,737856,0.1351357400417328,0.14589649313200578,0.12481855599863725,-0.000584360690545725,-0.006854024324708315,-0.0036029467743089183,0.1351357430276525,398.2656676094365,587.3159897886579,238.3382409394198,-11.904955537850762,-42.28568496612892,-25.89447985467814,398.2656676094365,1.9599485354642994,2.2085606990861817,1.7366351143926757,-0.0015567051647243186,-0.11927726943981475,-0.06116089481605469,1.9599485354642994,0.6280308599541273,0.7097339745236781,0.5446550648488205,-0.05494661651663329,-0.10964843373648368,-0.08340230129685577,0.6280308599541273,0.0843985378742218,0.12186350673437119,True,False,30.0
timesfm3,m4_hourly,M4,15,L15,block,block_depth,True,15,0.75,0.75,False,False,False,737856,0.13544878363609314,0.14584092851408278,0.12555656182501493,-0.0011522832571862864,-0.006755092748234636,-0.0039159897999226645,0.13544878605326624,370.23817241202386,548.8779859947313,220.47215111801157,13.288220419687573,-8.797684168411722,2.1330153427344953,370.23817241202386,1.9051152129075755,2.144673195160443,1.6897843632740908,0.05435730145194623,-0.06206432493851175,-0.006327572259330783,1.9051152129075755,0.598121177700853,0.6769863946085709,0.521325404783723,-0.03215701143865054,-0.07157994616665231,-0.05349261904358149,0.598121177700853,0.08701610565185547,0.12339986860752106,True,False,30.0
timesfm3,m4_hourly,M4,16,L16,block,block_depth,True,16,0.8,0.8,True,False,False,737856,0.13051989674568176,0.14099392475354136,0.12050908579498187,0.0037614374311342037,-0.0017650967190141675,0.0010128902655293925,0.13051990598781418,359.27320699879954,527.0719442563163,216.57239009813833,37.626266678590795,-5.019466425189969,13.097980755958815,359.27320699879954,1.9163424555664874,2.1648259877755707,1.6979595177651592,0.05437592820849724,-0.08432049286009773,-0.017554814918242734,1.9163424555664874,0.5727359738858003,0.6520910045956151,0.49694547337505157,0.002906840379832282,-0.054192286143662734,-0.028107415228528776,0.5727359738858003,0.08309439569711685,0.11839961260557175,True,False,30.0
timesfm3,m4_hourly,M4,17,L17,block,block_depth,True,17,0.85,0.85,False,False,False,737856,0.1277858018875122,0.1376780897030564,0.11840734656878839,0.006426674383514715,0.0011540707577560316,0.0037469927591221863,0.1277858034942214,352.32162242327877,517.2623548362004,212.5053991321627,41.73767316852095,1.4582263639682849,20.049565331479585,352.32162242327877,2.045410148599741,2.317442439675537,1.801309278720086,-0.06249937525195157,-0.2276427574471303,-0.14662250795149623,2.045410148599741,0.5238981846570228,0.5986701445823446,0.458080679655736,0.04032605184981001,-0.0004879965392851526,0.020730374000248797,0.5238981846570228,0.08407577127218246,0.1180899515748024,True,False,30.0
timesfm3,m4_hourly,M4,18,L18,block,block_depth,True,18,0.9,0.9,False,False,False,737856,0.13010860979557037,0.13989389079821987,0.12089041589496245,0.004162817158672315,-0.0011988760249419077,0.0014241902683754804,0.1301086059849681,338.10818811486996,490.65038357493245,206.77944926365166,69.56984512549165,5.956088994826418,34.26299963988839,338.10818811486996,2.130090787450481,2.4349857646331676,1.8581259673481347,-0.14839452802233435,-0.3249539573879212,-0.23130314680223618,2.130090787450481,0.5253587278199218,0.6128416833409338,0.45469775685883557,0.04169017750208608,-0.006770908148841798,0.01926983083734979,0.5253587278199218,0.08969920873641968,0.1173747107386589,True,False,30.0
timesfm3,m4_hourly,M4,19,L19,block,block_depth,True,19,0.95,0.95,False,False,False,737856,0.12983715534210205,0.14041797558115868,0.11995011314337375,0.00417138317578565,-0.0006577984049546643,0.0016956403282762378,0.12983715592506734,337.9846880616154,494.5703173401507,204.20299467524123,65.19991846920348,10.404380583100458,34.38649969314298,337.9846880616154,2.0370129264711063,2.3239910292742088,1.7812724570823877,-0.06586753894011166,-0.21849092512291118,-0.13822528582286164,2.0370129264711063,0.5233589090913536,0.6002966323432691,0.4536457875408218,0.04317660331923954,0.0004974216356290085,0.021269649565917925,0.5233589090913536,0.08735605329275131,0.11896385252475739,True,False,30.0
timesfm3,m4_hourly,M4,20,L20,block,block_depth,True,20,1.0,1.0,False,True,True,737856,0.13153280317783356,0.14293713957881768,0.1208344213042465,0.0,0.0,0.0,0.13153279625334358,372.37118775475835,557.1343871771651,216.64126846498263,0.0,0.0,0.0,372.37118775475835,1.8987876406482447,2.151979800148306,1.6728759923582497,0.0,0.0,0.0,1.8987876406482447,0.5446285586572716,0.6305896049069512,0.4643241922846203,0.0,0.0,0.0,0.5446285586572716,0.07845856994390488,0.11596637219190598,True,False,30.0
timesfm3,monash_electricity_hourly,Electricity,0,Emb,embedding,block_depth,True,0,0.0,0.0,False,False,False,737856,0.20099397003650665,0.21193387328455124,0.1910970355796393,-0.026709081723091697,-0.039170260008652015,-0.03271822584437503,0.20099397461491686,319.1981325095184,501.3074803257593,192.29868094880933,-28.761254927278312,-85.5474047715762,-52.8201183021979,319.1981325095184,1.2760111027042427,1.3328279895240747,1.2241197671311947,-0.16733729511728457,-0.2330061345172825,-0.19972965502723805,1.2760111027042427,0.9748501795377806,1.0610301784534186,0.9018276157669743,-0.14440143526637791,-0.22439393133302835,-0.1847314350118523,0.9748501795377806,0.15471138060092926,0.21712997555732727,False,False,3.0
timesfm3,monash_electricity_hourly,Electricity,1,L1,block,block_depth,True,1,0.05,0.05,False,False,False,737856,0.16933809220790863,0.17954844386807378,0.16029058166047316,0.003595595493670991,-0.005818578503841089,-0.001062335531788916,0.16933808430233074,271.1406601682446,410.3547382593266,170.44504537051236,17.752921747256735,-21.67612989766781,-4.76264596092409,271.1406601682446,1.1024204105498097,1.1572258967192177,1.053782226986294,0.0018121165915562266,-0.05302609139815097,-0.02613896287280504,1.1024204105498097,0.8256813256667956,0.9018472219961556,0.769954282093109,-0.008907829220219345,-0.06526335076195289,-0.0355625811408673,0.8256813256667956,0.11893437057733536,0.14039668440818787,False,False,1.0
timesfm3,monash_electricity_hourly,Electricity,2,L2,block,block_depth,True,2,0.1,0.1,False,False,False,737856,0.16683357954025269,0.1764336369480255,0.15816761752384367,0.005607388258861879,-0.002714934244126307,0.001442156049586446,0.16683359272095538,263.4380253153236,398.26722087336407,165.54124014601913,31.860471906152565,-18.07084938490048,2.9399888919969044,263.4380253153236,1.08446821634734,1.138507347525007,1.0343644471379316,0.017585763552687556,-0.03320301531040091,-0.00818676867033541,1.08446821634734,0.8205815071312244,0.8932279338440677,0.7659325012899161,-0.00261760048389891,-0.0563971958053813,-0.030462762605296012,0.8205815071312244,0.12050722539424896,0.1508575677871704,False,False,3.0
timesfm3,monash_electricity_hourly,Electricity,3,L3,block,block_depth,True,3,0.15,0.15,False,False,False,737856,0.1639341413974762,0.17357052645454082,0.15540294147288525,0.008091918118155865,0.0007256930989021263,0.004341622473288148,0.16393412629725368,246.45380509340546,378.7346922563914,153.57066253388757,46.2147163117768,1.697905955723691,19.924209113915055,246.45380509340546,1.0359460223069195,1.0888637073160947,0.9884497417810951,0.061459169582364005,0.01921254499099386,0.040335425370085165,1.0359460223069195,0.785949552812234,0.8621093922199582,0.7266870556372015,0.02688989408563912,-0.017108214429227962,0.004169191713694342,0.785949552812234,0.11703173071146011,0.14744314551353455,False,False,10.0
timesfm3,monash_electricity_hourly,Electricity,4,L4,block,block_depth,True,4,0.2,0.2,False,False,False,737856,0.16391964256763458,0.173774580083759,0.155178961453547,0.007836142960822091,0.0009823255098730533,0.004356111790842693,0.16391963697969913,249.6247508720297,381.2995141248329,155.70222518375311,46.14713605695294,-2.3130772423496535,16.753263335290825,249.6247508720297,1.0410291960797728,1.0938657561726692,0.9931450001203106,0.05583982148417985,0.014538169376672627,0.035252251597231776,1.0410291960797728,0.7731643817379682,0.8535185605190642,0.7155524178911455,0.03836306525553544,-0.009814304805876225,0.016954362787960142,0.7731643817379682,0.12195883691310883,0.15902096033096313,True,False,30.0
timesfm3,monash_electricity_hourly,Electricity,5,L5,block,block_depth,True,5,0.25,0.25,False,False,False,737856,0.1669616997241974,0.17704343845399506,0.15801636552836265,0.004913550150360301,-0.0021288895133513308,0.0013140423493530895,0.16696170642118874,251.68413637747707,375.43701034248323,159.57633682136958,53.844073232152326,-10.73699673708003,14.693877829843444,251.68413637747707,1.072159639441686,1.127385318119475,1.0227659656561081,0.027495079213364994,-0.018613991734174738,0.0041218082353187135,1.072159639441686,0.7698409966582098,0.8752685605162122,0.6895141552705901,0.06775502322682209,-0.032406474512131855,0.02027774786771852,0.7698409966582098,0.11277297884225845,0.1628464013338089,True,False,30.0
timesfm3,monash_electricity_hourly,Electricity,6,L6,block,block_depth,True,6,0.3,0.3,False,False,False,737856,0.16923758387565613,0.18000451196127265,0.15965531114773213,0.0026747388779434613,-0.004540391258525703,-0.0009618325173172126,0.16923758128785904,249.82324429764353,372.0778100543605,159.75479084517914,59.15925010465051,-10.818548754487965,16.554769909676992,249.82324429764353,1.0806291699444515,1.1378388488958595,1.0296959004684831,0.019957751331357337,-0.028125918862475903,-0.004347722267446841,1.0806291699444515,0.7812603935348331,0.8931993289766927,0.694400102565415,0.058252552578772994,-0.05025388231326484,0.00885835099109522,0.7812603935348331,0.0969952866435051,0.16321414709091187,False,False,10.0
timesfm3,monash_electricity_hourly,Electricity,7,L7,block,block_depth,True,7,0.35,0.35,False,False,False,737856,0.16872529685497284,0.17920520452405717,0.15941834601410132,0.003142074002877212,-0.0038542992865510267,-0.00044954895176960163,0.16872529772231143,253.92496119102765,384.3298228570986,158.84467776287786,51.97775115031553,-17.231980601552547,12.45305301629287,253.92496119102765,1.0740505157536246,1.1314860496724466,1.023785697708374,0.023881324582154688,-0.018569862501219937,0.002230931923379975,1.0740505157536246,0.7844793827058149,0.9123847441186309,0.6858947203791868,0.07124238583304958,-0.07486591196210539,0.0056393618201134865,0.7844793827058149,0.10529973357915878,0.15974631905555725,True,False,30.0
timesfm3,monash_electricity_hourly,Electricity,8,L8,block,block_depth,True,8,0.4,0.4,False,False,False,737856,0.17163504660129547,0.18221677124308322,0.16220493191846055,0.00026036916684559034,-0.006867255499046147,-0.003359291204855619,0.17163503997539745,263.43443379734316,397.2050173715745,165.08106749478728,40.445571732047505,-27.917066692452046,2.9435804099773577,263.43443379734316,1.1113072236021786,1.170252932455691,1.0600160757619967,-0.013873370843934795,-0.05585605972416795,-0.035025775925173974,1.1113072236021786,0.8097309875425969,0.9247712997144569,0.7217105368002945,0.03164162601362727,-0.08587113124194547,-0.01961224301666853,0.8097309875425969,0.10436365753412247,0.16566216945648193,True,False,30.0
timesfm3,monash_electricity_hourly,Electricity,9,L9,block,block_depth,True,9,0.45,0.45,False,False,False,737856,0.17508935928344727,0.18580115992426588,0.1655882627546844,-0.003368598315153866,-0.010264309115338186,-0.006813614607881047,0.17508936337842287,260.92465914332917,393.62087086328677,164.46499697798293,39.35301612025086,-19.499255403381632,5.453355063991353,260.92465914332917,1.1084252608698462,1.1666044128767592,1.0570364578146452,-0.010803999432211853,-0.05358901400993477,-0.03214381319284154,1.1084252608698462,0.8218492661561623,0.9258577654184572,0.7420668833604906,0.008095777492186023,-0.08167907515243908,-0.03173052163023393,0.8218492661561623,0.10325828194618225,0.1718592792749405,True,False,30.0
timesfm3,monash_electricity_hourly,Electricity,10,L10,block,block_depth,True,10,0.5,0.5,False,False,False,737856,0.17648985981941223,0.187097706775117,0.16713713191819327,-0.004755775136375466,-0.011653544871804828,-0.008214115797904598,0.17648986456844643,272.71812121001363,419.7828553102599,167.89976650478698,13.463517505652767,-24.90987167415912,-6.3401070026931166,272.71812121001363,1.127654423648966,1.1859886172347338,1.0748923518462514,-0.02877672931793444,-0.07339726046870305,-0.05137297597196144,1.127654423648966,0.8358544293912358,0.9336236092602075,0.7602060782996582,-0.0106480320881358,-0.08924508987970715,-0.045735684865307435,0.8358544293912358,0.10244759917259216,0.17901849746704102,True,False,30.0
timesfm3,monash_electricity_hourly,Electricity,11,L11,block,block_depth,True,11,0.55,0.55,False,False,False,737856,0.17422889173030853,0.18491027550025352,0.16481790884632533,-0.0024789188725461305,-0.009428964646618439,-0.005953136220119365,0.1742288849906612,260.7136939513367,389.57879177516804,165.0600403996104,40.96500378824323,-18.738482506846015,5.664320255983796,260.7136939513367,1.1163724621651023,1.1743614261842972,1.0649331817321586,-0.017918410188005742,-0.06151559875234726,-0.04009101448809771,1.1163724621651023,0.8094622926009037,0.9143949992184047,0.7314057321022167,0.020295416896023127,-0.06739345213072735,-0.019343548074975403,0.8094622926009037,0.10222425311803818,0.18244881927967072,True,False,30.0
timesfm3,monash_electricity_hourly,Electricity,12,L12,block,block_depth,True,12,0.6,0.6,False,False,False,737856,0.1723526567220688,0.18298874914447089,0.16280146782208263,-0.000854060001216318,-0.007336378230478691,-0.004076913553681061,0.1723526623242229,264.6728669882403,402.5060238377027,163.55238571572178,30.71530568046041,-21.95308958002592,1.7051472190802315,264.6728669882403,1.1022017711861605,1.158533862091828,1.0517421861452556,-0.005226091773434034,-0.045929206055155054,-0.02592032350915585,1.1022017711861605,0.8114333200075045,0.9114276484014814,0.7355959585536938,0.016933401119881283,-0.06906353425249281,-0.021314575481576115,0.8114333200075045,0.10218335688114166,0.1789051592350006,True,False,30.0
timesfm3,monash_electricity_hourly,Electricity,13,L13,block,block_depth,True,13,0.65,0.65,False,False,False,737856,0.1724786013364792,0.18309305469178458,0.1628902960572221,-0.0007926683983132615,-0.007630146791419124,-0.004202839442109335,0.17247858821265116,269.1869289292733,409.6971333003181,167.1460441004674,27.224946483357222,-30.09309393091969,-2.8089147219527604,269.1869289292733,1.1389165762603153,1.1984680615973795,1.0849959837708967,-0.03759932278526535,-0.08710481735917466,-0.06263512858331066,1.1389165762603153,0.817225209207842,0.9184990630056526,0.73178037174174,0.020171304163987675,-0.07986718955796947,-0.02710646468191369,0.817225209207842,0.10127132385969162,0.15482236444950104,True,False,30.0
timesfm3,monash_electricity_hourly,Electricity,14,L14,block,block_depth,True,14,0.7,0.7,False,False,False,737856,0.17064763605594635,0.18131373708619813,0.16097080540658465,0.0009332526692025841,-0.005688317417956265,-0.0023718830340236086,0.17064763180456544,260.22725983171995,398.26523386482876,160.02477609307778,37.947476210792416,-20.584110000335027,6.15075437560057,260.22725983171995,1.0870434897348145,1.1450703881971838,1.034427323695874,0.011689736674970457,-0.03243943790597999,-0.01076204205780984,1.0870434897348145,0.8056567239283186,0.9063881343362585,0.7217423119088757,0.029695648452494096,-0.06705160456759932,-0.015537979402390212,0.8056567239283186,0.10093126446008682,0.15063594281673431,True,False,30.0
timesfm3,monash_electricity_hourly,Electricity,15,L15,block,block_depth,True,15,0.75,0.75,True,False,False,737856,0.16702887415885925,0.17741320957323065,0.1577018885116114,0.004462283174329565,-0.0019020654705445555,0.0012468578620948856,0.16702889090844694,266.9562003523419,411.0558974901774,164.6066266180132,19.33880775605512,-15.947697623663847,-0.578186145021391,266.9562003523419,1.099087458900501,1.1573486585627462,1.0466761603600496,-0.00225733644741028,-0.04256957238015875,-0.02280601122349646,1.099087458900501,0.8170435805546051,0.8927151037843056,0.7392585006657971,0.01853741501244146,-0.05615065444446893,-0.02692483602867679,0.8170435805546051,0.10157346725463867,0.13711318373680115,True,False,30.0
timesfm3,monash_electricity_hourly,Electricity,16,L16,block,block_depth,True,16,0.8,0.8,False,False,False,737856,0.1670636087656021,0.17737398938780635,0.15756314739599142,0.004313231381864951,-0.001860421481862201,0.0012121444696006067,0.16706360430094122,258.437758542922,398.213460283862,159.52825830702622,29.51900804715224,-7.25858045675489,7.940255664398535,258.437758542922,1.076460327557934,1.1346331794093527,1.023561137445325,0.019506138312947365,-0.019451735914052398,-0.00017887988092946117,1.076460327557934,0.815897790952451,0.8857781201433552,0.7411958620415191,0.01796633133763405,-0.05786659976646524,-0.025779046426522623,0.815897790952451,0.10289701819419861,0.1356142908334732,True,False,30.0
timesfm3,monash_electricity_hourly,Electricity,17,L17,block,block_depth,True,17,0.85,0.85,False,False,False,737856,0.16416782140731812,0.17433398628237706,0.15487262617426972,0.006978084126359406,0.0012559262857921715,0.004107932112257906,0.16416781665828392,252.8952612654891,384.02954647470244,158.9874087033879,41.91351945058284,-3.9162591807982117,13.482752941831421,252.8952612654891,1.07029569858651,1.1277213987189574,1.0177696109247953,0.02379217470168614,-0.011761195951698394,0.005985749090494652,1.07029569858651,0.7778080424825264,0.859825145016209,0.714841702852821,0.035730540362191456,-0.008746772305830682,0.0123107020434019,0.7778080424825264,0.10381893813610077,0.1259537637233734,True,False,30.0
timesfm3,monash_electricity_hourly,Electricity,18,L18,block,block_depth,True,18,0.9,0.9,False,False,False,737856,0.16553418338298798,0.17552970358319864,0.156479581781727,0.005415178687517884,0.0002021353300803018,0.0027415704493986837,0.16553417832114314,268.3891083136899,429.9124631969698,159.02801629489872,14.303809643584119,-15.053230676217181,-2.0110941063693986,268.3891083136899,1.0707226732716222,1.1269441553360486,1.0183168011570736,0.023655913573305258,-0.011994949613388173,0.005558774405382438,1.0707226732716222,0.8110448126230222,0.8793044532554137,0.735132364386818,0.023754525283404992,-0.05296527427679091,-0.020926068097093853,0.8110448126230222,0.11076315492391586,0.11890870332717896,True,False,30.0
timesfm3,monash_electricity_hourly,Electricity,19,L19,block,block_depth,True,19,0.95,0.95,False,False,False,737856,0.16411764919757843,0.174633342402326,0.15469411944558148,0.006334102869687864,0.0020745919270881734,0.0041580861931993784,0.16411766257734245,252.20218510667416,398.18920369577677,152.98503516055447,28.718958093832097,4.412869235430537,14.175829100646354,252.20218510667416,1.0404340752900034,1.0962471801650953,0.9891827487231949,0.04937467278537464,0.023044607758544538,0.0358473723870012,1.0404340752900034,0.7784831743505986,0.8448577892382744,0.7124391494085638,0.048466835841889135,-0.018839981621718117,0.01163557017532979,0.7784831743505986,0.110157310962677,0.11677232384681702,True,False,30.0
timesfm3,monash_electricity_hourly,Electricity,20,L20,block,block_depth,True,20,1.0,1.0,False,True,True,737856,0.16827574372291565,0.17918852532908092,0.1586276194692113,0.0,0.0,0.0,0.16827574877054183,266.3780142073205,419.93431667402905,159.48049585644182,0.0,0.0,0.0,266.3780142073205,1.0762814476770046,1.1333523375625718,1.0236783209363403,0.0,0.0,0.0,1.0762814476770046,0.7901187445259283,0.8590890955789866,0.7398966053612996,0.0,0.0,0.0,0.7901187445259283,0.1002114936709404,0.13164617121219635,True,False,30.0
timesfm3,uber_tlc_hourly,Uber TLC,0,Emb,embedding,block_depth,True,0,0.0,0.0,False,False,False,737856,0.31709733605384827,0.3298902430226813,0.30479897587801835,-0.047718510666563525,-0.06057876540340823,-0.054025989168017874,0.3170973009195264,7.663101494910397,9.307631910609564,6.160905508456901,-1.57487420457387,-2.553103756237085,-2.039836759387228,7.663101494910397,1.1658821612901973,1.224777609652335,1.1105991891449283,-0.19610263097496317,-0.25395547097319143,-0.22418859065484953,1.1658821612901973,3.1728741418107607,3.3417172341120014,3.0068962279097358,-0.6890212724442568,-0.8782895588660914,-0.786359301866097,3.1728741418107607,0.24113532900810242,0.23068931698799133,False,False,10.0
