dataset,representation,layer,quantile_set,num_quantiles,quantiles,seed,mean_pinball_loss,quantile_loss
monash_electricity_hourly,content,0,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.1399618685245514,2.5193138122558594
monash_electricity_hourly,content,1,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.13490624725818634,2.4283125400543213
monash_electricity_hourly,content,2,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.1285211741924286,2.3133814334869385
monash_electricity_hourly,content,3,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.1305244415998459,2.349440097808838
monash_electricity_hourly,content,4,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.1321375072002411,2.3784751892089844
monash_electricity_hourly,content,5,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.1347709447145462,2.4258768558502197
monash_electricity_hourly,content,6,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.13729874789714813,2.4713776111602783
monash_electricity_hourly,content,7,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.14100471138954163,2.5380849838256836
monash_electricity_hourly,content,8,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.14251163601875305,2.5652096271514893
monash_electricity_hourly,content,9,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.13929927349090576,2.5073869228363037
monash_electricity_hourly,content,10,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.13681533932685852,2.4626760482788086
monash_electricity_hourly,content,11,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.13609394431114197,2.4496910572052
monash_electricity_hourly,reg,0,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.13313016295433044,2.3963429927825928
monash_electricity_hourly,reg,1,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.1274304986000061,2.2937490940093994
monash_electricity_hourly,reg,2,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.12150895595550537,2.1871612071990967
monash_electricity_hourly,reg,3,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.11810576170682907,2.125903844833374
monash_electricity_hourly,reg,4,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.11762482672929764,2.1172471046447754
monash_electricity_hourly,reg,5,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.11886464059352875,2.139563798904419
monash_electricity_hourly,reg,6,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.12046686559915543,2.168403387069702
monash_electricity_hourly,reg,7,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.1229405477643013,2.2129297256469727
monash_electricity_hourly,reg,8,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.1250094473361969,2.2501699924468994
monash_electricity_hourly,reg,9,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.1273491233587265,2.2922842502593994
monash_electricity_hourly,reg,10,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.12789997458457947,2.302199602127075
monash_electricity_hourly,reg,11,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.12797577679157257,2.3035640716552734
monash_electricity_hourly,content_K,0,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.14046134054660797,2.528304100036621
monash_electricity_hourly,content_K,1,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.1353573054075241,2.436431884765625
monash_electricity_hourly,content_K,2,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.13077954947948456,2.354031801223755
monash_electricity_hourly,content_K,3,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.1326126754283905,2.387028217315674
monash_electricity_hourly,content_K,4,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.13593675196170807,2.446861743927002
monash_electricity_hourly,content_K,5,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.13834412395954132,2.490194320678711
monash_electricity_hourly,content_K,6,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.141482874751091,2.546691656112671
monash_electricity_hourly,content_K,7,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.14559195935726166,2.6206552982330322
monash_electricity_hourly,content_K,8,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.14734843373298645,2.6522719860076904
monash_electricity_hourly,content_K,9,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.14650414884090424,2.6370747089385986
monash_electricity_hourly,content_K,10,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.14687073230743408,2.6436729431152344
monash_electricity_hourly,content_K,11,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.14300912618637085,2.574164390563965
monash_electricity_hourly,reg_K,0,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.13409358263015747,2.413684606552124
monash_electricity_hourly,reg_K,1,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.1277986317873001,2.30037522315979
monash_electricity_hourly,reg_K,2,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.12154099345207214,2.1877381801605225
monash_electricity_hourly,reg_K,3,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.11803480237722397,2.124626398086548
monash_electricity_hourly,reg_K,4,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.1182945966720581,2.129302740097046
monash_electricity_hourly,reg_K,5,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.11819891631603241,2.1275806427001953
monash_electricity_hourly,reg_K,6,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.11987990885972977,2.1578381061553955
monash_electricity_hourly,reg_K,7,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.12235492467880249,2.2023885250091553
monash_electricity_hourly,reg_K,8,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.12388414144515991,2.229914426803589
monash_electricity_hourly,reg_K,9,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.1274479776620865,2.2940635681152344
monash_electricity_hourly,reg_K,10,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.12867222726345062,2.3161001205444336
monash_electricity_hourly,reg_K,11,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.13017065823078156,2.343071937561035
monash_electricity_hourly,fslot_K,0,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.197445809841156,3.5540246963500977
monash_electricity_hourly,fslot_K,1,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.12263201177120209,2.207376003265381
monash_electricity_hourly,fslot_K,2,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.10444782674312592,1.8800609111785889
monash_electricity_hourly,fslot_K,3,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.10116033256053925,1.820886254310608
monash_electricity_hourly,fslot_K,4,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.0996386706829071,1.7934958934783936
monash_electricity_hourly,fslot_K,5,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.09865864366292953,1.7758556604385376
monash_electricity_hourly,fslot_K,6,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.10039856284856796,1.8071740865707397
monash_electricity_hourly,fslot_K,7,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.09915962815284729,1.784873366355896
monash_electricity_hourly,fslot_K,8,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.0977315604686737,1.759168267250061
monash_electricity_hourly,fslot_K,9,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.09769397228956223,1.7584916353225708
monash_electricity_hourly,fslot_K,10,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.09753750264644623,1.755674958229065
monash_electricity_hourly,fslot_K,11,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.09665489196777344,1.7397879362106323
monash_kdd_cup_2018,content,0,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.27488255500793457,4.9478864669799805
monash_kdd_cup_2018,content,1,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.29958778619766235,5.392580509185791
monash_kdd_cup_2018,content,2,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.3146166205406189,5.663099765777588
monash_kdd_cup_2018,content,3,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.320660799741745,5.771894931793213
monash_kdd_cup_2018,content,4,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.3369268774986267,6.06468391418457
monash_kdd_cup_2018,content,5,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.3465125858783722,6.237226963043213
monash_kdd_cup_2018,content,6,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.3445781171321869,6.202406406402588
monash_kdd_cup_2018,content,7,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.32372474670410156,5.827045440673828
monash_kdd_cup_2018,content,8,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.32486990094184875,5.847658634185791
monash_kdd_cup_2018,content,9,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.3427608609199524,6.169695854187012
monash_kdd_cup_2018,content,10,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.3445549011230469,6.201988697052002
monash_kdd_cup_2018,content,11,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.3140241801738739,5.652435302734375
monash_kdd_cup_2018,reg,0,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.25787660479545593,4.641778945922852
monash_kdd_cup_2018,reg,1,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.263540118932724,4.743721961975098
monash_kdd_cup_2018,reg,2,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.2677009403705597,4.818617343902588
monash_kdd_cup_2018,reg,3,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.27437824010849,4.938807964324951
monash_kdd_cup_2018,reg,4,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.27833762764930725,5.010077953338623
monash_kdd_cup_2018,reg,5,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.289027601480484,5.2024970054626465
monash_kdd_cup_2018,reg,6,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.2934233248233795,5.281620025634766
monash_kdd_cup_2018,reg,7,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.29974308609962463,5.395375728607178
monash_kdd_cup_2018,reg,8,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.30834946036338806,5.550290107727051
monash_kdd_cup_2018,reg,9,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.3008607029914856,5.415493011474609
monash_kdd_cup_2018,reg,10,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.301826536655426,5.432878017425537
monash_kdd_cup_2018,reg,11,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.30745887756347656,5.534259796142578
monash_kdd_cup_2018,content_K,0,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.2762237787246704,4.9720282554626465
monash_kdd_cup_2018,content_K,1,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.30005964636802673,5.401073932647705
monash_kdd_cup_2018,content_K,2,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.31612735986709595,5.690292835235596
monash_kdd_cup_2018,content_K,3,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.3234793543815613,5.822628498077393
monash_kdd_cup_2018,content_K,4,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.33862799406051636,6.095304012298584
monash_kdd_cup_2018,content_K,5,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.350895494222641,6.3161187171936035
monash_kdd_cup_2018,content_K,6,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.3468770384788513,6.243786811828613
monash_kdd_cup_2018,content_K,7,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.31798774003982544,5.723779678344727
monash_kdd_cup_2018,content_K,8,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.3220996856689453,5.797794818878174
monash_kdd_cup_2018,content_K,9,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.32302412390708923,5.814434051513672
monash_kdd_cup_2018,content_K,10,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.32480454444885254,5.846482276916504
monash_kdd_cup_2018,content_K,11,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.30791616439819336,5.542491436004639
monash_kdd_cup_2018,reg_K,0,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.25913819670677185,4.664487838745117
monash_kdd_cup_2018,reg_K,1,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.2628093957901001,4.730568885803223
monash_kdd_cup_2018,reg_K,2,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.2683704197406769,4.8306684494018555
monash_kdd_cup_2018,reg_K,3,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.27455657720565796,4.942018508911133
monash_kdd_cup_2018,reg_K,4,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.27905023097991943,5.022904396057129
monash_kdd_cup_2018,reg_K,5,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.29085081815719604,5.235315322875977
monash_kdd_cup_2018,reg_K,6,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.29757747054100037,5.356394290924072
monash_kdd_cup_2018,reg_K,7,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.30044448375701904,5.4079999923706055
monash_kdd_cup_2018,reg_K,8,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.31260740756988525,5.626934051513672
monash_kdd_cup_2018,reg_K,9,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.2941240072250366,5.29423189163208
monash_kdd_cup_2018,reg_K,10,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.29371440410614014,5.286859512329102
monash_kdd_cup_2018,reg_K,11,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.2881854474544525,5.187337875366211
monash_kdd_cup_2018,fslot_K,0,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.2502666115760803,4.504798412322998
monash_kdd_cup_2018,fslot_K,1,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.24638742208480835,4.43497371673584
monash_kdd_cup_2018,fslot_K,2,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.2539461553096771,4.571031093597412
monash_kdd_cup_2018,fslot_K,3,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.26313138008117676,4.736364841461182
monash_kdd_cup_2018,fslot_K,4,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.2662501633167267,4.792503356933594
monash_kdd_cup_2018,fslot_K,5,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.27669280767440796,4.980470657348633
monash_kdd_cup_2018,fslot_K,6,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.26535382866859436,4.776369094848633
monash_kdd_cup_2018,fslot_K,7,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.2623040974140167,4.721473693847656
monash_kdd_cup_2018,fslot_K,8,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.24783964455127716,4.461114406585693
monash_kdd_cup_2018,fslot_K,9,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.2384975105524063,4.292954921722412
monash_kdd_cup_2018,fslot_K,10,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.23459525406360626,4.222714900970459
monash_kdd_cup_2018,fslot_K,11,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.23341961205005646,4.2015533447265625
monash_pedestrian_counts,content,0,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.1396580934524536,2.513845920562744
monash_pedestrian_counts,content,1,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.13178597390651703,2.37214732170105
monash_pedestrian_counts,content,2,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.12640950083732605,2.2753710746765137
monash_pedestrian_counts,content,3,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.12597280740737915,2.2675106525421143
monash_pedestrian_counts,content,4,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.12556520104408264,2.2601735591888428
monash_pedestrian_counts,content,5,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.12618903815746307,2.271402597427368
monash_pedestrian_counts,content,6,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.12864503264427185,2.315610408782959
monash_pedestrian_counts,content,7,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.1316804587841034,2.3702480792999268
monash_pedestrian_counts,content,8,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.1335194855928421,2.403351068496704
monash_pedestrian_counts,content,9,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.13150115311145782,2.367020845413208
monash_pedestrian_counts,content,10,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.1298052966594696,2.3364951610565186
monash_pedestrian_counts,content,11,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.13043896853923798,2.3479013442993164
monash_pedestrian_counts,reg,0,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.1347956359386444,2.426321506500244
monash_pedestrian_counts,reg,1,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.1302807629108429,2.3450536727905273
monash_pedestrian_counts,reg,2,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.12058526277542114,2.17053484916687
monash_pedestrian_counts,reg,3,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.11591564118862152,2.086481809616089
monash_pedestrian_counts,reg,4,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.11245596408843994,2.024207353591919
monash_pedestrian_counts,reg,5,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.11307937651872635,2.035428762435913
monash_pedestrian_counts,reg,6,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.11400249600410461,2.0520448684692383
monash_pedestrian_counts,reg,7,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.11543504893779755,2.0778307914733887
monash_pedestrian_counts,reg,8,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.11654705554246902,2.0978469848632812
monash_pedestrian_counts,reg,9,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.11761707067489624,2.1171071529388428
monash_pedestrian_counts,reg,10,q9,9,0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9,0,0.12003549933433533,2.1606388092041016
