analysis,target,short,pt_status,ft_status,ft_source,quantile_set,n_windows,n_series,direction,stage0_pretrained__mase,stage0_pretrained__mase_ci_lo,stage0_pretrained__mase_ci_hi,stage0_pretrained__wql,stage0_pretrained__wql_ci_lo,stage0_pretrained__wql_ci_hi,stage1_ft_early__mase,stage1_ft_early__mase_ci_lo,stage1_ft_early__mase_ci_hi,stage1_ft_early__wql,stage1_ft_early__wql_ci_lo,stage1_ft_early__wql_ci_hi,stage2_ft_late__mase,stage2_ft_late__mase_ci_lo,stage2_ft_late__mase_ci_hi,stage2_ft_late__wql,stage2_ft_late__wql_ci_lo,stage2_ft_late__wql_ci_hi,stage1_ft_early__dmase,stage1_ft_early__dmase_ci_lo,stage1_ft_early__dmase_ci_hi,stage1_ft_early__dmase_sig,stage1_ft_early__dwql,stage1_ft_early__dwql_ci_lo,stage1_ft_early__dwql_ci_hi,stage1_ft_early__dwql_sig,stage2_ft_late__dmase,stage2_ft_late__dmase_ci_lo,stage2_ft_late__dmase_ci_hi,stage2_ft_late__dmase_sig,stage2_ft_late__dwql,stage2_ft_late__dwql_ci_lo,stage2_ft_late__dwql_ci_hi,stage2_ft_late__dwql_sig
B5_native_forgetting,monash_electricity_hourly,Electricity,PT-ID,FT-OOD,boom,q9,262,262,delta = FT - pretrained; POSITIVE = worse (forgetting),0.836189,0.778442,0.898101,0.559602,0.464639,0.64998,0.855637,0.798423,0.917796,0.569809,0.477436,0.664227,0.868514,0.811956,0.929167,0.58352,0.48966,0.673497,0.0195,0.01304,0.025489,True,0.010689,0.003047,0.018694,True,0.032335,0.023534,0.040473,True,0.024186,0.018636,0.030408,True
B5_native_forgetting,uber_tlc_hourly,Uber,PT-ID,FT-OOD,boom,q9,262,262,delta = FT - pretrained; POSITIVE = worse (forgetting),0.806006,0.77038,0.845235,2.008559,1.914664,2.111951,0.808038,0.77189,0.847335,2.018692,1.924418,2.12179,0.808816,0.772664,0.848307,2.017569,1.924327,2.119849,0.002056,3.5e-05,0.004024,True,0.010112,-0.000105,0.019877,False,0.002835,0.000466,0.005181,True,0.008984,-0.002834,0.020807,False
B5_native_forgetting,m4_hourly,M4,PT-ID,FT-OOD,boom,q9,262,262,delta = FT - pretrained; POSITIVE = worse (forgetting),0.928949,0.84912,1.020684,0.374381,0.306921,0.466306,1.020167,0.929392,1.125108,0.414207,0.350465,0.490764,1.014987,0.925965,1.11773,0.408848,0.346623,0.481682,0.091136,0.066785,0.117506,True,0.038468,0.010571,0.062249,True,0.085867,0.059806,0.114159,True,0.032894,9e-05,0.060875,True
B5_native_forgetting,wind_farms_hourly,WindFarms,PT-ID,FT-OOD,boom,q9,262,262,delta = FT - pretrained; POSITIVE = worse (forgetting),4.35428,0.808728,11.385938,1.442699,1.128471,1.866592,4.318476,0.771041,11.357037,1.344523,1.046711,1.742788,4.307272,0.75894,11.345857,1.318459,1.026224,1.705922,-0.035808,-0.054735,-0.018789,True,-0.100362,-0.150642,-0.059317,True,-0.047134,-0.071093,-0.024675,True,-0.127298,-0.193983,-0.073301,True
B5_native_forgetting,boom_hourly,BOOM,PT-OOD,FT-ID,boom,q9,354,354,delta = FT - pretrained; POSITIVE = worse (forgetting),0.943637,0.555587,1.560215,2.474836,1.643623,3.617982,0.924539,0.538637,1.544325,2.456095,1.650894,3.577721,0.922557,0.536191,1.543301,2.457056,1.659349,3.564037,-0.019089,-0.039178,-0.004451,True,-0.022162,-0.080408,0.033718,False,-0.021056,-0.042983,-0.004811,True,-0.022101,-0.093997,0.048548,False
B5_native_forgetting,sg_carpark,SG-Carpark,PT-OOD,FT-OOD,boom,q9,354,354,delta = FT - pretrained; POSITIVE = worse (forgetting),0.59779,0.52183,0.684623,0.257224,0.209034,0.311682,0.597163,0.520554,0.686,0.256874,0.208244,0.312583,0.600599,0.524851,0.688289,0.257972,0.2095,0.313898,-0.000616,-0.007958,0.006028,False,-0.000405,-0.004678,0.004197,False,0.002752,-0.004581,0.009653,False,0.00068,-0.004957,0.006397,False
B5_native_forgetting,coastal_ts,Coastal-TS,PT-OOD,FT-OOD,boom,q9,48,24,delta = FT - pretrained; POSITIVE = worse (forgetting),1.127456,0.947311,1.346103,0.075399,0.056467,0.099355,1.122277,0.950846,1.335965,0.075602,0.05612,0.100752,1.135724,0.960263,1.350085,0.076362,0.057,0.101488,-0.005547,-0.032239,0.021275,False,0.000207,-0.001973,0.002487,False,0.007998,-0.025747,0.045513,False,0.000974,-0.001755,0.003914,False
