model,dataset,family,depth_index,label,relative_depth,is_phase1_entrance,val_loss,val_mase,val_mase_ratio_vs_native,test_loss,test_mase,test_mae,test_wql,mase_ratio_vs_native,mase_ratio_ci_lo,mase_ratio_ci_hi,wql_ratio_vs_native,wql_ratio_ci_lo,wql_ratio_ci_hi,loss_ratio_vs_native,within_budget_mase,budget_fragile_mase,gap_closure_mase,gap_closure_valid,selected_hard_cut,selected_wd,selected_epoch,selected_kappa,n_adapter_params
chronos2,sg_carpark,noa,4,L4,0.3333333333333333,False,0.10256795906645935,0.8086830968742471,1.3401916348533043,0.08509656416494293,0.6959289280033062,10.728338718145523,0.03514676729582951,1.1641698651761236,1.1171230959222913,1.2234882243948435,1.2297512074865955,1.1479560343773327,1.3353421428088357,1.162373786064107,False,False,0.9235388239299619,True,False,1.0,575,,590592
chronos2,sg_carpark,noa,5,L5,0.4166666666666667,False,0.09691555794370545,0.7696176369889531,1.2754503254920309,0.08393922383965409,0.6853766923560234,10.60585120093545,0.035114325466170326,1.146517782820459,1.1047891579848796,1.1949955358590247,1.228616099416466,1.1467027217381158,1.3348731002616698,1.1465651330488908,False,False,0.8658774854320443,True,False,0.1,750,,590592
chronos2,sg_carpark,noa,6,L6,0.5,False,0.0959768328121153,0.7679308839713613,1.272654950773581,0.08251527633707402,0.6705968577663249,10.437770769416854,0.034305059258621616,1.1217936517357212,1.0855511126642705,1.1636793306286886,1.2003006618248782,1.1295220479930794,1.2935778366677007,1.12711476785527,False,False,0.8416627306078792,True,False,0.1,375,,590592
chronos2,sg_carpark,noa,7,L7,0.5833333333333334,False,0.09161135870542399,0.7403868472597632,1.227007542371379,0.08109617204863136,0.6581159532608607,10.281071478813766,0.033705377858955166,1.1009152368132518,1.0674917521270828,1.1411345883356738,1.1793183928400839,1.1106227070141665,1.2725109727864867,1.1077305583896608,False,False,0.7223728318554224,True,False,0.1,375,,590592
chronos2,sg_carpark,noa,8,L8,0.6666666666666666,False,0.08889600741913763,0.7163520050864913,1.187175753441769,0.08011303413764569,0.6472859380649021,9.943067978192534,0.032682172879898705,1.0827984768637724,1.0527145215361997,1.1186014572590572,1.1435174456886714,1.0830595710606066,1.2292032104027275,1.094301417659601,False,False,0.7792137661426587,True,False,0.0,475,,590592
chronos2,sg_carpark,noa,9,L9,0.75,False,0.08212344607306739,0.6614065869913694,1.096117352457223,0.07717331716169913,0.624978299313365,9.342025692099044,0.030674460617124265,1.0454816191319276,1.0246276496995814,1.0692214938774869,1.073269546112272,1.0404582138747185,1.1196820460152996,1.0541464480104783,True,True,0.9332556793365854,True,False,1.0,375,,590592
chronos2,sg_carpark,noa,10,L10,0.8333333333333334,True,0.08010861367029322,0.6437930516770057,1.0669272868063586,0.07610255227776738,0.6170039865905571,9.215859496534,0.0301254004812749,1.032141960161264,1.0185385781201124,1.0468955328659766,1.0540584659193113,1.0392482700261763,1.0712244248231366,1.039520369456851,True,False,0.9691351515792631,True,False,1.0,275,,590592
chronos2,sg_carpark,noa,11,L11,0.9166666666666666,False,0.0772538362018301,0.6169545265351033,1.0224490888249669,0.07455106518404969,0.6092107205279064,9.023041859204822,0.029243784150049152,1.0191051612348734,1.0135106290765041,1.0252870008111752,1.0232115678606835,1.0144141203690888,1.0327456383359421,1.0183278813129268,True,False,0.9885778186417425,True,False,1.0,525,,590592
chronos2,sg_carpark,noa,12,L12,1.0,False,0.07553912366156355,0.6034085543018365,1.0,0.07320929393382733,0.5977898490767249,8.800250428577453,0.028580388522377292,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,False,,False,,,,,0
chronos2,sg_carpark,fl,0,Emb,0.0,False,0.2689889397914127,2.350884477269185,3.8960078714648576,0.26638467247876746,2.334261292803033,35.310711273637835,0.10117159140416267,3.904819221015973,3.4395665435807192,4.4272408732344495,3.5398955939647,3.003001625418306,4.191287521236634,3.6386728810627265,False,False,0.0521810158350008,True,False,30.0,1125,,590592
chronos2,sg_carpark,fl,1,L1,0.08333333333333333,False,0.15692667115879597,1.2912866273830623,2.13998727425587,0.1181882023600872,0.9637231793258483,14.232195236545245,0.04563821004882194,1.6121437672692174,1.4976131328828548,1.738026777833471,1.5968365864966831,1.4467099202105083,1.7792203459348317,1.6143879555362952,False,False,0.7984401189019882,True,False,1.0,1300,,590592
chronos2,sg_carpark,fl,2,L2,0.16666666666666666,False,0.12122591031389048,0.9940674754994732,1.6474202568268888,0.10815536369711666,0.8834892537560142,13.3211479905709,0.042167956532002435,1.4779261560238042,1.3980674532653377,1.5691868491110192,1.4754157907610885,1.3599418314651786,1.6120729385662285,1.4773447179380872,False,False,0.837604833612489,True,False,10.0,150,,590592
chronos2,sg_carpark,fl,3,L3,0.25,False,0.10778139888356297,0.8657831185017453,1.4348207567317053,0.08708541268893218,0.7188822763472548,11.00082736315225,0.03501710969761001,1.2025668844286246,1.1561859905394491,1.2549941016594113,1.225214614216774,1.1481594995761637,1.3202223984098038,1.1895403986227109,False,False,0.9211687660229756,True,False,1.0,150,,590592
chronos2,sg_carpark,fl,4,L4,0.3333333333333333,False,0.1101437686484749,0.886778931633947,1.469616108873331,0.08563937980807938,0.7226938853992582,11.125613240806807,0.0351016626858872,1.2089430533413124,1.1633331171900618,1.2611008184957404,1.2281730410489,1.150090725853458,1.331172041842692,1.1697883589136566,False,False,0.9026859675312386,True,False,10.0,100,,590592
chronos2,sg_carpark,fl,5,L5,0.4166666666666667,False,0.10452066203000518,0.8388235829197825,1.3901420139632077,0.0808391426032209,0.6692989332238706,10.118049928531189,0.03261730684991083,1.1196224463456348,1.0826864363701787,1.1583134305534681,1.141247846381542,1.0786625117998985,1.2135381685820004,1.1042196729323748,False,False,0.8904975014377122,True,False,0.1,125,,590592
chronos2,sg_carpark,fl,6,L6,0.5,False,0.102748488460136,0.8354752662675426,1.3845930096801742,0.0817954099479284,0.6748591460002146,10.272139212241063,0.03302706924043315,1.1289237297062198,1.0909603827422438,1.1711464432454832,1.1555850339324214,1.0912684386185905,1.2373092344640588,1.1172817760250757,False,False,0.8323933059678218,True,False,30.0,75,,590592
