model,dataset,display_name,point_index,layer,kind,point_type,include_in_main_depth_axis,block_index,relative_depth,relative_position,is_tunnel_entrance,is_reference_point,is_native_readout,is_first_crossing_0.01,is_first_crossing_0.02,is_first_crossing_0.05,is_first_crossing_0.1,is_tunnel_entrance_0.01,is_tunnel_entrance_0.02,is_tunnel_entrance_0.05,is_tunnel_entrance_0.1,n_probe_params,test_loss,test_loss_ci_hi,test_loss_ci_lo,test_loss_delta_ci_hi,test_loss_delta_ci_lo,test_loss_delta_vs_last,test_loss_point,test_mae,test_mae_ci_hi,test_mae_ci_lo,test_mae_delta_ci_hi,test_mae_delta_ci_lo,test_mae_delta_vs_last,test_mae_point,test_mase,test_mase_ci_hi,test_mase_ci_lo,test_mase_delta_ci_hi,test_mase_delta_ci_lo,test_mase_delta_vs_last,test_mase_point,test_ratio_to_final,test_suffix_excursion,test_wql,test_wql_ci_hi,test_wql_ci_lo,test_wql_delta_ci_hi,test_wql_delta_ci_lo,test_wql_delta_vs_last,test_wql_point,train_loss,val_loss,val_ratio_to_final,val_suffix_excursion,wd_at_grid_max,wd_at_grid_min,weight_decay
chronos2,LOOP_SEATTLE_5T,Loop Seattle,0,Emb,embedding,block_depth,True,0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,12304,0.23955721368316477,0.24965530014561332,0.2295770472519896,-0.014475569715510127,-0.04277837986218962,-0.028835475515887027,0.23955721368316477,5.100596423930871,5.554691090186499,4.67493335478034,0.14852850097951645,-0.6147530854375933,-0.24295671437462296,5.100596423930871,1.1378266768990188,1.2431825678246249,1.0396023019398222,0.03997395498457559,-0.1268262832819753,-0.044938532391504804,1.1378266768990188,1.1368414847309036,0.13684148473090363,0.08544832626696577,0.09399314260461636,0.07764364871688899,0.002482060728853292,-0.01032328461636295,-0.004070160207388734,0.08544832626696577,0.32583201332405276,0.2895893442039271,1.312190656514627,0.3121906565146271,False,False,450.0
chronos2,LOOP_SEATTLE_5T,Loop Seattle,1,L1,block,block_depth,True,1,0.08333333333333333,0.08333333333333333,False,False,False,False,False,False,False,False,False,False,False,12304,0.2293336357750738,0.24274805211604267,0.2157609801241801,-0.008199500286496646,-0.028972616685440638,-0.018611897607796052,0.2293336357750738,5.052329497847671,5.540744203883676,4.587643516063539,0.09535311294071726,-0.4862981605480852,-0.1946897882914227,5.052329497847671,1.1131095496275756,1.2097153853956282,1.0190647515424542,0.046239952131868524,-0.08497644797161746,-0.020221405120061542,1.1131095496275756,1.0883245258399554,0.08832452583995543,0.0846397290549789,0.09340535711180123,0.07634898493161282,0.001598944217222799,-0.008154543615380146,-0.003261562995401854,0.0846397290549789,0.2391356078926554,0.28796510981353185,1.3048309064626171,0.3048309064626171,False,False,0.01
chronos2,LOOP_SEATTLE_5T,Loop Seattle,2,L2,block,block_depth,True,2,0.16666666666666666,0.16666666666666666,False,False,False,False,False,False,False,False,False,False,False,12304,0.1999963065253869,0.21228192489281408,0.18795397666261626,0.022326930152351838,-0.000544168367157232,0.010725431641890826,0.1999963065253869,4.365685302342425,4.785384689488994,3.984697749658475,0.8468468028806513,0.14853560426629978,0.49195440721382333,4.365685302342425,0.9659695436567093,1.0473706309384763,0.8866298662717763,0.20378915710529513,0.05416660418326867,0.12691860085080475,0.9659695436567093,0.9491014466035933,0.008333239823371086,0.07313664346060181,0.08076353525796537,0.06631309839379791,0.014232923574330454,0.0024811232832145686,0.008241522598975232,0.07313664346060181,0.225884006686049,0.276013370645979,1.2506750447962467,0.2506750447962467,False,True,1e-05
chronos2,LOOP_SEATTLE_5T,Loop Seattle,3,L3,block,block_depth,True,3,0.25,0.25,False,False,False,False,False,False,False,False,False,False,False,12304,0.21112200334838782,0.22225846401166938,0.19995497341218,0.009936380933415674,-0.009938338013607561,-0.00040026518111008214,0.21112200334838782,4.8227187782648215,5.292714476604474,4.384710183658835,0.34610197420660843,-0.24312373198710993,0.034920931291426704,4.8227187782648215,1.0909651472876571,1.1969522403988393,0.9899157285632406,0.05523770155798437,-0.04916396700482308,0.0019229972198568923,1.0909651472876571,1.0018994963907917,0.008333239823371086,0.08079314915517422,0.08927210111415526,0.07300325107994123,0.005819416038309198,-0.004077486766368698,0.0005850169044028242,0.08079314915517422,0.2289345299523094,0.26370054378195573,1.1948830182951746,0.20217016892967976,False,False,150.0
chronos2,LOOP_SEATTLE_5T,Loop Seattle,4,L4,block,block_depth,True,4,0.3333333333333333,0.3333333333333333,False,False,False,False,False,False,False,False,False,False,False,12304,0.21247773294742325,0.22362276147162355,0.20142054336593407,0.008492268230908255,-0.010935000241698538,-0.0017559947801455145,0.21247773294742325,4.614100564432718,5.034717999175413,4.219886945173667,0.5527770811268441,-0.03788410889849958,0.24353914512353025,4.614100564432718,1.0305387255145926,1.1206432699971944,0.9428708122898019,0.11873453057111719,0.007647836681284732,0.06234941899292146,1.0305387255145926,1.008333239823371,0.008333239823371086,0.0772982486143039,0.084995031223926,0.07022272389132125,0.009260890606577341,-0.0006316792841094428,0.00407991744527314,0.0772982486143039,0.2390946197380957,0.26530875609689997,1.2021701689296798,0.20217016892967976,False,False,300.0
chronos2,LOOP_SEATTLE_5T,Loop Seattle,5,L5,block,block_depth,True,5,0.4166666666666667,0.4166666666666667,False,False,False,False,False,False,False,False,False,False,False,12304,0.20189356303397027,0.21227741060700295,0.19171543283430675,0.01841344877345245,-5.2792312691119625e-05,0.00882817513330747,0.20189356303397027,4.356625007569903,4.742592838409736,3.9914522992500965,0.7947023466390695,0.23286301116849947,0.5010147019863451,4.356625007569903,0.9730556683642405,1.0529583676413912,0.8943489569339831,0.17713759816942232,0.0645889677245789,0.11983247614327353,0.9730556683642405,0.9581050573610048,0.0,0.07298485983385475,0.08001800345905112,0.06650619975265222,0.013339147935306593,0.0038881717957079107,0.008393306225722291,0.07298485983385475,0.23566780563903547,0.26231773467805547,1.1886172173525698,0.18861721735256975,False,False,300.0
chronos2,LOOP_SEATTLE_5T,Loop Seattle,6,L6,block,block_depth,True,6,0.5,0.5,False,False,False,False,False,False,False,False,False,False,False,12304,0.19739616339500168,0.20728624053868175,0.18783506311170528,0.023238350806459213,0.004024052808331409,0.013325574772276055,0.19739616339500168,4.272826442256163,4.6504454830110875,3.9166809066101194,0.8833594694058949,0.3100409127623482,0.5848132673000856,4.272826442256163,0.9569521908751148,1.0371576730423842,0.8796454982917351,0.19496566661861173,0.07927686654833828,0.1359359536323992,0.9569521908751148,0.93676222069838,0.0,0.07158101476271034,0.07842665340220019,0.0652458113516815,0.014809634354838843,0.005179537140631586,0.009797151296866702,0.07158101476271034,0.23550082258933586,0.25540777102454015,1.1573067084389081,0.15730670843890815,False,False,300.0
chronos2,LOOP_SEATTLE_5T,Loop Seattle,7,L7,block,block_depth,True,7,0.5833333333333334,0.5833333333333334,False,False,False,False,False,False,False,False,False,False,False,12304,0.1890264749384791,0.1985032048015962,0.17987132382522275,0.03174846520441238,0.012398833324706185,0.02169526322879864,0.1890264749384791,4.139379954445733,4.511600747587667,3.790425461623874,1.014284952707668,0.4514482184403174,0.7182597551105152,4.139379954445733,0.9290676470466989,1.0084521080404916,0.8522380827823879,0.2202062309669358,0.10975126602668532,0.16382049746081517,0.9290676470466989,0.8970430700814729,0.0,0.06934543717886014,0.0761323365839899,0.06307988146190391,0.017038121560045083,0.007534669096084194,0.012032728880716895,0.06934543717886014,0.23422361952299453,0.24541507840497803,1.112027701627185,0.1120277016271849,False,False,300.0
chronos2,LOOP_SEATTLE_5T,Loop Seattle,8,L8,block,block_depth,True,8,0.6666666666666666,0.6666666666666666,False,False,False,False,False,False,True,False,False,False,True,12304,0.19399515819515437,0.20433233777480556,0.1836959583930074,0.025491412167743067,0.008689307758783668,0.016726579972123373,0.19399515819515437,4.362966459617705,4.779611434615264,3.9730648731295606,0.7667894781564464,0.2561183935935356,0.49467324993854334,4.362966459617705,0.9914391665881442,1.0842351510277006,0.9005714167677102,0.14949851156052366,0.05640060456778752,0.1014489779193698,0.9914391665881442,0.9206224278633974,0.0,0.07309109573619836,0.0806139971597051,0.06611271418303061,0.012918709155062845,0.004282996961311344,0.008287070323378679,0.07309109573619836,0.21844172913452858,0.23564956738179876,1.0677781027480122,0.06777810274801221,False,False,150.0
chronos2,LOOP_SEATTLE_5T,Loop Seattle,9,L9,block,block_depth,True,9,0.75,0.75,True,False,False,False,False,True,False,False,False,True,False,12304,0.19831737196286217,0.20965609152069073,0.18705423883418376,0.01930876454331322,0.005938836284522113,0.012404366204415568,0.19831737196286217,4.488062577893637,4.938726524379952,4.06710566333624,0.5954054420648123,0.16907831177317878,0.3695771316626111,4.488062577893637,1.0224893058625062,1.1255807401381497,0.9216924157716443,0.109990914334443,0.032535087304241254,0.07039883864500784,1.0224893058625062,0.9411339033537747,0.0,0.07518678279722932,0.08333722541434598,0.06764060413492207,0.009984727168336132,0.0028236341083757643,0.006191383262347722,0.07518678279722932,0.21755141775301487,0.22908200508424345,1.0380190869022456,0.03801908690224565,False,False,150.0
chronos2,LOOP_SEATTLE_5T,Loop Seattle,10,L10,block,block_depth,True,10,0.8333333333333334,0.8333333333333334,False,False,False,False,False,False,False,False,False,False,False,12304,0.1982348128755129,0.21029713525124008,0.18614942279594546,0.018611363232320603,0.0069402396291465785,0.012486925291764844,0.1982348128755129,4.545779719355792,5.031369634556955,4.097580129134029,0.514161212130126,0.13083471086018164,0.31185999020045596,4.545779719355792,1.0422286258512017,1.1550176295343642,0.9318174475626566,0.08712798829112024,0.01586069403017133,0.05065951865631235,1.0422286258512017,0.9407421113722386,0.0,0.07615369582561866,0.08485470068889905,0.06818767181571599,0.008639499787963337,0.0021865084607096226,0.005224470233958375,0.07615369582561866,0.21798486186931687,0.22769423346710568,1.0317307997610516,0.03173079976105164,False,False,150.0
chronos2,LOOP_SEATTLE_5T,Loop Seattle,11,L11,block,block_depth,True,11,0.9166666666666666,0.9166666666666666,False,False,False,False,False,False,False,False,False,False,False,12304,0.2046343257778701,0.21785980271644717,0.19156923243911042,0.009952012410046143,0.0024900677745436665,0.0060874123894076315,0.2046343257778701,4.762369815936588,5.283114742591135,4.263942131409258,0.24149213238910633,-0.03860084562284389,0.0952698936196601,4.762369815936588,1.0874058119700303,1.208946330213885,0.96777640478684,0.03373759718580822,-0.022628663362604946,0.005482332537483758,1.0874058119700303,0.9711116069829718,0.0,0.07978214624604352,0.08918633353303425,0.07094674243863625,0.00404448109387773,-0.0006440846604485104,0.0015960198135335224,0.07978214624604352,0.22473205907946422,0.22684108386285431,1.0278649981985486,0.027864998198548596,False,False,300.0
chronos2,LOOP_SEATTLE_5T,Loop Seattle,12,L12,block,block_depth,True,12,1.0,1.0,False,True,False,True,True,False,False,True,True,False,False,12304,0.21072173816727774,0.22642168939746346,0.1955877637515513,0.0,0.0,0.0,0.21072173816727774,4.857639709556248,5.426204956031651,4.328823325465316,0.0,0.0,0.0,4.857639709556248,1.092888144507514,1.2139882768949604,0.9733798639802457,0.0,0.0,0.0,1.092888144507514,1.0,0.0,0.08137816605957704,0.0915369316041142,0.07213545754979178,0.0,0.0,0.0,0.08137816605957704,0.22826750880077887,0.22069151518965952,1.0,0.0,False,False,450.0
