model,dataset,display_name,n_points,n_depth_points,wd_grid,wd_grid_min,wd_grid_max,lr,n_at_grid_max,n_at_grid_min,fraction_at_grid_max,fraction_at_grid_min,median_selected_wd,min_selected_wd,max_selected_wd,median_selected_wd_depth_axis,layers_at_grid_max,selected_wd_by_layer,constant_forecast_floor_val_loss,at_grid_max_val_over_floor,still_clipped_reading
chronos2,LOOP_SEATTLE_5T,Loop Seattle,14,13,1e-05|0.0001|0.001|0.01|0.1|0.3|1|3|10|30|45|65|90|150|300|450|650|900|950|975|990,1e-05,990.0,0.001,0,1,0.0,0.07142857142857142,300.0,1e-05,450.0,300.0,,Emb=450|L1=0.01|L2=1e-05|L3=150|L4=300|L5=300|L6=300|L7=300|L8=150|L9=150|L10=150|L11=300|L12=450|L12+LN=450,0.29474481672958563,{},no depth at the grid maximum
timesfm3,LOOP_SEATTLE_5T,Loop Seattle,21,21,1e-05|0.0001|0.001|0.01|0.1|0.3|1|3|10|30|45|65|90|150|300|450|650|900|950|975|990,1e-05,990.0,0.001,1,0,0.047619047619047616,0.0,450.0,30.0,990.0,450.0,Emb,Emb=990|L1=30|L2=90|L3=300|L4=300|L5=450|L6=450|L7=450|L8=450|L9=650|L10=450|L11=650|L12=650|L13=650|L14=450|L15=450|L16=150|L17=150|L18=150|L19=150|L20=150,0.3786400221288204,"{""Emb"": 1.0186717965424912}","at grid max; compare at_grid_max_val_over_floor with 1.0 — near 1.0 means the depth's optimum IS the no-information floor, well below means the search was cut off"
tirex,LOOP_SEATTLE_5T,Loop Seattle,14,13,1e-05|0.0001|0.001|0.01|0.1|0.3|1|3|10|30|45|65|90|150|300|450|650|900|950|975|990,1e-05,990.0,0.001,3,0,0.21428571428571427,0.0,120.0,30.0,990.0,150.0,L1|L2|L3,Emb=150|L1=990|L2=990|L3=990|L4=300|L5=150|L6=45|L7=300|L8=90|L9=30|L10=65|L11=65|L12=65|L12+RMS=90,0.3786400082229658,"{""L1"": 0.9886894767051144, ""L2"": 0.9901326526095866, ""L3"": 0.9871657410083962}","at grid max; compare at_grid_max_val_over_floor with 1.0 — near 1.0 means the depth's optimum IS the no-information floor, well below means the search was cut off"
