,Emb,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L12+LN
Emb,1.000000,0.960077,0.927387,0.884655,0.850306,0.814211,0.794118,0.762593,0.656732,0.607318,0.574851,0.616940,0.510512,0.850001
L1,0.960077,1.000000,0.990804,0.969590,0.945072,0.917874,0.897018,0.869151,0.764621,0.717013,0.694072,0.729962,0.585150,0.882055
L2,0.927387,0.990804,1.000000,0.991224,0.973195,0.950246,0.931287,0.905742,0.804189,0.754609,0.733575,0.769380,0.595301,0.886449
L3,0.884655,0.969590,0.991224,1.000000,0.992136,0.977325,0.962629,0.941401,0.845791,0.796158,0.778358,0.814101,0.606608,0.890293
L4,0.850306,0.945072,0.973195,0.992136,1.000000,0.993772,0.984043,0.967717,0.882645,0.833748,0.816429,0.846296,0.610578,0.889202
L5,0.814211,0.917874,0.950246,0.977325,0.993772,1.000000,0.995549,0.983570,0.907161,0.860686,0.843501,0.869575,0.611068,0.883362
L6,0.794118,0.897018,0.931287,0.962629,0.984043,0.995549,1.000000,0.992581,0.925220,0.878174,0.860043,0.883635,0.603258,0.881033
L7,0.762593,0.869151,0.905742,0.941401,0.967717,0.983570,0.992581,1.000000,0.950128,0.904208,0.887076,0.905227,0.608458,0.872251
L8,0.656732,0.764621,0.804189,0.845791,0.882645,0.907161,0.925220,0.950128,1.000000,0.971925,0.952793,0.936359,0.606279,0.816554
L9,0.607318,0.717013,0.754609,0.796158,0.833748,0.860686,0.878174,0.904208,0.971925,1.000000,0.979423,0.938013,0.590511,0.791723
L10,0.574851,0.694072,0.733575,0.778358,0.816429,0.843501,0.860043,0.887076,0.952793,0.979423,1.000000,0.966516,0.612550,0.791393
L11,0.616940,0.729962,0.769380,0.814101,0.846296,0.869575,0.883635,0.905227,0.936359,0.938013,0.966516,1.000000,0.635828,0.855292
L12,0.510512,0.585150,0.595301,0.606608,0.610578,0.611068,0.603258,0.608458,0.606279,0.590511,0.612550,0.635828,1.000000,0.603193
L12+LN,0.850001,0.882055,0.886449,0.890293,0.889202,0.883362,0.881033,0.872251,0.816554,0.791723,0.791393,0.855292,0.603193,1.000000
