model,dataset,display_name,role,domain,freq,seasonal_m,provenance_status,provenance_evidence_scope,layer,point_index,point_type,relative_depth,relative_position,kind,train_loss,val_loss,test_loss,test_loss_ci_lo,test_loss_ci_hi,test_mase,test_mae,test_wql,weight_decay,is_tunnel_entrance,is_reference_point,effective_rank_train_headline,normalized_effective_rank_train_headline,native_loss,native_mase
chronos2,LOOP_SEATTLE_5T,Loop Seattle,primary,road speed,5min,288,explicitly_held_out,benchmark_exclusion,L12+LN,13,head_input_diagnostic,,,final_norm,0.1916007842451676,0.19332873113169016,0.1893875822282702,0.17436615444989945,0.20498922767565508,1.0921616849883753,4.895506137181873,0.66391721576426,450.0,False,False,,,0.18841547164923816,1.2865068302940506
tirex,LOOP_SEATTLE_5T,Loop Seattle,primary,road speed,5min,288,undocumented,source_family,L12+RMS,13,head_input_diagnostic,,,final_norm,0.2838515639305115,0.2889951805207338,0.23460035378696353,0.21485607313767133,0.2552968802972064,1.0825175354311736,4.779857903453176,0.6420260998015611,90.0,False,False,,,0.22953103609269357,1.20304473467509
