model,quantity,m4_hourly,monash_electricity_hourly,uber_tlc_hourly,wind_farms_hourly,sg_carpark,coastal_ts,boom_hourly,LOOP_SEATTLE_5T,electricity_15min,SZ_TAXI_15T,monash_london_smart_meters,m5,wiki_daily_100k,monash_traffic
chronos2,normalized_tunnel_entrance_sustained_0.02 (block_index/num_blocks),,,,,,,,1.0,,,,,,
chronos2,tunnel_entrance_representation_label_sustained_0.02,,,,,,,,L12,,,,,,
chronos2,tunnel_entrance_relative_position_sustained_0.02,,,,,,,,1.0,,,,,,
timesfm3,normalized_tunnel_entrance_sustained_0.02 (block_index/num_blocks),,,,,,,,0.85,,,,,,
timesfm3,tunnel_entrance_representation_label_sustained_0.02,,,,,,,,L17,,,,,,
timesfm3,tunnel_entrance_relative_position_sustained_0.02,,,,,,,,0.85,,,,,,
tirex,normalized_tunnel_entrance_sustained_0.02 (block_index/num_blocks),,,,,,,,0.8333333333333334,,,,,,
tirex,tunnel_entrance_representation_label_sustained_0.02,,,,,,,,L10,,,,,,
tirex,tunnel_entrance_relative_position_sustained_0.02,,,,,,,,0.8333333333333334,,,,,,
