model,quantity,m4_hourly,monash_electricity_hourly,uber_tlc_hourly,wind_farms_hourly,sg_carpark,coastal_ts,boom_hourly,LOOP_SEATTLE_5T,electricity_15min,SZ_TAXI_15T,monash_london_smart_meters,m5,wiki_daily_100k,monash_traffic
chronos2,normalized_tunnel_entrance_sustained_0.1 (block_index/num_blocks),,,,,,,,0.6666666666666666,,,,,,
chronos2,tunnel_entrance_representation_label_sustained_0.1,,,,,,,,L8,,,,,,
chronos2,tunnel_entrance_relative_position_sustained_0.1,,,,,,,,0.6666666666666666,,,,,,
timesfm3,normalized_tunnel_entrance_sustained_0.1 (block_index/num_blocks),,,,,,,,0.05,,,,,,
timesfm3,tunnel_entrance_representation_label_sustained_0.1,,,,,,,,L1,,,,,,
timesfm3,tunnel_entrance_relative_position_sustained_0.1,,,,,,,,0.05,,,,,,
tirex,normalized_tunnel_entrance_sustained_0.1 (block_index/num_blocks),,,,,,,,0.5,,,,,,
tirex,tunnel_entrance_representation_label_sustained_0.1,,,,,,,,L6,,,,,,
tirex,tunnel_entrance_relative_position_sustained_0.1,,,,,,,,0.5,,,,,,
