model,dataset,family,depth_index,label,relative_depth,is_phase1_entrance,val_loss,test_loss,test_mase,test_mae,test_wql,mase_ratio_vs_native,mase_ratio_ci_lo,mase_ratio_ci_hi,wql_ratio_vs_native,wql_ratio_ci_lo,wql_ratio_ci_hi,loss_ratio_vs_native,within_budget_mase,budget_fragile_mase,gap_closure_mase,gap_closure_valid,selected_hard_cut,selected_wd,selected_epoch,selected_kappa,n_adapter_params
timesfm3,monash_electricity_hourly,ra,17,L17,0.85,False,0.5615038259225037,0.3603775589975692,1.89820587817913,470.8217696291979,0.19114386162798874,2.0035098925418544,1.9139729880724783,2.1123099059104673,2.708106365325188,2.393807784516768,3.06649648007145,2.4884614148393718,False,False,0.9912881410827977,True,False,,,1e-05,1639680
timesfm3,monash_electricity_hourly,ra,20,L20,1.0,False,0.08699049139955216,0.14481942812074153,0.9474402323868113,212.58167607109644,0.07058211009560413,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,False,,False,,,,,0
timesfm3,monash_electricity_hourly,probe,0,Emb,0.0,False,0.21712996614457086,0.20099397461491686,1.2760111027042427,319.1981325095184,0.10831668661530897,1.3467985199337469,1.2997074788351444,1.4040875291814707,1.5346195582505682,1.3899703746225476,1.6763628328070377,1.3878937185647526,False,False,0.9949168053835318,True,,,,,0
timesfm3,monash_electricity_hourly,probe,1,L1,0.05,False,0.14039668692489163,0.16933808430233074,1.1024204105498097,271.1406601682446,0.09174236951853286,1.1635777887250671,1.1252742431840426,1.2071535908817546,1.2997963562475954,1.1999108353351409,1.4142554396845393,1.169305020049845,False,False,,,,,,,0
timesfm3,monash_electricity_hourly,probe,2,L2,0.1,False,0.1508575594834699,0.16683359272095538,1.08446821634734,263.4380253153236,0.09117572301458049,1.144629686682531,1.1112307313148437,1.1833762215695958,1.2917681674730626,1.1811740903130288,1.406662723771404,1.1520111278292011,False,False,,,,,,,0
timesfm3,monash_electricity_hourly,probe,3,L3,0.15,False,0.14744314505853726,0.16393412629725368,1.0359460223069195,246.45380509340546,0.08732772809024822,1.093415697259491,1.0673670179740673,1.127352569553815,1.2372501753200917,1.1518983767382054,1.3270401327287698,1.1319898747326602,False,False,,,,,,,0
timesfm3,monash_electricity_hourly,probe,4,L4,0.2,False,0.15902094767635105,0.16391963697969913,1.0410291960797728,249.6247508720297,0.08590715352644092,1.0987808628911506,1.0710337339707021,1.1321160003943636,1.2171236225451305,1.1481675636669015,1.3124502639786717,1.1318898238089508,False,False,,,,,,,0
timesfm3,monash_electricity_hourly,probe,5,L5,0.25,False,0.16261262039988095,0.16933451860233117,1.1641169008377303,278.6652961696645,0.08772262761217611,1.2286969257206468,1.1912033516060652,1.2688126776652813,1.2428450707035394,1.1787549068417547,1.3274823492969208,1.1692803983533926,False,False,,,,,,,0
timesfm3,monash_electricity_hourly,probe,6,L6,0.3,False,0.16321414420452282,0.16923758128785904,1.0806291699444515,249.82324429764353,0.08680671039275924,1.1405776670704681,1.1107178451334763,1.1730644394942595,1.2298684507331779,1.1809008576304172,1.284392872870322,1.1686110315720841,False,False,,,,,,,0
timesfm3,monash_electricity_hourly,probe,7,L7,0.35,False,0.1589730215038507,0.16907817068445774,1.083606384952458,253.1874054795237,0.08700023138828787,1.1437200447173475,1.1134904862430972,1.1771885661007397,1.232610236084544,1.1618393660602968,1.3220724463439597,1.1675102773054093,False,False,,,,,,,0
timesfm3,monash_electricity_hourly,probe,8,L8,0.4,False,0.1640047253543184,0.1707836461203699,1.104472406602354,261.4407918103061,0.08841137066492855,1.1657436203864215,1.1358487925911354,1.1985883004732645,1.2526031106915694,1.184735131882676,1.330571326037616,1.1792868424945098,False,False,,,,,,,0
timesfm3,monash_electricity_hourly,probe,9,L9,0.45,False,0.17185926076223831,0.17508936337842287,1.1084252608698462,260.92465914332917,0.09131658512846248,1.1699157614169264,1.1416114952304448,1.2006433741821299,1.2937638872622725,1.2299064749759152,1.362002567887272,1.2090184697625248,False,False,,,,,,,0
timesfm3,monash_electricity_hourly,probe,10,L10,0.5,False,0.17901849672767042,0.17648986456844643,1.127654423648966,272.71812121001363,0.09287271437680397,1.190211672569736,1.160528588621311,1.2223176533473883,1.3158109647190628,1.247472783732739,1.3890937302221387,1.2186891417724701,False,False,,,,,,,0
timesfm3,monash_electricity_hourly,probe,11,L11,0.55,False,0.18160347233860547,0.17580805189964424,1.163928361771682,273.8906609834472,0.09007498563095544,1.2284979273462868,1.192301389376491,1.2677821309350965,1.2761730346251767,1.2124429110772943,1.3575366557491404,1.2139811224296944,False,False,,,,,,,0
timesfm3,monash_electricity_hourly,probe,12,L12,0.6,False,0.17286134326389727,0.17318490983648155,1.1242952070044256,266.5227017925601,0.09006375499294396,1.1866661015355846,1.1545162921828418,1.2218539259716554,1.2760139201130678,1.2011315794093194,1.3590531027993293,1.1958679307315772,False,False,,,,,,,0
timesfm3,monash_electricity_hourly,probe,13,L13,0.65,False,0.14677612139409735,0.1751488257227963,1.1530699072365365,280.7353988881291,0.09272394846699722,1.2170370940779014,1.1823078207047677,1.2551172643303026,1.3137032647706588,1.2241277430406314,1.3769867270260565,1.209429066221474,False,False,,,,,,,0
timesfm3,monash_electricity_hourly,probe,14,L14,0.7,False,0.14216906287287936,0.1716347790202339,1.146917122633477,274.24613295007384,0.08968488483356542,1.2105429803673624,1.1785117394219937,1.248617285670097,1.270646127072234,1.1992678229529763,1.3404111966729182,1.1851640435780164,False,False,,,,,,,0
timesfm3,monash_electricity_hourly,probe,15,L15,0.75,True,0.13477124049122097,0.16697531329993984,1.0896197732134132,262.23462334629164,0.08997000469677434,1.1500670289970907,1.1212279130584342,1.1817221463494603,1.274685675660718,1.1719202753631497,1.3802431973297697,1.1529897298083935,False,False,0.9993050307372982,True,,,,,0
timesfm3,monash_electricity_hourly,probe,16,L16,0.8,False,0.1306488619164656,0.16680036068588266,1.0895767623858064,264.05321344139685,0.09109440315421057,1.1500216321201833,1.1217178796014788,1.181445950991258,1.2906160361431862,1.1698764501769565,1.4302917358751834,1.1517816556133256,False,False,,,,,,,0
timesfm3,monash_electricity_hourly,probe,17,L17,0.85,False,0.1246034279181302,0.1640992721130375,1.0868334888337685,256.5743031555406,0.08670696853295398,1.1471261739601186,1.1219150003743985,1.1745781982397563,1.2284553184299618,1.1455688965142992,1.3193430595989624,1.1331302315061043,False,False,0.9987227405727692,True,,,,,0
timesfm3,monash_electricity_hourly,probe,18,L18,0.9,False,0.11890869616097166,0.16553417832114314,1.0707226732716222,268.3891083136899,0.09011609029144692,1.1301216020500156,1.1055831239142888,1.1594919669343628,1.2767554011828752,1.1685789515297555,1.3985589552135465,1.1430384753565725,False,False,,,,,,,0
timesfm3,monash_electricity_hourly,probe,19,L19,0.95,False,0.1166274240311548,0.16490236743715883,1.0651610439037167,264.68568226476185,0.08713334543307198,1.1242514382362048,1.0996873388370367,1.1538445506479065,1.2344961820360578,1.1282103226258708,1.3546959395597318,1.1386757258817055,False,False,,,,,,,0
timesfm3,monash_electricity_hourly,probe,20,L20,1.0,False,0.13154351755351057,0.16895323970447515,1.0966017273570603,265.7711389284542,0.08821634595236115,1.1574363108842003,1.1289739781254884,1.1913083346038293,1.2498400208334843,1.1518981566702242,1.3644992535237062,1.1666476100403624,False,False,,False,,,,,0
