source_dataset,target_dataset,layer,seed,split,is_ood,pooling,quantile_config,quantile_set,context_length,prediction_length,probe_run_id,probe_checkpoint,selected_source_hyperparameters,quantile_loss,mean_pinball_loss,mase,mae_median_raw,n_test_windows,n_test_series
monash_electricity_hourly,monash_electricity_hourly,0,0,test,False,content,9,q9,512,64,monash_electricity_hourly__content__C512_H64__q9__seed0,/home/eserebri/repos/chronos2-layerwise-probing/results/extended_v1/ood_transfer/checkpoints/monash_electricity_hourly__content__C512_H64__q9__seed0/L00.pt,"{""weight_decay"": 0.01}",3.7548086643218994,0.2086004763841629,2.4374391934899466,665.8104068153083,1500,318
monash_electricity_hourly,monash_electricity_hourly,1,0,test,False,content,9,q9,512,64,monash_electricity_hourly__content__C512_H64__q9__seed0,/home/eserebri/repos/chronos2-layerwise-probing/results/extended_v1/ood_transfer/checkpoints/monash_electricity_hourly__content__C512_H64__q9__seed0/L01.pt,"{""weight_decay"": 1e-05}",2.5193138122558594,0.1399618685245514,1.5254237344414523,458.73675087776223,1500,318
monash_electricity_hourly,monash_electricity_hourly,2,0,test,False,content,9,q9,512,64,monash_electricity_hourly__content__C512_H64__q9__seed0,/home/eserebri/repos/chronos2-layerwise-probing/results/extended_v1/ood_transfer/checkpoints/monash_electricity_hourly__content__C512_H64__q9__seed0/L02.pt,"{""weight_decay"": 1e-05}",2.4283125400543213,0.13490624725818634,1.4867373613432358,470.16136992829354,1500,318
monash_electricity_hourly,monash_electricity_hourly,3,0,test,False,content,9,q9,512,64,monash_electricity_hourly__content__C512_H64__q9__seed0,/home/eserebri/repos/chronos2-layerwise-probing/results/extended_v1/ood_transfer/checkpoints/monash_electricity_hourly__content__C512_H64__q9__seed0/L03.pt,"{""weight_decay"": 0.1}",2.3133814334869385,0.1285211741924286,1.430136941811153,464.31351241126515,1500,318
monash_electricity_hourly,monash_electricity_hourly,4,0,test,False,content,9,q9,512,64,monash_electricity_hourly__content__C512_H64__q9__seed0,/home/eserebri/repos/chronos2-layerwise-probing/results/extended_v1/ood_transfer/checkpoints/monash_electricity_hourly__content__C512_H64__q9__seed0/L04.pt,"{""weight_decay"": 0.1}",2.349440097808838,0.1305244415998459,1.4595360169492932,451.88900783675615,1500,318
monash_electricity_hourly,monash_electricity_hourly,5,0,test,False,content,9,q9,512,64,monash_electricity_hourly__content__C512_H64__q9__seed0,/home/eserebri/repos/chronos2-layerwise-probing/results/extended_v1/ood_transfer/checkpoints/monash_electricity_hourly__content__C512_H64__q9__seed0/L05.pt,"{""weight_decay"": 0.1}",2.3784751892089844,0.1321375072002411,1.4786450039274914,445.2076670620946,1500,318
monash_electricity_hourly,monash_electricity_hourly,6,0,test,False,content,9,q9,512,64,monash_electricity_hourly__content__C512_H64__q9__seed0,/home/eserebri/repos/chronos2-layerwise-probing/results/extended_v1/ood_transfer/checkpoints/monash_electricity_hourly__content__C512_H64__q9__seed0/L06.pt,"{""weight_decay"": 0.1}",2.4258768558502197,0.1347709447145462,1.5209609516409592,471.8088532742791,1500,318
monash_electricity_hourly,monash_electricity_hourly,7,0,test,False,content,9,q9,512,64,monash_electricity_hourly__content__C512_H64__q9__seed0,/home/eserebri/repos/chronos2-layerwise-probing/results/extended_v1/ood_transfer/checkpoints/monash_electricity_hourly__content__C512_H64__q9__seed0/L07.pt,"{""weight_decay"": 0.1}",2.4713776111602783,0.13729874789714813,1.5460902291771244,442.644825836073,1500,318
monash_electricity_hourly,monash_electricity_hourly,8,0,test,False,content,9,q9,512,64,monash_electricity_hourly__content__C512_H64__q9__seed0,/home/eserebri/repos/chronos2-layerwise-probing/results/extended_v1/ood_transfer/checkpoints/monash_electricity_hourly__content__C512_H64__q9__seed0/L08.pt,"{""weight_decay"": 0.1}",2.5380849838256836,0.14100471138954163,1.6002935505918312,490.48338580622027,1500,318
monash_electricity_hourly,monash_electricity_hourly,9,0,test,False,content,9,q9,512,64,monash_electricity_hourly__content__C512_H64__q9__seed0,/home/eserebri/repos/chronos2-layerwise-probing/results/extended_v1/ood_transfer/checkpoints/monash_electricity_hourly__content__C512_H64__q9__seed0/L09.pt,"{""weight_decay"": 0.1}",2.5652096271514893,0.14251163601875305,1.6225995336112085,490.7160631015487,1500,318
monash_electricity_hourly,monash_electricity_hourly,10,0,test,False,content,9,q9,512,64,monash_electricity_hourly__content__C512_H64__q9__seed0,/home/eserebri/repos/chronos2-layerwise-probing/results/extended_v1/ood_transfer/checkpoints/monash_electricity_hourly__content__C512_H64__q9__seed0/L10.pt,"{""weight_decay"": 0.1}",2.5073869228363037,0.13929927349090576,1.574857890919449,487.688955711354,1500,318
monash_electricity_hourly,monash_electricity_hourly,11,0,test,False,content,9,q9,512,64,monash_electricity_hourly__content__C512_H64__q9__seed0,/home/eserebri/repos/chronos2-layerwise-probing/results/extended_v1/ood_transfer/checkpoints/monash_electricity_hourly__content__C512_H64__q9__seed0/L11.pt,"{""weight_decay"": 0.1}",2.4626760482788086,0.13681533932685852,1.5473364397413407,499.66968799920505,1500,318
monash_electricity_hourly,monash_electricity_hourly,12,0,test,False,content,9,q9,512,64,monash_electricity_hourly__content__C512_H64__q9__seed0,/home/eserebri/repos/chronos2-layerwise-probing/results/extended_v1/ood_transfer/checkpoints/monash_electricity_hourly__content__C512_H64__q9__seed0/L12.pt,"{""weight_decay"": 0.1}",2.4496910572052,0.13609394431114197,1.538783430834311,482.0065447245304,1500,318
monash_electricity_hourly,monash_kdd_cup_2018,0,0,test,True,content,9,q9,512,64,monash_electricity_hourly__content__C512_H64__q9__seed0,/home/eserebri/repos/chronos2-layerwise-probing/results/extended_v1/ood_transfer/checkpoints/monash_electricity_hourly__content__C512_H64__q9__seed0/L00.pt,"{""weight_decay"": 0.01}",6.165585994720459,0.34253257513046265,1.4301269411275435,15.505207801819543,506,75
monash_electricity_hourly,monash_kdd_cup_2018,1,0,test,True,content,9,q9,512,64,monash_electricity_hourly__content__C512_H64__q9__seed0,/home/eserebri/repos/chronos2-layerwise-probing/results/extended_v1/ood_transfer/checkpoints/monash_electricity_hourly__content__C512_H64__q9__seed0/L01.pt,"{""weight_decay"": 1e-05}",5.458928108215332,0.3032737970352173,1.1660778429490928,12.118109778403735,506,75
monash_electricity_hourly,monash_kdd_cup_2018,2,0,test,True,content,9,q9,512,64,monash_electricity_hourly__content__C512_H64__q9__seed0,/home/eserebri/repos/chronos2-layerwise-probing/results/extended_v1/ood_transfer/checkpoints/monash_electricity_hourly__content__C512_H64__q9__seed0/L02.pt,"{""weight_decay"": 1e-05}",5.313340663909912,0.2951855957508087,1.1004935923333594,11.529030976635516,506,75
monash_electricity_hourly,monash_kdd_cup_2018,3,0,test,True,content,9,q9,512,64,monash_electricity_hourly__content__C512_H64__q9__seed0,/home/eserebri/repos/chronos2-layerwise-probing/results/extended_v1/ood_transfer/checkpoints/monash_electricity_hourly__content__C512_H64__q9__seed0/L03.pt,"{""weight_decay"": 0.1}",5.343786239624023,0.29687702655792236,1.1049262989811697,11.51739959966112,506,75
monash_electricity_hourly,monash_kdd_cup_2018,4,0,test,True,content,9,q9,512,64,monash_electricity_hourly__content__C512_H64__q9__seed0,/home/eserebri/repos/chronos2-layerwise-probing/results/extended_v1/ood_transfer/checkpoints/monash_electricity_hourly__content__C512_H64__q9__seed0/L04.pt,"{""weight_decay"": 0.1}",5.421433448791504,0.30119070410728455,1.1263221756778927,11.843248556463422,506,75
monash_electricity_hourly,monash_kdd_cup_2018,5,0,test,True,content,9,q9,512,64,monash_electricity_hourly__content__C512_H64__q9__seed0,/home/eserebri/repos/chronos2-layerwise-probing/results/extended_v1/ood_transfer/checkpoints/monash_electricity_hourly__content__C512_H64__q9__seed0/L05.pt,"{""weight_decay"": 0.1}",5.992753505706787,0.3329307734966278,1.236266403391032,12.781836678926737,506,75
monash_electricity_hourly,monash_kdd_cup_2018,6,0,test,True,content,9,q9,512,64,monash_electricity_hourly__content__C512_H64__q9__seed0,/home/eserebri/repos/chronos2-layerwise-probing/results/extended_v1/ood_transfer/checkpoints/monash_electricity_hourly__content__C512_H64__q9__seed0/L06.pt,"{""weight_decay"": 0.1}",6.906325817108154,0.38368475437164307,1.5760858789648193,16.06520968209658,506,75
monash_electricity_hourly,monash_kdd_cup_2018,7,0,test,True,content,9,q9,512,64,monash_electricity_hourly__content__C512_H64__q9__seed0,/home/eserebri/repos/chronos2-layerwise-probing/results/extended_v1/ood_transfer/checkpoints/monash_electricity_hourly__content__C512_H64__q9__seed0/L07.pt,"{""weight_decay"": 0.1}",6.411303997039795,0.3561834990978241,1.340946340895399,13.998320996050515,506,75
