source_dataset,target_dataset,probe_type,probe_layer,baseline,metric,probe_loss,baseline_loss,improvement_vs_baseline,improvement_ci_lo,improvement_ci_hi,probe_beats_baseline,skill_vs_baseline,n_series,n_windows,seed,quantile_config,context_length,prediction_length
monash_electricity_hourly,uber_tlc_hourly,best_layer,1,last_value,mase,2.53717,1.409635,-1.127535,-2.63265,-0.108072,False,-0.799877,260,1500,0,9,512,64
monash_electricity_hourly,uber_tlc_hourly,final_layer,12,native_chronos2,mase,2.038205,0.658227,-1.379978,-1.754111,-1.106034,False,-2.096508,260,1500,0,9,512,64
monash_electricity_hourly,uber_tlc_hourly,final_layer,12,seasonal_naive,mase,2.038205,1.142444,-0.895761,-1.250154,-0.633748,False,-0.784074,260,1500,0,9,512,64
monash_electricity_hourly,uber_tlc_hourly,final_layer,12,last_value,mase,2.038205,1.409635,-0.62857,-1.025461,-0.330615,False,-0.44591,260,1500,0,9,512,64
monash_kdd_cup_2018,monash_electricity_hourly,best_layer,0,native_chronos2,mase,5.781162,0.850816,-4.930346,-5.480668,-4.438966,False,-5.794844,318,1500,0,9,512,64
monash_kdd_cup_2018,monash_electricity_hourly,best_layer,0,seasonal_naive,mase,5.781162,1.209862,-4.5713,-5.134769,-4.069252,False,-3.778364,318,1500,0,9,512,64
monash_kdd_cup_2018,monash_electricity_hourly,best_layer,0,last_value,mase,5.781162,4.38183,-1.399332,-1.804332,-1.081607,False,-0.319349,318,1500,0,9,512,64
monash_kdd_cup_2018,monash_electricity_hourly,final_layer,12,native_chronos2,mase,18.40262,0.850816,-17.551804,-19.504001,-15.717191,False,-20.629377,318,1500,0,9,512,64
monash_kdd_cup_2018,monash_electricity_hourly,final_layer,12,seasonal_naive,mase,18.40262,1.209862,-17.192758,-19.156622,-15.353051,False,-14.21051,318,1500,0,9,512,64
monash_kdd_cup_2018,monash_electricity_hourly,final_layer,12,last_value,mase,18.40262,4.38183,-14.02079,-15.771181,-12.403673,False,-3.199757,318,1500,0,9,512,64
monash_kdd_cup_2018,monash_kdd_cup_2018,best_layer,0,native_chronos2,mase,0.987232,0.828258,-0.158974,-0.204583,-0.119199,False,-0.191938,75,506,0,9,512,64
monash_kdd_cup_2018,monash_kdd_cup_2018,best_layer,0,seasonal_naive,mase,0.987232,1.15859,0.171358,0.134134,0.201879,True,0.147902,75,506,0,9,512,64
monash_kdd_cup_2018,monash_kdd_cup_2018,best_layer,0,last_value,mase,0.987232,1.044072,0.056839,0.018567,0.096531,True,0.05444,75,506,0,9,512,64
monash_kdd_cup_2018,monash_kdd_cup_2018,final_layer,12,native_chronos2,mase,1.131264,0.828258,-0.303006,-0.353283,-0.25859,False,-0.365835,75,506,0,9,512,64
monash_kdd_cup_2018,monash_kdd_cup_2018,final_layer,12,seasonal_naive,mase,1.131264,1.15859,0.027326,-0.022163,0.072874,False,0.023586,75,506,0,9,512,64
monash_kdd_cup_2018,monash_kdd_cup_2018,final_layer,12,last_value,mase,1.131264,1.044072,-0.087192,-0.143828,-0.0328,False,-0.083512,75,506,0,9,512,64
monash_kdd_cup_2018,uber_tlc_hourly,best_layer,0,native_chronos2,mase,1.77349,0.658227,-1.115263,-1.234493,-1.00699,False,-1.694345,260,1500,0,9,512,64
monash_kdd_cup_2018,uber_tlc_hourly,best_layer,0,seasonal_naive,mase,1.77349,1.142444,-0.631046,-0.735226,-0.533038,False,-0.552365,260,1500,0,9,512,64
monash_kdd_cup_2018,uber_tlc_hourly,best_layer,0,last_value,mase,1.77349,1.409635,-0.363855,-0.503405,-0.237095,False,-0.25812,260,1500,0,9,512,64
monash_kdd_cup_2018,uber_tlc_hourly,final_layer,12,native_chronos2,mase,7.810694,0.658227,-7.152467,-10.077347,-5.113174,False,-10.866262,260,1500,0,9,512,64
monash_kdd_cup_2018,uber_tlc_hourly,final_layer,12,seasonal_naive,mase,7.810694,1.142444,-6.66825,-9.54602,-4.635528,False,-5.836828,260,1500,0,9,512,64
monash_kdd_cup_2018,uber_tlc_hourly,final_layer,12,last_value,mase,7.810694,1.409635,-6.401059,-9.318357,-4.342969,False,-4.540934,260,1500,0,9,512,64
uber_tlc_hourly,monash_electricity_hourly,best_layer,5,native_chronos2,mase,3.426707,0.850816,-2.575891,-2.833791,-2.33599,False,-3.027553,318,1500,0,9,512,64
uber_tlc_hourly,monash_electricity_hourly,best_layer,5,seasonal_naive,mase,3.426707,1.209862,-2.216844,-2.487368,-1.966048,False,-1.832312,318,1500,0,9,512,64
uber_tlc_hourly,monash_electricity_hourly,best_layer,5,last_value,mase,3.426707,4.38183,0.955124,0.829414,1.075895,True,0.217974,318,1500,0,9,512,64
uber_tlc_hourly,monash_electricity_hourly,final_layer,12,native_chronos2,mase,3.710589,0.850816,-2.859773,-3.075962,-2.655704,False,-3.361212,318,1500,0,9,512,64
uber_tlc_hourly,monash_electricity_hourly,final_layer,12,seasonal_naive,mase,3.710589,1.209862,-2.500727,-2.728246,-2.281622,False,-2.066952,318,1500,0,9,512,64
uber_tlc_hourly,monash_electricity_hourly,final_layer,12,last_value,mase,3.710589,4.38183,0.671241,0.521812,0.815698,True,0.153187,318,1500,0,9,512,64
uber_tlc_hourly,monash_kdd_cup_2018,best_layer,12,native_chronos2,mase,1.225,0.828258,-0.396741,-0.447431,-0.350593,False,-0.479006,75,506,0,9,512,64
uber_tlc_hourly,monash_kdd_cup_2018,best_layer,12,seasonal_naive,mase,1.225,1.15859,-0.066409,-0.113571,-0.019326,False,-0.057319,75,506,0,9,512,64
uber_tlc_hourly,monash_kdd_cup_2018,best_layer,12,last_value,mase,1.225,1.044072,-0.180928,-0.238524,-0.123105,False,-0.17329,75,506,0,9,512,64
uber_tlc_hourly,monash_kdd_cup_2018,final_layer,12,native_chronos2,mase,1.225,0.828258,-0.396741,-0.447431,-0.350593,False,-0.479006,75,506,0,9,512,64
uber_tlc_hourly,monash_kdd_cup_2018,final_layer,12,seasonal_naive,mase,1.225,1.15859,-0.066409,-0.113571,-0.019326,False,-0.057319,75,506,0,9,512,64
uber_tlc_hourly,monash_kdd_cup_2018,final_layer,12,last_value,mase,1.225,1.044072,-0.180928,-0.238524,-0.123105,False,-0.17329,75,506,0,9,512,64
uber_tlc_hourly,uber_tlc_hourly,best_layer,6,native_chronos2,mase,1.029166,0.658227,-0.370939,-0.421097,-0.326554,False,-0.563543,260,1500,0,9,512,64
uber_tlc_hourly,uber_tlc_hourly,best_layer,6,seasonal_naive,mase,1.029166,1.142444,0.113278,0.078995,0.144564,True,0.099154,260,1500,0,9,512,64
uber_tlc_hourly,uber_tlc_hourly,best_layer,6,last_value,mase,1.029166,1.409635,0.380469,0.295751,0.460694,True,0.269906,260,1500,0,9,512,64
uber_tlc_hourly,uber_tlc_hourly,final_layer,12,native_chronos2,mase,1.187459,0.658227,-0.529232,-0.617481,-0.454942,False,-0.804026,260,1500,0,9,512,64
uber_tlc_hourly,uber_tlc_hourly,final_layer,12,seasonal_naive,mase,1.187459,1.142444,-0.045015,-0.108922,0.011868,False,-0.039402,260,1500,0,9,512,64
uber_tlc_hourly,uber_tlc_hourly,final_layer,12,last_value,mase,1.187459,1.409635,0.222176,0.112854,0.31703,True,0.157612,260,1500,0,9,512,64
