source_dataset,target_dataset,seed,is_ood,quantile_set,layer,delta_vs_last,delta_ci_lo,delta_ci_hi,delta_above_zero,is_best_layer,is_last_layer,n_test_series,n_test_windows,bootstrap_replicates
monash_kdd_cup_2018,monash_electricity_hourly,0,True,q9,11,0.036252933184306,-0.12825824465202768,0.20025500241397234,False,False,False,318,1500,5000
monash_kdd_cup_2018,monash_electricity_hourly,0,True,q9,12,0.0,0.0,0.0,False,False,True,318,1500,5000
monash_kdd_cup_2018,monash_kdd_cup_2018,0,False,q9,0,0.9213812598597864,0.7182046839444636,1.1146316895792685,True,True,False,75,506,5000
monash_kdd_cup_2018,monash_kdd_cup_2018,0,False,q9,1,0.7045490951406155,0.50327728293515,0.9026920779268676,True,False,False,75,506,5000
monash_kdd_cup_2018,monash_kdd_cup_2018,0,False,q9,2,0.2598548425516123,0.014510315935408441,0.4867709052480535,True,False,False,75,506,5000
monash_kdd_cup_2018,monash_kdd_cup_2018,0,False,q9,3,-0.01066404204123561,-0.26632750643914416,0.2259067702455259,False,False,False,75,506,5000
monash_kdd_cup_2018,monash_kdd_cup_2018,0,False,q9,4,-0.11945923774138745,-0.3388783756595202,0.07497229591538226,False,False,False,75,506,5000
monash_kdd_cup_2018,monash_kdd_cup_2018,0,False,q9,5,-0.412248463263154,-0.6494125432603697,-0.19814181226017977,False,False,False,75,506,5000
monash_kdd_cup_2018,monash_kdd_cup_2018,0,False,q9,6,-0.5847910602573352,-0.835408832975353,-0.3509231949493046,False,False,False,75,506,5000
monash_kdd_cup_2018,monash_kdd_cup_2018,0,False,q9,7,-0.5499711759947976,-0.7726966861770087,-0.3571754605035326,False,False,False,75,506,5000
monash_kdd_cup_2018,monash_kdd_cup_2018,0,False,q9,8,-0.17461021968969703,-0.36741049272080256,0.004100260779682746,False,False,False,75,506,5000
monash_kdd_cup_2018,monash_kdd_cup_2018,0,False,q9,9,-0.19522296699139474,-0.3663397215153474,-0.0387025551750358,False,False,False,75,506,5000
monash_kdd_cup_2018,monash_kdd_cup_2018,0,False,q9,10,-0.5172605271867141,-0.7054810785551618,-0.33922779095871375,False,False,False,75,506,5000
monash_kdd_cup_2018,monash_kdd_cup_2018,0,False,q9,11,-0.5495531443550652,-0.7251373944324779,-0.37583589636868875,False,False,False,75,506,5000
monash_kdd_cup_2018,monash_kdd_cup_2018,0,False,q9,12,0.0,0.0,0.0,False,False,True,75,506,5000
monash_kdd_cup_2018,uber_tlc_hourly,0,True,q9,0,4.218510760466257,3.889445063938945,4.565270497004285,True,True,False,260,1500,5000
monash_kdd_cup_2018,uber_tlc_hourly,0,True,q9,1,2.639559995174407,2.3017703815227017,2.9834894240685923,True,False,False,260,1500,5000
monash_kdd_cup_2018,uber_tlc_hourly,0,True,q9,2,0.37131514819463085,-0.45074257985822996,1.1416948561984954,False,False,False,260,1500,5000
monash_kdd_cup_2018,uber_tlc_hourly,0,True,q9,3,-1.1575633808771784,-2.0969830666054685,-0.25391577896636364,False,False,False,260,1500,5000
monash_kdd_cup_2018,uber_tlc_hourly,0,True,q9,4,-0.7850044387181612,-1.4208463225405832,-0.18536632164243916,False,False,False,260,1500,5000
monash_kdd_cup_2018,uber_tlc_hourly,0,True,q9,5,-0.713895795822145,-1.3204307707218408,-0.10996066469805169,False,False,False,260,1500,5000
monash_kdd_cup_2018,uber_tlc_hourly,0,True,q9,6,-2.693722925186158,-2.9785894600844336,-2.399616955241599,False,False,False,260,1500,5000
monash_kdd_cup_2018,uber_tlc_hourly,0,True,q9,7,-5.4117027918497715,-5.726487340920653,-5.098858581344441,False,False,False,260,1500,5000
monash_kdd_cup_2018,uber_tlc_hourly,0,True,q9,8,-1.0539392398198455,-1.3068233950905972,-0.7823983405190708,False,False,False,260,1500,5000
monash_kdd_cup_2018,uber_tlc_hourly,0,True,q9,9,-1.537373823165895,-1.8059560705847917,-1.2727327834466688,False,False,False,260,1500,5000
monash_kdd_cup_2018,uber_tlc_hourly,0,True,q9,10,-0.5267510906855275,-0.8820266702588018,-0.17949828225576647,False,False,False,260,1500,5000
monash_kdd_cup_2018,uber_tlc_hourly,0,True,q9,11,-0.5666800209681195,-0.7669186960767819,-0.37681791128521236,False,False,False,260,1500,5000
monash_kdd_cup_2018,uber_tlc_hourly,0,True,q9,12,0.0,0.0,0.0,False,False,True,260,1500,5000
uber_tlc_hourly,monash_electricity_hourly,0,True,q9,0,-0.7285451316833491,-0.8680768738056999,-0.5869669755262187,False,False,False,318,1500,5000
uber_tlc_hourly,monash_electricity_hourly,0,True,q9,1,-0.275859163443247,-0.41301034330805964,-0.14278885763086926,False,False,False,318,1500,5000
uber_tlc_hourly,monash_electricity_hourly,0,True,q9,2,0.2355749855041509,0.12221108642343013,0.347021940069779,True,False,False,318,1500,5000
uber_tlc_hourly,monash_electricity_hourly,0,True,q9,3,0.007105775992076069,-0.10505543852794075,0.11759119149572878,False,False,False,318,1500,5000
uber_tlc_hourly,monash_electricity_hourly,0,True,q9,4,-0.270203934192657,-0.40787545068964776,-0.13568787616389827,False,False,False,318,1500,5000
uber_tlc_hourly,monash_electricity_hourly,0,True,q9,5,0.3500016031265263,0.24696499061927157,0.4511263601710725,True,True,False,318,1500,5000
uber_tlc_hourly,monash_electricity_hourly,0,True,q9,6,0.2452369483311969,0.1382349711785494,0.35152460446320194,True,False,False,318,1500,5000
uber_tlc_hourly,monash_electricity_hourly,0,True,q9,7,0.2908894780476894,0.200858669133486,0.3785926034704957,True,False,False,318,1500,5000
uber_tlc_hourly,monash_electricity_hourly,0,True,q9,8,-0.30980764484405476,-0.4207113491879753,-0.20205702944589865,False,False,False,318,1500,5000
uber_tlc_hourly,monash_electricity_hourly,0,True,q9,9,-0.9011721936861674,-1.0252035098715144,-0.7843645004702683,False,False,False,318,1500,5000
uber_tlc_hourly,monash_electricity_hourly,0,True,q9,10,-1.0495398990313207,-1.1955667323716248,-0.9065549296135788,False,False,False,318,1500,5000
uber_tlc_hourly,monash_electricity_hourly,0,True,q9,11,-0.822658679485321,-0.9340623788859205,-0.7068826405071819,False,False,False,318,1500,5000
uber_tlc_hourly,monash_electricity_hourly,0,True,q9,12,0.0,0.0,0.0,False,False,True,318,1500,5000
uber_tlc_hourly,monash_kdd_cup_2018,0,True,q9,0,-0.04366482623480916,-0.18311613656480216,0.11058878154672992,False,False,False,75,506,5000
uber_tlc_hourly,monash_kdd_cup_2018,0,True,q9,1,-0.7208164605227383,-0.8782991960422365,-0.555591786362685,False,False,False,75,506,5000
uber_tlc_hourly,monash_kdd_cup_2018,0,True,q9,2,-0.3795585019786367,-0.5150844276398162,-0.2316870657676748,False,False,False,75,506,5000
uber_tlc_hourly,monash_kdd_cup_2018,0,True,q9,3,-0.26004045094425976,-0.4287361570465712,-0.08536966207989315,False,False,False,75,506,5000
uber_tlc_hourly,monash_kdd_cup_2018,0,True,q9,4,-1.8386129310479742,-2.1571901616414206,-1.5196201515392618,False,False,False,75,506,5000
uber_tlc_hourly,monash_kdd_cup_2018,0,True,q9,5,-1.0980363537671538,-1.3003549190351027,-0.9009200201804447,False,False,False,75,506,5000
uber_tlc_hourly,monash_kdd_cup_2018,0,True,q9,6,-2.2714689291513004,-2.486274390577142,-2.061193898868399,False,False,False,75,506,5000
uber_tlc_hourly,monash_kdd_cup_2018,0,True,q9,7,-2.937589527118819,-3.145620306033782,-2.7465711414893152,False,False,False,75,506,5000
uber_tlc_hourly,monash_kdd_cup_2018,0,True,q9,8,-3.4384466042160504,-3.6068914646024677,-3.270934764572428,False,False,False,75,506,5000
uber_tlc_hourly,monash_kdd_cup_2018,0,True,q9,9,-3.49054380038039,-3.6758450219834553,-3.3217544611133705,False,False,False,75,506,5000
uber_tlc_hourly,monash_kdd_cup_2018,0,True,q9,10,-1.9520923879306773,-2.0334269121076867,-1.872752397433002,False,False,False,75,506,5000
uber_tlc_hourly,monash_kdd_cup_2018,0,True,q9,11,-1.6364362791121705,-1.729065301803239,-1.5419746546685198,False,False,False,75,506,5000
uber_tlc_hourly,monash_kdd_cup_2018,0,True,q9,12,0.0,0.0,0.0,False,True,True,75,506,5000
uber_tlc_hourly,uber_tlc_hourly,0,False,q9,0,-0.233088484446208,-0.2886946792093059,-0.1773516622801932,False,False,False,260,1500,5000
uber_tlc_hourly,uber_tlc_hourly,0,False,q9,1,0.1273622676531474,0.09174441265715358,0.16330609806887242,True,False,False,260,1500,5000
uber_tlc_hourly,uber_tlc_hourly,0,False,q9,2,0.2337662021319069,0.19939735780457005,0.2699858197877274,True,False,False,260,1500,5000
uber_tlc_hourly,uber_tlc_hourly,0,False,q9,3,0.31081397183736126,0.2698857181218509,0.3522627268113246,True,False,False,260,1500,5000
uber_tlc_hourly,uber_tlc_hourly,0,False,q9,4,0.3537041776974994,0.31166777557223113,0.39656418974372976,True,False,False,260,1500,5000
uber_tlc_hourly,uber_tlc_hourly,0,False,q9,5,0.37453852987289427,0.33249424788788184,0.4176383906131701,True,False,False,260,1500,5000
uber_tlc_hourly,uber_tlc_hourly,0,False,q9,6,0.3920250847339628,0.3498481528814036,0.43548721979746147,True,True,False,260,1500,5000
uber_tlc_hourly,uber_tlc_hourly,0,False,q9,7,0.2751249813238781,0.23654128602014723,0.31632149649109276,True,False,False,260,1500,5000
uber_tlc_hourly,uber_tlc_hourly,0,False,q9,8,0.25957672071456894,0.22014748588973693,0.2993717273449588,True,False,False,260,1500,5000
uber_tlc_hourly,uber_tlc_hourly,0,False,q9,9,0.25284102360407523,0.21266028391403596,0.29402266419657214,True,False,False,260,1500,5000
uber_tlc_hourly,uber_tlc_hourly,0,False,q9,10,0.3275906927585597,0.2902920522510195,0.36652777314107887,True,False,False,260,1500,5000
uber_tlc_hourly,uber_tlc_hourly,0,False,q9,11,0.22230151939392062,0.1900819038625775,0.2554577857094055,True,False,False,260,1500,5000
uber_tlc_hourly,uber_tlc_hourly,0,False,q9,12,0.0,0.0,0.0,False,False,True,260,1500,5000
