model,dataset,display_name,geometry_variant,split,layer,point_type,include_in_main_depth_axis,point_index,n_rows,feature_dim,effective_rank,normalized_effective_rank,effective_rank_over_max_possible,spectral_entropy,pc1_fraction,numerical_rank,max_possible_rank,is_headline
timesfm3,boom_hourly,BOOM,headline,test,Emb,block_depth,True,0,354,1280,14.0057427581821,0.010941986529829766,0.039676325094000285,2.6394674425204707,0.36290071325288237,331,353.0,True
timesfm3,boom_hourly,BOOM,headline,test,L1,block_depth,True,1,354,1280,20.827487735980757,0.016271474793734968,0.05900138168833076,3.0362736400289556,0.29941222009162266,333,353.0,True
timesfm3,boom_hourly,BOOM,headline,test,L2,block_depth,True,2,354,1280,23.680449492048165,0.018500351165662628,0.06708342632308262,3.16464979176336,0.29711059877571655,333,353.0,True
timesfm3,boom_hourly,BOOM,headline,test,L3,block_depth,True,3,354,1280,28.723862629271327,0.022440517679118224,0.08137071566365815,3.3577282277993468,0.2930691075849655,333,353.0,True
timesfm3,boom_hourly,BOOM,headline,test,L4,block_depth,True,4,354,1280,35.33065628351426,0.027602075221495513,0.1000868449957911,3.564751037012685,0.2549201764903613,333,353.0,True
timesfm3,boom_hourly,BOOM,headline,test,L5,block_depth,True,5,354,1280,41.6450166266449,0.03253516923956633,0.11797455135026885,3.7291817126343103,0.24998664796373593,333,353.0,True
timesfm3,boom_hourly,BOOM,headline,test,L6,block_depth,True,6,354,1280,43.80656934677536,0.03422388230216825,0.12409793016083671,3.7797837912219574,0.2578896981928027,333,353.0,True
timesfm3,boom_hourly,BOOM,headline,test,L7,block_depth,True,7,354,1280,48.1310758667923,0.037602403020931485,0.13634865684643713,3.8739280364163657,0.24679724073444284,333,353.0,True
timesfm3,boom_hourly,BOOM,headline,test,L8,block_depth,True,8,354,1280,44.962620418940155,0.03512704720229699,0.127372862376601,3.805831487226444,0.26348712959279047,333,353.0,True
timesfm3,boom_hourly,BOOM,headline,test,L9,block_depth,True,9,354,1280,43.28251681837107,0.0338144662643524,0.12261336209170275,3.767748784843099,0.28421363911433645,333,353.0,True
timesfm3,boom_hourly,BOOM,headline,test,L10,block_depth,True,10,354,1280,38.32461772632356,0.02994110759869028,0.10856832217088827,3.64609245018298,0.3089208308927995,333,353.0,True
timesfm3,boom_hourly,BOOM,headline,test,L11,block_depth,True,11,354,1280,37.38581148992564,0.02920766522650441,0.10590881441905281,3.6212912605136296,0.33828813196974544,333,353.0,True
timesfm3,boom_hourly,BOOM,headline,test,L12,block_depth,True,12,354,1280,42.252110039525654,0.033009460968379416,0.11969436271820298,3.7436542943200553,0.3121328514181455,333,353.0,True
timesfm3,boom_hourly,BOOM,headline,test,L13,block_depth,True,13,354,1280,45.321033225950515,0.03540705720777384,0.12838819610750854,3.813771234354261,0.2959959520080536,333,353.0,True
timesfm3,boom_hourly,BOOM,headline,test,L14,block_depth,True,14,354,1280,43.42483701171027,0.033925653915398646,0.12301653544393844,3.7710315587916337,0.3099425599917618,333,353.0,True
timesfm3,boom_hourly,BOOM,headline,test,L15,block_depth,True,15,354,1280,39.77857345006664,0.03107701050786456,0.11268717691237008,3.683328411799061,0.32483187436496036,333,353.0,True
timesfm3,boom_hourly,BOOM,headline,test,L16,block_depth,True,16,354,1280,51.54978670738064,0.040273270865141125,0.14603339010589417,3.9425480728672246,0.260823090770428,333,353.0,True
timesfm3,boom_hourly,BOOM,headline,test,L17,block_depth,True,17,354,1280,58.42450389453441,0.04564414366760501,0.16550850961624478,4.067735389067251,0.20993174395295722,333,353.0,True
timesfm3,boom_hourly,BOOM,headline,test,L18,block_depth,True,18,354,1280,52.19696161529275,0.04077887626194746,0.14786674678553188,3.9550242865909357,0.2187718691850825,333,353.0,True
