model,dataset,display_name,point_index,layer,kind,point_type,include_in_main_depth_axis,block_index,relative_depth,relative_position,is_tunnel_entrance,is_reference_point,is_native_readout,train_loss,val_loss,test_loss,val_ratio_to_final,test_ratio_to_final,val_suffix_excursion,test_suffix_excursion,weight_decay,wd_at_grid_max,wd_at_grid_min,n_probe_params,is_tunnel_entrance_0.01,is_tunnel_entrance_0.02,is_tunnel_entrance_0.05,is_tunnel_entrance_0.1,is_first_crossing_0.01,is_first_crossing_0.02,is_first_crossing_0.05,is_first_crossing_0.1,test_loss_point,test_loss_ci_lo,test_loss_ci_hi,test_loss_delta_vs_last,test_loss_delta_ci_lo,test_loss_delta_ci_hi,test_mase_point,test_mase_ci_lo,test_mase_ci_hi,test_mase_delta_vs_last,test_mase_delta_ci_lo,test_mase_delta_ci_hi,test_mae_point,test_mae_ci_lo,test_mae_ci_hi,test_mae_delta_vs_last,test_mae_delta_ci_lo,test_mae_delta_ci_hi,test_wql_point,test_wql_ci_lo,test_wql_ci_hi,test_wql_delta_vs_last,test_wql_delta_ci_lo,test_wql_delta_ci_hi,test_mase,test_mae,test_wql
tirex,uber_tlc_hourly,Uber TLC,0,Emb,embedding,block_depth,True,0,0.0,0.0,False,False,False,0.3290551006793976,0.3143602962826044,0.41101558633034924,1.282708899610527,1.3218174560154456,0.2827088996105269,0.32181745601544565,3.0,False,False,16416,False,False,False,False,False,False,False,False,0.41101558633034924,0.39504206898935024,0.42709294250483787,-0.10006827325026957,-0.11032967724417912,-0.0900316845135095,1.2050406363754882,1.1500223004087073,1.2624329655651103,-0.31491419229938933,-0.3508870426519969,-0.280204109385802,8.37318973171962,6.766032979520434,10.153853973269571,-3.2712371498353576,-4.009839866810295,-2.594247525508413,0.4777873851319486,0.4625926271402374,0.49341508487974833,-0.186661940555996,-0.19698939133948026,-0.17695301201806232,1.2050406363754882,8.37318973171962,0.4777873851319486
tirex,uber_tlc_hourly,Uber TLC,1,L1,block,block_depth,True,1,0.08333333333333333,0.08333333333333333,False,False,False,0.29510390758514404,0.2886404248366829,0.3923701708923087,1.177762096879231,1.2618541932576848,0.17776209687923106,0.2618541932576848,1.0,False,False,16416,False,False,False,False,False,False,False,False,0.3923701708923087,0.3770566628709123,0.4082387537990505,-0.08142285781222902,-0.09004744796850184,-0.07313819623175467,1.1399514317335229,1.0888642804373443,1.1935107583674536,-0.249824987657424,-0.2783747556525423,-0.22287907804558416,7.656729461081077,6.153241033411224,9.311096650135342,-2.5547768791968144,-3.1662247539183617,-1.98917102862413,0.43690503441170336,0.4177189420100114,0.4575658722519377,-0.14577958983575073,-0.15746032898116458,-0.1339627521082106,1.1399514317335229,7.656729461081077,0.43690503441170336
tirex,uber_tlc_hourly,Uber TLC,2,L2,block,block_depth,True,2,0.16666666666666666,0.16666666666666666,False,False,False,0.28338974714279175,0.2784185347836891,0.3856169798816661,1.136052919553516,1.2401360734136861,0.13605291955351606,0.24954366252483062,3.0,False,False,16416,False,False,False,False,False,False,False,False,0.3856169798816661,0.37030740402930395,0.4009064659515381,-0.07466966680158643,-0.08290804726825246,-0.06678674341044355,1.1185108154968615,1.0683888263444479,1.1707648646730413,-0.22838437142076262,-0.25460558871086236,-0.20301814017097342,7.429149249012438,5.976895815884607,9.045486524049743,-2.3271966671281756,-2.901393398091114,-1.802483135489144,0.42391894930961427,0.403895970577529,0.4449901844339623,-0.13279350473366164,-0.14479271043079803,-0.12075814713183644,1.1185108154968615,7.429149249012438,0.42391894930961427
tirex,uber_tlc_hourly,Uber TLC,3,L3,block,block_depth,True,3,0.25,0.25,False,False,False,0.2775563895702362,0.2750082056514407,0.3885422444383379,1.1221374869105734,1.2495436625248306,0.12213748691057336,0.24954366252483062,3.0,False,False,16416,False,False,False,False,False,False,False,False,0.3885422444383379,0.373523841516776,0.40370209917376343,-0.07759493135825823,-0.08545430277452894,-0.06990878428972347,1.1286860891865937,1.0798699813618915,1.1798902656085377,-0.23855964511049488,-0.2639887029826616,-0.21446452712390043,7.432897507629009,5.997619983895394,9.005351331064851,-2.3309449257447463,-2.8750370222159014,-1.827187713631893,0.42413283084587344,0.4067238258071976,0.44312724228687095,-0.1330073862699208,-0.14351041585866087,-0.12262866943202495,1.1286860891865937,7.432897507629009,0.42413283084587344
tirex,uber_tlc_hourly,Uber TLC,4,L4,block,block_depth,True,4,0.3333333333333333,0.3333333333333333,False,False,False,0.2767554223537445,0.2733555511066704,0.38063885090972177,1.1153940313354682,1.2241265156444499,0.11539403133546822,0.22412651564444985,10.0,False,False,16416,False,False,False,False,False,False,False,False,0.38063885090972177,0.3659176033878884,0.39541804203728054,-0.0696915378296421,-0.07719567178833862,-0.062374202754234775,1.1093531623756527,1.0594111288916135,1.1615236016535158,-0.21922671829955387,-0.244665045994303,-0.1947735296099752,7.346605160001344,5.908328587543089,8.951149842145588,-2.2446525781170816,-2.7930769034086476,-1.7422382865791775,0.4192088536698001,0.40062294550091054,0.4390927931580279,-0.12808340909384747,-0.138628189081269,-0.11753194195579363,1.1093531623756527,7.346605160001344,0.4192088536698001
tirex,uber_tlc_hourly,Uber TLC,5,L5,block,block_depth,True,5,0.4166666666666667,0.4166666666666667,False,False,False,0.2696551978588104,0.27321022487323704,0.36276749433338185,1.114801045340811,1.1666526098585606,0.11480104534081104,0.16665260985856056,10.0,False,False,16416,False,False,False,False,False,False,False,False,0.36276749433338185,0.34921718704308036,0.37653209792897957,-0.05182018125330218,-0.057524816538669366,-0.04625459804185417,1.058380465455208,1.0122447598183058,1.1064908326308973,-0.16825402137910916,-0.1882959576738715,-0.14936979820156676,6.819817391318842,5.483528710412748,8.316170708866494,-1.7178648094345794,-2.1739432109050205,-1.3119752912324016,0.38914951444751594,0.37137144798694,0.4078908830668938,-0.09802406987156331,-0.10849744516055697,-0.08791152820193966,1.058380465455208,6.819817391318842,0.38914951444751594
tirex,uber_tlc_hourly,Uber TLC,6,L6,block,block_depth,True,6,0.5,0.5,False,False,False,0.2669587731361389,0.27095649333116206,0.3574619089601604,1.1056049682899303,1.1495899592099115,0.10560496828993027,0.14958995920991147,10.0,False,False,16416,False,False,False,False,False,False,False,False,0.3574619089601604,0.34442310308795854,0.37078398104387383,-0.04651459588008072,-0.05160302972271755,-0.041480975063119575,1.0412302735425658,0.9963864582213353,1.0886985097785455,-0.15110382946646694,-0.16904992518617992,-0.13393212210793876,6.706156735099981,5.399636995894446,8.168404748432339,-1.6042041532157185,-2.014335217914836,-1.228610568871138,0.3826638585066899,0.3663081225257763,0.40007844300411727,-0.09153841393073725,-0.09994140297680615,-0.08319554195724185,1.0412302735425658,6.706156735099981,0.3826638585066899
tirex,uber_tlc_hourly,Uber TLC,7,L7,block,block_depth,True,7,0.5833333333333334,0.5833333333333334,False,False,False,0.26325440406799316,0.26808521694695675,0.33882677572146624,1.0938890747282615,1.0896597637883645,0.09388907472826147,0.08965976378836449,10.0,False,False,16416,False,False,False,True,False,False,False,True,0.33882677572146624,0.326363077277019,0.3514257680877104,-0.027879462641386576,-0.031706350708721555,-0.0242064434064566,0.9893802963850801,0.9466700112882912,1.0363661106122373,-0.0992538523089812,-0.11467179464114298,-0.08528821548926671,6.283245758826941,5.044926087107118,7.676965979169715,-1.1812931769426784,-1.534644632906883,-0.8679854157847782,0.3585318925568872,0.34199220867692387,0.37546377003565923,-0.06740644798093459,-0.0769463676962901,-0.05791447280436876,0.9893802963850801,6.283245758826941,0.3585318925568872
tirex,uber_tlc_hourly,Uber TLC,8,L8,block,block_depth,True,8,0.6666666666666666,0.6666666666666666,False,False,False,0.26027926802635193,0.26247361612342696,0.33557363831303044,1.0709916210659436,1.0791977425018258,0.07099162106594359,0.07919774250182576,10.0,False,False,16416,False,False,False,False,False,False,False,False,0.33557363831303044,0.32326919902080514,0.3480321439107496,-0.024626325232950774,-0.028153759995759767,-0.021249501439493924,0.9783089157009295,0.9355562541203474,1.0239624314194535,-0.08818247162483062,-0.10212395048814384,-0.07508860900336754,6.2318115729130374,5.007082091301942,7.612180264497832,-1.129858991028775,-1.4633220670874985,-0.8256527196262465,0.3555969769534464,0.34040390247815117,0.3715215910191577,-0.06447153237749376,-0.07313771293733132,-0.05518313744661208,0.9783089157009295,6.2318115729130374,0.3555969769534464
tirex,uber_tlc_hourly,Uber TLC,9,L9,block,block_depth,True,9,0.75,0.75,False,False,False,0.2538014054298401,0.2575335037674158,0.32363043399883135,1.0508340943074281,1.040788649347439,0.050834094307428135,0.04078864934743898,10.0,False,False,16416,False,False,False,False,False,False,False,False,0.32363043399883135,0.3115788138588848,0.3359428921639777,-0.012683120918751678,-0.014957235135379752,-0.01054085226523342,0.9379339349272988,0.8992864386420037,0.981882251061597,-0.04780749085119995,-0.05673119480666199,-0.039408309029788716,5.671877199064398,4.576439149063029,6.914273555816639,-0.5699246171801358,-0.7747702124477431,-0.3901202066766496,0.3236462402690535,0.3086704048248372,0.3387942166802932,-0.032520795693100846,-0.039827775633219174,-0.025495680441136457,0.9379339349272988,5.671877199064398,0.3236462402690535
