model,dataset,display_name,geometry_variant,split,layer,point_type,include_in_main_depth_axis,point_index,n_rows,feature_dim,effective_rank,normalized_effective_rank,effective_rank_over_max_possible,spectral_entropy,pc1_fraction,numerical_rank,max_possible_rank,is_headline
chronos2,boom_hourly,BOOM,headline,test,Emb,block_depth,True,0,1416,768,1.0006743686280868,0.001302961417484488,0.001302961417484488,0.000674141343740047,0.9999377112495059,3,768.0,True
chronos2,boom_hourly,BOOM,headline,test,L1,block_depth,True,1,1416,768,11.238768577249333,0.014633813251626736,0.014633813251626736,2.4193692812794954,0.24039065168466547,768,768.0,True
chronos2,boom_hourly,BOOM,headline,test,L2,block_depth,True,2,1416,768,13.943219032927152,0.01815523311579056,0.01815523311579056,2.6349932992573333,0.23063629817159542,768,768.0,True
chronos2,boom_hourly,BOOM,headline,test,L3,block_depth,True,3,1416,768,19.766354127340986,0.02573744026997524,0.02573744026997524,2.9839812057775656,0.21115128314454265,768,768.0,True
chronos2,boom_hourly,BOOM,headline,test,L4,block_depth,True,4,1416,768,34.96904996046975,0.04553261713602832,0.04553261713602832,3.554463383433435,0.1739653174055007,768,768.0,True
chronos2,boom_hourly,BOOM,headline,test,L5,block_depth,True,5,1416,768,55.24169269357009,0.07192928736141939,0.07192928736141939,4.011717970605472,0.14014430538839828,768,768.0,True
chronos2,boom_hourly,BOOM,headline,test,L6,block_depth,True,6,1416,768,84.41288360579756,0.10991260886171557,0.10991260886171557,4.435720039309975,0.09864970087335424,768,768.0,True
chronos2,boom_hourly,BOOM,headline,test,L7,block_depth,True,7,1416,768,92.49886637081225,0.12044123225366178,0.12044123225366178,4.527196388992603,0.09586597553681697,768,768.0,True
chronos2,boom_hourly,BOOM,headline,test,L8,block_depth,True,8,1416,768,98.90306779958318,0.12878003619737394,0.12878003619737394,4.594140257354691,0.09189520643521756,768,768.0,True
chronos2,boom_hourly,BOOM,headline,test,L9,block_depth,True,9,1416,768,89.45529144567996,0.11647824406989578,0.11647824406989578,4.493738963550899,0.10902568197244303,768,768.0,True
chronos2,boom_hourly,BOOM,headline,test,L10,block_depth,True,10,1416,768,5.802648724307049,0.0075555321931081365,0.0075555321931081365,1.758314489912013,0.7146246495559798,768,768.0,True
chronos2,boom_hourly,BOOM,headline,test,L11,block_depth,True,11,1416,768,3.8596085275565186,0.005025531936922551,0.005025531936922551,1.3505657606021417,0.7553432904390769,768,768.0,True
chronos2,boom_hourly,BOOM,headline,test,L12,block_depth,True,12,1416,768,2.294041792449545,0.0029870335839186786,0.0029870335839186786,0.8303152366970913,0.8317699279955068,768,768.0,True
chronos2,boom_hourly,BOOM,headline,test,L12+LN,head_input_diagnostic,False,13,1416,768,26.770626546156073,0.03485758664864072,0.03485758664864072,3.2873052620456753,0.19161221718328914,768,768.0,False
chronos2,boom_hourly,BOOM,headline,train,Emb,block_depth,True,0,5576,768,1.0006743686280868,0.001302961417484488,0.001302961417484488,0.0006741413437400113,0.9999377112495059,3,768.0,True
chronos2,boom_hourly,BOOM,headline,train,L1,block_depth,True,1,5576,768,12.706100820023867,0.016544402109406078,0.016544402109406078,2.542082257648676,0.2403874166413206,768,768.0,True
chronos2,boom_hourly,BOOM,headline,train,L2,block_depth,True,2,5576,768,15.839863332299204,0.02062482204726459,0.02062482204726459,2.7625297583376445,0.22728059940486042,768,768.0,True
chronos2,boom_hourly,BOOM,headline,train,L3,block_depth,True,3,5576,768,23.005360831248197,0.029954896915687756,0.029954896915687756,3.135727268389802,0.20597919538385318,768,768.0,True
chronos2,boom_hourly,BOOM,headline,train,L4,block_depth,True,4,5576,768,41.75954414647407,0.054374406440721446,0.054374406440721446,3.731928027482094,0.16665603391233455,768,768.0,True
chronos2,boom_hourly,BOOM,headline,train,L5,block_depth,True,5,5576,768,66.64915705545002,0.08678275658261721,0.08678275658261721,4.199442399214657,0.13711640302376965,768,768.0,True
chronos2,boom_hourly,BOOM,headline,train,L6,block_depth,True,6,5576,768,102.82560285811228,0.13388750372150035,0.13388750372150035,4.6330343770520095,0.09779290512484193,768,768.0,True
chronos2,boom_hourly,BOOM,headline,train,L7,block_depth,True,7,5576,768,114.93104377004055,0.14964979657557362,0.14964979657557362,4.744332329128696,0.09635754008001055,768,768.0,True
chronos2,boom_hourly,BOOM,headline,train,L8,block_depth,True,8,5576,768,124.67107731582504,0.1623321319216472,0.1623321319216472,4.825678887659285,0.09507530583038169,768,768.0,True
chronos2,boom_hourly,BOOM,headline,train,L9,block_depth,True,9,5576,768,113.85837008855361,0.14825308605280418,0.14825308605280418,4.734955308371762,0.11530297530076197,768,768.0,True
chronos2,boom_hourly,BOOM,headline,train,L10,block_depth,True,10,5576,768,17.37956062058585,0.022629636224721156,0.022629636224721156,2.855294838768882,0.5068190993058701,768,768.0,True
chronos2,boom_hourly,BOOM,headline,train,L11,block_depth,True,11,5576,768,6.492136367216815,0.008453302561480228,0.008453302561480228,1.870591654856382,0.6552783744150876,768,768.0,True
chronos2,boom_hourly,BOOM,headline,train,L12,block_depth,True,12,5576,768,2.687473888448539,0.0034993149589173686,0.0034993149589173686,0.9886016774804562,0.8003904670585495,768,768.0,True
chronos2,boom_hourly,BOOM,headline,train,L12+LN,head_input_diagnostic,False,13,5576,768,29.510200988239568,0.038424740870103606,0.038424740870103606,3.384735999783554,0.1972790707450987,768,768.0,False
