dataset,stage,layer,cka_to_pretrained_same_layer
BOOM,stage1_cls_early,Emb,0.999999886079922
BOOM,stage1_cls_early,L1,0.9984974560649971
BOOM,stage1_cls_early,L2,0.9979401458248767
BOOM,stage1_cls_early,L3,0.997579385645458
BOOM,stage1_cls_early,L4,0.9968916072990174
BOOM,stage1_cls_early,L5,0.9955501474562924
BOOM,stage1_cls_early,L6,0.992658517588516
BOOM,stage1_cls_early,L7,0.9917829963475839
BOOM,stage1_cls_early,L8,0.9865575815942669
BOOM,stage1_cls_early,L9,0.9808549284950681
BOOM,stage1_cls_early,L10,0.9909800937698465
BOOM,stage1_cls_early,L11,0.9950273737517074
BOOM,stage1_cls_early,L12,0.99212912031636
BOOM,stage1_cls_early,L12+LN,0.9523000068297454
BOOM,stage2_cls_late,Emb,0.9999999981681819
BOOM,stage2_cls_late,L1,0.9958972174713385
BOOM,stage2_cls_late,L2,0.9963202131725565
BOOM,stage2_cls_late,L3,0.995946006464027
BOOM,stage2_cls_late,L4,0.9946301915812312
BOOM,stage2_cls_late,L5,0.992847419235369
BOOM,stage2_cls_late,L6,0.9899387688589374
BOOM,stage2_cls_late,L7,0.9887234401408563
BOOM,stage2_cls_late,L8,0.9840771249033986
BOOM,stage2_cls_late,L9,0.9770377908151575
BOOM,stage2_cls_late,L10,0.9757199592285358
BOOM,stage2_cls_late,L11,0.9909430827099857
BOOM,stage2_cls_late,L12,0.9886256023307323
BOOM,stage2_cls_late,L12+LN,0.948912183625922
