model,dataset,display_name,point_index,layer,kind,point_type,include_in_main_depth_axis,block_index,relative_depth,relative_position,is_tunnel_entrance,is_reference_point,is_native_readout,train_loss,val_loss,test_loss,weight_decay,wd_at_grid_max,wd_at_grid_min,n_probe_params,test_loss_point,test_loss_ci_lo,test_loss_ci_hi,test_loss_delta_vs_last,test_loss_delta_ci_lo,test_loss_delta_ci_hi,test_mase_point,test_mase_ci_lo,test_mase_ci_hi,test_mase_delta_vs_last,test_mase_delta_ci_lo,test_mase_delta_ci_hi,test_mae_point,test_mae_ci_lo,test_mae_ci_hi,test_mae_delta_vs_last,test_mae_delta_ci_lo,test_mae_delta_ci_hi,test_wql_point,test_wql_ci_lo,test_wql_ci_hi,test_wql_delta_vs_last,test_wql_delta_ci_lo,test_wql_delta_ci_hi,test_mase,test_mae,test_wql
chronos2,monash_electricity_hourly,Electricity,0,Emb,embedding,block_depth,True,0,0.0,0.0,False,False,False,0.26303879966908583,0.2555157448385508,0.2651963917012433,0.0001,False,False,110736,0.2651963917012433,0.26070166933172534,0.26967654730271523,-0.1464597014212654,-0.15212773293939258,-0.1405650972523762,2.4958978715017017,2.377494061615695,2.61427537280426,-1.4717808359245474,-1.563565367087819,-1.3794388895221186,672.4151693261931,387.34973986296774,1108.3242907164781,-423.161681105748,-712.9487021139884,-235.44749524403858,1.8512416767545201,1.6052254917318385,2.074639226209715,-1.049746383373775,-1.2216877190474924,-0.8659323530580746,2.4958978715017017,672.4151693261931,1.8512416767545201
chronos2,monash_electricity_hourly,Electricity,1,L1,block,block_depth,True,1,0.08333333333333333,0.08333333333333333,False,False,False,0.1899912055565774,0.20282039205536587,0.20781323717523167,0.001,False,False,110736,0.20781323717523167,0.20334057691471497,0.21263575176104108,-0.08907654689525375,-0.09404316569593174,-0.08428345383287102,1.936033422559101,1.8519737350234045,2.0232410058825026,-0.9119163869819467,-0.9724195559604716,-0.8510380043556952,512.7998510067416,299.44221239656554,837.7092994741464,-263.5463627862965,-445.71372685448614,-146.63006748731777,1.42238411222014,1.2556224139108063,1.5821176044656613,-0.6208888188393948,-0.733750070937493,-0.4917622106603698,1.936033422559101,512.7998510067416,1.42238411222014
chronos2,monash_electricity_hourly,Electricity,2,L2,block,block_depth,True,2,0.16666666666666666,0.16666666666666666,False,False,False,0.10986184421258643,0.1326814982329161,0.14643926400947208,0.1,False,False,110736,0.14643926400947208,0.14095789080997573,0.1525613594906874,-0.027702573729494154,-0.03184425113153936,-0.023924781096999657,1.210130966332319,1.1589812224304719,1.267297963425504,-0.1860139307551647,-0.21724098014703913,-0.15690715933777727,287.62536065291937,186.356231450072,422.67232355514193,-38.371872432474305,-63.07436024503006,-11.405683544204106,0.9280803365589066,0.866782977293024,1.0191196397932094,-0.12658504317816155,-0.2201073562274639,-0.05244866626229277,1.210130966332319,287.62536065291937,0.9280803365589066
chronos2,monash_electricity_hourly,Electricity,3,L3,block,block_depth,True,3,0.25,0.25,False,False,False,0.09450373925546578,0.09858209757802595,0.1198541922708049,0.3,False,False,110736,0.1198541922708049,0.11379962610151931,0.12672713408459915,-0.0011175019908269829,-0.004780217684549465,0.002383943625107294,1.0046301988604907,0.9571312459758938,1.0617063260885795,0.019486836716663625,-0.005348524207048721,0.042605085989329695,241.39168981711362,149.67750536394493,369.30359110831546,7.8617984033314485,-10.741411181558258,33.42012103167811,0.7413414868499376,0.6894283582584638,0.8088533512627963,0.060153806530807485,-0.014220897516614341,0.13025826716474484,1.0046301988604907,241.39168981711362,0.7413414868499376
chronos2,monash_electricity_hourly,Electricity,4,L4,block,block_depth,True,4,0.3333333333333333,0.3333333333333333,False,False,False,0.09385898264079559,0.09316622394755597,0.12145335376547038,3.0,True,False,110736,0.12145335376547038,0.11566751103471425,0.12788012684216254,-0.00271666348549246,-0.005807191349267403,0.00014314524516577645,1.0456927864532164,0.9954359299745709,1.103324287426031,-0.021575750876062116,-0.04123320889682882,-0.003715772402815637,244.9238942160348,154.09367311163638,370.5555216796264,4.329594004410268,-12.824488802635635,31.038292514927207,0.7435583810423128,0.6771995135742107,0.8264395534341085,0.057936912338432345,-0.01471475602204371,0.13058633603162614,1.0456927864532164,244.9238942160348,0.7435583810423128
chronos2,monash_electricity_hourly,Electricity,5,L5,block,block_depth,True,5,0.4166666666666667,0.4166666666666667,False,False,False,0.08974106962307539,0.08987650460073056,0.12356728609679764,1.0,False,False,110736,0.12356728609679764,0.11761100618737459,0.13020205888541714,-0.004830595816819716,-0.007650025286676215,-0.0022433525779576163,1.0475563257836238,0.9962002501620155,1.1051385444473116,-0.02343929020646951,-0.041814842821256595,-0.006249857632221668,246.4551189642151,155.73250988495846,370.31475300619275,2.798369256229961,-15.09858357706782,31.767868280117288,0.7671458013707282,0.6905438141069289,0.862165416008746,0.03434949201001691,-0.04421696832057134,0.11869706584154582,1.0475563257836238,246.4551189642151,0.7671458013707282
chronos2,monash_electricity_hourly,Electricity,6,L6,block,block_depth,True,6,0.5,0.5,False,False,False,0.0874168190175141,0.09065790269666045,0.1232232868045796,1.0,False,False,110736,0.1232232868045796,0.11727413719463098,0.12982256773518014,-0.004486596524601677,-0.007062735159362439,-0.001982714495628722,1.0530765211187867,1.0016839072775436,1.1110342288202462,-0.028959485541632413,-0.04601776819701118,-0.011838012616885685,251.55742377902916,155.04596282142776,388.80033492021374,-2.303935558584101,-14.6927068950113,14.74788048323895,0.7607866064542351,0.6838171133438727,0.8536547711845093,0.040708686926509974,-0.034418473090836635,0.11771512117716872,1.0530765211187867,251.55742377902916,0.7607866064542351
chronos2,monash_electricity_hourly,Electricity,7,L7,block,block_depth,True,7,0.5833333333333334,0.5833333333333334,False,False,False,0.08841989949944201,0.09024270838624193,0.12541312543774835,1.0,False,False,110736,0.12541312543774835,0.11949255723143637,0.13186236677357202,-0.00667643515777043,-0.009089642073177086,-0.004390868841393175,1.0664325392422012,1.0144917249266072,1.1235474791728046,-0.04231550366504688,-0.059463322602140704,-0.025990224506707786,252.5102119664405,157.86541791371545,385.44862610653996,-3.25672374599543,-16.119185039397895,15.914032344997977,0.7875935000090575,0.7126290062208983,0.8742383431593794,0.01390179337168762,-0.05202546700532996,0.07843012810345931,1.0664325392422012,252.5102119664405,0.7875935000090575
chronos2,monash_electricity_hourly,Electricity,8,L8,block,block_depth,True,8,0.6666666666666666,0.6666666666666666,False,False,False,0.08865985814936278,0.08913532586213742,0.12432491445188759,3.0,True,False,110736,0.12432491445188759,0.11827131174646943,0.13093510239939596,-0.00558822417190967,-0.007990533389321713,-0.003375516248554101,1.0721766781204605,1.0185119111881977,1.1292981631230719,-0.04805964254330619,-0.06556434258158858,-0.031116883930675857,250.38542449130526,158.60707439345512,377.2129691636498,-1.1319362708601943,-17.2935720980907,23.638956056918563,0.768269842403709,0.6848925799123906,0.8679476625402683,0.03322545097703611,-0.045961519519577956,0.1077658545421448,1.0721766781204605,250.38542449130526,0.768269842403709
chronos2,monash_electricity_hourly,Electricity,9,L9,block,block_depth,True,9,0.75,0.75,True,False,False,0.08831868496278522,0.0859897627232184,0.12172569078571013,3.0,True,False,110736,0.12172569078571013,0.11562232618710695,0.12854638235316476,-0.0029890005057322117,-0.005033271198822111,-0.0011265549371516658,1.0413373492767506,0.9890037231287898,1.0982726882491924,-0.017220313699596312,-0.03459155879191581,-0.0005317725469589135,246.88608274756652,154.3545018882359,378.2773962724418,2.367405472878545,-9.914467001339059,19.4460664657716,0.7549407670749964,0.682157989206897,0.8384234063627541,0.046554526305748745,-0.01811830692167316,0.10730884324032852,1.0413373492767506,246.88608274756652,0.7549407670749964
