pt_status,probe_status,quadrant,source_dataset,target_dataset,probe_fitted_on,wd_selected_on,tunnel_defined_on,l_start_sustained,val_selected_layer,final_reference,quantile_set,readout,probe_family,probe_protocol_version,val_selected_layer_label,quantile_loss_at_selected,quantile_loss_at_reference,mase_at_selected,mase_at_reference,transfer_gap,relative_regret_at_selected_supp,n_test_windows,n_test_clusters
PT-ID,Probe-OOD,PT-ID / Probe-OOD,boom_hourly,monash_electricity_hourly,boom_hourly,boom_hourly:validation,boom_hourly:validation,13,13,L12+LN,q1,fslot,shared_linear,v2,L12+LN,0.326771,0.326771,1.176642,1.176642,,0.017903,262,262
PT-ID,Probe-OOD,PT-ID / Probe-OOD,boom_hourly,uber_tlc_hourly,boom_hourly,boom_hourly:validation,boom_hourly:validation,13,13,L12+LN,q1,fslot,shared_linear,v2,L12+LN,0.491124,0.491124,0.977352,0.977352,,0.0,262,262
PT-ID,Probe-OOD,PT-ID / Probe-OOD,boom_hourly,m4_hourly,boom_hourly,boom_hourly:validation,boom_hourly:validation,13,13,L12+LN,q1,fslot,shared_linear,v2,L12+LN,0.273571,0.273571,3.193643,3.193643,,0.0,262,262
PT-ID,Probe-OOD,PT-ID / Probe-OOD,boom_hourly,wind_farms_hourly,boom_hourly,boom_hourly:validation,boom_hourly:validation,13,13,L12+LN,q1,fslot,shared_linear,v2,L12+LN,0.417265,0.417265,4.809828,4.809828,,0.034554,262,262
PT-OOD,Probe-OOD,PT-OOD / Probe-OOD,boom_hourly,sg_carpark,boom_hourly,boom_hourly:validation,boom_hourly:validation,13,13,L12+LN,q1,fslot,shared_linear,v2,L12+LN,0.281037,0.281037,0.984638,0.984638,,0.039454,354,354
PT-OOD,Probe-OOD,PT-OOD / Probe-OOD,boom_hourly,coastal_ts,boom_hourly,boom_hourly:validation,boom_hourly:validation,13,13,L12+LN,q1,fslot,shared_linear,v2,L12+LN,0.539522,0.539522,1.299547,1.299547,,0.010244,48,24
PT-OOD,Probe-ID,PT-OOD / Probe-ID,boom_hourly,boom_hourly,boom_hourly,boom_hourly:validation,boom_hourly:validation,13,13,L12+LN,q1,fslot,shared_linear,v2,L12+LN,0.314844,0.314844,1.245518,1.245518,,0.008636,354,354
