model,dataset,display_name,role,domain,freq,seasonal_m,provenance_status,provenance_evidence_scope,layer,point_index,point_type,relative_depth,relative_position,kind,train_loss,val_loss,test_loss,test_loss_ci_lo,test_loss_ci_hi,test_mase,test_mae,test_wql,weight_decay,is_tunnel_entrance,is_reference_point,effective_rank_train_headline,normalized_effective_rank_train_headline,native_loss,native_mase
chronos2,m4_hourly,M4,primary,mixed hourly,1H,24,pretraining_exposed,exact_dataset,L12+LN,13,head_input_diagnostic,,,final_norm,0.07816247144444088,0.09057644714835945,0.09903551601157844,0.09295800698899756,0.10549460704196671,2.5055465208022913,325.4890738753349,0.4947051405203075,45.0,False,False,,,0.06638680642847512,0.9289487357509286
chronos2,monash_electricity_hourly,Electricity,primary,energy,1H,24,pretraining_exposed,exact_dataset,L12+LN,13,head_input_diagnostic,,,final_norm,0.0899676440104607,0.08163493149380648,0.11398394875057781,0.107504627496388,0.12104052802732655,0.9863408957473264,246.68154338950072,0.756014740640376,3.0,False,False,,,0.09895731385362705,0.836189238049318
chronos2,uber_tlc_hourly,Uber TLC,primary,transport / ride demand,1H,24,pretraining_exposed,source_family,L12+LN,13,head_input_diagnostic,,,final_norm,0.15935927538075612,0.15667274574400814,0.1759469696526764,0.16947648821874942,0.18234590012473514,0.9027709240624326,5.03378523077821,2.1322152576772506,45.0,False,False,,,0.16527190507244752,0.8060061844402894
chronos2,wind_farms_hourly,Wind Farms,primary,renewable generation,1H,24,pretraining_exposed,exact_dataset,L12+LN,13,head_input_diagnostic,,,final_norm,0.13769925127294946,0.14917358482356063,0.15581039672020738,0.13991157480120972,0.17248899818785515,4.617376178764328,15.988648747524708,1.6008034589003362,45.0,False,False,,,0.13527465271037017,4.3542799551847065
chronos2,sg_carpark,SG Carpark,primary,transport / parking,1H(agg),24,not_listed,exact_dataset,L12+LN,13,head_input_diagnostic,,,final_norm,0.10124182703783215,0.09618816201675073,0.09657789165901262,0.0894675367509178,0.10454238626769201,0.7640802324756155,11.523464300552115,0.36634663107870735,10.0,False,False,,,0.07320929818923486,0.5977898889598999
chronos2,coastal_ts,Coastal T-S,primary,nature / oceanography,1H,24,not_listed,exact_dataset,L12+LN,13,head_input_diagnostic,,,final_norm,0.17655755589893848,0.20654358000804982,0.19594381493516266,0.16952915224634732,0.2233398926521962,1.199296980539457,0.3106581361790413,0.0767388062878495,30.0,False,False,,,0.19243897823616862,1.1274563050077802
chronos2,boom_hourly,BOOM,primary,cloud observability,1H,24,not_listed,benchmark_exclusion,L12+LN,13,head_input_diagnostic,,,final_norm,0.1538043064860309,0.10743867055023626,0.12379290558145208,0.11344916553770608,0.1343489355049859,1.1894028304618451,0.3557020063832656,3.4141003697765706,65.0,False,False,,,0.1062024807498105,0.9436372748392822
chronos2,LOOP_SEATTLE_5T,Loop Seattle,primary,road speed,5min,288,explicitly_held_out,benchmark_exclusion,L12+LN,13,head_input_diagnostic,,,final_norm,0.17749739749359777,0.18188013254401794,0.16895810264439984,0.15804401388576694,0.17995819618733497,1.1810828643309437,5.206999119737342,0.6253860244881271,45.0,False,False,,,0.18841547164923816,1.2865068302940506
chronos2,electricity_15min,Electricity 15min,control,energy,15min,96,pretraining_exposed,source_level,L12+LN,13,head_input_diagnostic,,,final_norm,0.10244934663171192,0.09841133322822683,0.1599371440296296,0.14865054999449723,0.17213308500101118,1.3961891329695322,93.32815101318671,1.2107434349983117,30.0,False,False,,,0.1460116737404881,1.2667803585358441
chronos2,SZ_TAXI_15T,SZ Taxi,primary,road speed,15min,96,explicitly_held_out,benchmark_exclusion,L12+LN,13,head_input_diagnostic,,,final_norm,0.20682600140571594,0.21923543319392663,0.23753135493741587,0.228063965215085,0.24894019057854816,0.7926937003053768,2.773364131359237,1.8181881740607477,65.0,False,False,,,0.23294557592807671,0.7733281950337813
chronos2,monash_london_smart_meters,London Smart Meters,primary,residential energy,30min,48,pretraining_exposed,exact_dataset,L12+LN,13,head_input_diagnostic,,,final_norm,0.15354177543901473,0.15223202426413088,0.1439710288159265,0.1373991102165052,0.15061571139465477,0.8301917180840294,0.09234833449086265,3.3339004796374616,30.0,False,False,,,0.1321126546467235,0.7762674154725767
chronos2,m5,M5,primary,retail,1D,7,explicitly_held_out,benchmark_exclusion,L12+LN,13,head_input_diagnostic,,,final_norm,0.19977197348750816,0.2107022438795512,0.21760221717182462,0.20949662256744186,0.22583273838643866,1.068759910102807,1.0403792178281726,5.280683915899446,45.0,False,False,,,0.19601279744018182,0.9809678116775947
chronos2,wiki_daily_100k,Wiki Daily,primary,web traffic,1D,7,pretraining_exposed,exact_dataset,L12+LN,13,head_input_diagnostic,,,final_norm,0.17363545774259048,0.17267691208945432,0.1806426089086378,0.17028904413584023,0.19136724086862256,0.8423152478511982,40.57407598510648,2.1861078454357634,45.0,False,False,,,0.17472419494457314,0.7975885759832922
chronos2,monash_traffic,Traffic,primary,road volume,1H,24,undocumented,source_family,L12+LN,13,head_input_diagnostic,,,final_norm,0.07588310167861506,0.08343519432512858,0.07715939468782367,0.07284957554674786,0.08141218693891383,0.6244056691650911,0.010683490686340655,1.8290738559047026,30.0,False,False,,,0.06062586568180429,0.4892326155438858
tirex,m4_hourly,M4,primary,mixed hourly,1H,24,undocumented,source_family,L12+RMS,13,head_input_diagnostic,,,final_norm,0.06061561405658722,0.0892325185580563,0.10897964881804154,0.09894440368027604,0.11975319372518485,1.556753136521596,313.0871243933053,0.4485849286917658,3.0,False,False,,,0.08313329270436563,0.8115398543446835
tirex,monash_electricity_hourly,Electricity,primary,energy,1H,24,undocumented,source_family,L12+RMS,13,head_input_diagnostic,,,final_norm,0.09305763989686966,0.10096476844135131,0.1519131691884676,0.14268827730619155,0.16246429534756954,1.0040281958243804,256.2205396842563,0.758196201490464,10.0,False,False,,,0.12521859609836514,0.8125547099156809
tirex,uber_tlc_hourly,Uber TLC,primary,transport / ride demand,1H,24,undocumented,source_family,L12+RMS,13,head_input_diagnostic,,,final_norm,0.1913171261548996,0.191359251062208,0.2430937081390551,0.23347103218050347,0.2526978185606537,0.8621482912197036,4.911470369601884,2.080667836718201,10.0,False,False,,,0.2316172328090672,0.8021043372682952
tirex,wind_farms_hourly,Wind Farms,primary,renewable generation,1H,24,undocumented,source_family,L12+RMS,13,head_input_diagnostic,,,final_norm,11.955171585083008,0.18572006308836222,0.5835196546826312,0.16109853997339588,1.4041065263344181,4.444617687650775,13.913947763192834,1.4064476828896562,10.0,False,False,,,0.5669503775440251,4.29954133505581
tirex,sg_carpark,SG Carpark,primary,transport / parking,1H(agg),24,undocumented,source_family,L12+RMS,13,head_input_diagnostic,,,final_norm,0.1031898558139801,0.12382406638251187,0.11634276729434898,0.10358887350523455,0.13067514107267944,0.6915618996264857,10.682326614991307,0.31493581131236825,10.0,False,False,,,0.1077615816677568,0.6503373497883956
tirex,coastal_ts,Coastal T-S,primary,nature / oceanography,1H,24,undocumented,source_family,L12+RMS,13,head_input_diagnostic,,,final_norm,0.2525921165943146,0.28975523822009563,0.2858394129822652,0.24420036911421145,0.33068893863043436,1.1962428869516413,0.3141932957399255,0.07908568240915381,45.0,False,False,,,0.27120972824438166,1.1318211957477553
tirex,boom_hourly,BOOM,primary,cloud observability,1H,24,undocumented,source_family,L12+RMS,13,head_input_diagnostic,,,final_norm,10.76634693145752,0.1568050439585274,0.20172691528585418,0.15593171177049153,0.26384608425025036,1.0697681401221109,0.32207538276470654,3.107167626302573,10.0,False,False,,,0.18503368223506278,0.9384848774585556
tirex,LOOP_SEATTLE_5T,Loop Seattle,primary,road speed,5min,288,undocumented,source_family,L12+RMS,13,head_input_diagnostic,,,final_norm,0.2690459191799164,0.26227514623515025,0.2083798770487081,0.19225898241510486,0.2258403191744627,1.0713735556753528,4.737994998754166,0.5570955727504735,90.0,False,False,,,0.22953103609269357,1.20304473467509
