model,quantity,m4_hourly,monash_electricity_hourly,uber_tlc_hourly,wind_farms_hourly,sg_carpark,coastal_ts,boom_hourly,LOOP_SEATTLE_5T,electricity_15min,SZ_TAXI_15T,monash_london_smart_meters,m5,wiki_daily_100k,monash_traffic
chronos2,normalized_tunnel_entrance_sustained_0.02 (block_index/num_blocks),0.9166666666666666,0.9166666666666666,0.4166666666666667,0.9166666666666666,0.9166666666666666,0.25,0.3333333333333333,0.6666666666666666,0.9166666666666666,0.3333333333333333,0.4166666666666667,0.08333333333333333,0.25,1.0
chronos2,tunnel_entrance_representation_label_sustained_0.02,L11,L11,L5,L11,L11,L3,L4,L8,L11,L4,L5,L1,L3,L12
chronos2,tunnel_entrance_relative_position_sustained_0.02,0.9166666666666666,0.9166666666666666,0.4166666666666667,0.9166666666666666,0.9166666666666666,0.25,0.3333333333333333,0.6666666666666666,0.9166666666666666,0.3333333333333333,0.4166666666666667,0.08333333333333333,0.25,1.0
timesfm3,normalized_tunnel_entrance_sustained_0.02 (block_index/num_blocks),1.0,0.8,0.65,0.75,0.65,0.9,0.0,0.75,0.55,0.25,0.05,0.05,0.1,0.75
timesfm3,tunnel_entrance_representation_label_sustained_0.02,L20,L16,L13,L15,L13,L18,Emb,L15,L11,L5,L1,L1,L2,L15
timesfm3,tunnel_entrance_relative_position_sustained_0.02,1.0,0.8,0.65,0.75,0.65,0.9,0.0,0.75,0.55,0.25,0.05,0.05,0.1,0.75
tirex,normalized_tunnel_entrance_sustained_0.02 (block_index/num_blocks),1.0,0.9166666666666666,0.9166666666666666,0.9166666666666666,1.0,0.3333333333333333,0.9166666666666666,0.8333333333333334,0.8333333333333334,0.5833333333333334,0.9166666666666666,0.08333333333333333,0.6666666666666666,1.0
tirex,tunnel_entrance_representation_label_sustained_0.02,L12,L11,L11,L11,L12,L4,L11,L10,L10,L7,L11,L1,L8,L12
tirex,tunnel_entrance_relative_position_sustained_0.02,1.0,0.9166666666666666,0.9166666666666666,0.9166666666666666,1.0,0.3333333333333333,0.9166666666666666,0.8333333333333334,0.8333333333333334,0.5833333333333334,0.9166666666666666,0.08333333333333333,0.6666666666666666,1.0
