model,dataset,display_name,geometry_variant,split,estimator,n_rows,feature_dim,null_floor_mean,null_floor_std,is_headline_estimator,is_headline_variant,axis,path,n_layers,labels,mean_offdiagonal_cka,mean_offdiagonal_above_null_floor,is_main_depth_axis
chronos2,monash_london_smart_meters,London Smart Meters,headline,train,biased,5576,768,0.12113063441645482,0.00010700497005963949,False,True,with_head_input,chronos2/monash_london_smart_meters/cka/cka_biased_headline_train__with_head_input.npy,14,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L12+LN,,,False
chronos2,m5,M5,headline,test,unbiased,1048,768,-0.0005751386439914921,0.0006258737704098962,True,True,block_depth,chronos2/m5/cka/cka_unbiased_headline_test.npy,13,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12,0.719043858226697,0.7196189968706885,True
chronos2,m5,M5,headline,test,unbiased,1048,768,-0.0005751386439914921,0.0006258737704098962,True,True,with_head_input,chronos2/m5/cka/cka_unbiased_headline_test__with_head_input.npy,14,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L12+LN,,,False
chronos2,m5,M5,headline,test,biased,1048,768,0.42245083015627105,0.0003112403271044692,False,True,block_depth,chronos2/m5/cka/cka_biased_headline_test.npy,13,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12,0.7181564761400784,0.29570564598380733,True
chronos2,m5,M5,headline,test,biased,1048,768,0.42245083015627105,0.0003112403271044692,False,True,with_head_input,chronos2/m5/cka/cka_biased_headline_test__with_head_input.npy,14,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L12+LN,,,False
chronos2,m5,M5,headline,train,unbiased,5576,768,7.878205272831606e-05,9.573102634171853e-05,True,True,block_depth,chronos2/m5/cka/cka_unbiased_headline_train.npy,13,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12,0.7040660190230941,0.7039872369703658,True
chronos2,m5,M5,headline,train,unbiased,5576,768,7.878205272831606e-05,9.573102634171853e-05,True,True,with_head_input,chronos2/m5/cka/cka_unbiased_headline_train__with_head_input.npy,14,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L12+LN,,,False
chronos2,m5,M5,headline,train,biased,5576,768,0.12113063441645482,0.00010700497005963949,False,True,block_depth,chronos2/m5/cka/cka_biased_headline_train.npy,13,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12,0.7035865960882378,0.582455961671783,True
chronos2,m5,M5,headline,train,biased,5576,768,0.12113063441645482,0.00010700497005963949,False,True,with_head_input,chronos2/m5/cka/cka_biased_headline_train__with_head_input.npy,14,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L12+LN,,,False
chronos2,wiki_daily_100k,Wiki Daily,headline,test,unbiased,1048,768,-0.0005751386439914921,0.0006258737704098962,True,True,block_depth,chronos2/wiki_daily_100k/cka/cka_unbiased_headline_test.npy,13,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12,0.667302109430478,0.6678772480744695,True
chronos2,wiki_daily_100k,Wiki Daily,headline,test,unbiased,1048,768,-0.0005751386439914921,0.0006258737704098962,True,True,with_head_input,chronos2/wiki_daily_100k/cka/cka_unbiased_headline_test__with_head_input.npy,14,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L12+LN,,,False
chronos2,wiki_daily_100k,Wiki Daily,headline,test,biased,1048,768,0.42245083015627105,0.0003112403271044692,False,True,block_depth,chronos2/wiki_daily_100k/cka/cka_biased_headline_test.npy,13,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12,0.6679176979386136,0.2454668677823425,True
chronos2,wiki_daily_100k,Wiki Daily,headline,test,biased,1048,768,0.42245083015627105,0.0003112403271044692,False,True,with_head_input,chronos2/wiki_daily_100k/cka/cka_biased_headline_test__with_head_input.npy,14,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L12+LN,,,False
chronos2,wiki_daily_100k,Wiki Daily,headline,train,unbiased,5576,768,7.878205272831606e-05,9.573102634171853e-05,True,True,block_depth,chronos2/wiki_daily_100k/cka/cka_unbiased_headline_train.npy,13,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12,0.6594210103751521,0.6593422283224238,True
chronos2,wiki_daily_100k,Wiki Daily,headline,train,unbiased,5576,768,7.878205272831606e-05,9.573102634171853e-05,True,True,with_head_input,chronos2/wiki_daily_100k/cka/cka_unbiased_headline_train__with_head_input.npy,14,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L12+LN,,,False
chronos2,wiki_daily_100k,Wiki Daily,headline,train,biased,5576,768,0.12113063441645482,0.00010700497005963949,False,True,block_depth,chronos2/wiki_daily_100k/cka/cka_biased_headline_train.npy,13,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12,0.6596445269058078,0.538513892489353,True
chronos2,wiki_daily_100k,Wiki Daily,headline,train,biased,5576,768,0.12113063441645482,0.00010700497005963949,False,True,with_head_input,chronos2/wiki_daily_100k/cka/cka_biased_headline_train__with_head_input.npy,14,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L12+LN,,,False
chronos2,monash_traffic,Traffic,headline,test,unbiased,1048,768,-0.0005751386439914921,0.0006258737704098962,True,True,block_depth,chronos2/monash_traffic/cka/cka_unbiased_headline_test.npy,13,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12,0.7221887420793974,0.7227638807233889,True
chronos2,monash_traffic,Traffic,headline,test,unbiased,1048,768,-0.0005751386439914921,0.0006258737704098962,True,True,with_head_input,chronos2/monash_traffic/cka/cka_unbiased_headline_test__with_head_input.npy,14,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L12+LN,,,False
chronos2,monash_traffic,Traffic,headline,test,biased,1048,768,0.42245083015627105,0.0003112403271044692,False,True,block_depth,chronos2/monash_traffic/cka/cka_biased_headline_test.npy,13,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12,0.7228267319361844,0.30037590177991336,True
chronos2,monash_traffic,Traffic,headline,test,biased,1048,768,0.42245083015627105,0.0003112403271044692,False,True,with_head_input,chronos2/monash_traffic/cka/cka_biased_headline_test__with_head_input.npy,14,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L12+LN,,,False
chronos2,monash_traffic,Traffic,headline,train,unbiased,5576,768,7.878205272831606e-05,9.573102634171853e-05,True,True,block_depth,chronos2/monash_traffic/cka/cka_unbiased_headline_train.npy,13,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12,0.62327447695136,0.6231956948986317,True
chronos2,monash_traffic,Traffic,headline,train,unbiased,5576,768,7.878205272831606e-05,9.573102634171853e-05,True,True,with_head_input,chronos2/monash_traffic/cka/cka_unbiased_headline_train__with_head_input.npy,14,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L12+LN,,,False
chronos2,monash_traffic,Traffic,headline,train,biased,5576,768,0.12113063441645482,0.00010700497005963949,False,True,block_depth,chronos2/monash_traffic/cka/cka_biased_headline_train.npy,13,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12,0.6235863021290086,0.5024556677125538,True
chronos2,monash_traffic,Traffic,headline,train,biased,5576,768,0.12113063441645482,0.00010700497005963949,False,True,with_head_input,chronos2/monash_traffic/cka/cka_biased_headline_train__with_head_input.npy,14,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L12+LN,,,False
timesfm3,monash_electricity_hourly,Electricity,headline,test,unbiased,262,1280,0.0033159827594816064,0.003989965507240931,True,True,block_depth,timesfm3/monash_electricity_hourly/cka/cka_unbiased_headline_test.npy,21,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L13|L14|L15|L16|L17|L18|L19|L20,0.7827666333437021,0.7794506505842205,True
timesfm3,monash_electricity_hourly,Electricity,headline,test,biased,262,1280,0.8304606782265673,0.0006649903837003008,False,True,block_depth,timesfm3/monash_electricity_hourly/cka/cka_biased_headline_test.npy,21,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L13|L14|L15|L16|L17|L18|L19|L20,0.7926387406709063,-0.03782193755566099,True
timesfm3,monash_electricity_hourly,Electricity,headline,train,unbiased,1394,1280,0.0004902292214002357,0.0005379021492911964,True,True,block_depth,timesfm3/monash_electricity_hourly/cka/cka_unbiased_headline_train.npy,21,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L13|L14|L15|L16|L17|L18|L19|L20,0.7129321473258455,0.7124419181044453,True
timesfm3,monash_electricity_hourly,Electricity,headline,train,biased,1394,1280,0.4789395362640259,7.806851082607157e-05,False,True,block_depth,timesfm3/monash_electricity_hourly/cka/cka_biased_headline_train.npy,21,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L13|L14|L15|L16|L17|L18|L19|L20,0.7152871562253229,0.236347619961297,True
timesfm3,uber_tlc_hourly,Uber TLC,headline,test,unbiased,262,1280,0.0033159827594816064,0.003989965507240931,True,True,block_depth,timesfm3/uber_tlc_hourly/cka/cka_unbiased_headline_test.npy,21,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L13|L14|L15|L16|L17|L18|L19|L20,0.6858671871619744,0.6825512044024927,True
timesfm3,uber_tlc_hourly,Uber TLC,headline,test,biased,262,1280,0.8304606782265673,0.0006649903837003008,False,True,block_depth,timesfm3/uber_tlc_hourly/cka/cka_biased_headline_test.npy,21,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L13|L14|L15|L16|L17|L18|L19|L20,0.7000266483836001,-0.13043402984296726,True
timesfm3,uber_tlc_hourly,Uber TLC,headline,train,unbiased,1394,1280,0.0004902292214002357,0.0005379021492911964,True,True,block_depth,timesfm3/uber_tlc_hourly/cka/cka_unbiased_headline_train.npy,21,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L13|L14|L15|L16|L17|L18|L19|L20,0.5893674182473974,0.5888771890259972,True
timesfm3,uber_tlc_hourly,Uber TLC,headline,train,biased,1394,1280,0.4789395362640259,7.806851082607157e-05,False,True,block_depth,timesfm3/uber_tlc_hourly/cka/cka_biased_headline_train.npy,21,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L13|L14|L15|L16|L17|L18|L19|L20,0.5960162022800869,0.11707666601606098,True
timesfm3,wind_farms_hourly,Wind Farms,headline,test,unbiased,262,1280,0.0033159827594816064,0.003989965507240931,True,True,block_depth,timesfm3/wind_farms_hourly/cka/cka_unbiased_headline_test.npy,21,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L13|L14|L15|L16|L17|L18|L19|L20,0.6670685849107509,0.6637526021512693,True
timesfm3,wind_farms_hourly,Wind Farms,headline,test,biased,262,1280,0.8304606782265673,0.0006649903837003008,False,True,block_depth,timesfm3/wind_farms_hourly/cka/cka_biased_headline_test.npy,21,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L13|L14|L15|L16|L17|L18|L19|L20,0.6822335736494173,-0.14822710457715005,True
timesfm3,wind_farms_hourly,Wind Farms,headline,train,unbiased,1394,1280,0.0004902292214002357,0.0005379021492911964,True,True,block_depth,timesfm3/wind_farms_hourly/cka/cka_unbiased_headline_train.npy,21,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L13|L14|L15|L16|L17|L18|L19|L20,0.5893828812963977,0.5888926520749975,True
timesfm3,wind_farms_hourly,Wind Farms,headline,train,biased,1394,1280,0.4789395362640259,7.806851082607157e-05,False,True,block_depth,timesfm3/wind_farms_hourly/cka/cka_biased_headline_train.npy,21,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L13|L14|L15|L16|L17|L18|L19|L20,0.5632874504274867,0.08434791416346082,True
timesfm3,sg_carpark,SG Carpark,headline,test,unbiased,354,1280,-0.0040875599185304515,0.003721598439250933,True,True,block_depth,timesfm3/sg_carpark/cka/cka_unbiased_headline_test.npy,21,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L13|L14|L15|L16|L17|L18|L19|L20,0.7862253239719874,0.7903128838905179,True
timesfm3,sg_carpark,SG Carpark,headline,test,biased,354,1280,0.7823528117326921,0.0016607470255227772,False,True,block_depth,timesfm3/sg_carpark/cka/cka_biased_headline_test.npy,21,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L13|L14|L15|L16|L17|L18|L19|L20,0.791408522990144,0.00905571125745186,True
timesfm3,sg_carpark,SG Carpark,headline,train,unbiased,1394,1280,0.0004902292214002357,0.0005379021492911964,True,True,block_depth,timesfm3/sg_carpark/cka/cka_unbiased_headline_train.npy,21,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L13|L14|L15|L16|L17|L18|L19|L20,0.6762461576899524,0.6757559284685523,True
timesfm3,sg_carpark,SG Carpark,headline,train,biased,1394,1280,0.4789395362640259,7.806851082607157e-05,False,True,block_depth,timesfm3/sg_carpark/cka/cka_biased_headline_train.npy,21,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L13|L14|L15|L16|L17|L18|L19|L20,0.678953529672747,0.2000139934087211,True
timesfm3,coastal_ts,Coastal T-S,headline,test,unbiased,48,1280,0.003482683379729455,0.018461328889668616,True,True,block_depth,timesfm3/coastal_ts/cka/cka_unbiased_headline_test.npy,21,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L13|L14|L15|L16|L17|L18|L19|L20,0.5554493262604988,0.5519666428807694,True
timesfm3,coastal_ts,Coastal T-S,headline,test,biased,48,1280,0.964554901443584,0.0009289373098283834,False,True,block_depth,timesfm3/coastal_ts/cka/cka_biased_headline_test.npy,21,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L13|L14|L15|L16|L17|L18|L19|L20,0.6870147540773281,-0.2775401473662559,True
timesfm3,coastal_ts,Coastal T-S,headline,train,unbiased,1394,1280,0.0004902292214002357,0.0005379021492911964,True,True,block_depth,timesfm3/coastal_ts/cka/cka_unbiased_headline_train.npy,21,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L13|L14|L15|L16|L17|L18|L19|L20,0.57118303422124,0.5706928049998398,True
timesfm3,coastal_ts,Coastal T-S,headline,train,biased,1394,1280,0.4789395362640259,7.806851082607157e-05,False,True,block_depth,timesfm3/coastal_ts/cka/cka_biased_headline_train.npy,21,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L13|L14|L15|L16|L17|L18|L19|L20,0.5787986419889972,0.09985910572497131,True
timesfm3,boom_hourly,BOOM,headline,test,unbiased,354,1280,-0.0040875599185304515,0.003721598439250933,True,True,block_depth,timesfm3/boom_hourly/cka/cka_unbiased_headline_test.npy,21,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L13|L14|L15|L16|L17|L18|L19|L20,0.5476898169093283,0.5517773768278588,True
timesfm3,boom_hourly,BOOM,headline,test,biased,354,1280,0.7823528117326921,0.0016607470255227772,False,True,block_depth,timesfm3/boom_hourly/cka/cka_biased_headline_test.npy,21,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L13|L14|L15|L16|L17|L18|L19|L20,0.5537824804531686,-0.22857033127952353,True
timesfm3,boom_hourly,BOOM,headline,train,unbiased,1394,1280,0.0004902292214002357,0.0005379021492911964,True,True,block_depth,timesfm3/boom_hourly/cka/cka_unbiased_headline_train.npy,21,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L13|L14|L15|L16|L17|L18|L19|L20,0.5446920634011954,0.5442018341797952,True
timesfm3,boom_hourly,BOOM,headline,train,biased,1394,1280,0.4789395362640259,7.806851082607157e-05,False,True,block_depth,timesfm3/boom_hourly/cka/cka_biased_headline_train.npy,21,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L13|L14|L15|L16|L17|L18|L19|L20,0.5576897927298443,0.0787502564658184,True
timesfm3,LOOP_SEATTLE_5T,Loop Seattle,headline,test,unbiased,262,1280,0.0033159827594816064,0.003989965507240931,True,True,block_depth,timesfm3/LOOP_SEATTLE_5T/cka/cka_unbiased_headline_test.npy,21,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L13|L14|L15|L16|L17|L18|L19|L20,0.7717065190005753,0.7683905362410937,True
timesfm3,LOOP_SEATTLE_5T,Loop Seattle,headline,test,biased,262,1280,0.8304606782265673,0.0006649903837003008,False,True,block_depth,timesfm3/LOOP_SEATTLE_5T/cka/cka_biased_headline_test.npy,21,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L13|L14|L15|L16|L17|L18|L19|L20,0.7805506867970794,-0.04990999142948793,True
timesfm3,LOOP_SEATTLE_5T,Loop Seattle,headline,train,unbiased,1394,1280,0.0004902292214002357,0.0005379021492911964,True,True,block_depth,timesfm3/LOOP_SEATTLE_5T/cka/cka_unbiased_headline_train.npy,21,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L13|L14|L15|L16|L17|L18|L19|L20,0.643455615064249,0.6429653858428488,True
timesfm3,LOOP_SEATTLE_5T,Loop Seattle,headline,train,biased,1394,1280,0.4789395362640259,7.806851082607157e-05,False,True,block_depth,timesfm3/LOOP_SEATTLE_5T/cka/cka_biased_headline_train.npy,21,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L13|L14|L15|L16|L17|L18|L19|L20,0.6485149781423827,0.16957544187835677,True
timesfm3,electricity_15min,Electricity 15min,headline,test,unbiased,262,1280,0.0033159827594816064,0.003989965507240931,True,True,block_depth,timesfm3/electricity_15min/cka/cka_unbiased_headline_test.npy,21,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L13|L14|L15|L16|L17|L18|L19|L20,0.811216690864323,0.8079007081048414,True
timesfm3,electricity_15min,Electricity 15min,headline,test,biased,262,1280,0.8304606782265673,0.0006649903837003008,False,True,block_depth,timesfm3/electricity_15min/cka/cka_biased_headline_test.npy,21,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L13|L14|L15|L16|L17|L18|L19|L20,0.8179493982248982,-0.012511280001669123,True
timesfm3,electricity_15min,Electricity 15min,headline,train,unbiased,1394,1280,0.0004902292214002357,0.0005379021492911964,True,True,block_depth,timesfm3/electricity_15min/cka/cka_unbiased_headline_train.npy,21,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L13|L14|L15|L16|L17|L18|L19|L20,0.7668472599761499,0.7663570307547497,True
timesfm3,electricity_15min,Electricity 15min,headline,train,biased,1394,1280,0.4789395362640259,7.806851082607157e-05,False,True,block_depth,timesfm3/electricity_15min/cka/cka_biased_headline_train.npy,21,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L13|L14|L15|L16|L17|L18|L19|L20,0.7685772542594219,0.289637717995396,True
timesfm3,SZ_TAXI_15T,SZ Taxi,headline,test,unbiased,156,1280,-0.00985630374014283,0.008713157131463749,True,True,block_depth,timesfm3/SZ_TAXI_15T/cka/cka_unbiased_headline_test.npy,21,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L13|L14|L15|L16|L17|L18|L19|L20,0.5685374312945866,0.5783937350347294,True
timesfm3,SZ_TAXI_15T,SZ Taxi,headline,test,biased,156,1280,0.8903678419040926,0.0006294264754116725,False,True,block_depth,timesfm3/SZ_TAXI_15T/cka/cka_biased_headline_test.npy,21,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L13|L14|L15|L16|L17|L18|L19|L20,0.612536654435246,-0.2778311874688466,True
timesfm3,SZ_TAXI_15T,SZ Taxi,headline,train,unbiased,1394,1280,0.0004902292214002357,0.0005379021492911964,True,True,block_depth,timesfm3/SZ_TAXI_15T/cka/cka_unbiased_headline_train.npy,21,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L13|L14|L15|L16|L17|L18|L19|L20,0.5415039545913075,0.5410137253699073,True
timesfm3,SZ_TAXI_15T,SZ Taxi,headline,train,biased,1394,1280,0.4789395362640259,7.806851082607157e-05,False,True,block_depth,timesfm3/SZ_TAXI_15T/cka/cka_biased_headline_train.npy,21,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L13|L14|L15|L16|L17|L18|L19|L20,0.5484753568746084,0.06953582061058244,True
timesfm3,monash_london_smart_meters,London Smart Meters,headline,test,unbiased,262,1280,0.0033159827594816064,0.003989965507240931,True,True,block_depth,timesfm3/monash_london_smart_meters/cka/cka_unbiased_headline_test.npy,21,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L13|L14|L15|L16|L17|L18|L19|L20,0.5778172789823591,0.5745012962228775,True
timesfm3,monash_london_smart_meters,London Smart Meters,headline,test,biased,262,1280,0.8304606782265673,0.0006649903837003008,False,True,block_depth,timesfm3/monash_london_smart_meters/cka/cka_biased_headline_test.npy,21,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L13|L14|L15|L16|L17|L18|L19|L20,0.6245709628719174,-0.20588971535464995,True
timesfm3,monash_london_smart_meters,London Smart Meters,headline,train,unbiased,1394,1280,0.0004902292214002357,0.0005379021492911964,True,True,block_depth,timesfm3/monash_london_smart_meters/cka/cka_unbiased_headline_train.npy,21,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L13|L14|L15|L16|L17|L18|L19|L20,0.5961093014781872,0.595619072256787,True
timesfm3,monash_london_smart_meters,London Smart Meters,headline,train,biased,1394,1280,0.4789395362640259,7.806851082607157e-05,False,True,block_depth,timesfm3/monash_london_smart_meters/cka/cka_biased_headline_train.npy,21,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L13|L14|L15|L16|L17|L18|L19|L20,0.6043810482513738,0.12544151198734793,True
timesfm3,m5,M5,headline,test,unbiased,262,1280,0.0033159827594816064,0.003989965507240931,True,True,block_depth,timesfm3/m5/cka/cka_unbiased_headline_test.npy,21,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L13|L14|L15|L16|L17|L18|L19|L20,0.5677436348671934,0.5644276521077117,True
timesfm3,m5,M5,headline,test,biased,262,1280,0.8304606782265673,0.0006649903837003008,False,True,block_depth,timesfm3/m5/cka/cka_biased_headline_test.npy,21,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L13|L14|L15|L16|L17|L18|L19|L20,0.5938410833051454,-0.23661959492142193,True
timesfm3,m5,M5,headline,train,unbiased,1394,1280,0.0004902292214002357,0.0005379021492911964,True,True,block_depth,timesfm3/m5/cka/cka_unbiased_headline_train.npy,21,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L13|L14|L15|L16|L17|L18|L19|L20,0.5666570268491798,0.5661667976277797,True
timesfm3,m5,M5,headline,train,biased,1394,1280,0.4789395362640259,7.806851082607157e-05,False,True,block_depth,timesfm3/m5/cka/cka_biased_headline_train.npy,21,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L13|L14|L15|L16|L17|L18|L19|L20,0.5731413479795757,0.09420181171554981,True
timesfm3,wiki_daily_100k,Wiki Daily,headline,test,unbiased,262,1280,0.0033159827594816064,0.003989965507240931,True,True,block_depth,timesfm3/wiki_daily_100k/cka/cka_unbiased_headline_test.npy,21,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L13|L14|L15|L16|L17|L18|L19|L20,0.6244405593761665,0.6211245766166849,True
timesfm3,wiki_daily_100k,Wiki Daily,headline,test,biased,262,1280,0.8304606782265673,0.0006649903837003008,False,True,block_depth,timesfm3/wiki_daily_100k/cka/cka_biased_headline_test.npy,21,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L13|L14|L15|L16|L17|L18|L19|L20,0.6383993414117536,-0.19206133681481374,True
timesfm3,wiki_daily_100k,Wiki Daily,headline,train,unbiased,1394,1280,0.0004902292214002357,0.0005379021492911964,True,True,block_depth,timesfm3/wiki_daily_100k/cka/cka_unbiased_headline_train.npy,21,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L13|L14|L15|L16|L17|L18|L19|L20,0.6128648827736048,0.6123746535522047,True
timesfm3,wiki_daily_100k,Wiki Daily,headline,train,biased,1394,1280,0.4789395362640259,7.806851082607157e-05,False,True,block_depth,timesfm3/wiki_daily_100k/cka/cka_biased_headline_train.npy,21,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L13|L14|L15|L16|L17|L18|L19|L20,0.6160193879722794,0.1370798517082535,True
timesfm3,monash_traffic,Traffic,headline,test,unbiased,262,1280,0.0033159827594816064,0.003989965507240931,True,True,block_depth,timesfm3/monash_traffic/cka/cka_unbiased_headline_test.npy,21,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L13|L14|L15|L16|L17|L18|L19|L20,0.7650669168467611,0.7617509340872795,True
timesfm3,monash_traffic,Traffic,headline,test,biased,262,1280,0.8304606782265673,0.0006649903837003008,False,True,block_depth,timesfm3/monash_traffic/cka/cka_biased_headline_test.npy,21,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L13|L14|L15|L16|L17|L18|L19|L20,0.7737054891911349,-0.05675518903543242,True
timesfm3,monash_traffic,Traffic,headline,train,unbiased,1394,1280,0.0004902292214002357,0.0005379021492911964,True,True,block_depth,timesfm3/monash_traffic/cka/cka_unbiased_headline_train.npy,21,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L13|L14|L15|L16|L17|L18|L19|L20,0.6888139276324103,0.6883236984110102,True
timesfm3,monash_traffic,Traffic,headline,train,biased,1394,1280,0.4789395362640259,7.806851082607157e-05,False,True,block_depth,timesfm3/monash_traffic/cka/cka_biased_headline_train.npy,21,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L13|L14|L15|L16|L17|L18|L19|L20,0.6910413889037357,0.21210185263970976,True
tirex,m4_hourly,M4,pos0,test,unbiased,262,512,0.0009349510857923443,0.0013295209030434042,True,True,block_depth,tirex/m4_hourly/cka/cka_unbiased_pos0_test.npy,13,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12,0.91880939412332,0.9178744430375276,True
tirex,m4_hourly,M4,pos0,test,unbiased,262,512,0.0009349510857923443,0.0013295209030434042,True,True,with_head_input,tirex/m4_hourly/cka/cka_unbiased_pos0_test__with_head_input.npy,14,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12|L12+RMS,,,False
tirex,m4_hourly,M4,pos0,test,biased,262,512,0.661129511665416,0.0006940544160263476,False,True,block_depth,tirex/m4_hourly/cka/cka_biased_pos0_test.npy,13,Emb|L1|L2|L3|L4|L5|L6|L7|L8|L9|L10|L11|L12,0.9203231919029545,0.2591936802375385,True
