model,dataset,display_name,point_index,layer,kind,point_type,include_in_main_depth_axis,block_index,relative_depth,relative_position,is_tunnel_entrance,is_reference_point,is_native_readout,is_first_crossing_0.01,is_first_crossing_0.02,is_first_crossing_0.05,is_first_crossing_0.1,is_tunnel_entrance_0.01,is_tunnel_entrance_0.02,is_tunnel_entrance_0.05,is_tunnel_entrance_0.1,n_probe_params,test_loss,test_loss_ci_hi,test_loss_ci_lo,test_loss_delta_ci_hi,test_loss_delta_ci_lo,test_loss_delta_vs_last,test_loss_point,test_mae,test_mae_ci_hi,test_mae_ci_lo,test_mae_delta_ci_hi,test_mae_delta_ci_lo,test_mae_delta_vs_last,test_mae_point,test_mase,test_mase_ci_hi,test_mase_ci_lo,test_mase_delta_ci_hi,test_mase_delta_ci_lo,test_mase_delta_vs_last,test_mase_point,test_ratio_to_final,test_suffix_excursion,test_wql,test_wql_ci_hi,test_wql_ci_lo,test_wql_delta_ci_hi,test_wql_delta_ci_lo,test_wql_delta_vs_last,test_wql_point,train_loss,val_loss,val_ratio_to_final,val_suffix_excursion,wd_at_grid_max,wd_at_grid_min,weight_decay
chronos2,m4_hourly,M4,0,Emb,embedding,block_depth,True,0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,110736,0.2863358899609733,0.28989416506880794,0.2828990779063515,-0.18131682438178712,-0.19263498534213835,-0.18705102478559235,0.2863358899609733,910.4308315419806,1284.0406354439913,582.4739016245859,-358.95396017126774,-789.749251411272,-562.8577177594004,910.4308315419806,10.83645066590307,12.807303220836044,9.034021022164067,-6.705826827665157,-9.752020843261375,-8.157686073575679,10.83645066590307,2.883983268297515,1.883983268297515,1.246441709827969,1.3365495575421407,1.192151456491553,-0.6916915506969545,-0.811575302095834,-0.7422921021840769,1.246441709827969,0.2793122713415318,0.29523494344858725,3.207837462450762,2.207837462450762,True,False,90.0
chronos2,m4_hourly,M4,1,L1,block,block_depth,True,1,0.08333333333333333,0.08333333333333333,False,False,False,False,False,False,False,False,False,False,False,110736,0.19756452773363536,0.20533409896839894,0.19033174846420875,-0.09279334095576848,-0.10391184460755636,-0.0982796625582544,0.19756452773363536,636.248836540324,895.8908824871352,412.8639854549468,-194.06801471207675,-394.2812678994822,-288.6757227577437,636.248836540324,5.8123028332341296,6.858284944281692,4.900800731870473,-2.5520755961491073,-3.8274769479553123,-3.1335382409067374,5.8123028332341296,1.9898755705076405,0.9898755705076405,0.941907822246326,1.0375822544123054,0.8791018962356352,-0.40799761115712574,-0.4863436473782297,-0.4377582146024339,0.941907822246326,0.16281721079281106,0.2226796775828791,2.419497514531879,1.4194975145318791,False,False,0.1
chronos2,m4_hourly,M4,2,L2,block,block_depth,True,2,0.16666666666666666,0.16666666666666666,False,False,False,False,False,False,False,False,False,False,False,110736,0.12256940134324645,0.12994754604945485,0.11544489313720349,-0.018614390105691568,-0.02807805110017932,-0.023284536167865494,0.12256940134324645,401.4252715011128,577.7127209273144,251.19400986450708,-30.343364631029775,-80.521729075143,-53.85215771853251,401.4252715011128,2.8794923164250346,3.2490420429996703,2.5485138622703034,-0.11794908149295372,-0.28118487111652185,-0.2007277240976424,2.8794923164250346,1.234522513846745,0.23452251384674505,0.6122797639798939,0.6836740675533898,0.5528092682064126,-0.07289840228747398,-0.1396240175776709,-0.10813015633600187,0.6122797639798939,0.09606005619393616,0.12371622075731972,1.3442227502696307,0.3442227502696307,False,False,0.01
chronos2,m4_hourly,M4,3,L3,block,block_depth,True,3,0.25,0.25,False,False,False,False,False,False,False,False,False,False,False,110736,0.10989426478800428,0.11719414154636383,0.1029799047079051,-0.007217658372979811,-0.01402566883080276,-0.010609399612623319,0.10989426478800428,442.33210212046185,651.3096104169484,264.9355464101848,-42.30440999043646,-158.54198479408586,-94.75898833788159,442.33210212046185,2.7862569535161645,3.181979284646757,2.428321645730157,-0.04778249355134577,-0.17009451473414566,-0.10749236118877237,2.7862569535161645,1.1068581761568839,0.10685817615688387,0.6828437290366843,0.7513788507201314,0.6058032520298186,-0.11220107185142296,-0.2281576998940604,-0.17869412139279228,0.6828437290366843,0.08086808181636389,0.10196871101458109,1.1079279687207844,0.10792796872078436,False,False,1.0
chronos2,m4_hourly,M4,4,L4,block,block_depth,True,4,0.3333333333333333,0.3333333333333333,False,False,False,False,False,False,True,False,False,False,True,110736,0.10868429062703183,0.11569633567243644,0.10181794804129891,-0.006008497008499303,-0.012836363949663665,-0.009399425451650872,0.10868429062703183,445.0170177310045,655.1232717257377,264.18613255467386,-42.47573137959195,-164.03686166656829,-97.44390394842424,445.0170177310045,2.6047650834358396,2.944568065925012,2.2975995867645502,0.1600393711539929,-0.007452099086335817,0.0739995088915526,2.6047650834358396,1.0946712818217292,0.09467128182172924,0.6573279712557165,0.7272851638847406,0.5794630888171766,-0.08768630322344072,-0.20092024477490206,-0.15317836361182446,0.6573279712557165,0.08147520155858361,0.10092951473957709,1.0966367147016691,0.09663671470166912,False,False,10.0
chronos2,m4_hourly,M4,5,L5,block,block_depth,True,5,0.4166666666666667,0.4166666666666667,False,False,False,False,False,False,False,False,False,False,False,110736,0.105726346800118,0.11244914886214635,0.09935316402635729,-0.004085391316605556,-0.008809021583808061,-0.006441481624737039,0.105726346800118,405.12003750727,596.7941203153902,240.91771633788693,-18.43958851542576,-104.21773085931285,-57.54692372468975,405.12003750727,2.3527819623550474,2.6590578847899566,2.0706098636648207,0.43356550426723267,0.22392581576169118,0.32598262997234473,2.3527819623550474,1.0648787870473364,0.07772784345350336,0.6069937891976246,0.6725921631133793,0.5414112464049042,-0.05278357736231802,-0.14243077742928587,-0.10284418155373254,0.6069937891976246,0.08160871786561125,0.09820355335605964,1.0670181304477218,0.07261352383090713,False,False,30.0
chronos2,m4_hourly,M4,6,L6,block,block_depth,True,6,0.5,0.5,False,False,False,False,False,False,False,False,False,False,False,110736,0.10700206363303516,0.11359022420951882,0.10079059668759752,-0.0056137552545299394,-0.009907632123124397,-0.007717198457654201,0.10700206363303516,378.0489352033383,547.7714496806059,230.33082101727052,-6.79655952165263,-57.934059864835184,-30.475821420758052,378.0489352033383,2.329572038177738,2.6375140926109832,2.0482712064722683,0.4615735896981508,0.24238999890200014,0.3491925541496541,2.329572038177738,1.0777278434535034,0.07772784345350336,0.5918402014806287,0.6535524785708594,0.5369143100079713,-0.053865452738614074,-0.11323767035075918,-0.08769059383673661,0.5918402014806287,0.08242904807746923,0.09845453398373291,1.069745128310493,0.07261352383090713,False,False,30.0
chronos2,m4_hourly,M4,7,L7,block,block_depth,True,7,0.5833333333333334,0.5833333333333334,False,False,False,False,False,False,False,False,False,False,False,110736,0.10671595961765479,0.11352086647250156,0.1002002676405041,-0.005184056297413832,-0.009821176480587206,-0.007431094442273828,0.10671595961765479,400.10660567932456,584.8425476638456,241.60714575548513,-19.202632108973447,-92.27897193804935,-52.533491896744295,400.10660567932456,2.4845040444304707,2.849875403842518,2.1558164473852846,0.2736714682936133,0.11601794672433394,0.1942605478969215,2.4845040444304707,1.0748461956326096,0.07484619563260964,0.6116469129037776,0.6783833050105434,0.54608269059954,-0.06349450250200489,-0.14085666318427884,-0.10749730525988554,0.6116469129037776,0.08130155429457832,0.09871852821634926,1.0726135238309071,0.07261352383090713,False,False,30.0
chronos2,m4_hourly,M4,8,L8,block,block_depth,True,8,0.6666666666666666,0.6666666666666666,True,False,False,False,False,True,False,False,False,True,False,110736,0.10632393773616726,0.11313481265785642,0.09978447727048556,-0.004968292099772071,-0.009326305450117998,-0.0070390725607863,0.10632393773616726,374.34713995464426,544.041328654668,227.68077548415238,-5.772972942839883,-50.802209278555175,-26.774026172063998,374.34713995464426,2.4801937887472993,2.824912191485002,2.1686091813112216,0.2708623424179669,0.12662999390432036,0.19857080358009283,2.4801937887472993,1.0708977400367337,0.07089774003673366,0.5805413593858112,0.651076796876787,0.5180267788562323,-0.04396639941381794,-0.10065089030266554,-0.07639175174191914,0.5805413593858112,0.08039368789541498,0.09643336345676247,1.0477843588342126,0.047784358834212615,False,False,30.0
chronos2,m4_hourly,M4,9,L9,block,block_depth,True,9,0.75,0.75,False,False,False,True,True,False,False,False,False,False,False,110736,0.10414633466257849,0.11103970114610918,0.09755790148051242,-0.0028683726320341833,-0.007186653112765145,-0.004861469487197526,0.10414633466257849,364.936395615167,528.8651005420631,223.92874198690947,-3.584561927457136,-33.110311601169265,-17.363281832586722,364.936395615167,2.4856671139919966,2.8152737369589818,2.1840769191802765,0.29436724965766237,0.10583439707128192,0.1930974783353956,2.4856671139919966,1.0489648596350514,0.051053099701370064,0.5694469087211038,0.643275907347669,0.5076096736951277,-0.042961241719968096,-0.0819254301328818,-0.06529730107721177,0.5694469087211038,0.07915120897346965,0.09278002015905071,1.0080894251766253,0.033538244187043986,False,False,30.0
