model,dataset,display_name,role,domain,freq,seasonal_m,provenance_status,provenance_evidence_scope,layer,point_index,point_type,relative_depth,relative_position,kind,train_loss,val_loss,test_loss,test_loss_ci_lo,test_loss_ci_hi,test_mase,test_mae,test_wql,weight_decay,is_tunnel_entrance,is_reference_point,effective_rank_train_headline,normalized_effective_rank_train_headline,native_loss,native_mase
chronos2,m4_hourly,M4,primary,mixed hourly,1H,24,pretraining_exposed,exact_dataset,Emb,0,block_depth,0.0,0.0,embedding,0.2793122713415318,0.29523494344858725,0.2863358899609733,0.2828990779063515,0.28989416506880794,10.83645066590307,910.4308315419806,1.246441709827969,90.0,False,False,1.0006743686280868,0.001302961417484488,0.06638680642847512,0.9289487357509286
chronos2,m4_hourly,M4,primary,mixed hourly,1H,24,pretraining_exposed,exact_dataset,L1,1,block_depth,0.08333333333333333,0.08333333333333333,block,0.16281721079281106,0.2226796775828791,0.19756452773363536,0.19033174846420875,0.20533409896839894,5.8123028332341296,636.248836540324,0.941907822246326,0.1,False,False,7.316426440563481,0.009526596927817032,0.06638680642847512,0.9289487357509286
chronos2,m4_hourly,M4,primary,mixed hourly,1H,24,pretraining_exposed,exact_dataset,L2,2,block_depth,0.16666666666666666,0.16666666666666666,block,0.09606005619393616,0.12371622075731972,0.12256940134324645,0.11544489313720349,0.12994754604945485,2.8794923164250346,401.4252715011128,0.6122797639798939,0.01,False,False,10.474237055566759,0.013638329499435884,0.06638680642847512,0.9289487357509286
chronos2,m4_hourly,M4,primary,mixed hourly,1H,24,pretraining_exposed,exact_dataset,L3,3,block_depth,0.25,0.25,block,0.08086808181636389,0.10196871101458109,0.10989426478800428,0.1029799047079051,0.11719414154636383,2.7862569535161645,442.33210212046185,0.6828437290366843,1.0,False,False,14.232604803346586,0.018532037504357533,0.06638680642847512,0.9289487357509286
chronos2,m4_hourly,M4,primary,mixed hourly,1H,24,pretraining_exposed,exact_dataset,L4,4,block_depth,0.3333333333333333,0.3333333333333333,block,0.08147520155858361,0.10092951473957709,0.10868429062703183,0.10181794804129891,0.11569633567243644,2.6047650834358396,445.0170177310045,0.6573279712557165,10.0,False,False,16.675247088513384,0.02171256131316847,0.06638680642847512,0.9289487357509286
chronos2,m4_hourly,M4,primary,mixed hourly,1H,24,pretraining_exposed,exact_dataset,L5,5,block_depth,0.4166666666666667,0.4166666666666667,block,0.08160871786561125,0.09820355335605964,0.105726346800118,0.09935316402635729,0.11244914886214635,2.3527819623550474,405.12003750727,0.6069937891976246,30.0,False,False,15.621520110326502,0.020340520976987634,0.06638680642847512,0.9289487357509286
chronos2,m4_hourly,M4,primary,mixed hourly,1H,24,pretraining_exposed,exact_dataset,L6,6,block_depth,0.5,0.5,block,0.08242904807746923,0.09845453398373291,0.10700206363303516,0.10079059668759752,0.11359022420951882,2.329572038177738,378.0489352033383,0.5918402014806287,30.0,False,False,18.85842213050857,0.0245552371490997,0.06638680642847512,0.9289487357509286
chronos2,m4_hourly,M4,primary,mixed hourly,1H,24,pretraining_exposed,exact_dataset,L7,7,block_depth,0.5833333333333334,0.5833333333333334,block,0.08130155429457832,0.09871852821634926,0.10671595961765479,0.1002002676405041,0.11352086647250156,2.4845040444304707,400.10660567932456,0.6116469129037776,30.0,False,False,14.70385608552139,0.01914564594468931,0.06638680642847512,0.9289487357509286
chronos2,m4_hourly,M4,primary,mixed hourly,1H,24,pretraining_exposed,exact_dataset,L8,8,block_depth,0.6666666666666666,0.6666666666666666,block,0.08039368789541498,0.09643336345676247,0.10632393773616726,0.09978447727048556,0.11313481265785642,2.4801937887472993,374.34713995464426,0.5805413593858112,30.0,True,False,15.517050102660422,0.020204492321172423,0.06638680642847512,0.9289487357509286
chronos2,m4_hourly,M4,primary,mixed hourly,1H,24,pretraining_exposed,exact_dataset,L9,9,block_depth,0.75,0.75,block,0.07915120897346965,0.09278002015905071,0.10414633466257849,0.09755790148051242,0.11103970114610918,2.4856671139919966,364.936395615167,0.5694469087211038,30.0,False,False,11.855104267264652,0.015436333681334182,0.06638680642847512,0.9289487357509286
chronos2,m4_hourly,M4,primary,mixed hourly,1H,24,pretraining_exposed,exact_dataset,L10,10,block_depth,0.8333333333333334,0.8333333333333334,block,0.0822078965716545,0.09512221508922468,0.10435366529601676,0.09803836430771319,0.11093560863421333,2.518354500688881,370.05345170041613,0.5423970019382691,30.0,False,False,9.951580765925273,0.012957787455631866,0.06638680642847512,0.9289487357509286
chronos2,m4_hourly,M4,primary,mixed hourly,1H,24,pretraining_exposed,exact_dataset,L11,11,block_depth,0.9166666666666666,0.9166666666666666,block,0.08125196565396903,0.0930862226416819,0.10264187994349094,0.0965286060303933,0.10892966164930062,2.588325330092804,349.0076546259572,0.5299076015465324,45.0,False,False,7.901054408532194,0.010287831261109628,0.06638680642847512,0.9289487357509286
chronos2,m4_hourly,M4,primary,mixed hourly,1H,24,pretraining_exposed,exact_dataset,L12,12,block_depth,1.0,1.0,block,0.07953101691323596,0.09203550582111791,0.09928486517538096,0.09328562953537828,0.10567409789175478,2.678764592327392,347.57311378258026,0.504149607643892,30.0,False,True,5.531349401854329,0.007202277866997824,0.06638680642847512,0.9289487357509286
chronos2,monash_electricity_hourly,Electricity,primary,energy,1H,24,pretraining_exposed,exact_dataset,Emb,0,block_depth,0.0,0.0,embedding,0.26303879966908583,0.2555157448385508,0.2651963917012433,0.26070166933172534,0.26967654730271523,2.4958978715017017,672.4151693261931,1.8512416767545201,0.0001,False,False,1.0006743686280868,0.001302961417484488,0.09895731385362705,0.836189238049318
chronos2,monash_electricity_hourly,Electricity,primary,energy,1H,24,pretraining_exposed,exact_dataset,L1,1,block_depth,0.08333333333333333,0.08333333333333333,block,0.1899912055565774,0.20282039205536587,0.20781323717523167,0.20334057691471497,0.21263575176104108,1.936033422559101,512.7998510067416,1.42238411222014,0.001,False,False,11.521434300614244,0.015001867578924797,0.09895731385362705,0.836189238049318
chronos2,monash_electricity_hourly,Electricity,primary,energy,1H,24,pretraining_exposed,exact_dataset,L2,2,block_depth,0.16666666666666666,0.16666666666666666,block,0.10986184421258643,0.1326814982329161,0.14643926400947208,0.14095789080997573,0.1525613594906874,1.210130966332319,287.62536065291937,0.9280803365589066,0.1,False,False,15.833227957396474,0.020616182236193326,0.09895731385362705,0.836189238049318
chronos2,monash_electricity_hourly,Electricity,primary,energy,1H,24,pretraining_exposed,exact_dataset,L3,3,block_depth,0.25,0.25,block,0.09450373925546578,0.09858209757802595,0.1198541922708049,0.11379962610151931,0.12672713408459915,1.0046301988604907,241.39168981711362,0.7413414868499376,0.3,False,False,23.649748047930895,0.030793942770743352,0.09895731385362705,0.836189238049318
chronos2,monash_electricity_hourly,Electricity,primary,energy,1H,24,pretraining_exposed,exact_dataset,L4,4,block_depth,0.3333333333333333,0.3333333333333333,block,0.09651697319872153,0.0928583100352806,0.12161096885004116,0.11576700876929037,0.128048468764004,1.0152683287299071,240.68994356858192,0.7403867185298529,10.0,False,False,31.43421228309398,0.04092996391027862,0.09895731385362705,0.836189238049318
chronos2,monash_electricity_hourly,Electricity,primary,energy,1H,24,pretraining_exposed,exact_dataset,L5,5,block_depth,0.4166666666666667,0.4166666666666667,block,0.08974106962307539,0.08987650460073056,0.12356728609679764,0.11761100618737459,0.13020205888541714,1.0475563257836238,246.4551189642151,0.7671458013707282,1.0,False,False,34.42882286979204,0.04482919644504172,0.09895731385362705,0.836189238049318
chronos2,monash_electricity_hourly,Electricity,primary,energy,1H,24,pretraining_exposed,exact_dataset,L6,6,block_depth,0.5,0.5,block,0.0874168190175141,0.09065790269666045,0.1232232868045796,0.11727413719463098,0.12982256773518014,1.0530765211187867,251.55742377902916,0.7607866064542351,1.0,False,False,45.67541379687394,0.05947319504801294,0.09895731385362705,0.836189238049318
chronos2,monash_electricity_hourly,Electricity,primary,energy,1H,24,pretraining_exposed,exact_dataset,L7,7,block_depth,0.5833333333333334,0.5833333333333334,block,0.09273187513095747,0.08965037161669204,0.12391678951965034,0.11809796170182242,0.1302731903888399,1.0466868751207068,241.96940279058538,0.7701242369430571,10.0,False,False,38.18973935963601,0.04972622312452605,0.09895731385362705,0.836189238049318
chronos2,monash_electricity_hourly,Electricity,primary,energy,1H,24,pretraining_exposed,exact_dataset,L8,8,block_depth,0.6666666666666666,0.6666666666666666,block,0.09047124477923772,0.08891476700722262,0.12407250174868653,0.11809197189499632,0.13070843737103216,1.0575685274442004,242.08444767602137,0.7580332526425012,10.0,False,False,41.62198091023326,0.054195287643532895,0.09895731385362705,0.836189238049318
chronos2,monash_electricity_hourly,Electricity,primary,energy,1H,24,pretraining_exposed,exact_dataset,L9,9,block_depth,0.75,0.75,block,0.08831868496278522,0.0859897627232184,0.12172569078571013,0.11562232618710695,0.12854638235316476,1.0413373492767506,246.88608274756652,0.7549407670749964,3.0,True,False,29.306386315720665,0.03815935718192795,0.09895731385362705,0.836189238049318
chronos2,monash_electricity_hourly,Electricity,primary,energy,1H,24,pretraining_exposed,exact_dataset,L10,10,block_depth,0.8333333333333334,0.8333333333333334,block,0.09170282292453681,0.08679779564947572,0.12365278122477404,0.11754210718644371,0.13043192842342527,1.0367056692863992,233.69564882589754,0.7791840272529935,3.0,False,False,22.38857254862828,0.02915178717269307,0.09895731385362705,0.836189238049318
chronos2,monash_electricity_hourly,Electricity,primary,energy,1H,24,pretraining_exposed,exact_dataset,L11,11,block_depth,0.9166666666666666,0.9166666666666666,block,0.09323254632770246,0.08442878495645888,0.12207604744222783,0.11596284353508408,0.1288033511795331,1.076533351670353,255.44447974894305,0.7698081493760843,30.0,False,False,14.939161058399108,0.01945203262812384,0.09895731385362705,0.836189238049318
