model,dataset,display_name,status,tunnel_layer,tunnel_relative_depth,reference_layer,final_val_loss,final_test_loss,final_test_mase,native_mase,elapsed_s,completed_utc,first_crossing_layer,median_selected_wd,n_depth_points,n_layers_at_wd_grid_max,n_layers_at_wd_grid_min,n_points,n_test,n_test_clusters,n_train,n_val,native_loss,native_readout_layer,parity_ok,path,provenance_scope,provenance_status,seasonal_m,test_ratio_at_tunnel,tunnel_definition,tunnel_index,tunnel_relative_position,val_ratio_at_tunnel,wd_grid_max
timesfm3,SZ_TAXI_15T,SZ Taxi,complete,L1,0.05,L20,0.2855432629585266,0.3230629861354828,0.8218126268998404,0.757950397011711,96.22432017326355,2026-09-22T12:36:07+00:00,L1,65.0,21,10,0,21,156,156,1394,156,0.29280442625093156,L20,True,timesfm3/SZ_TAXI_15T,benchmark_exclusion,explicitly_held_out,96,1.013208249482597,sustained_suffix_v1,1,0.05,1.0421828401787576,90.0
timesfm3,monash_london_smart_meters,London Smart Meters,complete,L1,0.05,L20,0.2580239772796631,0.21611027419567108,0.9000664217113017,0.7908213643464879,97.24172592163086,2026-09-22T12:45:52+00:00,L1,45.0,21,0,0,21,262,262,1394,262,0.19158097312035652,L20,True,timesfm3/monash_london_smart_meters,source_family,undocumented,48,1.0044933035875891,sustained_suffix_v1,1,0.05,1.0176891532399275,90.0
timesfm3,m5,M5,complete,Emb,0.0,L20,0.2773582935333252,0.2932572066783905,1.0800363924399248,0.9739977300024973,96.3424425125122,2026-09-22T12:51:09+00:00,Emb,65.0,21,7,0,21,262,262,1394,262,0.2667587627781171,L20,True,timesfm3/m5,benchmark_exclusion,explicitly_held_out,7,1.0292132817226365,sustained_suffix_v1,0,0.0,1.0318393398233512,90.0
timesfm3,wiki_daily_100k,Wiki Daily,complete,Emb,0.0,L20,0.26011767983436584,0.24742990732192993,0.8686792787499139,0.7912765471622331,97.08457803726196,2026-09-22T13:04:40+00:00,Emb,65.0,21,4,0,21,262,262,1394,262,0.23198225653645022,L20,True,timesfm3/wiki_daily_100k,source_level,pretraining_exposed,7,1.062271375522893,sustained_suffix_v1,0,0.0,1.023159104139606,90.0
timesfm3,monash_traffic,Traffic,complete,L12,0.6,L20,0.14106202125549316,0.11883610486984253,0.8185588859737579,0.49362965807582715,99.38059258460999,2026-09-22T13:09:05+00:00,Emb,30.0,21,0,0,21,262,262,1394,262,0.07233969129103002,L20,True,timesfm3/monash_traffic,source_family,undocumented,24,1.01872210956399,sustained_suffix_v1,12,0.6,1.0435574369947453,90.0
tirex,m4_hourly,M4,complete,L12,1.0,L12,0.08870669897958522,0.10566483562428305,1.2359011609420771,0.8115398543446835,59.77221488952637,2026-09-22T12:02:38+00:00,L12,3.0,13,0,0,14,262,262,1394,262,0.08313329270436563,L12+RMS,True,tirex/m4_hourly,source_family,undocumented,24,1.0,sustained_suffix_v1,12,1.0,1.0,90.0
tirex,monash_electricity_hourly,Electricity,complete,L11,0.9166666666666666,L12,0.10572601802192116,0.15129490924700525,1.004968238245087,0.8125547099156809,61.2496657371521,2026-09-22T12:00:22+00:00,L11,10.0,13,0,0,14,262,262,1394,262,0.12521859609836514,L12+RMS,True,tirex/monash_electricity_hourly,source_family,undocumented,24,1.0448905057631408,sustained_suffix_v1,11,0.9166666666666666,1.001580460871953,90.0
tirex,uber_tlc_hourly,Uber TLC,complete,L10,0.8333333333333334,L12,0.19447773935998441,0.24756686808896883,0.8949181497385142,0.8021043372682952,60.606417655944824,2026-09-22T12:06:37+00:00,L10,10.0,13,0,0,14,262,262,1394,262,0.2316172328090672,L12+RMS,True,tirex/uber_tlc_hourly,source_family,undocumented,24,1.0137717074005606,sustained_suffix_v1,10,0.8333333333333334,1.0253276500410793,90.0
tirex,wind_farms_hourly,Wind Farms,complete,L11,0.9166666666666666,L12,0.19035883379019514,0.5894423668301231,4.510614401458697,4.29954133505581,59.752158641815186,2026-09-22T12:10:37+00:00,L2,10.0,13,0,0,14,262,262,1394,262,0.5669503775440251,L12+RMS,True,tirex/wind_farms_hourly,source_family,undocumented,24,1.0074998287385935,sustained_suffix_v1,11,0.9166666666666666,1.0084564917714616,90.0
tirex,sg_carpark,SG Carpark,complete,L11,0.9166666666666666,L12,0.12693796195300286,0.12068319979444736,0.7215897227056953,0.6503373497883956,60.7454879283905,2026-09-22T12:14:38+00:00,L11,10.0,13,0,0,14,354,354,1394,354,0.1077615816677568,L12+RMS,True,tirex/sg_carpark,source_family,undocumented,24,0.9815075807357881,sustained_suffix_v1,11,0.9166666666666666,1.0228341059366504,90.0
tirex,coastal_ts,Coastal T-S,complete,L1,0.08333333333333333,L12,0.29150772172336775,0.2931974120438099,1.272508689689081,1.1318211957477553,55.40309023857117,2026-09-22T12:18:19+00:00,L1,30.0,13,1,0,14,48,24,1394,48,0.27120972824438166,L12+RMS,True,tirex/coastal_ts,source_family,undocumented,24,0.9933227475772132,sustained_suffix_v1,1,0.08333333333333333,1.0136282152492417,90.0
tirex,boom_hourly,BOOM,complete,L8,0.6666666666666666,L12,0.16780934535429975,0.2124392209090503,1.1735978869062436,0.9384848774585556,58.9744439125061,2026-09-22T12:22:42+00:00,L1,10.0,13,0,0,14,354,354,1394,354,0.18503368223506278,L12+RMS,True,tirex/boom_hourly,source_family,undocumented,24,1.0467694964037466,sustained_suffix_v1,8,0.6666666666666666,1.0456627632079338,90.0
tirex,LOOP_SEATTLE_5T,Loop Seattle,complete,L8,0.6666666666666666,L12,0.2634481579662507,0.20890316674272522,1.0570499501696597,1.20304473467509,58.327754497528076,2026-09-22T12:27:50+00:00,L8,90.0,13,10,0,14,262,262,1394,262,0.22953103609269357,L12+RMS,True,tirex/LOOP_SEATTLE_5T,source_family,undocumented,288,0.9703351524942904,sustained_suffix_v1,8,0.6666666666666666,1.0367519830631389,90.0
tirex,electricity_15min,Electricity 15min,complete,L10,0.8333333333333334,L12,0.13970855966153492,0.20106493616263374,1.3252179282229317,1.2409612395737233,58.24318480491638,2026-09-22T12:33:24+00:00,L10,10.0,13,0,0,14,262,262,1394,262,0.186276756755662,L12+RMS,True,tirex/electricity_15min,source_family,undocumented,96,1.0283526387378492,sustained_suffix_v1,10,0.8333333333333334,1.014614745866129,90.0
tirex,SZ_TAXI_15T,SZ Taxi,complete,Emb,0.0,L12,0.27844353311528,0.31275368658586955,0.8019286626829409,0.7665431299304459,56.94306206703186,2026-09-22T12:37:05+00:00,Emb,65.0,13,1,0,14,156,156,1394,156,0.2952124981257396,L12+RMS,True,tirex/SZ_TAXI_15T,source_family,undocumented,96,1.04787410849295,sustained_suffix_v1,0,0.0,1.0468413642192724,90.0
tirex,monash_london_smart_meters,London Smart Meters,complete,L8,0.6666666666666666,L12,0.24485745539760773,0.20255397652624219,0.8516940718098304,0.7783848242617092,52.8926100730896,2026-09-22T12:46:46+00:00,L8,30.0,13,0,0,14,262,262,1394,262,0.18796463679870634,L12+RMS,True,tirex/monash_london_smart_meters,source_family,undocumented,48,1.051895719022955,sustained_suffix_v1,8,0.6666666666666666,1.042045434041632,90.0
tirex,m5,M5,complete,Emb,0.0,L12,0.27125396036351,0.2882505928144883,1.0829500052730914,0.9941386830111403,53.68929052352905,2026-09-22T12:52:04+00:00,Emb,45.0,13,0,0,14,262,262,1394,262,0.2719629580165679,L12+RMS,True,tirex/m5,benchmark_exclusion,explicitly_held_out,7,1.0386498697339646,sustained_suffix_v1,0,0.0,1.0353753657847888,90.0
tirex,wiki_daily_100k,Wiki Daily,complete,L1,0.08333333333333333,L12,0.2557360143151902,0.2416381415207195,0.8526871327819101,0.8145906532768644,53.77183246612549,2026-09-22T13:05:35+00:00,L1,30.0,13,0,0,14,262,262,1394,262,0.23507278152734382,L12+RMS,True,tirex/wiki_daily_100k,source_family,undocumented,7,1.0550365969442737,sustained_suffix_v1,1,0.08333333333333333,1.029703043710823,90.0
tirex,monash_traffic,Traffic,complete,L12,1.0,L12,0.10341688495783405,0.09866984455867578,0.6981769395774609,0.5085091645489694,58.5875449180603,2026-09-22T13:10:05+00:00,L12,10.0,13,0,0,14,262,262,1394,262,0.07530317072737037,L12+RMS,True,tirex/monash_traffic,source_family,undocumented,24,1.0,sustained_suffix_v1,12,1.0,1.0,90.0
