model,dataset,display_name,definition,tolerance,is_headline_tolerance,tunnel_layer,tunnel_index,tunnel_depth_axis_index,normalized_tunnel,n_depth_points,reference_layer,val_ratio_at_tunnel,test_ratio_at_tunnel,suffix_excursion_at_tunnel,first_crossing_layer,first_crossing_depth_axis_index,sustained_minus_first_crossing,headline_val_ratio_at_tunnel,headline_test_ratio_at_tunnel
chronos2,electricity_15min,Electricity 15min,sustained_suffix_v1,0.02,False,L11,11,11,0.9166666666666666,13,L12,1.0117644127886802,1.0074539689261879,0.011764412788680234,L11,11,0,1.0250939402652968,0.9896932650119262
chronos2,electricity_15min,Electricity 15min,sustained_suffix_v1,0.05,True,L10,10,10,0.8333333333333334,13,L12,1.0250939402652968,0.9896932650119262,0.025093940265296766,L10,10,0,1.0250939402652968,0.9896932650119262
chronos2,electricity_15min,Electricity 15min,sustained_suffix_v1,0.1,False,L9,9,9,0.75,13,L12,1.06910108265834,0.991742272562662,0.06910108265834003,L3,3,6,1.0250939402652968,0.9896932650119262
chronos2,SZ_TAXI_15T,SZ Taxi,sustained_suffix_v1,0.01,False,L10,10,10,0.8333333333333334,13,L12,1.0080794247020515,1.008205107570547,0.008079424702051474,L10,10,0,1.036848671262281,1.0374365933749652
chronos2,SZ_TAXI_15T,SZ Taxi,sustained_suffix_v1,0.02,False,L4,4,4,0.3333333333333333,13,L12,1.0172116107147064,1.0141080018481683,0.01721161071470645,L4,4,0,1.036848671262281,1.0374365933749652
chronos2,SZ_TAXI_15T,SZ Taxi,sustained_suffix_v1,0.05,True,L2,2,2,0.16666666666666666,13,L12,1.036848671262281,1.0374365933749652,0.036848671262281085,L2,2,0,1.036848671262281,1.0374365933749652
chronos2,SZ_TAXI_15T,SZ Taxi,sustained_suffix_v1,0.1,False,Emb,0,0,0.0,13,L12,1.0863674347904775,1.0803480599974475,0.08636743479047748,Emb,0,0,1.036848671262281,1.0374365933749652
chronos2,monash_london_smart_meters,London Smart Meters,sustained_suffix_v1,0.01,False,L9,9,9,0.75,13,L12,1.009053838146175,1.006114471738868,0.009053838146175108,L9,9,0,1.0368076218921685,1.033149045237926
chronos2,monash_london_smart_meters,London Smart Meters,sustained_suffix_v1,0.02,False,L5,5,5,0.4166666666666667,13,L12,1.0170830477352508,1.0134777723863966,0.017083047735250823,L5,5,0,1.0368076218921685,1.033149045237926
chronos2,monash_london_smart_meters,London Smart Meters,sustained_suffix_v1,0.05,True,L3,3,3,0.25,13,L12,1.0368076218921685,1.033149045237926,0.03680762189216846,L3,3,0,1.0368076218921685,1.033149045237926
chronos2,monash_london_smart_meters,London Smart Meters,sustained_suffix_v1,0.1,False,L2,2,2,0.16666666666666666,13,L12,1.0924545086310327,1.072067608550247,0.09245450863103266,L2,2,0,1.0368076218921685,1.033149045237926
chronos2,m5,M5,sustained_suffix_v1,0.01,False,L1,1,1,0.08333333333333333,13,L12,0.9872831598962429,0.9930852901566567,0.0,L1,1,0,1.043364286212669,1.0688775717314216
chronos2,m5,M5,sustained_suffix_v1,0.02,False,L1,1,1,0.08333333333333333,13,L12,0.9872831598962429,0.9930852901566567,0.0,L1,1,0,1.043364286212669,1.0688775717314216
chronos2,m5,M5,sustained_suffix_v1,0.05,True,Emb,0,0,0.0,13,L12,1.043364286212669,1.0688775717314216,0.04336428621266908,Emb,0,0,1.043364286212669,1.0688775717314216
chronos2,m5,M5,sustained_suffix_v1,0.1,False,Emb,0,0,0.0,13,L12,1.043364286212669,1.0688775717314216,0.04336428621266908,Emb,0,0,1.043364286212669,1.0688775717314216
chronos2,wiki_daily_100k,Wiki Daily,sustained_suffix_v1,0.01,False,L4,4,4,0.3333333333333333,13,L12,1.0073318614363223,1.0161453570602057,0.007331861436322251,L4,4,0,1.041231990729472,1.067245726803272
chronos2,wiki_daily_100k,Wiki Daily,sustained_suffix_v1,0.02,False,L3,3,3,0.25,13,L12,1.0170466886402185,1.0315626028945801,0.01704668864021852,L3,3,0,1.041231990729472,1.067245726803272
chronos2,wiki_daily_100k,Wiki Daily,sustained_suffix_v1,0.05,True,L2,2,2,0.16666666666666666,13,L12,1.041231990729472,1.067245726803272,0.041231990729472034,L2,2,0,1.041231990729472,1.067245726803272
chronos2,wiki_daily_100k,Wiki Daily,sustained_suffix_v1,0.1,False,L1,1,1,0.08333333333333333,13,L12,1.0556695690693096,1.0812751904700562,0.05566956906930964,L1,1,0,1.041231990729472,1.067245726803272
chronos2,monash_traffic,Traffic,sustained_suffix_v1,0.01,False,L12,12,12,1.0,13,L12,1.0,1.0,0.0,L12,12,0,1.0462555840570171,0.998486432866471
chronos2,monash_traffic,Traffic,sustained_suffix_v1,0.02,False,L12,12,12,1.0,13,L12,1.0,1.0,0.0,L12,12,0,1.0462555840570171,0.998486432866471
chronos2,monash_traffic,Traffic,sustained_suffix_v1,0.05,True,L11,11,11,0.9166666666666666,13,L12,1.0462555840570171,0.998486432866471,0.04625558405701713,L11,11,0,1.0462555840570171,0.998486432866471
chronos2,monash_traffic,Traffic,sustained_suffix_v1,0.1,False,L10,10,10,0.8333333333333334,13,L12,1.093459737092327,1.0133574777476755,0.09345973709232691,L10,10,0,1.0462555840570171,0.998486432866471
timesfm3,m4_hourly,M4,sustained_suffix_v1,0.01,False,L20,20,20,1.0,21,L20,1.0,1.0,0.0,L20,20,0,1.0209822931223471,0.9922992104807321
timesfm3,m4_hourly,M4,sustained_suffix_v1,0.02,False,L20,20,20,1.0,21,L20,1.0,1.0,0.0,L17,17,3,1.0209822931223471,0.9922992104807321
timesfm3,m4_hourly,M4,sustained_suffix_v1,0.05,True,L16,16,16,0.8,21,L20,1.0209822931223471,0.9922992104807321,0.02584784085416647,L16,16,0,1.0209822931223471,0.9922992104807321
timesfm3,m4_hourly,M4,sustained_suffix_v1,0.1,False,L13,13,13,0.65,21,L20,1.0544790877690688,1.0268344334218458,0.06410044804466097,L13,13,0,1.0209822931223471,0.9922992104807321
timesfm3,monash_electricity_hourly,Electricity,sustained_suffix_v1,0.01,False,L16,16,16,0.8,21,L20,0.993198709159404,0.987257480424686,0.0,L16,16,0,1.0245373219135687,0.9882930008660941
timesfm3,monash_electricity_hourly,Electricity,sustained_suffix_v1,0.02,False,L16,16,16,0.8,21,L20,0.993198709159404,0.987257480424686,0.0,L16,16,0,1.0245373219135687,0.9882930008660941
timesfm3,monash_electricity_hourly,Electricity,sustained_suffix_v1,0.05,True,L15,15,15,0.75,21,L20,1.0245373219135687,0.9882930008660941,0.02453732191356872,L15,15,0,1.0245373219135687,0.9882930008660941
timesfm3,monash_electricity_hourly,Electricity,sustained_suffix_v1,0.1,False,L14,14,14,0.7,21,L20,1.0807758637095626,1.0158714829259516,0.08077586370956258,L1,1,13,1.0245373219135687,0.9882930008660941
timesfm3,uber_tlc_hourly,Uber TLC,sustained_suffix_v1,0.01,False,L18,18,18,0.9,21,L20,0.9988327973768698,0.990503894670601,0.0017985809960374688,L15,15,3,1.0396046237233698,1.0982400247910633
timesfm3,uber_tlc_hourly,Uber TLC,sustained_suffix_v1,0.02,False,L13,13,13,0.65,21,L20,1.0192991202458128,1.0251694758221441,0.019299120245812817,L2,2,11,1.0396046237233698,1.0982400247910633
timesfm3,uber_tlc_hourly,Uber TLC,sustained_suffix_v1,0.05,True,L1,1,1,0.05,21,L20,1.0396046237233698,1.0982400247910633,0.039604623723369814,L1,1,0,1.0396046237233698,1.0982400247910633
timesfm3,uber_tlc_hourly,Uber TLC,sustained_suffix_v1,0.1,False,L1,1,1,0.05,21,L20,1.0396046237233698,1.0982400247910633,0.039604623723369814,L1,1,0,1.0396046237233698,1.0982400247910633
timesfm3,wind_farms_hourly,Wind Farms,sustained_suffix_v1,0.01,False,L16,16,16,0.8,21,L20,1.0010697156648332,1.0063250479076673,0.0010697156648331596,L1,1,15,1.0371861682917216,1.0371255242674968
timesfm3,wind_farms_hourly,Wind Farms,sustained_suffix_v1,0.02,False,L15,15,15,0.75,21,L20,1.0141639007502505,1.0082856872153567,0.014163900750250535,L1,1,14,1.0371861682917216,1.0371255242674968
timesfm3,wind_farms_hourly,Wind Farms,sustained_suffix_v1,0.05,True,Emb,0,0,0.0,21,L20,1.0371861682917216,1.0371255242674968,0.03718616829172161,Emb,0,0,1.0371861682917216,1.0371255242674968
timesfm3,wind_farms_hourly,Wind Farms,sustained_suffix_v1,0.1,False,Emb,0,0,0.0,21,L20,1.0371861682917216,1.0371255242674968,0.03718616829172161,Emb,0,0,1.0371861682917216,1.0371255242674968
timesfm3,sg_carpark,SG Carpark,sustained_suffix_v1,0.01,False,L13,13,13,0.65,21,L20,0.9745936516940038,0.9574052375495515,0.0,L13,13,0,1.040288069857345,0.9688915480348743
timesfm3,sg_carpark,SG Carpark,sustained_suffix_v1,0.02,False,L13,13,13,0.65,21,L20,0.9745936516940038,0.9574052375495515,0.0,L13,13,0,1.040288069857345,0.9688915480348743
timesfm3,sg_carpark,SG Carpark,sustained_suffix_v1,0.05,True,L12,12,12,0.6,21,L20,1.040288069857345,0.9688915480348743,0.0402880698573449,L6,6,6,1.040288069857345,0.9688915480348743
timesfm3,sg_carpark,SG Carpark,sustained_suffix_v1,0.1,False,L3,3,3,0.15,21,L20,1.0875192651099364,1.0616157067811482,0.08751926510993635,L3,3,0,1.040288069857345,0.9688915480348743
timesfm3,coastal_ts,Coastal T-S,sustained_suffix_v1,0.01,False,L18,18,18,0.9,21,L20,1.0030300573477307,0.9607628652414236,0.006835201643226041,L8,8,10,1.0342344732147528,0.9365237862058801
timesfm3,coastal_ts,Coastal T-S,sustained_suffix_v1,0.02,False,L18,18,18,0.9,21,L20,1.0030300573477307,0.9607628652414236,0.006835201643226041,L7,7,11,1.0342344732147528,0.9365237862058801
timesfm3,coastal_ts,Coastal T-S,sustained_suffix_v1,0.05,True,L5,5,5,0.25,21,L20,1.0342344732147528,0.9365237862058801,0.034234473214752814,Emb,0,5,1.0342344732147528,0.9365237862058801
timesfm3,coastal_ts,Coastal T-S,sustained_suffix_v1,0.1,False,Emb,0,0,0.0,21,L20,1.0455264484585154,0.9159360026944081,0.08140929406163067,Emb,0,0,1.0342344732147528,0.9365237862058801
timesfm3,boom_hourly,BOOM,sustained_suffix_v1,0.01,False,Emb,0,0,0.0,21,L20,0.922106111094061,0.9564607805511869,0.0,Emb,0,0,0.922106111094061,0.9564607805511869
timesfm3,boom_hourly,BOOM,sustained_suffix_v1,0.02,False,Emb,0,0,0.0,21,L20,0.922106111094061,0.9564607805511869,0.0,Emb,0,0,0.922106111094061,0.9564607805511869
timesfm3,boom_hourly,BOOM,sustained_suffix_v1,0.05,True,Emb,0,0,0.0,21,L20,0.922106111094061,0.9564607805511869,0.0,Emb,0,0,0.922106111094061,0.9564607805511869
timesfm3,boom_hourly,BOOM,sustained_suffix_v1,0.1,False,Emb,0,0,0.0,21,L20,0.922106111094061,0.9564607805511869,0.0,Emb,0,0,0.922106111094061,0.9564607805511869
timesfm3,LOOP_SEATTLE_5T,Loop Seattle,sustained_suffix_v1,0.01,False,L17,17,17,0.85,21,L20,1.0036354352899428,0.9161190836505791,0.003635435289942812,L5,5,12,1.0441340594041817,1.0242927997448248
timesfm3,LOOP_SEATTLE_5T,Loop Seattle,sustained_suffix_v1,0.02,False,L15,15,15,0.75,21,L20,1.0181934065611102,0.9023722093020653,0.019769920624885584,L4,4,11,1.0441340594041817,1.0242927997448248
timesfm3,LOOP_SEATTLE_5T,Loop Seattle,sustained_suffix_v1,0.05,True,L1,1,1,0.05,21,L20,1.0441340594041817,1.0242927997448248,0.04413405940418169,L1,1,0,1.0441340594041817,1.0242927997448248
timesfm3,LOOP_SEATTLE_5T,Loop Seattle,sustained_suffix_v1,0.1,False,L1,1,1,0.05,21,L20,1.0441340594041817,1.0242927997448248,0.04413405940418169,L1,1,0,1.0441340594041817,1.0242927997448248
timesfm3,electricity_15min,Electricity 15min,sustained_suffix_v1,0.01,False,L11,11,11,0.55,21,L20,1.0050868105084751,1.0157662679603996,0.005086810508475148,L1,1,10,0.9668178972078508,1.0110943084047643
timesfm3,electricity_15min,Electricity 15min,sustained_suffix_v1,0.02,False,L11,11,11,0.55,21,L20,1.0050868105084751,1.0157662679603996,0.005086810508475148,L1,1,10,0.9668178972078508,1.0110943084047643
timesfm3,electricity_15min,Electricity 15min,sustained_suffix_v1,0.05,True,L1,1,1,0.05,21,L20,0.9668178972078508,1.0110943084047643,0.026089221166855303,L1,1,0,0.9668178972078508,1.0110943084047643
timesfm3,electricity_15min,Electricity 15min,sustained_suffix_v1,0.1,False,L1,1,1,0.05,21,L20,0.9668178972078508,1.0110943084047643,0.026089221166855303,L1,1,0,0.9668178972078508,1.0110943084047643
timesfm3,SZ_TAXI_15T,SZ Taxi,sustained_suffix_v1,0.01,False,L16,16,16,0.8,21,L20,1.0082067648432218,1.0007097658298583,0.008760868371762154,L16,16,0,1.0421828401787576,1.013208249482597
timesfm3,SZ_TAXI_15T,SZ Taxi,sustained_suffix_v1,0.02,False,L5,5,5,0.25,21,L20,1.0184946794997976,1.004992530115925,0.019211183685789335,L5,5,0,1.0421828401787576,1.013208249482597
timesfm3,SZ_TAXI_15T,SZ Taxi,sustained_suffix_v1,0.05,True,L1,1,1,0.05,21,L20,1.0421828401787576,1.013208249482597,0.04218284017875762,L1,1,0,1.0421828401787576,1.013208249482597
timesfm3,SZ_TAXI_15T,SZ Taxi,sustained_suffix_v1,0.1,False,Emb,0,0,0.0,21,L20,1.0646415151605606,1.0230824261002684,0.0646415151605606,Emb,0,0,1.0421828401787576,1.013208249482597
timesfm3,monash_london_smart_meters,London Smart Meters,sustained_suffix_v1,0.01,False,L15,15,15,0.75,21,L20,1.0087908681233488,1.0051031120295473,0.008790868123348838,L2,2,13,1.0176891532399275,1.0044933035875891
timesfm3,monash_london_smart_meters,London Smart Meters,sustained_suffix_v1,0.02,False,L1,1,1,0.05,21,L20,1.0176891532399275,1.0044933035875891,0.01768915323992748,L1,1,0,1.0176891532399275,1.0044933035875891
timesfm3,monash_london_smart_meters,London Smart Meters,sustained_suffix_v1,0.05,True,L1,1,1,0.05,21,L20,1.0176891532399275,1.0044933035875891,0.01768915323992748,L1,1,0,1.0176891532399275,1.0044933035875891
timesfm3,monash_london_smart_meters,London Smart Meters,sustained_suffix_v1,0.1,False,Emb,0,0,0.0,21,L20,1.0843976470827392,1.1077580610518645,0.08439764708273922,Emb,0,0,1.0176891532399275,1.0044933035875891
timesfm3,m5,M5,sustained_suffix_v1,0.01,False,L20,20,20,1.0,21,L20,1.0,1.0,0.0,L2,2,18,1.0318393398233512,1.0292132817226365
timesfm3,m5,M5,sustained_suffix_v1,0.02,False,L1,1,1,0.05,21,L20,1.0103065566372251,1.0076365240563618,0.014918552425160714,L1,1,0,1.0318393398233512,1.0292132817226365
timesfm3,m5,M5,sustained_suffix_v1,0.05,True,Emb,0,0,0.0,21,L20,1.0318393398233512,1.0292132817226365,0.03183933982335119,Emb,0,0,1.0318393398233512,1.0292132817226365
timesfm3,m5,M5,sustained_suffix_v1,0.1,False,Emb,0,0,0.0,21,L20,1.0318393398233512,1.0292132817226365,0.03183933982335119,Emb,0,0,1.0318393398233512,1.0292132817226365
timesfm3,wiki_daily_100k,Wiki Daily,sustained_suffix_v1,0.01,False,L6,6,6,0.3,21,L20,1.0092313322222095,1.0263851165390123,0.00923133222220951,L6,6,0,1.023159104139606,1.062271375522893
timesfm3,wiki_daily_100k,Wiki Daily,sustained_suffix_v1,0.02,False,L2,2,2,0.1,21,L20,1.0195554565649503,1.031601578826287,0.01955545656495028,L2,2,0,1.023159104139606,1.062271375522893
timesfm3,wiki_daily_100k,Wiki Daily,sustained_suffix_v1,0.05,True,Emb,0,0,0.0,21,L20,1.023159104139606,1.062271375522893,0.02315910413960598,Emb,0,0,1.023159104139606,1.062271375522893
timesfm3,wiki_daily_100k,Wiki Daily,sustained_suffix_v1,0.1,False,Emb,0,0,0.0,21,L20,1.023159104139606,1.062271375522893,0.02315910413960598,Emb,0,0,1.023159104139606,1.062271375522893
timesfm3,monash_traffic,Traffic,sustained_suffix_v1,0.01,False,L15,15,15,0.75,21,L20,0.9998632019903424,0.9528213697981531,0.0,Emb,0,15,1.0435574369947453,1.01872210956399
timesfm3,monash_traffic,Traffic,sustained_suffix_v1,0.02,False,L15,15,15,0.75,21,L20,0.9998632019903424,0.9528213697981531,0.0,Emb,0,15,1.0435574369947453,1.01872210956399
timesfm3,monash_traffic,Traffic,sustained_suffix_v1,0.05,True,L12,12,12,0.6,21,L20,1.0435574369947453,1.01872210956399,0.04355743699474535,Emb,0,12,1.0435574369947453,1.01872210956399
timesfm3,monash_traffic,Traffic,sustained_suffix_v1,0.1,False,L11,11,11,0.55,21,L20,1.0544084241376337,1.0207077004562783,0.05440842413763369,Emb,0,11,1.0435574369947453,1.01872210956399
tirex,m4_hourly,M4,sustained_suffix_v1,0.01,False,L12,12,12,1.0,13,L12,1.0,1.0,0.0,L12,12,0,1.0,1.0
tirex,m4_hourly,M4,sustained_suffix_v1,0.02,False,L12,12,12,1.0,13,L12,1.0,1.0,0.0,L12,12,0,1.0,1.0
tirex,m4_hourly,M4,sustained_suffix_v1,0.05,True,L12,12,12,1.0,13,L12,1.0,1.0,0.0,L12,12,0,1.0,1.0
tirex,m4_hourly,M4,sustained_suffix_v1,0.1,False,L11,11,11,0.9166666666666666,13,L12,1.0678425764526491,1.0447410138108872,0.06784257645264913,L11,11,0,1.0,1.0
tirex,monash_electricity_hourly,Electricity,sustained_suffix_v1,0.01,False,L11,11,11,0.9166666666666666,13,L12,1.001580460871953,1.0448905057631408,0.00158046087195296,L11,11,0,1.001580460871953,1.0448905057631408
tirex,monash_electricity_hourly,Electricity,sustained_suffix_v1,0.02,False,L11,11,11,0.9166666666666666,13,L12,1.001580460871953,1.0448905057631408,0.00158046087195296,L11,11,0,1.001580460871953,1.0448905057631408
tirex,monash_electricity_hourly,Electricity,sustained_suffix_v1,0.05,True,L11,11,11,0.9166666666666666,13,L12,1.001580460871953,1.0448905057631408,0.00158046087195296,L11,11,0,1.001580460871953,1.0448905057631408
tirex,monash_electricity_hourly,Electricity,sustained_suffix_v1,0.1,False,L10,10,10,0.8333333333333334,13,L12,1.0855077809208942,1.0892871012530234,0.08550778092089417,L10,10,0,1.001580460871953,1.0448905057631408
tirex,uber_tlc_hourly,Uber TLC,sustained_suffix_v1,0.01,False,L11,11,11,0.9166666666666666,13,L12,1.0017518935349532,1.0016473348511898,0.0017518935349531972,L11,11,0,1.0253276500410793,1.0137717074005606
tirex,uber_tlc_hourly,Uber TLC,sustained_suffix_v1,0.02,False,L11,11,11,0.9166666666666666,13,L12,1.0017518935349532,1.0016473348511898,0.0017518935349531972,L11,11,0,1.0253276500410793,1.0137717074005606
tirex,uber_tlc_hourly,Uber TLC,sustained_suffix_v1,0.05,True,L10,10,10,0.8333333333333334,13,L12,1.0253276500410793,1.0137717074005606,0.025327650041079286,L10,10,0,1.0253276500410793,1.0137717074005606
tirex,uber_tlc_hourly,Uber TLC,sustained_suffix_v1,0.1,False,L7,7,7,0.5833333333333334,13,L12,1.097986162314906,1.0834320960645525,0.09798616231490609,L7,7,0,1.0253276500410793,1.0137717074005606
tirex,wind_farms_hourly,Wind Farms,sustained_suffix_v1,0.01,False,L11,11,11,0.9166666666666666,13,L12,1.0084564917714616,1.0074998287385935,0.008456491771461572,L11,11,0,1.0084564917714616,1.0074998287385935
tirex,wind_farms_hourly,Wind Farms,sustained_suffix_v1,0.02,False,L11,11,11,0.9166666666666666,13,L12,1.0084564917714616,1.0074998287385935,0.008456491771461572,L2,2,9,1.0084564917714616,1.0074998287385935
tirex,wind_farms_hourly,Wind Farms,sustained_suffix_v1,0.05,True,L11,11,11,0.9166666666666666,13,L12,1.0084564917714616,1.0074998287385935,0.008456491771461572,L2,2,9,1.0084564917714616,1.0074998287385935
tirex,wind_farms_hourly,Wind Farms,sustained_suffix_v1,0.1,False,L1,1,1,0.08333333333333333,13,L12,1.0500630207684707,1.0426935152799781,0.09278457650588767,L1,1,0,1.0084564917714616,1.0074998287385935
tirex,sg_carpark,SG Carpark,sustained_suffix_v1,0.01,False,L12,12,12,1.0,13,L12,1.0,1.0,0.0,L12,12,0,1.0228341059366504,0.9815075807357881
tirex,sg_carpark,SG Carpark,sustained_suffix_v1,0.02,False,L12,12,12,1.0,13,L12,1.0,1.0,0.0,L12,12,0,1.0228341059366504,0.9815075807357881
