model,dataset,family,depth_index,label,relative_depth,is_phase1_entrance,val_loss,val_mase,val_mase_ratio_vs_native,test_loss,test_mase,test_mae,test_wql,mase_ratio_vs_native,mase_ratio_ci_lo,mase_ratio_ci_hi,wql_ratio_vs_native,wql_ratio_ci_lo,wql_ratio_ci_hi,loss_ratio_vs_native,within_budget_mase,budget_fragile_mase,gap_closure_mase,gap_closure_valid,selected_hard_cut,selected_wd,selected_epoch,selected_kappa,n_adapter_params
tirex,coastal_ts,hard,0,Emb,0.0,False,0.8439495551089445,3.1514398096127016,2.4711528014286777,0.9919790551066399,3.729887396930275,0.9570986027286649,0.033628633780129,3.295446942362406,2.5604949000968427,4.189392652029687,3.8864665651461654,2.8136831773116895,5.278817540081791,3.6575887696793816,False,False,,,,,,,0
tirex,coastal_ts,hard,1,L1,0.08333333333333333,True,0.5399643294513226,2.5458442923748112,1.9962844398657202,0.7218792258451382,3.41827187135754,0.7921346982766844,0.02475471756554861,3.020126987184542,1.9150827418224714,4.803790470259137,2.8609066540487955,1.910708933371533,4.374871189923684,2.6616865909857155,False,False,,,,,,,0
tirex,coastal_ts,hard,2,L2,0.16666666666666666,False,0.46988056041300297,2.2741049503344795,1.7832042362416258,0.5819532312452793,2.7793490365523197,0.6433968067847814,0.01947359067031647,2.4556230013276883,1.6073736405698045,3.751478825821988,2.2505659771479705,1.6051908418114393,3.2979506316094223,2.145756598512595,False,False,,,,,,,0
tirex,coastal_ts,hard,3,L3,0.25,False,0.44907060638070107,2.1221276106409244,1.6640335550844436,0.5562767898663878,2.6488301273412467,0.5951878474315624,0.018459208519363862,2.340306345754092,1.4855578704978363,3.6718979667759246,2.1333336703068912,1.5224552195379046,3.1844633907405586,2.051083366099771,False,False,,,,,,,0
tirex,coastal_ts,hard,4,L4,0.3333333333333333,False,0.43710390105843544,2.073108119890756,1.6255956793165505,0.5415124054998159,2.6076079339327296,0.5784317085670933,0.01793426417950972,2.303885527437332,1.4314955878206372,3.734595724648104,2.072665769292983,1.4542543673652168,3.1833063403803274,1.996644669866817,False,False,,,,,,,0
tirex,coastal_ts,hard,5,L5,0.4166666666666667,False,0.42573383791993064,2.008505128337759,1.5749382423349187,0.5193907776847482,2.45300917051286,0.5450004574276633,0.017149974905197117,2.1672937304237503,1.3528829443401382,3.5073622796436603,1.982025332873594,1.3931474175999703,3.0360726512267164,1.915078615576769,False,False,,,,,,,0
tirex,coastal_ts,hard,6,L6,0.5,False,0.42558165701727074,2.0197670677069817,1.5837691179673472,0.5070933451255163,2.3873738141178555,0.531657639278578,0.016771473084771952,2.1093032841918347,1.3368068190364633,3.3903620473624816,1.9382818171676843,1.3777223557516411,2.9307023505186245,1.8697359735189678,False,False,,,,,,,0
tirex,coastal_ts,hard,7,L7,0.5833333333333334,False,0.40700361629327136,1.9362267851209276,1.5182622970168176,0.4806135476877292,2.3004067433787037,0.5147999271194177,0.015831923939710963,2.032465745452884,1.3065483878076216,3.237344437901157,1.829697972743149,1.3120131333180058,2.754340217776713,1.7721006361262612,False,False,,,,,,,0
tirex,coastal_ts,hard,8,L8,0.6666666666666666,False,0.4085697690024972,2.0108959716304695,1.5768129851374106,0.46144797932356596,2.160898153738442,0.49120063589728313,0.015132186924096538,1.909206486864632,1.2842213921155146,2.8685321671549624,1.7488292543360526,1.3051556971710767,2.496590445580285,1.7014340557661045,False,False,,,,,,,0
tirex,coastal_ts,hard,9,L9,0.75,False,0.3997746044769883,2.032119164375738,1.5934548235909831,0.4292328570348521,2.032811318574374,0.45226707091730295,0.01361103106926021,1.7960386283266774,1.2956157425074066,2.4699302685496116,1.5730290297759026,1.223206852167444,2.1129526283009232,1.582651639050279,False,False,,,,,,,0
tirex,coastal_ts,hard,10,L10,0.8333333333333334,False,0.3815174338718255,1.9343437696339478,1.5167857595365235,0.380276783524702,1.7457505416197867,0.4009805568662339,0.011927490837642787,1.5424133954400943,1.2366816799600453,1.8997230130612772,1.3784620169130195,1.151361762378235,1.6612852162460234,1.4021426013276288,False,False,,,,,,,0
tirex,coastal_ts,hard,11,L11,0.9166666666666666,False,0.3580044374490778,1.8456192917012937,1.4472138319592298,0.3563107446146508,1.6734598721375484,0.37834542322036807,0.011062937108667101,1.4785428169602617,1.2083703592863857,1.8046168661615924,1.2785454046769944,1.0907780135423635,1.5178720140198931,1.3137759021318691,False,False,,,,,,,0
tirex,coastal_ts,hard,12,L12,1.0,False,0.28920950666846085,1.2752913570503295,1.0,0.2712112043130522,1.1318305110554843,0.3094049990926184,0.008652752626694543,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,False,,,,,,,0
tirex,coastal_ts,noa,0,Emb,0.0,False,0.37406106013804674,1.803692547628892,1.414337623835797,0.37173490909238655,1.80202061668132,0.4246851648982716,0.012015654524014568,1.5921293860516734,1.2889894199335206,1.9607368500485864,1.3886511081970796,1.214543143452338,1.650636396921355,1.3706473153789858,False,False,0.7420417892812319,True,False,0.0,1500,,262656
tirex,coastal_ts,noa,1,L1,0.08333333333333333,True,0.2948011166105668,1.32050370464638,1.0354525633268807,0.28123969794251025,1.1972602732710576,0.32511491920703683,0.009099387673175013,1.057808798734854,0.9629899056724515,1.1842343108517683,1.0516176834990705,0.9853168244689338,1.1270893448239574,1.0369766936984006,False,True,0.971383581774024,True,False,0.0,1500,,262656
tirex,coastal_ts,noa,2,L2,0.16666666666666666,False,0.2952931111988922,1.3226675115338309,1.037149279042461,0.2810896622637908,1.2312734911693164,0.3222024717014484,0.008994025868318666,1.0878603104815552,0.9654048462180524,1.2484251098801233,1.0394410029209968,0.9732217175372815,1.1256966193084241,1.0364234876496332,False,True,0.9396407514848165,True,False,0.0,1475,,262656
tirex,coastal_ts,noa,3,L3,0.25,False,0.29382944002281874,1.312582859325652,1.0292415549350038,0.2933844053962578,1.2916924124175824,0.3279790185975673,0.009326606898582097,1.1412419083958247,0.944583182132936,1.428932917664218,1.0778774455898175,0.9666101505288166,1.2860339714360862,1.08175621335176,False,True,0.8946196824007737,True,False,0.1,1050,,262656
tirex,coastal_ts,noa,4,L4,0.3333333333333333,False,0.291718324025472,1.3053027402998967,1.0235329621608835,0.3044912861660123,1.3656052939713084,0.3411628952301666,0.009707815589745036,1.2065457510045547,0.9645691224591441,1.6132460263659938,1.1219337947782682,0.9760095655078785,1.4325268552649273,1.122709096540664,False,True,0.8415921132198609,True,False,1.0,1350,,262656
tirex,coastal_ts,noa,5,L5,0.4166666666666667,False,0.2915064411160226,1.3116737874225677,1.0285287202576112,0.29230842638450366,1.2879480366691003,0.33005108681007744,0.00927519325754142,1.137933660639727,0.9686545624742521,1.3895481404215624,1.0719355629012888,0.9779789309615313,1.2432788962928363,1.077788903024447,False,True,0.8818346599106169,True,False,0.0,1500,,262656
tirex,coastal_ts,noa,6,L6,0.5,False,0.2920629448102166,1.3024663458462544,1.0213088473043361,0.2863544419718285,1.2569606918299032,0.3246776647664982,0.00909275724724998,1.1105555819110489,0.95622203960339,1.331427723002988,1.0508514041182666,0.9646741355938747,1.203762954008276,1.055835590189323,False,True,0.9003378215078554,True,False,0.1,1500,,262656
tirex,coastal_ts,noa,7,L7,0.5833333333333334,False,0.28807565208990127,1.3018480350864112,1.020824008481878,0.28346116670096916,1.225596373344999,0.33066898152897933,0.009239938942984681,1.082844437725993,0.9953148586103148,1.1888208956520638,1.0678612161497156,1.0205548529220745,1.1301094157287526,1.045167611784125,False,True,0.9197605943917745,True,False,0.0,1350,,262656
tirex,coastal_ts,noa,8,L8,0.6666666666666666,False,0.28950209248190123,1.311383833865931,1.0283013576592264,0.2772542205251132,1.1860959599322167,0.3246224025013748,0.009058855714911497,1.0479448542398166,0.988020112987946,1.1216253484245864,1.0469333986232414,1.007668845447066,1.1005444760268324,1.0222815876186506,True,True,0.947267364528873,True,False,0.1,850,,262656
tirex,coastal_ts,noa,9,L9,0.75,False,0.29063710748838884,1.2984674737593707,1.018173193585069,0.27697763475589454,1.1869945764386032,0.3198619876466285,0.008938155718089208,1.048738803950139,0.995876498400824,1.1258411099074777,1.032984080755316,0.9995529726889518,1.0862009012839369,1.0212617707201592,True,True,0.9387733180077065,True,False,0.0,1125,,262656
tirex,coastal_ts,noa,10,L10,0.8333333333333334,False,0.2914189260142545,1.287635399597001,1.0096793901083299,0.2740922721568495,1.1569027269994538,0.31631052780801233,0.00883361929680421,1.0221519173578282,1.0025395442356317,1.046583908885257,1.020902789888119,1.0027164583420412,1.046971841087567,1.0106229676281064,True,False,0.959160452997561,True,False,0.0,1500,,262656
tirex,coastal_ts,noa,11,L11,0.9166666666666666,False,0.28921587656562525,1.2692637410370056,0.9952735380977838,0.2836637034391363,1.23363843352161,0.32511929557737473,0.009080180408410406,1.0899497950193842,0.993708600902039,1.263417405114349,1.049397896849288,0.9946913923635133,1.1691226768549972,1.045914397812675,False,True,0.8120339668020685,True,False,0.0,1500,,262656
tirex,coastal_ts,noa,12,L12,1.0,False,0.28920950666846085,1.2752913570503295,1.0,0.2712112043130522,1.1318305110554843,0.3094049990926184,0.008652752626694543,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,False,,False,,,,,0
tirex,coastal_ts,fl,0,Emb,0.0,False,0.36647455611576635,1.8072681815354539,1.4171414018797666,0.375306476218005,1.8588840256525163,0.44395333661232317,0.012339981077760197,1.6423696017162686,1.3199813104160998,2.0276504263903323,1.4261335796992756,1.2559517222929226,1.6822753482118769,1.3838162666200113,False,False,0.7201548901604492,True,False,10.0,75,,262656
tirex,coastal_ts,fl,1,L1,0.08333333333333333,True,0.2947294396193077,1.3596469671980866,1.0661461474520353,0.2878313515490542,1.218604612562214,0.3400652718660067,0.009553507778087321,1.0766670456920346,0.967790522025792,1.1980091277393645,1.1041004163939536,1.0005054543419414,1.2079438388086854,1.0612811969848333,False,True,0.9620484028091296,True,False,0.0,125,,262656
tirex,coastal_ts,fl,2,L2,0.16666666666666666,False,0.2971273985846589,1.3697026244641508,1.074031135623932,0.32536192052066326,1.4934708920324493,0.3764444534332167,0.010863913573583033,1.3195181411390993,0.9844239385918678,1.8835380863687037,1.2555442230102423,1.0234684199496498,1.6749318197225977,1.1996625336507347,False,True,0.7804938910365777,True,False,10.0,300,,262656
tirex,coastal_ts,fl,3,L3,0.25,False,0.29565044919339317,1.3799371663710296,1.0820563934211391,0.3323005665248881,1.5482092421730258,0.3820335871132512,0.010984182614813943,1.3678808152373,0.9810522122992931,2.0167115914234808,1.2694437352717935,0.998778713957713,1.7607108117019845,1.2252464545724373,False,True,0.7255248276614549,True,False,10.0,125,,262656
tirex,coastal_ts,fl,4,L4,0.3333333333333333,False,0.28914568239512545,1.3458451695092728,1.0553236811877482,0.3167266317953666,1.4332260341232754,0.3544580232049999,0.010135927862276123,1.2662903324515664,0.9902343332172769,1.6898178527625567,1.1714107983401545,0.9670789193618975,1.5028089071832422,1.167822813949003,False,True,0.7957716940267482,True,False,0.1,100,,262656
tirex,coastal_ts,fl,5,L5,0.4166666666666667,False,0.2876968184330811,1.3204229939882994,1.0353892753122367,0.3102952275269975,1.3715668686276992,0.34659412758242203,0.009915982356411546,1.211812948343873,0.9870454678922819,1.5346619529698873,1.1459916611761005,0.9585408006499487,1.4307900097056216,1.1441091761416746,False,True,0.8185435740608484,True,False,10.0,75,,262656
tirex,coastal_ts,fl,6,L6,0.5,False,0.2877730797044933,1.3089790932760386,1.026415717506019,0.30268408621971804,1.3139443284634256,0.3420905578835973,0.009517782358189546,1.1609020216623351,1.0059042140683019,1.3556558468053086,1.09997162392304,0.9569249062168483,1.2976310525753894,1.116045655216875,False,True,0.8549521812877732,True,False,0.0,100,,262656
tirex,coastal_ts,fl,7,L7,0.5833333333333334,False,0.2932572537877907,1.3495209785963669,1.0582060100506963,0.28402221924625337,1.2057318478865693,0.3188293759777336,0.008979090106206985,1.0652936425632922,0.9532711962796799,1.2005515011353167,1.0377148745135345,0.9251433807853188,1.1904922331501082,1.0472363041403472,False,True,0.9367595071789511,True,False,0.0,50,,262656
tirex,coastal_ts,fl,8,L8,0.6666666666666666,False,0.2903566905297339,1.350620165891135,1.059067920773051,0.276983339805156,1.1798247129084911,0.31483095196627237,0.008855904582367508,1.0424040537732544,0.9358598596907073,1.183402212502181,1.0234783038921305,0.9059047990625576,1.170127822880772,1.0212828061684398,True,True,0.9533614702646003,True,False,0.0,50,,262656
tirex,coastal_ts,fl,9,L9,0.75,False,0.28534778067842126,1.3044690060972137,1.022879202376444,0.3159960077609867,1.4387696859443926,0.3526840938071965,0.010020193061347164,1.2711882847217764,0.9806864909573271,1.8060778260837,1.158035308952892,0.922003596874117,1.5838482575913408,1.165128883820893,False,True,0.659327732258633,True,False,10.0,900,,262656
tirex,coastal_ts,fl,10,L10,0.8333333333333334,False,0.2905569064120452,1.3337074572380387,1.0458060817747734,0.27493028342723846,1.1817676308877105,0.323779066468538,0.008977655968569295,1.0441206694327914,0.9696796440083707,1.1379518450598518,1.0375491309981977,0.9558464594481025,1.138251098081997,1.013712852032077,True,True,0.9186585917610065,True,False,30.0,525,,262656
tirex,coastal_ts,fl,11,L11,0.9166666666666666,False,0.28159736314167577,1.2893961179119142,1.011060030152018,0.27384593958655995,1.1941581768874687,0.30553937608013576,0.008442286909471602,1.0550680205412213,0.961155523399446,1.1638734045570092,0.9756764435199922,0.8849114159816036,1.0767117240103854,1.0097146992145154,False,True,0.8849256146168543,True,False,30.0,850,,262656
tirex,coastal_ts,fl,12,L12,1.0,False,0.2798527809015165,1.2534849081370405,0.9829008102401589,0.26421784283593297,1.0850378374409353,0.29724812762779096,0.008358159587824933,0.9586575258773395,0.9242386466946017,0.9920467120311269,0.9659538355504625,0.929987205927294,1.0036230426186845,0.974214334194516,True,False,,False,False,100.0,275,,262656
tirex,coastal_ts,ra,0,Emb,0.0,False,0.3926353370770812,1.920255497457917,1.5057386587323462,0.3853794001042843,1.8876057865410543,0.42931500743901774,0.012214723670227499,1.6677459814904394,1.3131142274516807,2.0977196054205773,1.411657561149263,1.2207193893156958,1.7114242301573894,1.4209567819309215,False,False,0.7090997970080654,True,False,,,0.01,262656
tirex,coastal_ts,ra,1,L1,0.08333333333333333,True,0.2908024548863371,1.2992025849809743,1.0187496196837325,0.28202762734144926,1.2454948023307713,0.32946218964728763,0.009106783250618058,1.1004251874861455,0.9889458906988439,1.2418380840880507,1.0524723915627483,0.9849450526607503,1.1277938446299944,1.039881918063798,False,True,0.9502876858122131,True,False,,,0.0001,262656
tirex,coastal_ts,ra,2,L2,0.16666666666666666,False,0.29333905161668855,1.3043066764443532,1.0227519140889767,0.2780401613563299,1.1905897384302697,0.31422625762313267,0.008777466406437942,1.0519152176945554,0.9535769320877889,1.17970776620466,1.0144131913997685,0.9691265420355766,1.063061954249705,1.025179479810116,False,True,0.9643347091608176,True,False,,,0.0001,262656
tirex,coastal_ts,ra,3,L3,0.25,False,0.2964498616444568,1.3158236996314387,1.0317828097532615,0.27544457065717626,1.1693772706526961,0.3123764010780039,0.008709967971497827,1.033173482452066,0.9387001875346759,1.156729430604387,1.006612386516953,0.9679963533734529,1.0433953386342485,1.0156091130336844,True,True,0.9752493282172728,True,False,,,0.0001,262656
tirex,coastal_ts,ra,4,L4,0.3333333333333333,False,0.29165629491520423,1.3003834702797779,1.0196755926327965,0.2778414251903693,1.201031988567356,0.3197235899353754,0.008852313442283868,1.0611412016515955,0.9734202040711439,1.1752733602637297,1.0230632752603677,0.9874674758133146,1.0682620188489984,1.0244467071119379,False,True,0.9531084590134512,True,False,,,0.001,262656
