pt_status,probe_status,quadrant,source_dataset,target_dataset,probe_fitted_on,wd_selected_on,tunnel_defined_on,l_start_sustained,val_selected_layer,final_reference,quantile_set,readout,probe_family,probe_protocol_version,layer,layer_label,quantile_loss,mase,is_selected_layer,is_reference,in_sustained_tunnel
PT-ID,Probe-ID,PT-ID / Probe-ID,monash_electricity_hourly,monash_electricity_hourly,monash_electricity_hourly,monash_electricity_hourly:validation,monash_electricity_hourly:validation,10,13,L12+LN,q1,fslot,shared_linear,v2,0,Emb,0.723998,2.49348,False,False,False
PT-ID,Probe-ID,PT-ID / Probe-ID,monash_electricity_hourly,monash_electricity_hourly,monash_electricity_hourly,monash_electricity_hourly:validation,monash_electricity_hourly:validation,10,13,L12+LN,q1,fslot,shared_linear,v2,1,L1,0.567853,1.97583,False,False,False
PT-ID,Probe-ID,PT-ID / Probe-ID,monash_electricity_hourly,monash_electricity_hourly,monash_electricity_hourly,monash_electricity_hourly:validation,monash_electricity_hourly:validation,10,13,L12+LN,q1,fslot,shared_linear,v2,2,L2,0.351881,1.210865,False,False,False
PT-ID,Probe-ID,PT-ID / Probe-ID,monash_electricity_hourly,monash_electricity_hourly,monash_electricity_hourly,monash_electricity_hourly:validation,monash_electricity_hourly:validation,10,13,L12+LN,q1,fslot,shared_linear,v2,3,L3,0.294076,1.008869,False,False,False
PT-ID,Probe-ID,PT-ID / Probe-ID,monash_electricity_hourly,monash_electricity_hourly,monash_electricity_hourly,monash_electricity_hourly:validation,monash_electricity_hourly:validation,10,13,L12+LN,q1,fslot,shared_linear,v2,4,L4,0.296204,1.032564,False,False,False
PT-ID,Probe-ID,PT-ID / Probe-ID,monash_electricity_hourly,monash_electricity_hourly,monash_electricity_hourly,monash_electricity_hourly:validation,monash_electricity_hourly:validation,10,13,L12+LN,q1,fslot,shared_linear,v2,5,L5,0.301091,1.046651,False,False,False
PT-ID,Probe-ID,PT-ID / Probe-ID,monash_electricity_hourly,monash_electricity_hourly,monash_electricity_hourly,monash_electricity_hourly:validation,monash_electricity_hourly:validation,10,13,L12+LN,q1,fslot,shared_linear,v2,6,L6,0.299244,1.043811,False,False,False
PT-ID,Probe-ID,PT-ID / Probe-ID,monash_electricity_hourly,monash_electricity_hourly,monash_electricity_hourly,monash_electricity_hourly:validation,monash_electricity_hourly:validation,10,13,L12+LN,q1,fslot,shared_linear,v2,7,L7,0.301391,1.052691,False,False,False
PT-ID,Probe-ID,PT-ID / Probe-ID,monash_electricity_hourly,monash_electricity_hourly,monash_electricity_hourly,monash_electricity_hourly:validation,monash_electricity_hourly:validation,10,13,L12+LN,q1,fslot,shared_linear,v2,8,L8,0.302546,1.058349,False,False,False
PT-ID,Probe-ID,PT-ID / Probe-ID,monash_electricity_hourly,monash_electricity_hourly,monash_electricity_hourly,monash_electricity_hourly:validation,monash_electricity_hourly:validation,10,13,L12+LN,q1,fslot,shared_linear,v2,9,L9,0.296132,1.031602,False,False,False
PT-ID,Probe-ID,PT-ID / Probe-ID,monash_electricity_hourly,monash_electricity_hourly,monash_electricity_hourly,monash_electricity_hourly:validation,monash_electricity_hourly:validation,10,13,L12+LN,q1,fslot,shared_linear,v2,10,L10,0.299468,1.043972,False,False,True
PT-ID,Probe-ID,PT-ID / Probe-ID,monash_electricity_hourly,monash_electricity_hourly,monash_electricity_hourly,monash_electricity_hourly:validation,monash_electricity_hourly:validation,10,13,L12+LN,q1,fslot,shared_linear,v2,11,L11,0.301133,1.061775,False,False,True
PT-ID,Probe-ID,PT-ID / Probe-ID,monash_electricity_hourly,monash_electricity_hourly,monash_electricity_hourly,monash_electricity_hourly:validation,monash_electricity_hourly:validation,10,13,L12+LN,q1,fslot,shared_linear,v2,12,L12,0.286238,1.010758,False,False,True
PT-ID,Probe-ID,PT-ID / Probe-ID,monash_electricity_hourly,monash_electricity_hourly,monash_electricity_hourly,monash_electricity_hourly:validation,monash_electricity_hourly:validation,10,13,L12+LN,q1,fslot,shared_linear,v2,13,L12+LN,0.276493,0.967774,True,True,True
PT-ID,Probe-OOD,PT-ID / Probe-OOD,monash_electricity_hourly,uber_tlc_hourly,monash_electricity_hourly,monash_electricity_hourly:validation,monash_electricity_hourly:validation,10,13,L12+LN,q1,fslot,shared_linear,v2,0,Emb,0.730795,1.426874,False,False,False
PT-ID,Probe-OOD,PT-ID / Probe-OOD,monash_electricity_hourly,uber_tlc_hourly,monash_electricity_hourly,monash_electricity_hourly:validation,monash_electricity_hourly:validation,10,13,L12+LN,q1,fslot,shared_linear,v2,1,L1,0.727345,1.484748,False,False,False
PT-ID,Probe-OOD,PT-ID / Probe-OOD,monash_electricity_hourly,uber_tlc_hourly,monash_electricity_hourly,monash_electricity_hourly:validation,monash_electricity_hourly:validation,10,13,L12+LN,q1,fslot,shared_linear,v2,2,L2,0.701124,1.553083,False,False,False
PT-ID,Probe-OOD,PT-ID / Probe-OOD,monash_electricity_hourly,uber_tlc_hourly,monash_electricity_hourly,monash_electricity_hourly:validation,monash_electricity_hourly:validation,10,13,L12+LN,q1,fslot,shared_linear,v2,3,L3,0.546129,1.117998,False,False,False
PT-ID,Probe-OOD,PT-ID / Probe-OOD,monash_electricity_hourly,uber_tlc_hourly,monash_electricity_hourly,monash_electricity_hourly:validation,monash_electricity_hourly:validation,10,13,L12+LN,q1,fslot,shared_linear,v2,4,L4,0.536139,1.077238,False,False,False
PT-ID,Probe-OOD,PT-ID / Probe-OOD,monash_electricity_hourly,uber_tlc_hourly,monash_electricity_hourly,monash_electricity_hourly:validation,monash_electricity_hourly:validation,10,13,L12+LN,q1,fslot,shared_linear,v2,5,L5,0.50667,1.015632,False,False,False
