experiment,stage,target,short,pt_status,ft_status,probe_status,ft_source,quantile_set,readout,l_start,l_start_label,last_label,loss_at_l_start,loss_at_last,D_last_vs_lstart,D_ci_lo,D_ci_hi,n_clusters,n_windows,C,H,P,K
ft_specialization_stageB,stage0_pretrained,monash_electricity_hourly,Electricity,PT-ID,FT-OOD,probe-ID,boom,q1,fslot,3,L3,L12+LN,0.2940761464015218,0.2764929510681456,-0.05979130081964773,-0.09014619930880803,-0.03090878272481793,262,262,512,64,16,4
ft_specialization_stageB,stage1_ft_early,monash_electricity_hourly,Electricity,PT-ID,FT-OOD,probe-ID,boom,q1,fslot,3,L3,L12+LN,0.2921676684464814,0.27992541824038547,-0.04190145429571506,-0.07240456470700854,-0.013463912447756292,262,262,512,64,16,4
ft_specialization_stageB,stage2_ft_late,monash_electricity_hourly,Electricity,PT-ID,FT-OOD,probe-ID,boom,q1,fslot,3,L3,L12+LN,0.2941624314332281,0.281039531515679,-0.044611066932005145,-0.07421150154559467,-0.016404205545993127,262,262,512,64,16,4
ft_specialization_stageB,stage0_pretrained,uber_tlc_hourly,Uber,PT-ID,FT-OOD,probe-ID,boom,q1,fslot,3,L3,L12+LN,0.5013887468943462,0.46939803053252876,-0.06380421690748228,-0.07450848417481212,-0.05335459799052192,262,262,512,64,16,4
ft_specialization_stageB,stage1_ft_early,uber_tlc_hourly,Uber,PT-ID,FT-OOD,probe-ID,boom,q1,fslot,3,L3,L12+LN,0.5001346792542297,0.46424994994969165,-0.07175013210051188,-0.08246874908886255,-0.06123306062649286,262,262,512,64,16,4
ft_specialization_stageB,stage2_ft_late,uber_tlc_hourly,Uber,PT-ID,FT-OOD,probe-ID,boom,q1,fslot,3,L3,L12+LN,0.5032516905597147,0.4652672362046994,-0.0754780462093815,-0.08665651262913864,-0.06443470120225109,262,262,512,64,16,4
ft_specialization_stageB,stage0_pretrained,m4_hourly,M4,PT-ID,FT-OOD,probe-ID,boom,q1,fslot,3,L3,L12+LN,0.2755060570347703,0.26954105831967057,-0.02165106197410025,-0.05296071569434531,0.011414518706176621,262,262,512,64,16,4
ft_specialization_stageB,stage1_ft_early,m4_hourly,M4,PT-ID,FT-OOD,probe-ID,boom,q1,fslot,3,L3,L12+LN,0.2746080618076803,0.2646150573443517,-0.03639006224925434,-0.06556973769133813,-0.006884749139444884,262,262,512,64,16,4
ft_specialization_stageB,stage2_ft_late,m4_hourly,M4,PT-ID,FT-OOD,probe-ID,boom,q1,fslot,3,L3,L12+LN,0.2723883533182035,0.2709259282010809,-0.005368897382386362,-0.036724160910070656,0.025725054572602293,262,262,512,64,16,4
ft_specialization_stageB,stage0_pretrained,wind_farms_hourly,WindFarms,PT-ID,FT-OOD,probe-ID,boom,q1,fslot,3,L3,L12+LN,0.4015823120900617,0.41109136400066565,0.023678961010791245,-0.04126616199270017,0.08768563890141441,262,262,512,64,16,4
ft_specialization_stageB,stage1_ft_early,wind_farms_hourly,WindFarms,PT-ID,FT-OOD,probe-ID,boom,q1,fslot,3,L3,L12+LN,0.40037360615819767,0.398158336878202,-0.0055330052878667865,-0.0647002739298863,0.053994908207945,262,262,512,64,16,4
ft_specialization_stageB,stage2_ft_late,wind_farms_hourly,WindFarms,PT-ID,FT-OOD,probe-ID,boom,q1,fslot,3,L3,L12+LN,0.4008344571478191,0.38604326575577413,-0.03690099772682546,-0.08751552506977535,0.015227783318202312,262,262,512,64,16,4
ft_specialization_stageB,stage0_pretrained,boom_hourly,BOOM,PT-OOD,FT-ID,probe-ID,boom,q1,fslot,3,L3,L12+LN,0.3171299102377645,0.3148441532251413,-0.007207636173168009,-0.04026225611481625,0.02663459853561941,354,354,512,64,16,4
ft_specialization_stageB,stage1_ft_early,boom_hourly,BOOM,PT-OOD,FT-ID,probe-ID,boom,q1,fslot,3,L3,L12+LN,0.31565861401486645,0.3128863084086142,-0.008782607168520782,-0.03705227247987988,0.017423065224145173,354,354,512,64,16,4
