dataset,n_series,missing_fraction_overall,constant_series_rate,split_mode,last_value_mase,seasonal_naive_m24_mase,last_over_seasonal_ratio,persistence_warning
coastal_ts,48,0.0,0.0,ood_eval_only,1.3079,1.4876,0.879,True
