model,dataset,display_name,layer,point_index,point_type,include_in_main_depth_axis,relative_depth,q9_train_loss,q9_val_loss,q9_test_loss,q9_val_ratio_to_final,q9_test_ratio_to_final,q9_selected_wd,q9_wd_at_grid_max,q9_test_mase,q9_val_over_floor,q9_val_minus_train,q9_val_over_train,q1_train_loss,q1_val_loss,q1_test_loss,q1_val_ratio_to_final,q1_test_ratio_to_final,q1_selected_wd,q1_wd_at_grid_max,q1_test_mase,q1_val_over_floor,q1_val_minus_train,q1_val_over_train
chronos2,m4_hourly,M4,Emb,0,block_depth,True,0.0,0.2793122713415318,0.29523494344858725,0.2863358899609733,3.207837462450762,2.883983268297515,90.0,True,10.83645066590307,0.9544539428638716,0.015922672107055447,1.0570067044694424,0.3653222372811528,0.39133796664594694,0.3723665869986738,3.524413867116713,3.074390165558906,90.0,True,10.061761838525772,0.9116524804471589,0.026015729364794127,1.0712131009555061
chronos2,m4_hourly,M4,L1,1,block_depth,True,0.08333333333333333,0.16281721079281106,0.2226796775828791,0.19756452773363536,2.419497514531879,1.9898755705076405,0.1,False,5.8123028332341296,0.7198927531477869,0.05986246679006804,1.3676667011956403,0.20515860222718296,0.2932124781983954,0.252090695136376,2.640689665332232,2.0813498874939147,0.001,False,5.5995549054292155,0.6830614605034365,0.08805387597121245,1.4291990441312605
chronos2,m4_hourly,M4,L2,2,block_depth,True,0.16666666666666666,0.09606005619393616,0.12371622075731972,0.12256940134324645,1.3442227502696307,1.234522513846745,0.01,False,2.8794923164250346,0.3999575162707794,0.02765616456338356,1.2879049384225674,0.12272767984766615,0.14830291373584106,0.152335062281776,1.3356251891023243,1.2577321212511572,1e-05,False,2.877079883509871,0.3454832668641628,0.02557523388817491,1.2083901033566329
chronos2,m4_hourly,M4,L3,3,block_depth,True,0.25,0.08086808181636389,0.10196871101458109,0.10989426478800428,1.1079279687207844,1.1068581761568839,1.0,False,2.7862569535161645,0.3296508100964745,0.021100629198217202,1.26092654511248,0.10275622907560987,0.12731498531030336,0.1383161811968525,1.1466066110711752,1.141987283651692,0.1,False,3.025203030720065,0.2965902418081513,0.024558756234693488,1.239000170166061
chronos2,m4_hourly,M4,L4,4,block_depth,True,0.3333333333333333,0.08147520155858361,0.10092951473957709,0.10868429062703183,1.0966367147016691,1.0946712818217292,10.0,False,2.6047650834358396,0.3262912315503132,0.019454313180993485,1.2387758828311106,0.10378769009909893,0.12909336294267923,0.13771652946433494,1.1626227897267623,1.1370363469844906,10.0,False,2.5519325426748187,0.3007331119559742,0.025305672843580304,1.2438215246858066
chronos2,m4_hourly,M4,L5,5,block_depth,True,0.4166666666666667,0.08160871786561125,0.09820355335605964,0.105726346800118,1.0670181304477218,1.0648787870473364,30.0,False,2.3527819623550474,0.317478573535643,0.016594835490448392,1.203346357159732,0.0961733673868896,0.11573886822994428,0.1268573260318687,1.0423513865779788,1.0473789249594134,45.0,False,2.5538009032652025,0.2696227693170296,0.01956550084305468,1.2034399062304422
chronos2,m4_hourly,M4,L6,6,block_depth,True,0.5,0.08242904807746923,0.09845453398373291,0.10700206363303516,1.069745128310493,1.0777278434535034,30.0,False,2.329572038177738,0.3182899593657452,0.01602548590626368,1.1944155158895255,0.09198236152251789,0.11357966039813201,0.12365539243999328,1.022905427654931,1.0209426294126556,30.0,False,2.4201911065922177,0.2645927253564509,0.021597298875614124,1.2347982647773939
chronos2,m4_hourly,M4,L7,7,block_depth,True,0.5833333333333334,0.08130155429457832,0.09871852821634926,0.10671595961765479,1.0726135238309071,1.0748461956326096,30.0,False,2.4845040444304707,0.3191434163897369,0.01741697392177094,1.2142268259554345,0.08967238314011518,0.11220433824617444,0.12298058175289904,1.0105191915182838,1.015371153849452,30.0,False,2.477829613653569,0.261388804556248,0.022531955106059265,1.2512697256060716
chronos2,m4_hourly,M4,L8,8,block_depth,True,0.6666666666666666,0.08039368789541498,0.09643336345676247,0.10632393773616726,1.0477843588342126,1.0708977400367337,30.0,False,2.4801937887472993,0.311755793199188,0.016039675561347486,1.1995141158621019,0.08666074927762643,0.10978994252629408,0.12160791529214564,0.9887749947341465,1.0040379343424404,30.0,False,2.278209589946831,0.2557642803996095,0.023129193248667648,1.266893529555935
chronos2,m4_hourly,M4,L9,9,block_depth,True,0.75,0.07915120897346965,0.09278002015905071,0.10414633466257849,1.0080894251766253,1.0489648596350514,30.0,False,2.4856671139919966,0.29994503707931325,0.013628811185581055,1.1721870248393709,0.09460503865605277,0.11123264054874428,0.12586431725675823,1.0017680221165002,1.0391802935056087,30.0,False,2.840748100508722,0.259125158573469,0.01662760189269151,1.1757581005081879
chronos2,m4_hourly,M4,L10,10,block_depth,True,0.8333333333333334,0.0822078965716545,0.09512221508922468,0.10435366529601676,1.033538244187044,1.05105309970137,30.0,False,2.518354500688881,0.3075170309630576,0.012914318517570175,1.1570934065477971,0.09394828235220105,0.11051983194326172,0.12431574406685265,0.9953484238462517,1.0263947258636041,30.0,False,2.7348347595348685,0.2574646150314207,0.016571549591060664,1.176390128442539
chronos2,m4_hourly,M4,L11,11,block_depth,True,0.9166666666666666,0.08125196565396903,0.0930862226416819,0.10264187994349094,1.0114164290312717,1.0338119487011441,45.0,False,2.588325330092804,0.30093494756703615,0.011834256987712871,1.1456488700607181,0.09477187681093363,0.10920568892575858,0.12155731201513123,0.9835131707683079,1.0036201358002776,30.0,False,2.776023700245737,0.2544032158223505,0.014433812114824945,1.15230058325868
chronos2,m4_hourly,M4,L12,12,block_depth,True,1.0,0.07953101691323596,0.09203550582111791,0.09928486517538096,1.0,1.0,30.0,False,2.678764592327392,0.29753812468250074,0.012504488907881958,1.1572278262394617,0.0943949124141138,0.1110363258688732,0.12111884534700226,1.0,1.0,45.0,False,2.6769288157723703,0.2586678281325037,0.016641413454759404,1.1762956607423178
chronos2,m4_hourly,M4,L12+LN,13,head_input_diagnostic,False,,0.07816247144444088,0.09057644714835945,0.09903551601157844,,,45.0,False,2.5055465208022913,0.29282118878454344,0.01241397570391857,1.1588227121597943,0.08381490583880304,0.09893406823789345,0.11026668841488489,,,30.0,False,2.266069022910611,0.23047466997089067,0.015119162399090419,1.1803875127912014
chronos2,monash_electricity_hourly,Electricity,Emb,0,block_depth,True,0.0,0.26303879966908583,0.2555157448385508,0.2651963917012433,3.0432553342842765,2.243401272159001,0.0001,False,2.4958978715017017,1.0070653382110546,-0.007523054830535059,0.9713994481422535,0.3652917395961849,0.3615428015930962,0.36183556180646403,3.7357942468173104,2.5434654826832803,1e-05,False,2.492486228413703,0.9999085818768999,-0.0037489380030886754,0.9897371399439994
chronos2,monash_electricity_hourly,Electricity,L1,1,block_depth,True,0.08333333333333333,0.1899912055565774,0.20282039205536587,0.20781323717523167,2.4156407285747648,1.7579744492738103,0.001,False,1.936033422559101,0.7993769106103208,0.012829186498788475,1.0675251597104483,0.25691578266781406,0.27156529586961253,0.28119144503396887,2.8060635296142253,1.9765905012185454,0.3,False,1.9602813483546446,0.7510603687404467,0.01464951320179847,1.0570206822238708
chronos2,monash_electricity_hourly,Electricity,L2,2,block_depth,True,0.16666666666666666,0.10986184421258643,0.1326814982329161,0.14643926400947208,1.5802692609540951,1.2387877114971215,0.1,False,1.210130966332319,0.5229381773585384,0.022819654020329677,1.2077122788524546,0.13500606651595623,0.16560287415298797,0.17713637263265275,1.711161892287989,1.245151933849601,0.01,False,1.2195737887200762,0.45800313080335125,0.030596807637031737,1.2266328352986682
