model,arm,depth_index,label,includes_low_skill,n_datasets,blocks_removed,fraction_blocks_removed,degradation_q25,degradation_median,degradation_q75,speedup_e2e_b1,speedup_e2e_b256,speedup_device_b1,params_removed_fraction
tirex,hard,2,L2,True,14,10,0.8333333333333334,0.8230631714817351,1.4097809772824494,2.4446904012518367,5.8969683138252345,5.488221487479899,5.894899014945441,0.7623883574375482
tirex,hard,3,L3,True,14,9,0.75,0.6928247055755532,1.2128859264652518,2.026048287191701,3.9540071766244083,3.5844743454684447,3.9476310775854264,0.6861495216937934
tirex,hard,4,L4,True,14,8,0.6666666666666666,0.6266076902822142,1.1758277588232817,1.87195874535705,2.994997793906119,2.837564144798064,2.983923848727853,0.6099106859500385
tirex,hard,5,L5,True,14,7,0.5833333333333334,0.5846915201621852,1.0766268170117324,1.7006451884030604,2.394235875363133,2.2972559868815945,2.3960547853543823,0.5336718502062837
tirex,hard,6,L6,True,14,6,0.5,0.5892651582351636,1.0465972445415073,1.5673250918934911,1.9971031093835347,1.9636771965356126,1.9947328460988094,0.45743301446252893
tirex,hard,7,L7,True,14,5,0.4166666666666667,0.5199299915736708,1.0110435770151565,1.3164293372956686,1.701966186527445,1.6592559254693713,1.7006297330194697,0.38119417871877403
tirex,hard,8,L8,True,14,4,0.3333333333333333,0.4271261854099545,0.9443187807117166,1.2443964608214668,1.5024182347687902,1.4870609491951983,1.5050385716014614,0.30495534297501925
tirex,hard,9,L9,True,14,3,0.25,0.3618073250439839,0.8000266959206539,1.0413141754145796,1.3261980733782306,1.3249490637913353,1.3230646658078435,0.22871650723126447
tirex,noa,0,Emb,True,14,12,1.0,0.11890653335477103,0.46196507005985765,1.092079968418772,339.7538550577322,50.16862166932148,369.0675405374053,0.9074234936754771
tirex,noa,1,L1,True,14,11,0.9166666666666666,0.08088119908060604,0.14902742053153117,0.4452298263012937,11.660921104149486,9.829352565156375,11.692816650895029,0.8311846579317224
tirex,noa,10,L10,True,14,2,0.16666666666666666,0.02000326459837587,0.042620023057542866,0.06202937096419048,1.2084424061714134,1.1933197569250569,1.209010968359812,0.14503513623792896
tirex,noa,11,L11,True,14,1,0.08333333333333333,0.007623159279706082,0.017661852490517216,0.053197082848168875,1.0921829826529053,1.0873720184941127,1.0885802049463533,0.06879630049417418
tirex,noa,2,L2,True,14,10,0.8333333333333334,0.07948390997815452,0.10501207529250334,0.36063069972529505,5.952474008877456,5.426456497854646,5.948647090632599,0.7549458221879676
tirex,noa,3,L3,True,14,9,0.75,0.0821862090445622,0.13391156513665814,0.3375414200840116,3.934260090355502,3.7606406571569306,3.933475583362612,0.6787069864442128
tirex,noa,4,L4,True,14,8,0.6666666666666666,0.07417183027749036,0.12814452105420637,0.2823130316572619,2.992763544698721,2.880986877542075,2.9941640357923873,0.6024681507004579
tirex,noa,5,L5,True,14,7,0.5833333333333334,0.06626823705339113,0.11339172664132957,0.2013807800325635,2.3885548671630037,2.3291230563257113,2.38733504400129,0.5262293149567031
tirex,noa,6,L6,True,14,6,0.5,0.056803126586740305,0.10642876047924799,0.14660405478173916,1.9885259272839355,1.9578255678040348,1.9895953804304374,0.4499904792129483
tirex,noa,7,L7,True,14,5,0.4166666666666667,0.06686281384228204,0.08457279411761709,0.13248013247299256,1.7143162286872053,1.6863467550583349,1.7185356659106008,0.37375164346919343
tirex,noa,8,L8,True,14,4,0.3333333333333333,0.048230482619138815,0.08651224732232121,0.12836566735455446,1.4990520763661965,1.4831772451493994,1.4919401611343168,0.29751280772543864
tirex,noa,9,L9,True,14,3,0.25,0.033810141121649206,0.06246112222525824,0.10351188685650536,1.3344069533770697,1.322744937689187,1.333818916100592,0.22127397198168386
tirex,probe,0,Emb,True,14,12,1.0,0.15346188486449236,0.49827768321722565,1.1112062437264754,442.6715191464626,97.8977426369209,492.8575409220243,0.9613719000770731
tirex,probe,1,L1,True,14,11,0.9166666666666666,0.10450365309485465,0.21322454002256064,0.39750244899623727,11.805594942424447,10.858695894912378,11.780538090999361,0.8851330643333182
tirex,probe,10,L10,True,14,2,0.16666666666666666,0.06907791337011487,0.12034056260626891,0.22578172394784357,1.1977893095990029,1.2077663083536847,1.1985349964560177,0.1989835426395249
tirex,probe,11,L11,True,14,1,0.08333333333333333,0.060463218975916166,0.09344458470786554,0.20180071600207722,1.1003140106487086,1.0991176626287305,1.1001485264611388,0.12274470689577
tirex,probe,2,L2,True,14,10,0.8333333333333334,0.08777529459060579,0.14737517714323567,0.3710958023860242,5.938000432225521,5.749819609536719,5.94176343816116,0.8088942285895634
tirex,probe,3,L3,True,14,9,0.75,0.08683727984564515,0.14521151982071867,0.34726287383100196,4.005849364588215,3.9137777802590037,3.997535116586451,0.7326553928458086
