model,arm,depth_index,label,includes_low_skill,n_datasets,blocks_removed,fraction_blocks_removed,degradation_q25,degradation_median,degradation_q75,speedup_e2e_b1,speedup_e2e_b256,speedup_device_b1,params_removed_fraction
chronos2,noa,3,L3,True,14,9,0.75,0.006965893696386227,0.0441512019742446,0.11283233554573263,2.9060737457147736,3.103199858675667,3.1115721817298603,0.7061135711525126
chronos2,noa,4,L4,True,14,8,0.6666666666666666,0.005069919118934563,0.03055642752645782,0.11363155332427777,2.427405321160691,2.5137438539401016,2.5573634789044886,0.6271072725358943
chronos2,noa,5,L5,True,14,7,0.5833333333333334,0.005391263509233912,0.021104535939269975,0.12056474121155775,2.063114236323405,2.1098237209397337,2.134960704751238,0.5481009739192758
chronos2,noa,6,L6,True,14,6,0.5,0.004052425462599096,0.023065074345719583,0.11470074492093196,1.7849770182898328,1.8208712638862465,1.8361216926310084,0.46909467530265736
chronos2,noa,7,L7,True,14,5,0.4166666666666667,0.008104887694509233,0.03065210147539632,0.0961227223580316,1.5727225564742562,1.599869712860413,1.604475393490942,0.390088376686039
chronos2,noa,8,L8,True,14,4,0.3333333333333333,0.01954992259083249,0.030785597281175137,0.0824928115234917,1.4214069507549765,1.4267112880306814,1.438478862685893,0.31108207806942056
chronos2,noa,9,L9,True,14,3,0.25,0.009337786071336618,0.02217069452646747,0.06230174510316999,1.2837562507005005,1.28584454927648,1.2981720968854011,0.2320757794528021
chronos2,probe,0,Emb,True,14,12,1.0,0.25930905128836673,0.812431703606149,1.781301023093028,9.42704958214726,11.553304936847095,13.028473585363002,0.9764964939388169
chronos2,probe,1,L1,True,14,11,0.9166666666666666,0.1494981107731188,0.3293259188073355,1.1438950704868094,5.477715164439884,6.378898127340574,6.504226494678046,0.8974901953221984
chronos2,probe,10,L10,True,14,2,0.16666666666666666,0.09084792231011024,0.12509564117854044,0.30611547460267446,1.1912113200915664,1.1898461968539964,1.2007159563682612,0.18643350777263268
chronos2,probe,11,L11,True,14,1,0.08333333333333333,0.09306521976668258,0.1463644074854975,0.3133041765792856,1.093484265617934,1.0920462140108989,1.0961091716966818,0.10742720915601434
chronos2,probe,2,L2,True,14,10,0.8333333333333334,0.12169814354618641,0.1678523082246367,0.5439436215281317,3.898376022269169,4.296989872076861,4.3342089018345575,0.8184838967055801
chronos2,probe,3,L3,True,14,9,0.75,0.10322368437691964,0.13910958075989455,0.2904398746253407,3.0157473813663773,3.2419696915177743,3.246385602309118,0.7394775980889616
chronos2,probe,4,L4,True,14,8,0.6666666666666666,0.08649067007071509,0.11442188339462112,0.2709323103829976,2.4705713564132417,2.6030569339433205,2.6028468744823834,0.6604712994723432
chronos2,probe,5,L5,True,14,7,0.5833333333333334,0.08178325880351134,0.11064472511359846,0.25482267452890167,2.0907244060169132,2.1720631937970447,2.188522724747401,0.5814650008557247
chronos2,probe,6,L6,True,14,6,0.5,0.07238975541584508,0.1175046814446864,0.27111694216310267,1.8187469854264573,1.8624821809923038,1.8714383176790155,0.5024587022391064
chronos2,probe,7,L7,True,14,5,0.4166666666666667,0.07480824336483616,0.11419881519214292,0.2809952926061862,1.6116068643802643,1.6344501031308354,1.6429032555405405,0.4234524036224879
chronos2,probe,8,L8,True,14,4,0.3333333333333333,0.08243680377394508,0.1263979047908288,0.28062452634523677,1.4377524771581145,1.453611006402406,1.4613419969079908,0.3444461050058696
chronos2,probe,9,L9,True,14,3,0.25,0.07033481772985728,0.11593388925593062,0.2664780648002106,1.2997789193194118,1.309434038773628,1.3150051555591848,0.26543980638925113
chronos2,ra,0,Emb,True,14,12,1.0,0.2049001430923018,0.7126790840472049,1.8610862539783826,8.413659017103269,9.926948725133702,11.267174084150678,0.9431324670023679
chronos2,ra,1,L1,True,14,11,0.9166666666666666,0.055901303005248704,0.1059132349995423,0.7609372462650112,5.191288505596132,5.878024315024798,6.052952301207836,0.8641261683857495
chronos2,ra,10,L10,True,14,2,0.16666666666666666,0.00374682520139491,0.01690921929076128,0.0431361942575203,1.1801723035772915,1.1718074105910956,1.1882121115327804,0.15306948083618377
chronos2,ra,11,L11,True,14,1,0.08333333333333333,-0.00031540606466815,0.0009532134682709303,0.015309976084206145,1.0811576727377534,1.0756825215310732,1.0818004500728113,0.07406318221956532
chronos2,ra,2,L2,True,14,10,0.8333333333333334,0.018799364826358134,0.08035162967274134,0.3623375263632087,3.718278084855714,4.0698978209627,4.1019772892887,0.7851198697691311
chronos2,ra,3,L3,True,14,9,0.75,0.013846623645568379,0.05427708893142125,0.10621716476748083,2.9060737457147736,3.103199858675667,3.1115721817298603,0.7061135711525126
chronos2,ra,4,L4,True,14,8,0.6666666666666666,0.006058428432129115,0.0440693610750581,0.11765525649819775,2.427405321160691,2.5137438539401016,2.5573634789044886,0.6271072725358943
chronos2,ra,5,L5,True,14,7,0.5833333333333334,0.004370643089050608,0.03319956924954204,0.1036533042060252,2.063114236323405,2.1098237209397337,2.134960704751238,0.5481009739192758
chronos2,ra,6,L6,True,14,6,0.5,0.005104255905283739,0.02752053865955617,0.11388971330122127,1.7849770182898328,1.8208712638862465,1.8361216926310084,0.46909467530265736
chronos2,ra,7,L7,True,14,5,0.4166666666666667,0.0065126276880626,0.023553600582012724,0.0954300567445791,1.5727225564742562,1.599869712860413,1.604475393490942,0.390088376686039
chronos2,ra,8,L8,True,14,4,0.3333333333333333,0.012526559646544588,0.025908104107996932,0.09854306299266113,1.4214069507549765,1.4267112880306814,1.438478862685893,0.31108207806942056
chronos2,ra,9,L9,True,14,3,0.25,0.008312556821947592,0.02005747457886442,0.07040447762664548,1.2837562507005005,1.28584454927648,1.2981720968854011,0.2320757794528021
timesfm3,hard,0,Emb,True,14,20,1.0,22.323590114073017,34.45701514781186,61.13925814441549,1.4168073719837022,6.015658253991599,2.4100717545312174,0.9913284523099711
timesfm3,hard,1,L1,True,14,19,0.95,25.49827519544507,37.18142011276221,62.309562150491885,1.3327929395979612,4.670488981237358,2.2940447972219555,0.9417620296944725
timesfm3,hard,10,L10,True,14,10,0.5,101.32554558099024,119.54430239993398,149.35184265684248,1.1528730194839574,1.727303983215433,1.40359644410191,0.4956642261549855
timesfm3,hard,11,L11,True,14,9,0.45,114.04244252152944,141.8228010425782,206.50892356725274,1.1551663937681045,1.620312284225554,1.3632688569563745,0.446097803539487
timesfm3,hard,12,L12,True,14,8,0.4,115.94055193984192,150.1961134398406,199.48990272082423,1.1284165581494043,1.5105435917209442,1.3142984921625778,0.39653138092398843
timesfm3,hard,13,L13,True,14,7,0.35,117.45539545296677,145.7463371730224,204.74947953730984,1.1074449249975997,1.4240284567561676,1.2597189983157024,0.34696495830848983
timesfm3,hard,14,L14,True,14,6,0.3,96.81429330161443,127.70948943699302,173.20952354010734,1.0827325289384564,1.3349344787291055,1.2066795155457484,0.29739853569299135
timesfm3,hard,15,L15,True,14,5,0.25,121.01637537246161,159.06421912786047,203.47711767031558,1.0849785545695922,1.2635229482444572,1.1655599281128006,0.24783211307749275
timesfm3,hard,16,L16,True,14,4,0.2,80.33700120124932,107.0513922144971,139.47108651011584,1.0718400139462079,1.2036453185214653,1.1457094495105882,0.19826569046199427
