model,dataset,arm,budget,truncated,depth_index,label,blocks_removed,fraction_blocks_removed,val_mase_ratio,test_mase_ratio,test_mase_ci_lo,test_mase_ci_hi,within_budget_test,low_skill,speedup_e2e_b1,speedup_e2e_b256,speedup_device_b1,active_params,params_removed_fraction
chronos2,SZ_TAXI_15T,hard,0.02,False,12,L12,0,0.0,1.0,1.0,1.0,1.0,True,True,1.0,1.0,1.0,,0.0
chronos2,SZ_TAXI_15T,hard,0.05,True,8,L8,4,0.3333333333333333,1.0375941725695026,1.0217400512965629,1.0002327650326905,1.052965463376873,True,True,1.4292906000585754,1.4346768161540855,1.4496867578283303,81719712,0.3160251944664737
chronos2,SZ_TAXI_15T,hard,0.1,True,4,L4,8,0.6666666666666666,1.0904509423972673,1.0548765980995656,1.0222531739739802,1.1053847348866153,True,True,2.420332210254884,2.5329268760868775,2.5415753600276236,43961760,0.6320503889329474
chronos2,SZ_TAXI_15T,hard,0.2,True,0,Emb,12,1.0,1.1385036206829624,1.0920239874568802,1.0400926265573949,1.177572970032837,True,True,8.576338360126098,10.241261902288686,11.609728510976588,6203808,0.948075583399421
chronos2,SZ_TAXI_15T,noa,0.02,True,3,L3,9,0.75,1.0130950782875783,1.0048593578183322,0.9844269881643678,1.033227308594728,True,True,2.9060737457147736,3.103199858675667,3.1115721817298603,35112864,0.7061135711525126
chronos2,SZ_TAXI_15T,noa,0.05,True,1,L1,11,0.9166666666666666,1.0463260192914186,1.0357980936376319,1.0069667230015062,1.078093485500996,True,True,5.191288505596132,5.878024315024798,6.052952301207836,16233888,0.8641261683857495
chronos2,SZ_TAXI_15T,noa,0.1,True,1,L1,11,0.9166666666666666,1.0463260192914186,1.0357980936376319,1.0069667230015062,1.078093485500996,True,True,5.191288505596132,5.878024315024798,6.052952301207836,16233888,0.8641261683857495
chronos2,SZ_TAXI_15T,noa,0.2,True,0,Emb,12,1.0,1.1057527770995081,1.0807802916483056,1.0288037162200219,1.1685888343127437,True,True,8.413659017103269,9.926948725133702,11.267174084150678,6794400,0.9431324670023679
chronos2,SZ_TAXI_15T,fl,0.02,True,9,L9,3,0.25,1.0198059484652189,1.0092153521502285,0.9862693057706161,1.04257776269836,True,True,1.2837562507005005,1.28584454927648,1.2981720968854011,91749792,0.2320757794528021
chronos2,SZ_TAXI_15T,fl,0.05,True,2,L2,10,0.8333333333333334,1.047706397338045,1.0408223420335112,1.004595627409225,1.1034316525737642,True,True,3.718278084855714,4.0698978209627,4.1019772892887,25673376,0.7851198697691311
chronos2,SZ_TAXI_15T,fl,0.1,True,1,L1,11,0.9166666666666666,1.073286085915733,1.0525786453250499,1.0104412025981082,1.1218596946555173,True,True,5.191288505596132,5.878024315024798,6.052952301207836,16233888,0.8641261683857495
chronos2,SZ_TAXI_15T,fl,0.2,True,0,Emb,12,1.0,1.1109018550990897,1.0951695280095095,1.0412823628107257,1.185141187235384,True,True,8.413659017103269,9.926948725133702,11.267174084150678,6794400,0.9431324670023679
chronos2,SZ_TAXI_15T,ra,0.02,True,3,L3,9,0.75,1.017026281269932,1.009930403372163,0.9873746972227069,1.0432867256651603,True,True,2.9060737457147736,3.103199858675667,3.1115721817298603,35112864,0.7061135711525126
chronos2,SZ_TAXI_15T,ra,0.05,True,2,L2,10,0.8333333333333334,1.0268523285293052,1.019378629673403,0.9983646833008504,1.0478292086723229,True,True,3.718278084855714,4.0698978209627,4.1019772892887,25673376,0.7851198697691311
chronos2,SZ_TAXI_15T,ra,0.1,True,1,L1,11,0.9166666666666666,1.0505844753219602,1.0427340216931018,1.0147016019861987,1.0839631212686374,True,True,5.191288505596132,5.878024315024798,6.052952301207836,16233888,0.8641261683857495
chronos2,SZ_TAXI_15T,ra,0.2,True,0,Emb,12,1.0,1.1079820474201578,1.089130566170562,1.0360090417467744,1.1782629590759341,True,True,8.413659017103269,9.926948725133702,11.267174084150678,6794400,0.9431324670023679
chronos2,SZ_TAXI_15T,probe,0.02,False,12,L12,0,0.0,1.0,1.0,1.0,1.0,True,True,1.0,1.0,1.0,,0.0
chronos2,SZ_TAXI_15T,probe,0.05,True,3,L3,9,0.75,1.047257150861388,1.0467316512545877,1.0060800959240126,1.117363324630113,True,True,3.0157473813663773,3.2419696915177743,3.246385602309118,31126608,0.7394775980889616
chronos2,SZ_TAXI_15T,probe,0.1,True,1,L1,11,0.9166666666666666,1.0881873805900832,1.0722641575500533,1.024264177927086,1.154092249923822,True,True,5.477715164439884,6.378898127340574,6.504226494678046,12247632,0.8974901953221984
chronos2,SZ_TAXI_15T,probe,0.2,True,0,Emb,12,1.0,1.1177255762858889,1.1031800688654858,1.0485593225735244,1.1938452046079333,True,True,9.42704958214726,11.553304936847095,13.028473585363002,2808144,0.9764964939388169
chronos2,boom_hourly,hard,0.02,False,12,L12,0,0.0,1.0,1.0,1.0,1.0,True,False,1.0,1.0,1.0,,0.0
chronos2,boom_hourly,hard,0.05,False,12,L12,0,0.0,1.0,1.0,1.0,1.0,True,False,1.0,1.0,1.0,,0.0
chronos2,boom_hourly,hard,0.1,False,12,L12,0,0.0,1.0,1.0,1.0,1.0,True,False,1.0,1.0,1.0,,0.0
chronos2,boom_hourly,hard,0.2,False,12,L12,0,0.0,1.0,1.0,1.0,1.0,True,False,1.0,1.0,1.0,,0.0
chronos2,boom_hourly,noa,0.02,False,12,L12,0,0.0,1.0,1.0,1.0,1.0,True,False,1.0,1.0,1.0,,0.0
chronos2,boom_hourly,noa,0.05,False,12,L12,0,0.0,1.0,1.0,1.0,1.0,True,False,1.0,1.0,1.0,,0.0
chronos2,boom_hourly,noa,0.1,False,12,L12,0,0.0,1.0,1.0,1.0,1.0,True,False,1.0,1.0,1.0,,0.0
chronos2,boom_hourly,noa,0.2,True,11,L11,1,0.08333333333333333,1.147491589926271,1.012287004133815,1.0058540181745617,1.0249856190682383,True,False,1.0811576727377534,1.0756825215310732,1.0818004500728113,110628768,0.07406318221956532
chronos2,boom_hourly,fl,0.02,False,12,L12,0,0.0,1.0,1.0,1.0,1.0,True,False,1.0,1.0,1.0,,0.0
chronos2,boom_hourly,fl,0.05,False,12,L12,0,0.0,1.0,1.0,1.0,1.0,True,False,1.0,1.0,1.0,,0.0
chronos2,boom_hourly,fl,0.1,False,12,L12,0,0.0,1.0,1.0,1.0,1.0,True,False,1.0,1.0,1.0,,0.0
chronos2,boom_hourly,fl,0.2,False,12,L12,0,0.0,1.0,1.0,1.0,1.0,True,False,1.0,1.0,1.0,,0.0
chronos2,boom_hourly,ra,0.02,False,12,L12,0,0.0,1.0,1.0,1.0,1.0,True,False,1.0,1.0,1.0,,0.0
chronos2,boom_hourly,ra,0.05,False,12,L12,0,0.0,1.0,1.0,1.0,1.0,True,False,1.0,1.0,1.0,,0.0
chronos2,boom_hourly,ra,0.1,True,11,L11,1,0.08333333333333333,1.0699700457436616,1.006583248995343,1.0001222755816148,1.016538117174258,True,False,1.0811576727377534,1.0756825215310732,1.0818004500728113,110628768,0.07406318221956532
chronos2,boom_hourly,ra,0.2,True,11,L11,1,0.08333333333333333,1.0699700457436616,1.006583248995343,1.0001222755816148,1.016538117174258,True,False,1.0811576727377534,1.0756825215310732,1.0818004500728113,110628768,0.07406318221956532
chronos2,boom_hourly,probe,0.02,False,12,L12,0,0.0,1.0,1.0,1.0,1.0,True,False,1.0,1.0,1.0,,0.0
chronos2,boom_hourly,probe,0.05,False,12,L12,0,0.0,1.0,1.0,1.0,1.0,True,False,1.0,1.0,1.0,,0.0
chronos2,boom_hourly,probe,0.1,False,12,L12,0,0.0,1.0,1.0,1.0,1.0,True,False,1.0,1.0,1.0,,0.0
chronos2,boom_hourly,probe,0.2,False,12,L12,0,0.0,1.0,1.0,1.0,1.0,True,False,1.0,1.0,1.0,,0.0
chronos2,coastal_ts,hard,0.02,False,12,L12,0,0.0,1.0,1.0,1.0,1.0,True,False,1.0,1.0,1.0,,0.0
chronos2,coastal_ts,hard,0.05,False,12,L12,0,0.0,1.0,1.0,1.0,1.0,True,False,1.0,1.0,1.0,,0.0
chronos2,coastal_ts,hard,0.1,True,3,L3,9,0.75,1.0800961914677676,1.3404789093882965,1.1161901432412702,1.6273909189888955,False,False,2.9519118679894136,3.1462523033642835,3.180026637439195,34522272,0.7110566875495657
chronos2,coastal_ts,hard,0.2,True,2,L2,10,0.8333333333333334,1.11914325544024,1.4075621439067914,1.1611295496692766,1.7252458414885379,False,False,3.745063180802789,4.123614487114269,4.143777225508858,25082784,0.7900629861661842
chronos2,coastal_ts,noa,0.02,False,12,L12,0,0.0,1.0,1.0,1.0,1.0,True,False,1.0,1.0,1.0,,0.0
chronos2,coastal_ts,noa,0.05,True,1,L1,11,0.9166666666666666,0.9632703041084592,1.0737213492180857,0.9843165540239097,1.1723596281781234,False,False,5.191288505596132,5.878024315024798,6.052952301207836,16233888,0.8641261683857495
chronos2,coastal_ts,noa,0.1,True,1,L1,11,0.9166666666666666,0.9632703041084592,1.0737213492180857,0.9843165540239097,1.1723596281781234,True,False,5.191288505596132,5.878024315024798,6.052952301207836,16233888,0.8641261683857495
chronos2,coastal_ts,noa,0.2,True,1,L1,11,0.9166666666666666,0.9632703041084592,1.0737213492180857,0.9843165540239097,1.1723596281781234,True,False,5.191288505596132,5.878024315024798,6.052952301207836,16233888,0.8641261683857495
chronos2,coastal_ts,fl,0.02,True,1,L1,11,0.9166666666666666,0.9906888429749526,1.063851464699622,0.9784643739509986,1.1620394383320347,False,False,5.191288505596132,5.878024315024798,6.052952301207836,16233888,0.8641261683857495
chronos2,coastal_ts,fl,0.05,True,1,L1,11,0.9166666666666666,0.9906888429749526,1.063851464699622,0.9784643739509986,1.1620394383320347,False,False,5.191288505596132,5.878024315024798,6.052952301207836,16233888,0.8641261683857495
chronos2,coastal_ts,fl,0.1,True,1,L1,11,0.9166666666666666,0.9906888429749526,1.063851464699622,0.9784643739509986,1.1620394383320347,True,False,5.191288505596132,5.878024315024798,6.052952301207836,16233888,0.8641261683857495
chronos2,coastal_ts,fl,0.2,True,1,L1,11,0.9166666666666666,0.9906888429749526,1.063851464699622,0.9784643739509986,1.1620394383320347,True,False,5.191288505596132,5.878024315024798,6.052952301207836,16233888,0.8641261683857495
chronos2,coastal_ts,ra,0.02,True,1,L1,11,0.9166666666666666,0.9535943698646495,1.0452745272336519,0.9471304635082505,1.1579474315787002,False,False,5.191288505596132,5.878024315024798,6.052952301207836,16233888,0.8641261683857495
chronos2,coastal_ts,ra,0.05,True,1,L1,11,0.9166666666666666,0.9535943698646495,1.0452745272336519,0.9471304635082505,1.1579474315787002,True,False,5.191288505596132,5.878024315024798,6.052952301207836,16233888,0.8641261683857495
chronos2,coastal_ts,ra,0.1,True,1,L1,11,0.9166666666666666,0.9535943698646495,1.0452745272336519,0.9471304635082505,1.1579474315787002,True,False,5.191288505596132,5.878024315024798,6.052952301207836,16233888,0.8641261683857495
chronos2,coastal_ts,ra,0.2,True,1,L1,11,0.9166666666666666,0.9535943698646495,1.0452745272336519,0.9471304635082505,1.1579474315787002,True,False,5.191288505596132,5.878024315024798,6.052952301207836,16233888,0.8641261683857495
chronos2,coastal_ts,probe,0.02,True,1,L1,11,0.9166666666666666,1.0108355579129433,1.1413372170311342,1.0011916507455327,1.3088293430290763,False,False,5.477715164439884,6.378898127340574,6.504226494678046,12247632,0.8974901953221984
chronos2,coastal_ts,probe,0.05,True,1,L1,11,0.9166666666666666,1.0108355579129433,1.1413372170311342,1.0011916507455327,1.3088293430290763,False,False,5.477715164439884,6.378898127340574,6.504226494678046,12247632,0.8974901953221984
chronos2,coastal_ts,probe,0.1,True,1,L1,11,0.9166666666666666,1.0108355579129433,1.1413372170311342,1.0011916507455327,1.3088293430290763,False,False,5.477715164439884,6.378898127340574,6.504226494678046,12247632,0.8974901953221984
chronos2,coastal_ts,probe,0.2,True,1,L1,11,0.9166666666666666,1.0108355579129433,1.1413372170311342,1.0011916507455327,1.3088293430290763,True,False,5.477715164439884,6.378898127340574,6.504226494678046,12247632,0.8974901953221984
chronos2,electricity_15min,hard,0.02,False,12,L12,0,0.0,1.0,1.0,1.0,1.0,True,False,1.0,1.0,1.0,,0.0
chronos2,electricity_15min,hard,0.05,False,12,L12,0,0.0,1.0,1.0,1.0,1.0,True,False,1.0,1.0,1.0,,0.0
chronos2,electricity_15min,hard,0.1,False,12,L12,0,0.0,1.0,1.0,1.0,1.0,True,False,1.0,1.0,1.0,,0.0
chronos2,electricity_15min,hard,0.2,False,12,L12,0,0.0,1.0,1.0,1.0,1.0,True,False,1.0,1.0,1.0,,0.0
chronos2,electricity_15min,noa,0.02,False,12,L12,0,0.0,1.0,1.0,1.0,1.0,True,False,1.0,1.0,1.0,,0.0
chronos2,electricity_15min,noa,0.05,True,10,L10,2,0.16666666666666666,1.0362277095844132,1.005136197697491,0.9920249450973821,1.0172920707585433,True,False,1.1801723035772915,1.1718074105910956,1.1882121115327804,101189280,0.15306948083618377
chronos2,electricity_15min,noa,0.1,True,9,L9,3,0.25,1.0692627269602226,1.0281425374620985,1.0108425798209915,1.0458825920336288,True,False,1.2837562507005005,1.28584454927648,1.2981720968854011,91749792,0.2320757794528021
chronos2,electricity_15min,noa,0.2,True,2,L2,10,0.8333333333333334,1.1689079663217545,1.021779887153508,0.9935288486823681,1.0502000660343689,True,False,3.718278084855714,4.0698978209627,4.1019772892887,25673376,0.7851198697691311
chronos2,electricity_15min,fl,0.02,True,11,L11,1,0.08333333333333333,1.016784281372286,1.0344886077999111,1.0238692430255918,1.0461604902053974,False,False,1.0811576727377534,1.0756825215310732,1.0818004500728113,110628768,0.07406318221956532
chronos2,electricity_15min,fl,0.05,True,11,L11,1,0.08333333333333333,1.016784281372286,1.0344886077999111,1.0238692430255918,1.0461604902053974,True,False,1.0811576727377534,1.0756825215310732,1.0818004500728113,110628768,0.07406318221956532
chronos2,electricity_15min,fl,0.1,True,9,L9,3,0.25,1.076320570462254,1.0602651396505653,1.0411126860395026,1.0792879002976266,True,False,1.2837562507005005,1.28584454927648,1.2981720968854011,91749792,0.2320757794528021
chronos2,electricity_15min,fl,0.2,True,2,L2,10,0.8333333333333334,1.1781400736896979,1.0796745829684957,1.0427375555707097,1.1132251761709036,True,False,3.718278084855714,4.0698978209627,4.1019772892887,25673376,0.7851198697691311
chronos2,electricity_15min,ra,0.02,True,11,L11,1,0.08333333333333333,1.016774768953664,1.0000450184636063,0.9928313202538197,1.0066750760588372,True,False,1.0811576727377534,1.0756825215310732,1.0818004500728113,110628768,0.07406318221956532
chronos2,electricity_15min,ra,0.05,True,11,L11,1,0.08333333333333333,1.016774768953664,1.0000450184636063,0.9928313202538197,1.0066750760588372,True,False,1.0811576727377534,1.0756825215310732,1.0818004500728113,110628768,0.07406318221956532
chronos2,electricity_15min,ra,0.1,True,9,L9,3,0.25,1.0968355664503497,1.0174837671731034,1.0005477134806098,1.0337484452579944,True,False,1.2837562507005005,1.28584454927648,1.2981720968854011,91749792,0.2320757794528021
chronos2,electricity_15min,ra,0.2,True,3,L3,9,0.75,1.1866194290012566,0.987572687327454,0.9597147150918296,1.0136977105308722,True,False,2.9060737457147736,3.103199858675667,3.1115721817298603,35112864,0.7061135711525126
chronos2,electricity_15min,probe,0.02,False,12,L12,0,0.0,1.0,1.0,1.0,1.0,True,False,1.0,1.0,1.0,,0.0
chronos2,electricity_15min,probe,0.05,False,12,L12,0,0.0,1.0,1.0,1.0,1.0,True,False,1.0,1.0,1.0,,0.0
chronos2,electricity_15min,probe,0.1,False,12,L12,0,0.0,1.0,1.0,1.0,1.0,True,False,1.0,1.0,1.0,,0.0
chronos2,electricity_15min,probe,0.2,False,12,L12,0,0.0,1.0,1.0,1.0,1.0,True,False,1.0,1.0,1.0,,0.0
chronos2,m4_hourly,hard,0.02,False,12,L12,0,0.0,1.0,1.0,1.0,1.0,True,False,1.0,1.0,1.0,,0.0
chronos2,m4_hourly,hard,0.05,False,12,L12,0,0.0,1.0,1.0,1.0,1.0,True,False,1.0,1.0,1.0,,0.0
chronos2,m4_hourly,hard,0.1,False,12,L12,0,0.0,1.0,1.0,1.0,1.0,True,False,1.0,1.0,1.0,,0.0
chronos2,m4_hourly,hard,0.2,False,12,L12,0,0.0,1.0,1.0,1.0,1.0,True,False,1.0,1.0,1.0,,0.0
chronos2,m4_hourly,noa,0.02,True,11,L11,1,0.08333333333333333,1.0097985583933626,1.0111960479995488,0.9905643568713325,1.0376557743869366,True,False,1.0811576727377534,1.0756825215310732,1.0818004500728113,110628768,0.07406318221956532
chronos2,m4_hourly,noa,0.05,True,9,L9,3,0.25,1.0274421905782025,1.0758271396356727,1.032930632547896,1.1417022930344638,False,False,1.2837562507005005,1.28584454927648,1.2981720968854011,91749792,0.2320757794528021
chronos2,m4_hourly,noa,0.1,True,7,L7,5,0.4166666666666667,1.0913652944220158,1.1353631148735375,1.085243980570098,1.1940970275580354,False,False,1.5727225564742562,1.599869712860413,1.604475393490942,72870816,0.390088376686039
chronos2,m4_hourly,noa,0.2,True,5,L5,7,0.5833333333333334,1.150997649830462,1.202163446267826,1.1410963814773736,1.2714999366087143,False,False,2.063114236323405,2.1098237209397337,2.134960704751238,53991840,0.5481009739192758
chronos2,m4_hourly,fl,0.02,True,11,L11,1,0.08333333333333333,1.0051033354147585,1.0354524522974398,0.9985799277550347,1.081360781310996,False,False,1.0811576727377534,1.0756825215310732,1.0818004500728113,110628768,0.07406318221956532
chronos2,m4_hourly,fl,0.05,True,9,L9,3,0.25,1.0172020659137853,1.0602686071240242,1.0013980815650525,1.133550039997871,False,False,1.2837562507005005,1.28584454927648,1.2981720968854011,91749792,0.2320757794528021
chronos2,m4_hourly,fl,0.1,True,9,L9,3,0.25,1.0172020659137853,1.0602686071240242,1.0013980815650525,1.133550039997871,True,False,1.2837562507005005,1.28584454927648,1.2981720968854011,91749792,0.2320757794528021
chronos2,m4_hourly,fl,0.2,True,7,L7,5,0.4166666666666667,1.1176599342751687,1.1668118121925048,1.0979704396813563,1.2433672381266072,True,False,1.5727225564742562,1.599869712860413,1.604475393490942,72870816,0.390088376686039
chronos2,m4_hourly,ra,0.02,True,11,L11,1,0.08333333333333333,1.0152537191564854,1.0209096006453915,0.995682402664025,1.0585664764640583,False,False,1.0811576727377534,1.0756825215310732,1.0818004500728113,110628768,0.07406318221956532
chronos2,m4_hourly,ra,0.05,True,9,L9,3,0.25,1.0311452649084645,1.088994746879677,1.040082607124588,1.1606850547606515,False,False,1.2837562507005005,1.28584454927648,1.2981720968854011,91749792,0.2320757794528021
chronos2,m4_hourly,ra,0.1,True,8,L8,4,0.3333333333333333,1.0708560097633737,1.1040426254506384,1.0543764477199975,1.1676004761467969,False,False,1.4214069507549765,1.4267112880306814,1.438478862685893,82310304,0.31108207806942056
chronos2,m4_hourly,ra,0.2,True,5,L5,7,0.5833333333333334,1.1394569312580942,1.147762687320992,1.0905327133641547,1.215790330577376,True,False,2.063114236323405,2.1098237209397337,2.134960704751238,53991840,0.5481009739192758
chronos2,m4_hourly,probe,0.02,False,12,L12,0,0.0,1.0,1.0,1.0,1.0,True,False,1.0,1.0,1.0,,0.0
chronos2,m4_hourly,probe,0.05,False,12,L12,0,0.0,1.0,1.0,1.0,1.0,True,False,1.0,1.0,1.0,,0.0
chronos2,m4_hourly,probe,0.1,False,12,L12,0,0.0,1.0,1.0,1.0,1.0,True,False,1.0,1.0,1.0,,0.0
chronos2,m4_hourly,probe,0.2,False,12,L12,0,0.0,1.0,1.0,1.0,1.0,True,False,1.0,1.0,1.0,,0.0
chronos2,m5,hard,0.02,False,12,L12,0,0.0,1.0,1.0,1.0,1.0,True,False,1.0,1.0,1.0,,0.0
chronos2,m5,hard,0.05,False,12,L12,0,0.0,1.0,1.0,1.0,1.0,True,False,1.0,1.0,1.0,,0.0
chronos2,m5,hard,0.1,True,10,L10,2,0.16666666666666666,1.0713247942532362,1.048582266200483,1.032889205077773,1.0645467248302103,True,False,1.1801682120264665,1.1778164283514365,1.1861786794735782,100598688,0.1580125972332368
chronos2,m5,hard,0.2,True,1,L1,11,0.9166666666666666,1.1680969346954229,1.160237609900846,1.1247280380392475,1.1995887169050257,True,False,5.1926034665751635,6.017660965274821,6.068856190984485,15643296,0.8690692847828025
chronos2,m5,noa,0.02,True,10,L10,2,0.16666666666666666,1.0151263936461665,1.0022042119894152,0.9915309539583476,1.010455567779876,True,False,1.1801723035772915,1.1718074105910956,1.1882121115327804,101189280,0.15306948083618377
chronos2,m5,noa,0.05,True,1,L1,11,0.9166666666666666,1.0316531014950072,1.0231637366851847,1.0031451015948778,1.04187906390965,True,False,5.191288505596132,5.878024315024798,6.052952301207836,16233888,0.8641261683857495
chronos2,m5,noa,0.1,True,0,Emb,12,1.0,1.0822620506528333,1.1262255036565294,1.0888563841422902,1.1705387812915493,False,False,8.413659017103269,9.926948725133702,11.267174084150678,6794400,0.9431324670023679
chronos2,m5,noa,0.2,True,0,Emb,12,1.0,1.0822620506528333,1.1262255036565294,1.0888563841422902,1.1705387812915493,True,False,8.413659017103269,9.926948725133702,11.267174084150678,6794400,0.9431324670023679
chronos2,m5,fl,0.02,True,7,L7,5,0.4166666666666667,1.0167717278351787,1.012810935788374,0.9987110658026557,1.0291964326235388,True,False,1.5727225564742562,1.599869712860413,1.604475393490942,72870816,0.390088376686039
chronos2,m5,fl,0.05,True,1,L1,11,0.9166666666666666,1.011027681246198,1.0253984696392175,1.0010411330317668,1.0549466092227038,True,False,5.191288505596132,5.878024315024798,6.052952301207836,16233888,0.8641261683857495
chronos2,m5,fl,0.1,True,0,Emb,12,1.0,1.0818640998511293,1.1256209634630407,1.088344260385779,1.1698081129488567,False,False,8.413659017103269,9.926948725133702,11.267174084150678,6794400,0.9431324670023679
chronos2,m5,fl,0.2,True,0,Emb,12,1.0,1.0818640998511293,1.1256209634630407,1.088344260385779,1.1698081129488567,True,False,8.413659017103269,9.926948725133702,11.267174084150678,6794400,0.9431324670023679
chronos2,m5,ra,0.02,True,1,L1,11,0.9166666666666666,1.0126343024967763,1.0221994612720342,1.0003539787625384,1.0496297363379228,False,False,5.191288505596132,5.878024315024798,6.052952301207836,16233888,0.8641261683857495
chronos2,m5,ra,0.05,True,1,L1,11,0.9166666666666666,1.0126343024967763,1.0221994612720342,1.0003539787625384,1.0496297363379228,True,False,5.191288505596132,5.878024315024798,6.052952301207836,16233888,0.8641261683857495
chronos2,m5,ra,0.1,True,1,L1,11,0.9166666666666666,1.0126343024967763,1.0221994612720342,1.0003539787625384,1.0496297363379228,True,False,5.191288505596132,5.878024315024798,6.052952301207836,16233888,0.8641261683857495
chronos2,m5,ra,0.2,True,0,Emb,12,1.0,1.1220163606055158,1.1696088163855656,1.12709222349414,1.2170978406860995,True,False,8.413659017103269,9.926948725133702,11.267174084150678,6794400,0.9431324670023679
chronos2,m5,probe,0.02,False,12,L12,0,0.0,1.0,1.0,1.0,1.0,True,False,1.0,1.0,1.0,,0.0
chronos2,m5,probe,0.05,False,12,L12,0,0.0,1.0,1.0,1.0,1.0,True,False,1.0,1.0,1.0,,0.0
