model,dataset,tolerance,is_headline,label,depth_index,relative_depth,blocks_removed,rung,mase_ratio,mase_ci_lo,mase_ci_hi,wql_ratio,wql_ci_lo,wql_ci_hi,within_budget_mase,budget_fragile_mase,gap_closure_mase,gap_closure_valid,compatibility_gap_exists,low_skill
timesfm3,boom_hourly,tol_0.05,True,Emb,0,0.0,20,hard,32.866490320917485,22.845642966459618,52.05591369420741,81.0918019599868,58.92579392195195,115.06122822039917,False,False,,,True,False
timesfm3,boom_hourly,tol_0.05,True,Emb,0,0.0,20,noa,1.83312857155528,1.28069586002927,2.3649471635611876,1.8405650808834213,1.3564527103491482,2.321035725932941,False,False,0.9738556532845285,True,True,False
timesfm3,boom_hourly,tol_0.05,True,Emb,0,0.0,20,ra,1.9151319407609932,1.4702717278534285,2.2895314018531363,4.1460192156040065,3.416491947448193,5.345754713533607,False,False,0.9712823115584746,True,True,False
timesfm3,boom_hourly,tol_0.05,True,Emb,0,0.0,20,probe,1.3761015996407333,1.239546935353146,1.65604675795775,1.5485229970077323,1.2675422141310795,2.1299474873269477,False,False,0.9881975832338882,True,True,False
timesfm3,boom_hourly,tol_0.1,False,Emb,0,0.0,20,hard,32.866490320917485,22.845642966459618,52.05591369420741,81.0918019599868,58.92579392195195,115.06122822039917,False,False,,,True,False
timesfm3,boom_hourly,tol_0.1,False,Emb,0,0.0,20,noa,1.83312857155528,1.28069586002927,2.3649471635611876,1.8405650808834213,1.3564527103491482,2.321035725932941,False,False,0.9738556532845285,True,True,False
timesfm3,boom_hourly,tol_0.1,False,Emb,0,0.0,20,ra,1.9151319407609932,1.4702717278534285,2.2895314018531363,4.1460192156040065,3.416491947448193,5.345754713533607,False,False,0.9712823115584746,True,True,False
timesfm3,boom_hourly,tol_0.1,False,Emb,0,0.0,20,probe,1.3761015996407333,1.239546935353146,1.65604675795775,1.5485229970077323,1.2675422141310795,2.1299474873269477,False,False,0.9881975832338882,True,True,False
timesfm3,coastal_ts,tol_0.01,False,L18,18,0.9,2,hard,47.13952770187995,39.6398823837653,54.765948329595275,56.29150199954403,43.396243989892774,70.8428957964886,False,False,,,True,False
timesfm3,coastal_ts,tol_0.01,False,L18,18,0.9,2,noa,1.042262367343323,1.0092743784351956,1.077512904622429,1.0741262844958948,1.0302562507627044,1.1419105709966078,True,True,0.9990840312103673,True,True,False
timesfm3,coastal_ts,tol_0.01,False,L18,18,0.9,2,ra,1.3231535568145072,1.239578040433988,1.4115381555405508,1.6204801119089982,1.3909459536135578,1.8877036674836387,False,False,0.9929961667812794,True,True,False
timesfm3,coastal_ts,tol_0.01,False,L18,18,0.9,2,probe,1.1800216047701646,1.0228192960813944,1.3789132421385535,1.1043839802164663,1.0133303582042257,1.2052699966191642,False,True,0.9960983214667187,True,True,False
timesfm3,coastal_ts,tol_0.02,False,L18,18,0.9,2,hard,47.13952770187995,39.6398823837653,54.765948329595275,56.29150199954403,43.396243989892774,70.8428957964886,False,False,,,True,False
timesfm3,coastal_ts,tol_0.02,False,L18,18,0.9,2,noa,1.042262367343323,1.0092743784351956,1.077512904622429,1.0741262844958948,1.0302562507627044,1.1419105709966078,True,True,0.9990840312103673,True,True,False
timesfm3,coastal_ts,tol_0.02,False,L18,18,0.9,2,ra,1.3231535568145072,1.239578040433988,1.4115381555405508,1.6204801119089982,1.3909459536135578,1.8877036674836387,False,False,0.9929961667812794,True,True,False
timesfm3,coastal_ts,tol_0.02,False,L18,18,0.9,2,probe,1.1800216047701646,1.0228192960813944,1.3789132421385535,1.1043839802164663,1.0133303582042257,1.2052699966191642,False,True,0.9960983214667187,True,True,False
timesfm3,coastal_ts,tol_0.05,True,L5,5,0.25,15,hard,33.60401169436502,28.277406425090106,39.551730161849335,86.63535930505616,56.18906918878637,128.8025328979982,False,False,,,True,False
timesfm3,coastal_ts,tol_0.05,True,L5,5,0.25,15,noa,1.2024494434252826,1.086596313261921,1.3181720832757,1.2274035775910688,1.0693069968523685,1.4239328348784446,False,False,0.9937906584832851,True,True,False
