model,dataset,arm,depth_index,label,blocks_removed,fraction_blocks_removed,val_mase_ratio,test_mase_ratio,test_mase_degradation,low_skill,speedup_e2e_b1,speedup_e2e_b256,speedup_device_b1,active_params,params_removed_fraction
chronos2,LOOP_SEATTLE_5T,hard,0,Emb,12,1.0,1.5011726369871992,0.9995863173491919,-0.0004136826508081004,False,8.576338360126098,10.241261902288686,11.609728510976588,6203808,0.948075583399421
chronos2,LOOP_SEATTLE_5T,hard,1,L1,11,0.9166666666666666,1.540397477870099,1.0073225642933485,0.0073225642933485435,False,5.1926034665751635,6.017660965274821,6.068856190984485,15643296,0.8690692847828025
chronos2,LOOP_SEATTLE_5T,hard,2,L2,10,0.8333333333333334,1.5961954671138643,0.9910649689827854,-0.0089350310172146,False,3.745063180802789,4.123614487114269,4.143777225508858,25082784,0.7900629861661842
chronos2,LOOP_SEATTLE_5T,hard,3,L3,9,0.75,1.596874449899015,1.007649651096564,0.007649651096564014,False,2.9519118679894136,3.1462523033642835,3.180026637439195,34522272,0.7110566875495657
chronos2,LOOP_SEATTLE_5T,hard,4,L4,8,0.6666666666666666,1.569930227631602,1.055518198233778,0.055518198233778016,False,2.420332210254884,2.5329268760868775,2.5415753600276236,43961760,0.6320503889329474
chronos2,LOOP_SEATTLE_5T,hard,5,L5,7,0.5833333333333334,1.4901152926940928,1.094208441516864,0.09420844151686403,False,2.0492508075360334,2.1305793727263675,2.1275825957384105,53401248,0.553044090316329
chronos2,LOOP_SEATTLE_5T,hard,6,L6,6,0.5,1.4532302415854654,1.1039993544566595,0.10399935445665953,False,1.77782451525271,1.8336681979534952,1.8282037198166905,62840736,0.4740377916997105
chronos2,LOOP_SEATTLE_5T,hard,7,L7,5,0.4166666666666667,1.3739374315484583,1.000318517718673,0.00031851771867308365,False,1.5972474255107876,1.6101041682876744,1.6298105168429835,72280224,0.39503149308309204
chronos2,LOOP_SEATTLE_5T,hard,8,L8,4,0.3333333333333333,1.2643494843353567,0.9782323601997898,-0.021767639800210237,False,1.4292906000585754,1.4346768161540855,1.4496867578283303,81719712,0.3160251944664737
chronos2,LOOP_SEATTLE_5T,hard,9,L9,3,0.25,1.1352718720386183,0.9670341217325624,-0.032965878267437576,False,1.2909113819444162,1.2932067946479453,1.3037397536706057,91159200,0.23701889584985525
chronos2,LOOP_SEATTLE_5T,hard,10,L10,2,0.16666666666666666,1.0961912634431046,1.0728767222895241,0.07287672228952413,False,1.1801682120264665,1.1778164283514365,1.1861786794735782,100598688,0.1580125972332368
chronos2,LOOP_SEATTLE_5T,hard,11,L11,1,0.08333333333333333,1.195660622324679,1.2964118074785833,0.2964118074785833,False,1.066616014605315,1.081545254955935,1.0710003193390771,110038176,0.07900629861661845
chronos2,LOOP_SEATTLE_5T,noa,0,Emb,12,1.0,1.5074464062249502,0.9815665798530345,-0.018433420146965473,False,8.413659017103269,9.926948725133702,11.267174084150678,6794400,0.9431324670023679
chronos2,LOOP_SEATTLE_5T,noa,1,L1,11,0.9166666666666666,1.2254179090057558,0.9616846611539573,-0.03831533884604266,False,5.191288505596132,5.878024315024798,6.052952301207836,16233888,0.8641261683857495
chronos2,LOOP_SEATTLE_5T,noa,2,L2,10,0.8333333333333334,1.2000912701277582,0.8603732351031097,-0.1396267648968903,False,3.718278084855714,4.0698978209627,4.1019772892887,25673376,0.7851198697691311
chronos2,LOOP_SEATTLE_5T,noa,3,L3,9,0.75,1.1497223838446198,0.883603918744769,-0.11639608125523104,False,2.9060737457147736,3.103199858675667,3.1115721817298603,35112864,0.7061135711525126
chronos2,LOOP_SEATTLE_5T,noa,4,L4,8,0.6666666666666666,1.1349108399954335,0.9531882977251163,-0.04681170227488374,False,2.427405321160691,2.5137438539401016,2.5573634789044886,44552352,0.6271072725358943
chronos2,LOOP_SEATTLE_5T,noa,5,L5,7,0.5833333333333334,1.1398164572022884,0.9614487799511214,-0.038551220048878565,False,2.063114236323405,2.1098237209397337,2.134960704751238,53991840,0.5481009739192758
chronos2,LOOP_SEATTLE_5T,noa,6,L6,6,0.5,1.1120935423477596,0.964205821570516,-0.03579417842948396,False,1.7849770182898328,1.8208712638862465,1.8361216926310084,63431328,0.46909467530265736
chronos2,LOOP_SEATTLE_5T,noa,7,L7,5,0.4166666666666667,1.0667906159117138,0.9549901712979421,-0.04500982870205794,False,1.5727225564742562,1.599869712860413,1.604475393490942,72870816,0.390088376686039
chronos2,LOOP_SEATTLE_5T,noa,8,L8,4,0.3333333333333333,1.0204261838907207,0.9310214787020116,-0.06897852129798843,False,1.4214069507549765,1.4267112880306814,1.438478862685893,82310304,0.31108207806942056
chronos2,LOOP_SEATTLE_5T,noa,9,L9,3,0.25,1.0095246164488139,0.9565713508470491,-0.04342864915295086,False,1.2837562507005005,1.28584454927648,1.2981720968854011,91749792,0.2320757794528021
chronos2,LOOP_SEATTLE_5T,noa,10,L10,2,0.16666666666666666,1.0131102740919284,0.9942426194361264,-0.005757380563873649,False,1.1801723035772915,1.1718074105910956,1.1882121115327804,101189280,0.15306948083618377
chronos2,LOOP_SEATTLE_5T,noa,11,L11,1,0.08333333333333333,1.0138254479557547,1.0045408600326486,0.0045408600326486415,False,1.0811576727377534,1.0756825215310732,1.0818004500728113,110628768,0.07406318221956532
chronos2,LOOP_SEATTLE_5T,fl,0,Emb,12,1.0,1.5563595652929207,0.8618610231393773,-0.1381389768606227,False,8.413659017103269,9.926948725133702,11.267174084150678,6794400,0.9431324670023679
chronos2,LOOP_SEATTLE_5T,fl,1,L1,11,0.9166666666666666,1.3128942408501685,0.7976045733435589,-0.20239542665644106,False,5.191288505596132,5.878024315024798,6.052952301207836,16233888,0.8641261683857495
chronos2,LOOP_SEATTLE_5T,fl,2,L2,10,0.8333333333333334,1.331372660284731,0.7002134155860869,-0.29978658441391315,False,3.718278084855714,4.0698978209627,4.1019772892887,25673376,0.7851198697691311
chronos2,LOOP_SEATTLE_5T,fl,3,L3,9,0.75,1.2217524887471907,0.8275383751230468,-0.17246162487695316,False,2.9060737457147736,3.103199858675667,3.1115721817298603,35112864,0.7061135711525126
chronos2,LOOP_SEATTLE_5T,fl,4,L4,8,0.6666666666666666,1.2073395803426736,0.7943242363761764,-0.20567576362382356,False,2.427405321160691,2.5137438539401016,2.5573634789044886,44552352,0.6271072725358943
chronos2,LOOP_SEATTLE_5T,fl,5,L5,7,0.5833333333333334,1.2214388242070346,0.780681599177987,-0.21931840082201304,False,2.063114236323405,2.1098237209397337,2.134960704751238,53991840,0.5481009739192758
chronos2,LOOP_SEATTLE_5T,fl,6,L6,6,0.5,1.1795089843236304,0.8122410143464922,-0.1877589856535078,False,1.7849770182898328,1.8208712638862465,1.8361216926310084,63431328,0.46909467530265736
chronos2,LOOP_SEATTLE_5T,fl,7,L7,5,0.4166666666666667,1.142993179368114,0.785876973311012,-0.21412302668898797,False,1.5727225564742562,1.599869712860413,1.604475393490942,72870816,0.390088376686039
chronos2,LOOP_SEATTLE_5T,fl,8,L8,4,0.3333333333333333,1.0925221296493512,0.7578183845522202,-0.24218161544777983,False,1.4214069507549765,1.4267112880306814,1.438478862685893,82310304,0.31108207806942056
chronos2,LOOP_SEATTLE_5T,fl,9,L9,3,0.25,1.0349957134610768,0.7887583887478536,-0.21124161125214636,False,1.2837562507005005,1.28584454927648,1.2981720968854011,91749792,0.2320757794528021
chronos2,LOOP_SEATTLE_5T,fl,10,L10,2,0.16666666666666666,1.043437688290497,0.7833181013582436,-0.21668189864175635,False,1.1801723035772915,1.1718074105910956,1.1882121115327804,101189280,0.15306948083618377
chronos2,LOOP_SEATTLE_5T,fl,11,L11,1,0.08333333333333333,1.015870395956017,0.7776594187695915,-0.22234058123040845,False,1.0811576727377534,1.0756825215310732,1.0818004500728113,110628768,0.07406318221956532
chronos2,LOOP_SEATTLE_5T,ra,0,Emb,12,1.0,1.5353484180558261,0.8821082133701174,-0.11789178662988264,False,8.413659017103269,9.926948725133702,11.267174084150678,6794400,0.9431324670023679
chronos2,LOOP_SEATTLE_5T,ra,1,L1,11,0.9166666666666666,1.357625925578113,0.9290922678816327,-0.07090773211836732,False,5.191288505596132,5.878024315024798,6.052952301207836,16233888,0.8641261683857495
chronos2,LOOP_SEATTLE_5T,ra,2,L2,10,0.8333333333333334,1.3214216347583332,0.9112702708962029,-0.08872972910379706,False,3.718278084855714,4.0698978209627,4.1019772892887,25673376,0.7851198697691311
chronos2,LOOP_SEATTLE_5T,ra,3,L3,9,0.75,1.2125579700940035,0.8952175312503686,-0.10478246874963137,False,2.9060737457147736,3.103199858675667,3.1115721817298603,35112864,0.7061135711525126
chronos2,LOOP_SEATTLE_5T,ra,4,L4,8,0.6666666666666666,1.1901711329689966,0.9435352722089086,-0.05646472779109135,False,2.427405321160691,2.5137438539401016,2.5573634789044886,44552352,0.6271072725358943
chronos2,LOOP_SEATTLE_5T,ra,5,L5,7,0.5833333333333334,1.167398243384144,0.9375027370779128,-0.06249726292208724,False,2.063114236323405,2.1098237209397337,2.134960704751238,53991840,0.5481009739192758
chronos2,LOOP_SEATTLE_5T,ra,6,L6,6,0.5,1.1583619475847433,0.9286934510852243,-0.07130654891477572,False,1.7849770182898328,1.8208712638862465,1.8361216926310084,63431328,0.46909467530265736
chronos2,LOOP_SEATTLE_5T,ra,7,L7,5,0.4166666666666667,1.124396404221668,0.9438504765286396,-0.056149523471360374,False,1.5727225564742562,1.599869712860413,1.604475393490942,72870816,0.390088376686039
chronos2,LOOP_SEATTLE_5T,ra,8,L8,4,0.3333333333333333,1.0248113009742585,0.9190739752308011,-0.08092602476919886,False,1.4214069507549765,1.4267112880306814,1.438478862685893,82310304,0.31108207806942056
chronos2,LOOP_SEATTLE_5T,ra,9,L9,3,0.25,1.0146650069167042,0.9439543863854765,-0.05604561361452354,False,1.2837562507005005,1.28584454927648,1.2981720968854011,91749792,0.2320757794528021
chronos2,LOOP_SEATTLE_5T,ra,10,L10,2,0.16666666666666666,1.0006254098302028,0.9749298532330118,-0.025070146766988155,False,1.1801723035772915,1.1718074105910956,1.1882121115327804,101189280,0.15306948083618377
