model,dataset,arm,kind,depth_index,label,blocks_removed,active_params,fraction_params_removed,adapter_params,test_mase,test_wql,mase_ratio,mase_ci_lo,mase_ci_hi,wql_ratio,within_budget_mase,V3_passed,api_e2e_B1_median_ms,api_e2e_B1_speedup,api_e2e_B1_throughput,api_e2e_B1_peak_bytes,api_e2e_B32_median_ms,api_e2e_B32_speedup,api_e2e_B32_throughput,api_e2e_B32_peak_bytes,api_e2e_B256_median_ms,api_e2e_B256_speedup,api_e2e_B256_throughput,api_e2e_B256_peak_bytes,device_forward_B1_median_ms,device_forward_B1_speedup,device_forward_B1_throughput,device_forward_B1_peak_bytes,device_forward_B32_median_ms,device_forward_B32_speedup,device_forward_B32_throughput,device_forward_B32_peak_bytes,device_forward_B256_median_ms,device_forward_B256_speedup,device_forward_B256_throughput,device_forward_B256_peak_bytes
chronos2,LOOP_SEATTLE_5T,native,native,12,native,0,119477664,0.0,0,1.2865068302940506,0.07994314829253679,1.0,1.0,1.0,1.0,True,True,19.4313455,1.0,51.463240154934205,487959552.0,,,,,181.77279099999998,1.0,1408.351594271334,1003395584.0,18.8098035,1.0,53.16376643700717,487956992.0,,,,,171.02117149999998,1.0,1496.8906934425954,1002805760.0
chronos2,LOOP_SEATTLE_5T,hard,hard,9,L9,3,91159200,0.23701889584985525,0,1.244096036268715,0.08194676238164136,0.967034147797224,0.9189879895341738,1.0186929612397773,1.0250629870338948,True,True,15.1102785,1.2909113819444162,66.18011706402368,375600128.0,,,,,140.6901025,1.2932067946479453,1819.6020576500753,891036160.0,14.490709500000001,1.3037397536706057,69.00973344334865,375597568.0,,,,,129.740121,1.3183959834145504,1973.1752832263817,890184192.0
chronos2,LOOP_SEATTLE_5T,noa,adapter,9,L9,3,91749792,0.2320757794528021,590592,1.230635603030973,0.07540193161934299,0.9565713714475133,0.9256413765259187,0.9895381844330036,0.9431944229094396,True,True,15.194497,1.2837562507005005,65.81330069695628,377044992.0,,,,,141.45639749999998,1.28584454927648,1809.744942783518,893005312.0,14.4810465,1.2981720968854011,69.05578267427013,377042432.0,,,,,130.4329925,1.3111803096904333,1962.6936030007896,892415488.0
chronos2,LOOP_SEATTLE_5T,fl,adapter,9,L9,3,91749792,0.2320757794528021,590592,1.0147430706405345,0.059804146597300274,0.7887584012349158,0.7461198925009073,0.8350154719837536,0.7480834552381943,True,True,15.194497,1.2837562507005005,65.81330069695628,377044992.0,,,,,141.45639749999998,1.28584454927648,1809.744942783518,893005312.0,14.4810465,1.2981720968854011,69.05578267427013,377042432.0,,,,,130.4329925,1.3111803096904333,1962.6936030007896,892415488.0
chronos2,LOOP_SEATTLE_5T,probe_head,probe_head,9,L9,3,87763536,0.26543980638925113,0,1.0243002419361373,0.06868228112804996,0.7961871774143773,0.7484243091096089,0.8455167295089734,0.8591390581306628,True,True,14.933194,1.2997789193194118,66.96491052081691,361099776.0,,,,,138.8480615,1.309434038773628,1843.7419812303249,876535808.0,14.303977,1.3150051555591848,69.91062695360878,361097216.0,,,,,128.07072399999998,1.335479826182791,1998.8955477443853,875421696.0
chronos2,LOOP_SEATTLE_5T,chronos2_small,chronos2_small,9,chronos2_small,0,27934624,,0,1.3763491958632956,0.08708528320860799,1.0698343479052577,1.0423902287621276,1.0996669070449299,1.0893401757200745,False,,10.8080435,1.7952674320750097,92.52368386563211,121283584.0,,,,,55.3481515,3.2841512797401418,4625.267385849373,467965440.0,10.173026,1.8489880493768522,98.29916880188844,121281024.0,,,,,44.612305,3.8334977647982993,5738.327127459565,467375616.0
chronos2,SZ_TAXI_15T,native,native,12,native,0,119477664,0.0,0,0.7733281950337813,0.1994658666958554,1.0,1.0,1.0,1.0,True,True,19.4313455,1.0,51.463240154934205,487959552.0,,,,,181.77279099999998,1.0,1408.351594271334,1003395584.0,18.8098035,1.0,53.16376643700717,487956992.0,,,,,171.02117149999998,1.0,1496.8906934425954,1002805760.0
chronos2,SZ_TAXI_15T,hard,hard,2,L2,10,25082784,0.7900629861661842,0,0.8289384226255965,0.21448326266784187,1.07191025485549,1.0342514406171095,1.129490974883397,1.0752880491321604,False,True,5.208465,3.745063180802789,191.99514636269993,111287296.0,,,,,44.1352355,4.123614487114269,5800.354231711304,626723328.0,4.559373,4.143777225508858,219.32840326948462,111284736.0,,,,,33.2456745,5.1457986211108455,7700.249847540316,625871360.0
chronos2,SZ_TAXI_15T,noa,adapter,2,L2,10,25673376,0.7851198697691311,590592,0.7855595802220063,0.2016715115521914,1.0158165514548332,0.9949359333627058,1.0444632337796267,1.0110577558600498,True,True,5.218363999999999,3.718278084855714,191.63094027170203,112732160.0,,,,,44.6582305,4.0698978209627,5732.425963451463,628692480.0,4.5855455,4.1019772892887,218.07656253765225,112729600.0,,,,,33.9564325,5.037773008420966,7539.0723097899045,628102656.0
chronos2,SZ_TAXI_15T,fl,adapter,2,L2,10,25673376,0.7851198697691311,590592,0.8048972672105659,0.204143915332447,1.0408223473287503,1.0045956315142663,1.1034316622068272,1.0234528779990446,True,True,5.218363999999999,3.718278084855714,191.63094027170203,112732160.0,,,,,44.6582305,4.0698978209627,5732.425963451463,628692480.0,4.5855455,4.1019772892887,218.07656253765225,112729600.0,,,,,33.9564325,5.037773008420966,7539.0723097899045,628102656.0
chronos2,SZ_TAXI_15T,probe_head,probe_head,2,L2,10,21687120,0.8184838967055801,0,0.8198770777351342,0.20534867608443014,1.0601929206775134,1.0174112335079866,1.1346038043295255,1.029492812409578,False,True,4.9906109999999995,3.898376022269169,200.37626655333386,96786944.0,,,,,42.302355000000006,4.296989872076861,6051.672536907223,612222976.0,4.351914000000001,4.3342089018345575,229.78395253215018,96784384.0,,,,,31.578939499999997,5.417393639833916,8106.668686578281,611108864.0
