model,dataset,arm,depth_index,label,blocks_removed,budgets,physical_test_mase,offline_test_mase,mase_mean_rel_diff,V3_passed,active_params,fraction_params_removed
tirex,monash_london_smart_meters,fl,1,L1,11,0.2,0.9060581091984844,0.9060592821028278,1.2945117020434585e-06,False,5957696,0.8311846579317224
tirex,monash_london_smart_meters,fl,2,L2,10,0.1,0.8836443246020105,0.8836405899575887,4.226429234091592e-06,False,8648256,0.7549458221879676
tirex,monash_london_smart_meters,fl,9,L9,3,0.05,0.8463435132860045,0.8463464604181002,3.4821816283637953e-06,False,27482176,0.22127397198168386
tirex,monash_london_smart_meters,noa,1,L1,11,0.2,0.8973402838944085,0.897341267108358,1.095696794106645e-06,False,5957696,0.8311846579317224
tirex,monash_london_smart_meters,noa,2,L2,10,0.1,0.8682024411307331,0.8681964547469428,6.8951949267980745e-06,False,8648256,0.7549458221879676
tirex,monash_london_smart_meters,noa,9,L9,3,0.05,0.8323139284996455,0.8323197104818333,6.946828382168612e-06,False,27482176,0.22127397198168386
tirex,monash_london_smart_meters,noa,11,L11,1,0.02,0.8024528802740781,0.8024498629597413,3.760128172618019e-06,False,32863296,0.06879630049417418
tirex,monash_london_smart_meters,probe,1,L1,11,0.2,0.9497226293805872,0.9497234215083483,8.340615206732134e-07,True,4053792,0.8851330643333182
tirex,monash_london_smart_meters,probe,8,L8,4,0.1,0.8923300767709392,0.8923262836636588,4.250807523910928e-06,False,22887712,0.35146121412703446
tirex,monash_traffic,fl,8,L8,4,0.2,0.6758530109053067,0.6758584638864108,8.068229363803918e-06,False,24791616,0.29751280772543864
tirex,monash_traffic,fl,11,L11,1,0.1,0.6295245992582388,0.6295408403954793,2.579838542376686e-05,False,32863296,0.06879630049417418
tirex,monash_traffic,noa,10,L10,2,0.2,0.5751432432696445,0.5751559856809977,2.2154705280683927e-05,False,30172736,0.14503513623792896
tirex,monash_traffic,noa,11,L11,1,0.1,0.5704053493345851,0.57040665923297,2.2964289838986426e-06,False,32863296,0.06879630049417418
tirex,sg_carpark,fl,9,L9,3,0.2,0.6856520720490655,0.6856520875301594,2.2578643211114732e-08,True,27482176,0.22127397198168386
tirex,sg_carpark,fl,10,L10,2,0.1,0.6653268505747766,0.6653268578296101,1.0904164511534186e-08,True,30172736,0.14503513623792896
tirex,sg_carpark,fl,11,L11,1,0.02;0.05,0.6511080223905426,0.6511080116600652,1.6480333836114107e-08,True,32863296,0.06879630049417418
tirex,sg_carpark,noa,8,L8,4,0.2,0.7119042806601263,0.7119043084829918,3.9082310816861764e-08,True,24791616,0.29751280772543864
tirex,sg_carpark,noa,9,L9,3,0.1,0.6947465809653673,0.6947466125033235,4.539490451330432e-08,True,27482176,0.22127397198168386
tirex,sg_carpark,noa,11,L11,1,0.05,0.6515056400311356,0.651505644849359,7.3955205360491414e-09,True,32863296,0.06879630049417418
tirex,sg_carpark,probe,11,L11,1,0.2,0.7079022833579961,0.7079023031838065,2.8006421717565074e-08,True,30959392,0.12274470689577
tirex,uber_tlc_hourly,fl,2,L2,10,0.2,1.0703831540735123,1.0703833204590205,1.5544478793703498e-07,True,8648256,0.7549458221879676
tirex,uber_tlc_hourly,fl,9,L9,3,0.1,0.8533691192675323,0.8533675638060796,1.8227332731207274e-06,False,27482176,0.22127397198168386
tirex,uber_tlc_hourly,fl,10,L10,2,0.05,0.83900774754184,0.839010883096839,3.7372042033652085e-06,False,30172736,0.14503513623792896
tirex,uber_tlc_hourly,noa,1,L1,11,0.2,1.0681601124952584,1.068160161691897,4.6057361344412145e-08,True,5957696,0.8311846579317224
tirex,uber_tlc_hourly,noa,5,L5,7,0.1,0.9179373566133552,0.9179438240694799,7.0455903239124e-06,False,16719936,0.5262293149567031
tirex,uber_tlc_hourly,noa,10,L10,2,0.05,0.8259107578802003,0.8259072999283814,4.18685222807188e-06,False,30172736,0.14503513623792896
tirex,uber_tlc_hourly,noa,11,L11,1,0.02,0.8152658119000118,0.8152614814541651,5.311726292974872e-06,False,32863296,0.06879630049417418
tirex,uber_tlc_hourly,probe,9,L9,3,0.2,0.9382265259208614,0.9382237489749558,2.959790677546964e-06,False,25578272,0.2752223783832797
tirex,wiki_daily_100k,fl,0,Emb,12,0.2,0.9111781549394895,0.9111781584938037,3.900789481376677e-09,True,3267136,0.9074234936754771
tirex,wiki_daily_100k,fl,1,L1,11,0.1,0.8949362802410392,0.8949362768834587,3.75175376577422e-09,True,5957696,0.8311846579317224
tirex,wiki_daily_100k,fl,5,L5,7,0.05,0.8704190830669541,0.8704178205099888,1.4505182862287133e-06,False,16719936,0.5262293149567031
tirex,wiki_daily_100k,fl,10,L10,2,0.02,0.8386297826571727,0.8386265565572988,3.8468849438222366e-06,False,30172736,0.14503513623792896
tirex,wiki_daily_100k,noa,0,Emb,12,0.2,0.9010322200348791,0.9010322074812105,1.3932541540603354e-08,True,3267136,0.9074234936754771
tirex,wiki_daily_100k,noa,1,L1,11,0.05;0.1,0.8854093242142029,0.8854093363982809,1.3760954925471919e-08,True,5957696,0.8311846579317224
tirex,wiki_daily_100k,noa,6,L6,6,0.02,0.8428149312926294,0.8428122054789882,3.2341886170212144e-06,False,19410496,0.4499904792129483
tirex,wiki_daily_100k,probe,0,Emb,12,0.2,0.9343537008577584,0.9343537004694854,4.1555244993040855e-10,True,1363232,0.9613719000770731
tirex,wiki_daily_100k,probe,1,L1,11,0.1,0.9152824132748049,0.9152824117837083,1.6291109283269345e-09,True,4053792,0.8851330643333182
tirex,wiki_daily_100k,probe,11,L11,1,0.05,0.850695512681398,0.8506982552362906,3.223886819739734e-06,False,30959392,0.12274470689577
tirex,wind_farms_hourly,fl,1,L1,11,0.2,4.500080003576725,4.500078954425244,2.3314068305745498e-07,True,5957696,0.8311846579317224
tirex,wind_farms_hourly,fl,11,L11,1,0.1,4.391990487421001,4.391963757013812,6.086208508972223e-06,False,32863296,0.06879630049417418
tirex,wind_farms_hourly,noa,10,L10,2,0.2,4.4597777256658935,4.459764342117072,3.0009542645106226e-06,False,30172736,0.14503513623792896
tirex,wind_farms_hourly,noa,11,L11,1,0.1,4.38094167478109,4.3808905046292255,1.1680308332314262e-05,False,32863296,0.06879630049417418
