model,kind,depth,level,batch,n_jobs,median_ms,median_ms_min_job,median_ms_max_job,speedup_vs_native,speedup_min_job,speedup_max_job,throughput,peak_allocated_bytes,active_params
timesfm3,adapter,11,api_e2e,1,3,84.91780399999999,83.616116,87.741342,1.121612991447725,1.1116606924019923,1.175732982920755,11.776093503312923,748899840.0,184821216
timesfm3,adapter,11,api_e2e,256,3,286.9043725,285.537301,287.3861095,1.599192791627599,1.5973946785343849,1.622202179926693,892.2833687381324,1017638912.0,184821216
timesfm3,adapter,11,device_forward,1,3,36.480751,35.8645025,36.492699,1.3615507995174596,1.3510657031155966,1.3701392344700725,27.41171638708863,748897792.0,184821216
timesfm3,adapter,11,device_forward,256,3,227.19050399999998,227.079464,227.19867,1.759254044350375,1.7590487963683943,1.7593371543276144,1126.8076591792762,1017114624.0,184821216
timesfm3,adapter,12,api_e2e,1,3,84.8661925,84.106855,86.605712,1.152818453822076,1.1050916653295126,1.1596985881828539,11.78325515192637,814470656.0,201213376
timesfm3,adapter,12,api_e2e,256,3,305.109289,303.23251849999997,305.662166,1.5139175846669626,1.4939015825072706,1.5254104521871834,839.0436123365618,1084078592.0,201213376
timesfm3,adapter,12,device_forward,1,3,37.866577500000005,37.856054,37.9153765,1.3016199179870427,1.2960272727345856,1.3125156546955474,26.408512889764065,814468608.0,201213376
timesfm3,adapter,12,device_forward,256,3,246.4122705,246.367302,246.426312,1.6217973793317981,1.6213045608051404,1.6223167999785946,1038.9093022053867,1083554304.0,201213376
timesfm3,adapter,13,api_e2e,1,3,86.8593245,85.890015,88.052144,1.1077368087709483,1.07973349481897,1.1624245612251902,11.51286871912065,880041472.0,217605536
timesfm3,adapter,13,api_e2e,256,3,324.261942,323.4042215,324.60058349999997,1.4157351897929482,1.406741751898299,1.4391181919064715,789.4851872564188,1148945408.0,217605536
timesfm3,adapter,13,device_forward,1,3,39.2949055,39.168729,39.60184649999999,1.2545559494667289,1.2543074190622499,1.2546552216952815,25.448591548336974,880039424.0,217605536
timesfm3,adapter,13,device_forward,256,3,265.7539895,265.6066075,265.7711685,1.5039691925302217,1.503750573305697,1.5041393049681566,963.2969216441434,1148421120.0,217605536
timesfm3,adapter,14,api_e2e,1,3,87.759316,86.322285,90.2648275,1.1060860111874695,1.0864508741861965,1.1114330129920338,11.394801664133299,945612288.0,233997696
timesfm3,adapter,14,api_e2e,256,3,342.036989,341.92759550000005,343.899636,1.3421619788612977,1.335455808509027,1.3533509482981831,748.4570623442132,1214598656.0,233997696
timesfm3,adapter,14,device_forward,1,3,40.759054500000005,40.406681500000005,40.804313500000006,1.216119715250558,1.2079088525775588,1.2190337609524282,24.534425841502284,945610240.0,233997696
timesfm3,adapter,14,device_forward,256,3,284.960741,284.7841435,284.9972605,1.4024863410921578,1.4024198418566904,1.4028496569016313,898.3693652031878,1214074368.0,233997696
timesfm3,adapter,15,api_e2e,1,3,90.174577,86.996569,91.15205449999999,1.0780301232339404,1.070064756466899,1.1071930284740898,11.089600120885512,1011183104.0,250389856
timesfm3,adapter,15,api_e2e,256,3,363.1321795,362.487796,363.591644,1.2641926767054803,1.2597091503185394,1.280053890622415,704.9774557366101,1281038336.0,250389856
timesfm3,adapter,15,device_forward,1,3,42.257794000000004,41.8144505,42.284569000000005,1.166362150849616,1.1621109819045334,1.1882653701260526,23.66427362488444,1011181056.0,250389856
timesfm3,adapter,15,device_forward,256,3,304.2245455,304.166196,304.30407049999997,1.3133361848999652,1.3132054724361484,1.3140375829271966,841.4837125625684,1280514048.0,250389856
