model,dataset,family,depth_index,label,relative_depth,is_phase1_entrance,val_loss,val_mase,val_mase_ratio_vs_native,test_loss,test_mase,test_mae,test_wql,mase_ratio_vs_native,mase_ratio_ci_lo,mase_ratio_ci_hi,wql_ratio_vs_native,wql_ratio_ci_lo,wql_ratio_ci_hi,loss_ratio_vs_native,within_budget_mase,budget_fragile_mase,gap_closure_mase,gap_closure_valid,selected_hard_cut,selected_wd,selected_epoch,selected_kappa,n_adapter_params
timesfm3,monash_electricity_hourly,hard,0,Emb,0.0,False,12.617883851509967,50.56116676626166,82.81793048166055,10.822524135349362,65.5860966499382,19574.09377176934,7.558423087888889,69.22452140829225,64.1411691042024,74.19728031026966,107.08695273704534,84.54606463970381,131.25402243042709,74.73116194276231,False,False,,,,,,,0
timesfm3,monash_electricity_hourly,hard,1,L1,0.05,False,12.073430047690414,62.8870434382143,103.0074091395078,10.559824524944975,65.9516257877746,19393.697556427825,7.664040647864312,69.61032847594817,64.4744472093459,74.46089074645637,108.58333134959125,80.713208836115,140.36927547310262,72.91718149957644,False,False,,,,,,,0
timesfm3,monash_electricity_hourly,hard,2,L2,0.1,False,11.133694975430728,77.42403136769721,126.81863290580755,9.087158186745098,60.27833347210952,17506.106372513907,6.464657986905877,63.62230715097994,58.671303916137525,68.25287523303675,91.59060246497926,70.55407112721994,114.20170209732314,62.74819825395792,False,False,,,,,,,0
timesfm3,monash_electricity_hourly,hard,3,L3,0.15,False,12.805380477250077,75.41063366548916,123.52073767122472,13.35040437902203,80.0086385867385,22630.349073208505,9.290379067532388,84.44716178579314,78.53556464282809,90.15678203052971,131.62512504866294,105.25485286299572,158.58495875489893,92.18655640520335,False,False,,,,,,,0
timesfm3,monash_electricity_hourly,hard,4,L4,0.2,False,11.704908161672927,69.41511712273523,113.70023106513966,10.744688532734646,59.10663450723982,16590.601456791486,7.189423318147452,62.385607542057976,58.226689722612335,66.6307924790966,101.85900235072756,80.95127536116507,123.45084625591451,74.19369536369378,False,False,,,,,,,0
timesfm3,monash_electricity_hourly,hard,5,L5,0.25,False,57.47235503815513,76.07830521318584,124.61436701877024,55.63023834192116,69.63890306628542,19506.547396204838,41.0024384339121,73.50215948804458,68.02944807586681,78.77908146005363,580.9182862112498,426.3849848090612,749.5804545377994,384.13518865397043,False,False,,,,,,,0
timesfm3,monash_electricity_hourly,hard,6,L6,0.3,False,196.79534860057686,158.41939879419954,259.48702522899725,103.38501282684676,139.5051062104942,38505.964830958386,74.08709520762964,147.24422865076144,137.6664943420454,156.98005792465773,1049.6582647823645,826.7038559573758,1292.8504643761307,713.8891112085507,False,False,,,,,,,0
timesfm3,monash_electricity_hourly,hard,7,L7,0.35,False,201.3913973269572,178.62407022022794,292.5817732458127,188.48060898744424,106.69712060716785,27879.279679513602,147.06792073124697,112.61620201453154,104.79027802335473,120.77212159916829,2083.643015659947,1607.8498881563803,2545.9337612474046,1301.4870410225672,False,False,,,,,,,0
timesfm3,monash_electricity_hourly,hard,8,L8,0.4,False,235.85541027738847,249.78798406977612,409.146489745343,180.93070783323915,129.64926182333363,34349.04264695053,148.86727800772107,136.8416258793639,127.72204668939254,146.06437207835472,2109.1361225398186,1344.8479599693246,3029.347661940785,1249.3538345034083,False,False,,,,,,,0
timesfm3,monash_electricity_hourly,hard,9,L9,0.45,False,136.33202581915236,241.36918938789526,395.35671396887443,132.77086090495567,145.9878949837701,36219.09939545017,118.6611727934267,154.08665369423287,143.68682317903898,164.38361493902366,1681.1791632851305,1170.1829178033079,2177.9780236306037,916.8028256143886,False,False,,,,,,,0
