source_dataset,target_dataset,layer,seed,split,is_ood,probe_family,pooling,parameter_count,quantile_config,quantile_set,context_length,prediction_length,probe_run_id,probe_checkpoint,selected_source_hyperparameters,quantile_loss,mean_pinball_loss,mase,mae_median_raw,n_test_windows,n_test_series
monash_electricity_hourly,monash_electricity_hourly,0,0,test,False,content_mlp_head,content,4575360,9,q9,512,64,monash_electricity_hourly__content_mlp_head__content__C512_H64__q9__seed0,/home/eserebri/repos/chronos2-layerwise-probing/results/extended_v1/ood_transfer/capacity/content_mlp_head/checkpoints/monash_electricity_hourly__content_mlp_head__content__C512_H64__q9__seed0/L00.pt,"{""weight_decay"": 0.1, ""hidden_dim"": 3072, ""dropout"": 0.0}",3.7784807682037354,0.20991557836532593,2.2010447917212725,566.190632223283,1500,318
monash_electricity_hourly,monash_electricity_hourly,1,0,test,False,content_mlp_head,content,4575360,9,q9,512,64,monash_electricity_hourly__content_mlp_head__content__C512_H64__q9__seed0,/home/eserebri/repos/chronos2-layerwise-probing/results/extended_v1/ood_transfer/capacity/content_mlp_head/checkpoints/monash_electricity_hourly__content_mlp_head__content__C512_H64__q9__seed0/L01.pt,"{""weight_decay"": 0.0001, ""hidden_dim"": 3072, ""dropout"": 0.0}",2.8489856719970703,0.1582769900560379,1.7956749090278332,546.2911560618655,1500,318
monash_electricity_hourly,monash_electricity_hourly,2,0,test,False,content_mlp_head,content,4575360,9,q9,512,64,monash_electricity_hourly__content_mlp_head__content__C512_H64__q9__seed0,/home/eserebri/repos/chronos2-layerwise-probing/results/extended_v1/ood_transfer/capacity/content_mlp_head/checkpoints/monash_electricity_hourly__content_mlp_head__content__C512_H64__q9__seed0/L02.pt,"{""weight_decay"": 0.01, ""hidden_dim"": 3072, ""dropout"": 0.0}",2.8466219902038574,0.15814565122127533,1.737182123144238,525.2050645601,1500,318
monash_electricity_hourly,monash_electricity_hourly,3,0,test,False,content_mlp_head,content,4575360,9,q9,512,64,monash_electricity_hourly__content_mlp_head__content__C512_H64__q9__seed0,/home/eserebri/repos/chronos2-layerwise-probing/results/extended_v1/ood_transfer/capacity/content_mlp_head/checkpoints/monash_electricity_hourly__content_mlp_head__content__C512_H64__q9__seed0/L03.pt,"{""weight_decay"": 1e-05, ""hidden_dim"": 3072, ""dropout"": 0.0}",2.7277638912200928,0.15154244005680084,1.7746559112659734,572.6921746084082,1500,318
monash_electricity_hourly,monash_electricity_hourly,4,0,test,False,content_mlp_head,content,4575360,9,q9,512,64,monash_electricity_hourly__content_mlp_head__content__C512_H64__q9__seed0,/home/eserebri/repos/chronos2-layerwise-probing/results/extended_v1/ood_transfer/capacity/content_mlp_head/checkpoints/monash_electricity_hourly__content_mlp_head__content__C512_H64__q9__seed0/L04.pt,"{""weight_decay"": 0.1, ""hidden_dim"": 3072, ""dropout"": 0.0}",2.672389268875122,0.1484660655260086,1.633625881651035,512.7693209226794,1500,318
monash_electricity_hourly,monash_electricity_hourly,5,0,test,False,content_mlp_head,content,4575360,9,q9,512,64,monash_electricity_hourly__content_mlp_head__content__C512_H64__q9__seed0,/home/eserebri/repos/chronos2-layerwise-probing/results/extended_v1/ood_transfer/capacity/content_mlp_head/checkpoints/monash_electricity_hourly__content_mlp_head__content__C512_H64__q9__seed0/L05.pt,"{""weight_decay"": 0.001, ""hidden_dim"": 3072, ""dropout"": 0.0}",2.68332576751709,0.14907366037368774,1.6652965965102913,516.2242110812671,1500,318
monash_electricity_hourly,monash_electricity_hourly,6,0,test,False,content_mlp_head,content,4575360,9,q9,512,64,monash_electricity_hourly__content_mlp_head__content__C512_H64__q9__seed0,/home/eserebri/repos/chronos2-layerwise-probing/results/extended_v1/ood_transfer/capacity/content_mlp_head/checkpoints/monash_electricity_hourly__content_mlp_head__content__C512_H64__q9__seed0/L06.pt,"{""weight_decay"": 0.01, ""hidden_dim"": 3072, ""dropout"": 0.0}",2.7778561115264893,0.15432533621788025,1.7700096734642954,555.0150566844175,1500,318
monash_electricity_hourly,monash_electricity_hourly,7,0,test,False,content_mlp_head,content,4575360,9,q9,512,64,monash_electricity_hourly__content_mlp_head__content__C512_H64__q9__seed0,/home/eserebri/repos/chronos2-layerwise-probing/results/extended_v1/ood_transfer/capacity/content_mlp_head/checkpoints/monash_electricity_hourly__content_mlp_head__content__C512_H64__q9__seed0/L07.pt,"{""weight_decay"": 0.01, ""hidden_dim"": 3072, ""dropout"": 0.0}",2.9101502895355225,0.16167502105236053,1.774119915634439,508.0403437961779,1500,318
monash_electricity_hourly,monash_electricity_hourly,8,0,test,False,content_mlp_head,content,4575360,9,q9,512,64,monash_electricity_hourly__content_mlp_head__content__C512_H64__q9__seed0,/home/eserebri/repos/chronos2-layerwise-probing/results/extended_v1/ood_transfer/capacity/content_mlp_head/checkpoints/monash_electricity_hourly__content_mlp_head__content__C512_H64__q9__seed0/L08.pt,"{""weight_decay"": 0.0001, ""hidden_dim"": 3072, ""dropout"": 0.0}",2.8527884483337402,0.15848824381828308,1.7746041299332098,556.194996150781,1500,318
monash_electricity_hourly,monash_electricity_hourly,9,0,test,False,content_mlp_head,content,4575360,9,q9,512,64,monash_electricity_hourly__content_mlp_head__content__C512_H64__q9__seed0,/home/eserebri/repos/chronos2-layerwise-probing/results/extended_v1/ood_transfer/capacity/content_mlp_head/checkpoints/monash_electricity_hourly__content_mlp_head__content__C512_H64__q9__seed0/L09.pt,"{""weight_decay"": 0.001, ""hidden_dim"": 3072, ""dropout"": 0.0}",2.9045162200927734,0.16136200726032257,1.7526859447754792,539.7665938490437,1500,318
