source_dataset,target_dataset,probe_family,is_ood,quantile_set,layer_selection_type,layer,q9_loss,mase,mae,native_mase,native_mae,seasonal_naive_mase,last_value_mase
monash_electricity_hourly,monash_electricity_hourly,content_mlp_head,False,q9,oracle_best,4,2.672389268875122,1.633625881651035,512.7693209226794,0.8508159866034439,259.68410346730246,1.209862126846349,4.381830033498164
monash_electricity_hourly,monash_electricity_hourly,content_mlp_head,False,q9,source_selected,4,2.672389268875122,1.633625881651035,512.7693209226794,0.8508159866034439,259.68410346730246,1.209862126846349,4.381830033498164
monash_electricity_hourly,monash_electricity_hourly,content_mlp_head,False,q9,final,12,2.8268613815307617,1.7776322428250033,549.8457385016129,0.8508159866034439,259.68410346730246,1.209862126846349,4.381830033498164
monash_electricity_hourly,monash_kdd_cup_2018,content_mlp_head,True,q9,oracle_best,2,5.8366379737854,1.163644417761805,12.31175300715117,0.8282584781046308,8.712095793325618,1.15859048460979,1.0440718591392968
monash_electricity_hourly,monash_kdd_cup_2018,content_mlp_head,True,q9,source_selected,4,5.93380069732666,1.2041065350870248,12.773276037826841,0.8282584781046308,8.712095793325618,1.15859048460979,1.0440718591392968
monash_electricity_hourly,monash_kdd_cup_2018,content_mlp_head,True,q9,final,12,6.729598522186279,1.5399224834459952,15.867144019313647,0.8282584781046308,8.712095793325618,1.15859048460979,1.0440718591392968
monash_electricity_hourly,uber_tlc_hourly,content_mlp_head,True,q9,oracle_best,2,5.616034030914307,2.8465841181079607,7.293163521287203,0.6582269958161624,3.1704035338339516,1.142444156052897,1.4096349059049504
monash_electricity_hourly,uber_tlc_hourly,content_mlp_head,True,q9,source_selected,4,5.822559356689453,2.346740221771594,7.008360798065029,0.6582269958161624,3.1704035338339516,1.142444156052897,1.4096349059049504
monash_electricity_hourly,uber_tlc_hourly,content_mlp_head,True,q9,final,12,7.3676371574401855,3.49791671544686,8.545082830025573,0.6582269958161624,3.1704035338339516,1.142444156052897,1.4096349059049504
monash_kdd_cup_2018,monash_electricity_hourly,content_mlp_head,True,q9,oracle_best,6,6.71023416519165,5.446444995640724,2052.243522147802,0.8508159866034439,259.68410346730246,1.209862126846349,4.381830033498164
monash_kdd_cup_2018,monash_electricity_hourly,content_mlp_head,True,q9,source_selected,10,7.722570419311523,6.76966529489614,2251.10930467628,0.8508159866034439,259.68410346730246,1.209862126846349,4.381830033498164
monash_kdd_cup_2018,monash_electricity_hourly,content_mlp_head,True,q9,final,12,9.300734519958496,12.096003879312224,3488.1109763348263,0.8508159866034439,259.68410346730246,1.209862126846349,4.381830033498164
monash_kdd_cup_2018,monash_kdd_cup_2018,content_mlp_head,False,q9,oracle_best,3,5.654829502105713,1.0444892775544834,11.191736009322721,0.8282584781046308,8.712095793325618,1.15859048460979,1.0440718591392968
monash_kdd_cup_2018,monash_kdd_cup_2018,content_mlp_head,False,q9,source_selected,10,6.3040361404418945,1.1824078939848677,12.550453245348814,0.8282584781046308,8.712095793325618,1.15859048460979,1.0440718591392968
monash_kdd_cup_2018,monash_kdd_cup_2018,content_mlp_head,False,q9,final,12,6.157668590545654,1.1847208488007046,12.882895339780704,0.8282584781046308,8.712095793325618,1.15859048460979,1.0440718591392968
monash_kdd_cup_2018,uber_tlc_hourly,content_mlp_head,True,q9,oracle_best,4,8.912549018859863,12.172420540554215,16.8880248294296,0.6582269958161624,3.1704035338339516,1.142444156052897,1.4096349059049504
monash_kdd_cup_2018,uber_tlc_hourly,content_mlp_head,True,q9,source_selected,10,9.959274291992188,4.474203971316218,19.405610733401968,0.6582269958161624,3.1704035338339516,1.142444156052897,1.4096349059049504
monash_kdd_cup_2018,uber_tlc_hourly,content_mlp_head,True,q9,final,12,10.248146057128906,14.079192971975976,22.418496389657122,0.6582269958161624,3.1704035338339516,1.142444156052897,1.4096349059049504
uber_tlc_hourly,monash_electricity_hourly,content_mlp_head,True,q9,oracle_best,6,5.03233528137207,3.7899152347908336,1365.8148486496987,0.8508159866034439,259.68410346730246,1.209862126846349,4.381830033498164
uber_tlc_hourly,monash_electricity_hourly,content_mlp_head,True,q9,source_selected,12,5.6426615715026855,4.896049634858825,1550.2672433422445,0.8508159866034439,259.68410346730246,1.209862126846349,4.381830033498164
uber_tlc_hourly,monash_electricity_hourly,content_mlp_head,True,q9,final,12,5.6426615715026855,4.896049634858825,1550.2672433422445,0.8508159866034439,259.68410346730246,1.209862126846349,4.381830033498164
uber_tlc_hourly,monash_kdd_cup_2018,content_mlp_head,True,q9,oracle_best,12,6.286802291870117,1.3620255857629235,14.219248045140512,0.8282584781046308,8.712095793325618,1.15859048460979,1.0440718591392968
uber_tlc_hourly,monash_kdd_cup_2018,content_mlp_head,True,q9,source_selected,12,6.286802291870117,1.3620255857629235,14.219248045140512,0.8282584781046308,8.712095793325618,1.15859048460979,1.0440718591392968
uber_tlc_hourly,monash_kdd_cup_2018,content_mlp_head,True,q9,final,12,6.286802291870117,1.3620255857629235,14.219248045140512,0.8282584781046308,8.712095793325618,1.15859048460979,1.0440718591392968
uber_tlc_hourly,uber_tlc_hourly,content_mlp_head,False,q9,oracle_best,4,4.508028030395508,1.1748726841414372,7.035681702472211,0.6582269958161624,3.1704035338339516,1.142444156052897,1.4096349059049504
